Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104)
7.547334665001462e-22,0.0006651577600000001,0.2,0.0,0.001957559287675736,0.19999999999999973,0.19999999999999876,0.2,0.19999999999999765,2.730524756272258e-43,8.035693897133858e-36,1.4233728455937222e-102,4.1525514384959185e-131,6.062721254423938e-16,9.23769017824321e-21,6.023847169416853e-35,2.3766578437984503e-15,1.2706997511995044e-15,1.0137333496958661e-17,2.2104581987235407e-42,4.632066806228897e-39,4.549824869219225e-39,5.3127421523075894e-51,2.2459507859538538e-58,1.0035968499806777e-80,1.0663542788301974e-73,6.528378661289809e-94,8.231281014382129e-129,2.6693865894672933e-79,1.5382458377424779e-108,5.6061254600389015e-120,1.5502852417064135e-105,5.147274172916653e-123,2.156149500457594e-140,1.815266572361968e-138,6.285681630382766e-164,6.059182147437518e-129,3.1703493280647163e-106
1.5101226527800492e-21,0.0006651577600000001,0.2,0.0,0.0019575592876714685,0.19999999999999943,0.19999999999999749,0.2,0.19999999999999526,5.4634218190225636e-43,1.6078369283318018e-35,7.780760349178962e-101,8.826822665997051e-129,1.2130709860032779e-15,1.8483406151548457e-20,2.411108729752573e-34,4.7553805508067975e-15,2.5425034986972798e-15,2.02834744067225e-17,1.7701593194484061e-41,1.941742975807691e-38,1.8758827784287605e-38,2.1264813458370656e-50,9.128362582487493e-58,1.373423771598219e-79,1.11282330138786e-72,2.719403940833126e-92,8.965116345464123e-127,4.313009680345591e-78,8.405614298873152e-107,6.185879896526039e-118,4.2240242895122267e-104,1.0941301104198715e-120,1.188745675413182e-138,1.0008073592111552e-136,2.622780211930533e-161,1.3242592553553087e-126,1.7324105390019316e-104
3.020901025339855e-21,0.0006651577600000001,0.2,0.0,0.0019575592876629336,0.19999999999999882,0.19999999999999493,0.19999999999999998,0.19999999999999052,1.0929215944523076e-42,3.216372005568571e-35,4.781263219810564e-99,2.1083710930619134e-126,2.4266687071144607e-15,3.6974838097997705e-20,9.64757555043126e-34,9.512825964069369e-15,5.086110993661829e-15,4.0575756222708585e-17,1.4168449101912968e-40,8.471401757916718e-38,7.944254102029996e-38,8.508694808234499e-50,3.896961116452578e-57,2.1128536443403475e-78,1.3051195541234541e-71,1.272565576517958e-90,1.097823283006819e-124,7.32209587949846e-77,5.162928599870024e-105,7.81348421982472e-116,1.294176152681682e-102,2.6134484912461027e-118,7.363711869295548e-137,6.19952373525153e-135,1.2719909778484862e-158,3.252625987385344e-124,1.0640877590805335e-102
6.042457770459467e-21,0.0006651577600000001,0.2,0.0,0.0019575592876458635,0.1999999999999976,0.19999999999998985,0.19999999999999996,0.199999999999981,2.1860804195523705e-42,6.433442160041864e-35,3.689808386754522e-97,6.182173426387603e-124,4.8538641492944795e-15,7.395770199025121e-20,3.859658446057261e-33,1.9027716787578006e-14,1.0173325983466919e-14,8.116031984051436e-17,1.1337629800751148e-39,3.950723170113341e-37,3.528899619975684e-37,3.4040316198993794e-49,2.0218739276906619e-56,4.087911236666587e-77,1.7075837334301955e-70,6.645607988243963e-89,1.6850688803365864e-122,1.5012096150032572e-75,3.98266100025089e-103,1.2681104385967327e-113,4.973864243402065e-101,7.663239102690583e-116,5.760372891966019e-135,4.849669446811242e-133,8.357488657902821e-156,1.0029000423567606e-121,8.208325911869302e-101
1.2085571260698691e-20,0.0006651577600000001,0.2,0.0,0.0019575592876117237,0.19999999999999518,0.19999999999997967,0.19999999999999987,0.19999999999996196,4.372398069752337e-42,1.2867582468987455e-34,4.9078109242792174e-95,3.0004900282785954e-121,9.708255033485139e-15,1.4792342977217828e-19,1.543989040644419e-32,3.805749842252927e-14,2.034775596258106e-14,1.623294470194604e-16,9.071252188064368e-39,2.0297414346606027e-36,1.692242069385566e-36,1.361723181341828e-48,1.7787692517810563e-55,1.3669987007791808e-75,2.4275322057456353e-69,3.773300158984095e-87,4.446057792759281e-120,5.1717425636533135e-74,5.298265501128462e-101,3.6670661065398314e-111,3.2897082956427353e-99,3.7193896973122716e-113,7.838900328055822e-133,6.599585848095744e-131,1.1740704153245426e-152,5.329777398918292e-119,1.0919804887497794e-98
2.417179824117714e-20,0.0006651577600000001,0.2,0.0,0.001957559287543444,0.19999999999999032,0.19999999999995932,0.1999999999999997,0.1999999999999239,8.745033370151632e-42,2.573586308687468e-34,1.2881408115453611e-92,2.943344409734362e-118,1.9417036801188937e-14,2.958548853257126e-19,6.176207560741319e-32,7.611706164416777e-14,4.0696615918825206e-14,3.2466770115069033e-16,7.257461116806722e-38,1.1714003768894412e-35,9.013873138932353e-36,5.4471120893797225e-48,2.9974382752042354e-54,9.008892488593633e-74,3.6403261676080136e-68,2.2613060099436323e-85,2.3220944823419197e-117,3.435954736284016e-72,1.3915173956134997e-98,2.280672154319025e-108,4.303355117132954e-97,3.6486085910403054e-110,2.0902211354546605e-130,1.75976135014338e-128,5.460464546788298e-149,5.594131765675074e-116,2.86793833119474e-96
4.834425220213404e-20,0.0006651577600000001,0.2,0.0,0.001957559287406885,0.1999999999999806,0.19999999999991863,0.19999999999999937,0.1999999999998478,1.7490303970947676e-41,5.147242432263328e-34,4.918360711043831e-90,4.393622274521691e-115,3.883460033388646e-14,5.917177963915019e-19,2.4705333566421613e-31,1.522361878943886e-13,8.139433582337694e-14,6.493442085065018e-16,5.8061526445247125e-37,7.561478238686015e-35,5.401361694120316e-35,2.1788873408339224e-47,7.205004766671565e-53,8.612734163325332e-72,5.6295557809195455e-67,1.3980831080694271e-83,1.7706535101909325e-114,3.288229159042352e-70,5.3150316040053105e-96,2.3417444245819557e-105,8.208379190113221e-95,5.4464220225656824e-107,8.022272564523464e-128,6.753967300352997e-126,7.026353085033453e-145,8.544533201289722e-113,1.0954361396670406e-93
9.668916012404784e-20,0.0006651577600000001,0.2,0.0,0.001957559287133766,0.19999999999996118,0.19999999999983722,0.19999999999999873,0.19999999999969556,3.4980845172529573e-41,1.029455467940871e-33,2.1807270012402983e-87,7.736452212310305e-112,7.766972738844117e-14,1.1834436183579636e-18,9.882234506699547e-31,3.044744396226058e-13,1.627897756007341e-13,1.2986972195915307e-15,4.6449956154601705e-36,5.325201418783281e-34,3.5971709554815893e-34,8.715623426335468e-47,2.0006703585304672e-51,9.551512016377454e-70,8.851711877856959e-66,8.79083108110232e-82,1.5694975724074602e-111,3.6470096748211945e-68,2.3569034422061294e-93,3.1622504510940826e-102,1.819287049216432e-92,9.590277665421493e-104,3.562615382845005e-125,2.9993730088265743e-123,1.4985606466146975e-140,1.5154859859032684e-109,4.85761414913194e-91
1.9337897596787543e-19,0.0006651577600000001,0.2,0.0,0.0019575592865875287,0.19999999999992235,0.19999999999967444,0.19999999999999743,0.19999999999939108,6.996192757565261e-41,2.058917917367411e-33,1.0359365276096714e-84,1.4655923613818353e-108,1.553399814541893e-13,2.3668952616304164e-18,3.952914350431223e-30,6.089509399901416e-13,3.255806550284633e-13,2.5974032272552127e-15,3.716025889788063e-35,3.970453584805558e-33,2.5881624579262832e-33,3.4862554251803885e-46,5.944880099700856e-50,1.1345504320740216e-67,1.4043226633223278e-64,5.577883177113923e-80,1.490891609154116e-108,4.332154952176881e-66,1.119668798810126e-90,5.072865800534618e-99,4.320738549766577e-90,1.8167821281579176e-100,1.6934986345361706e-122,1.4257598839819672e-120,3.9556553456387955e-136,2.87973956099076e-106,2.3076543004495909e-88
3.867586076555306e-19,0.0006651577600000001,0.2,0.0,0.0019575592854950536,0.1999999999998447,0.19999999999934887,0.19999999999999482,0.19999999999878212,1.3992409238173558e-40,4.11784281621035e-33,5.100916790554246e-82,2.8822239055096375e-105,3.106804894122403e-13,4.7337985455334376e-18,1.581170115040368e-29,1.2179039283696203e-12,6.511624133759812e-13,5.194815184557075e-15,2.9728324664587276e-34,3.060301927627412e-32,1.954695315446791e-32,1.3944963755353694e-45,1.8303261827047044e-48,1.3967372724576717e-65,2.243530215533556e-63,3.5641864687134013e-78,1.468157117358938e-105,5.333599851553274e-64,5.513265902959376e-88,9.071008164225507e-96,1.0637508436411593e-87,3.5728726171504255e-97,8.341792622388474e-120,7.0229718754861395e-118,1.157913109409427e-131,5.672074374875353e-103,1.1362920415226094e-85
7.73517871030841e-19,0.0006651577600000001,0.2,0.0,0.0019575592833101035,0.19999999999968934,0.19999999999869772,0.19999999999998963,0.1999999999975642,2.7984842199324932e-40,8.235692613855655e-33,2.5594093919796998e-79,5.7801604636644155e-102,6.213615046345612e-13,9.467605102771898e-18,6.324691332375241e-29,2.4358098557062067e-12,1.3023259280392549e-12,1.0389638867058802e-14,2.3782706680129728e-33,2.4015338079029153e-31,1.5174157439979944e-31,5.577917898089476e-45,5.741613233264371e-47,1.7521183001509176e-63,3.664815209210066e-62,2.328607750225428e-76,1.4735790080880039e-102,6.691443816954842e-62,2.766314258134509e-85,1.7282280072717406e-92,2.669247152262681e-85,7.165224361119537e-94,4.1871830671710194e-117,3.525197790154387e-115,3.5782222540497315e-127,1.1384764577663163e-99,5.7014093091465736e-83
1.5470363977814618e-18,0.0006651577600000001,0.2,0.0,0.0019575592789402036,0.19999999999937867,0.1999999999973954,0.19999999999997922,0.1999999999951284,5.596970812136679e-40,1.6471392208983985e-32,1.2965284886285126e-76,3.2582398404625226e-98,1.2427235323040791e-12,1.893521817497817e-17,2.529880405368831e-28,4.871621512689914e-12,2.6046529492387546e-12,2.0779285303654348e-14,1.902618401130898e-32,1.9020910729985577e-30,1.1953860027033413e-30,2.2311089159439106e-44,1.8184410747921383e-45,2.2189829984478027e-61,6.912600048945256e-61,1.7560909043850273e-74,1.4943279647032717e-99,8.476405988589146e-60,1.401341506167333e-82,9.374126421880594e-89,6.767146507142325e-83,4.0383600005160425e-90,4.187175661053021e-117,3.5251915549845024e-115,2.4425469757213165e-121,2.3085177382943582e-96,2.8881784128108217e-80
3.0940734512827032e-18,0.0006651577600000001,0.2,0.0,0.001957559270200405,0.1999999999987573,0.19999999999479076,0.19999999999995843,0.19999999999025678,1.1193943996440703e-39,3.29427913985916e-32,6.597297254766144e-74,6.633872582667589e-95,2.4854475765426174e-12,3.787044415030548e-17,1.0119542950111745e-27,9.743244035899592e-12,5.209306959129563e-12,4.1558574463214466e-14,1.5220954496520287e-31,1.5132946970850157e-29,9.488735926666065e-30,8.923964218603574e-44,5.786096066809615e-44,2.822809389875007e-59,2.4496309900391133e-59,2.4858727136051066e-72,1.5265123990573082e-96,1.0788026033352395e-57,7.130628543603512e-80,1.89375386747285e-85,1.7282361445259624e-80,8.222220019881772e-87,4.179240882473138e-117,3.518511249140559e-115,7.909399535100994e-117,4.702721714475594e-93,1.469624921024324e-77
6.188147558285186e-18,0.0006651577600000001,0.2,0.0,0.0019575592527208106,0.19999999999751458,0.19999999998958148,0.19999999999991683,0.19999999998051354,2.2387890364631835e-39,6.588558977521368e-32,3.3618426299465127e-71,1.3521941287682315e-91,4.970895620617702e-12,7.574089542459812e-17,4.047832312806339e-27,1.9486485919289014e-11,1.0418614848878432e-11,8.311713792781598e-14,1.2176766225472303e-30,1.2061289771838121e-28,7.560982863302387e-29,3.5692163893470205e-43,1.844545649338325e-42,3.5961155238418485e-57,2.1063593744914777e-57,8.542300720168667e-70,1.5793037474991896e-93,1.3756219626242119e-55,3.6336132631318856e-77,3.844806077009358e-82,4.470064966169118e-78,1.6759498212488452e-83,-5.4978311921924084e-117,-4.62863488790442e-115,2.5697014390353597e-112,9.602067017469957e-90,7.488842758531371e-75
9.282221665287669e-18,0.0006651577600000001,0.2,0.0,0.00195755923524122,0.19999999999627185,0.1999999999843722,0.19999999999987522,0.1999999999707703,3.358183673240735e-39,9.88283881492497e-32,2.9240325583862805e-70,8.630173642533362e-91,7.456343620290784e-12,1.136113460225007e-16,8.601668681910097e-27,2.9229724639649534e-11,1.562792260859456e-11,1.2467568653790387e-13,3.6149776627351434e-30,3.5756868704849743e-28,2.2421073211817007e-28,7.584061888961003e-43,8.815946319439285e-42,2.4154267693913823e-56,1.3727711797086528e-56,7.253789599783007e-69,1.535055171872865e-92,9.24222837551671e-55,3.1604099944771505e-76,2.4555106559515215e-81,3.455445627760752e-77,1.0697128867471529e-82,3.2489442531957273e-108,2.7352926582383953e-106,1.3336340044785255e-111,1.0255523028564968e-88,6.513566821650962e-74
1.2376295772290152e-17,0.0006651577600000001,0.2,0.0,0.0019575592177616327,0.19999999999502913,0.19999999997916293,0.19999999999983362,0.19999999996102708,4.477578309977049e-39,1.3177118652071609e-31,1.7455815887304636e-69,1.002185634210788e-89,9.941791575561852e-12,1.5148179594398497e-16,1.467347624477529e-26,3.897296019698216e-11,2.083723023827796e-11,1.6623422029348346e-13,7.87684621885185e-30,7.783320263195122e-28,4.882339561473887e-28,1.2936746368000112e-42,2.9152592221107985e-41,1.1103758048129535e-55,6.205740884915913e-56,4.261367508296213e-68,9.955161626113764e-92,4.2494615040612114e-54,1.8866932581254156e-75,2.8473083365887266e-80,1.7391462907342412e-76,1.24214597848499e-81,1.7100237276786603e-107,1.4396723930206562e-105,4.1291726557692365e-110,7.584240035902848e-88,3.888448171712438e-73
1.856444398629512e-17,0.0006651577600000001,0.2,0.0,0.001957559182802465,0.19999999999254367,0.1999999999687444,0.19999999999975043,0.1999999999415406,6.716367583355802e-39,1.976567832577565e-31,4.1076224000644836e-68,8.918181898746897e-88,1.4912687381895133e-11,2.272226941993311e-16,3.0379727548928306e-26,5.84594238882177e-11,3.1255845192465945e-11,2.4935125294203704e-13,2.2864054671545554e-29,2.256043646439728e-27,1.4162444026413367e-27,2.678170403980706e-42,1.6983073524097415e-40,1.3503402504342517e-54,7.426999634550977e-55,9.828924329558282e-67,2.612099121654658e-90,5.1689285755974175e-53,4.439679030086168e-74,2.5297945127565805e-78,2.37291546323282e-75,1.105296551679876e-79,1.2623800958331356e-106,1.0628003249875851e-104,2.4464113956299498e-107,3.1104293783219048e-86,9.150105216342912e-72
2.4752592200300085e-17,0.0006651577600000001,0.2,0.0,0.0019575591478433103,0.1999999999900582,0.19999999995832587,0.19999999999966725,0.19999999992205414,8.955156856592664e-39,2.6354237998576053e-31,2.567039196522081e-67,8.036551623975674e-87,1.9883583024946262e-11,3.029635899669664e-16,5.166822873083327e-26,7.794587594787997e-11,4.167445966847731e-11,3.3246823096530864e-13,5.0001108255151457e-29,4.92812942009003e-27,3.09598095791089e-27,4.5545904001156635e-42,5.645826611020656e-40,6.237807772332753e-54,3.4204519636802674e-54,6.117745302388746e-66,1.7599772652691353e-89,2.3885682676062983e-52,2.774555966004479e-73,2.2790392944878065e-77,1.2673998121815853e-74,9.960257591589222e-79,8.909640783890087e-106,7.501044377831527e-104,4.0505401187785246e-106,2.5577891917120094e-85,5.718302805965564e-71
3.094074041430505e-17,0.0006651577600000001,0.2,0.0,0.0019575591128841684,0.19999999998757276,0.19999999994790735,0.19999999999958407,0.19999999990256773,1.1193946129693107e-38,3.294279767046657e-31,1.237220164562769e-66,5.862687090196325e-86,2.4854478493052152e-11,3.787044830690044e-16,7.893780007220085e-26,9.743231554514906e-11,5.209307363215664e-11,4.155851504615266e-13,9.380888202144505e-29,9.235615178365579e-27,5.806957237610099e-27,6.958132910142669e-42,1.52103482171487e-39,2.2840391103129044e-53,1.2504631980587365e-53,2.9420479022867155e-65,9.588687547632754e-89,8.748441064504369e-52,1.3372353638902281e-72,1.6620834902976586e-76,5.204476424726509e-74,7.265997620891482e-78,3.970115571741025e-105,3.342448232354075e-103,5.5808382312939775e-105,1.6168102128599612e-84,2.7560100567829006e-70
4.331703684231498e-17,0.0006651577600000001,0.2,0.0,0.0019575590429659257,0.19999999998260187,0.19999999992707027,0.19999999999941767,0.19999999986359487,1.567152467577151e-38,4.611991701222325e-31,6.2873539895309805e-65,7.505961094573716e-84,3.479626889343869e-11,5.301862611075738e-16,1.5179643260503191e-25,1.364051565697387e-10,7.2930299990338e-11,5.818188101967079e-13,2.566781740362742e-28,2.5196235450853814e-26,1.588258143509717e-26,1.3381558278595837e-41,8.93860939734596e-39,3.516082979503203e-52,1.924693985976053e-52,1.4927255968665105e-63,1.1007204180226474e-86,1.3495238116845403e-50,6.795600963747822e-71,2.1268118908663236e-74,1.6513535082009392e-72,9.302812469755842e-76,5.2514073313187825e-105,4.4211703247235447e-103,6.5801502582430155e-102,3.409191094727112e-82,1.4005350406406784e-68
5.569333327032491e-17,0.0006651577600000001,0.2,0.0,0.001957558973047736,0.199999999977631,0.19999999990623318,0.19999999999925128,0.19999999982462208,2.0149103222307375e-38,5.929703635259132e-31,4.478744211526896e-64,6.966953134440897e-83,4.4738058583278857e-11,6.816680283168961e-16,2.4894865949212926e-25,1.753779469780467e-10,9.376752426766857e-11,7.480522322230272e-13,5.41108780627502e-28,5.29802431095153e-26,3.347415339915146e-26,2.1952461761926766e-41,3.008641442670695e-38,1.7856050360864738e-51,9.781475487863353e-52,1.0638276713996374e-62,9.793908163990947e-86,6.860839289062839e-50,4.8407861010582704e-70,1.973872172852242e-73,1.1134099384332142e-71,8.63477397827981e-75,1.985095286449778e-102,1.671255688098108e-100,7.705736124289834e-101,3.18741701699885e-81,9.97652616326172e-68
8.044592612634477e-17,0.0006651577600000001,0.2,0.0,0.0019575588332115187,0.1999999999676892,0.19999999986455905,0.19999999999891852,0.19999999974667662,2.9104260329004333e-38,8.565127504751855e-31,1.972618568899944e-62,7.50179778833e-81,6.462163583161617e-11,9.846315302430758e-16,5.161278964265265e-25,2.5332337596749154e-10,1.3544196658065813e-10,1.080518363251003e-12,1.6505493659020894e-27,1.6064991825869743e-25,1.0206671761758049e-25,4.560028394563553e-41,2.0460547216621404e-37,2.9570940421665627e-50,1.6260312446675507e-50,4.703562492587044e-61,1.2036621482292278e-83,1.1408454655192587e-48,2.1320694439122438e-68,2.12453306322856e-71,4.865147641837877e-70,9.297740503958129e-73,2.9520693036423574e-100,2.4853530455191666e-98,4.362109833758346e-98,4.030892911867361e-79,4.393915837174931e-66
1.299511118383845e-16,0.0006651577600000001,0.2,0.0,0.001957558553539727,0.19999999994780562,0.1999999997812108,0.19999999999825296,0.1999999995907864,4.7014574923812366e-38,1.3835975278952048e-30,2.3648206411478994e-60,2.3017264438199003e-78,1.0438878180296356e-10,1.5905584040669212e-15,1.3420104706045365e-24,4.092136266445918e-10,2.1879082624016915e-10,1.7454477732415753e-12,7.161872195670976e-27,6.881631493109487e-25,4.425993242239548e-25,1.2005085878225797e-40,2.5456463151070225e-36,1.119837560399019e-48,6.216565391020577e-49,5.692219283904682e-59,6.550347736647258e-81,4.362044308133869e-47,2.5559602989293047e-66,6.5155445481064e-69,8.26622127866332e-68,2.8528102521217733e-70,1.0771450347933978e-97,9.06850556238495e-96,8.16758620491606e-95,1.5716679187609192e-76,5.2671232444238215e-64
2.2896148326246395e-16,0.0006651577600000001,0.2,0.0,0.0019575579941987185,0.19999999990803852,0.1999999996145144,0.19999999999692192,0.19999999927900836,8.283521840842442e-38,2.4377671622653776e-30,5.277353305485074e-58,1.5187497736275308e-75,1.8392303964445417e-10,2.802411631122483e-15,4.160082641149339e-24,7.209916988290658e-10,3.8548844569432975e-10,3.075295185144213e-12,4.049005381963982e-26,3.789376218975109e-24,2.499513068045906e-24,4.0396454604332884e-40,4.7529014833320434e-35,7.126077054884083e-47,4.0328584205860797e-47,1.2947341926932146e-56,9.043975438132705e-78,2.829911807121614e-45,5.7038979294342736e-64,4.296114305105191e-66,3.2432992013878494e-65,1.8824006461942098e-67,8.628786120245602e-95,7.264592043998422e-93,4.384288550034895e-91,1.2656729336849062e-73,1.1752335178393345e-61
