Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123)
1.3020170938164391e-08,0.0004434385066666667,0.2,0.0,7.25986276801541e-06,0.199999540027879,0.19870405738010788,0.20000000971275714,0.19999908215008438,2.2918380011121548e-18,7.868682691783505e-15,2.316789439328104e-16,9.861846426069021e-25,9.388775127207152e-07,2.1151026590895308e-19,6.519886077239541e-15,9.078777728456915e-07,0.0012959316397469184,2.581780815981944e-10,1.0069110966363432e-09,2.429449544679057e-15,1.294398929881041e-12,1.4782490558138096e-20,1.169002771210393e-14,1.5308218604320038e-19,-1.0775285272302324e-19,1.1377998624464402e-15,2.489254954815783e-15,8.139851364049802e-13,6.194931850728772e-14,2.9946739807823237e-16,3.99022265564805e-14,1.2120205461602784e-20,1.343340379080345e-17,5.37995282037806e-19,4.958340583799308e-22
1.3062061904180177e-08,0.0004434385066666667,0.2,0.0,7.258668339693225e-06,0.19999954161722472,0.1987040528553309,0.20000000971773083,0.1999990822991223,2.3090941956119287e-18,7.902237055979901e-15,2.336714481803298e-16,9.912929023868035e-25,9.357061103154511e-07,2.1181217053612818e-19,6.5415066750916844e-15,9.077238008843301e-07,0.0012959361570185172,2.5813652849710594e-10,1.0094781407410811e-09,2.421101780404908e-15,1.296898200967399e-12,1.48439052033233e-20,1.174968145550204e-14,1.5303677928832793e-19,3.6470243975975825e-20,1.1441168160744308e-15,2.505232650796776e-15,8.163162105191897e-13,6.247717912788022e-14,3.0260512241669475e-16,4.0063549474901586e-14,1.2191494382513598e-20,1.3651660919609372e-17,5.488525280870426e-19,5.014890064579152e-22
1.3103952870195962e-08,0.0004434385066666667,0.2,0.0,7.257497016144618e-06,0.1999995431931577,0.1987040483835037,0.2000000097227129,0.19999908244513762,2.3264383949369115e-18,7.935929451495132e-15,2.3567499783710514e-16,9.964126908162389e-25,9.325615476814374e-07,2.1211703967169187e-19,6.563203246768713e-15,9.07572842439129e-07,0.0012959406213272678,2.5809579494644476e-10,1.0120491433972245e-09,2.41282746689622e-15,1.2993886871734931e-12,1.4905457869000812e-20,1.1809584458762277e-14,1.529932724395819e-19,1.8914779715245771e-19,1.1504575135984478e-15,2.5213192529728297e-15,8.186491219229517e-13,6.30079266461716e-14,3.0576469781942354e-16,4.0224895063847316e-14,1.2263339041859315e-20,1.3872623547267172e-17,5.598855068042006e-19,5.071925047746156e-22
1.3141654739610168e-08,0.0004434385066666667,0.2,0.0,7.256462069145623e-06,0.19999954460015934,0.19870404440329414,0.2000000097272039,0.1999990825740341,2.3421237168146224e-18,7.966370580181192e-15,2.374876706836542e-16,1.0010304219117048e-24,9.297541297267042e-07,2.1239389594656014e-19,6.582795050643811e-15,9.074394893047385e-07,0.001295944594759009,2.5805981727040785e-10,1.0143664219626207e-09,2.4054426002918417e-15,1.3016225904825935e-12,1.496006784514206e-20,1.1863700772692223e-14,1.5295589042512045e-19,-7.347477818121055e-21,1.1561845021553226e-15,2.5358907503232576e-15,8.207503421599613e-13,6.34880767249115e-14,3.0862706006553554e-16,4.0370127958782066e-14,1.2328535185922148e-20,1.407382330133711e-17,5.699672338432572e-19,5.123674321071482e-22
1.3179356609024373e-08,0.0004434385066666667,0.2,0.0,7.255444900663477e-06,0.1999995459965366,0.19870404046443446,0.20000000973170162,0.19999908270060535,2.357880877082954e-18,7.996923345075948e-15,2.3930935434686193e-16,1.0056576116662549e-24,9.269679720740948e-07,2.1267309251451052e-19,6.602448262199446e-15,9.073084540429904e-07,0.0012959485268302495,2.5802447005186936e-10,1.0166868896126656e-09,2.398115801328248e-15,1.3038493495227794e-12,1.5015250129090782e-20,1.191801607239566e-14,1.5291999826306727e-19,-1.974842268990637e-20,1.1619308552288493e-15,2.5505512841918863e-15,8.228531046621553e-13,6.397058200453627e-14,3.115072383843242e-16,4.051538383943156e-14,1.2394188515621011e-20,1.4277252223223877e-17,5.801946603764729e-19,5.175822127109509e-22
1.3217058478438578e-08,0.0004434385066666667,0.2,0.0,7.2544450867914555e-06,0.19999954738240067,0.19870403656622274,0.2000000097362061,0.19999908282490705,2.373710138679061e-18,8.027588520557794e-15,2.411400793367341e-16,1.0102943153440422e-24,9.242028522506611e-07,2.129546489476115e-19,6.622162926392769e-15,9.071796809476423e-07,0.0012959524182430812,2.579897381857227e-10,1.0190105376726954e-09,2.3908464183982073e-15,1.3060689650408154e-12,1.5071705160462742e-20,1.1972536286141132e-14,1.528855350764434e-19,4.170852342677968e-19,1.1676966695096898e-15,2.565301247237577e-15,8.249574339368121e-13,6.445545048673891e-14,3.1440529323921397e-16,4.0660664841735e-14,1.2460277092552527e-20,1.448292835375723e-17,5.905693962918897e-19,5.2283710323626195e-22
1.3246088962099733e-08,0.0004434385066666667,0.2,0.0,7.2536867956659985e-06,0.19999954844242251,0.1987040335918628,0.20000000973967916,0.19999908291910712,2.385947990153525e-18,8.051277483207259e-15,2.4255592022276346e-16,1.0138711016076465e-24,9.220879048399841e-07,2.1317306019004435e-19,6.63738511016344e-15,9.070820329603238e-07,0.001295955387360674,2.5796340468583264e-10,1.0208019135762968e-09,2.3852876781804917e-15,1.3077731832397046e-12,1.511339104128679e-20,1.2014649048114521e-14,1.528602663706808e-19,5.2512176143981084e-20,1.1721496475242048e-15,2.576719926002883e-15,8.265788536418616e-13,6.483041525425758e-14,3.1664901532102966e-16,4.07725498682557e-14,1.2511554969763576e-20,1.464284199795148e-17,5.986593599789912e-19,5.269108331638901e-22
1.3275119445760887e-08,0.0004434385066666667,0.2,0.0,7.252938366340041e-06,0.19999954949632556,0.19870403064088993,0.20000000974315615,0.1999990830120178,2.398228869583473e-18,8.075032249265208e-15,2.43977153902488e-16,1.017453589315193e-24,9.199852017245162e-07,2.1339283313332626e-19,6.652643599514614e-15,9.069856700082451e-07,0.0012959583330849347,2.579374207760602e-10,1.0225951684761891e-09,2.379762277871276e-15,1.3094731339032513e-12,1.5153276910613987e-20,1.205687500630896e-14,1.5283598696660555e-19,-1.0154313446452524e-18,1.1766142013389108e-15,2.5881920423726084e-15,8.282012292691338e-13,6.520678962200433e-14,3.189033906632592e-16,4.088445212734636e-14,1.2563156010615721e-20,1.4804107112332515e-17,6.068383718214902e-19,5.310085763988348e-22
1.3298538734679136e-08,0.0004434385066666667,0.2,0.0,7.252341662537303e-06,0.19999955034209796,0.19870402827713785,0.20000000974596405,0.19999908308604655,2.40816745776665e-18,8.094243736127317e-15,2.4512762215639037e-16,1.0203478024690505e-24,9.182977785510226e-07,2.1357097005348415e-19,6.664979308228047e-15,9.069088530829014e-07,0.0012959606925984388,2.579167096059722e-10,1.024043173728392e-09,2.3753290140260598e-15,1.3108414280487003e-12,1.519042005156773e-20,1.2091024657173682e-14,1.5281652700040008e-19,-4.597502443555277e-23,1.1802242950020044e-15,2.5974858222913403e-15,8.295107253127181e-13,6.551144573363226e-14,3.2072981125383063e-16,4.097473843181464e-14,1.2604852034840623e-20,1.4935192482761514e-17,6.1350189836804295e-19,5.343319358460161e-22
1.3321958023597385e-08,0.0004434385066666667,0.2,0.0,7.251751167582833e-06,0.19999955118394572,0.19870402592825456,0.2000000097487745,0.19999908315926374,2.418134191045135e-18,8.11349896725431e-15,2.4628161652267104e-16,1.0232457554265685e-24,9.166182091203712e-07,2.1375032535497225e-19,6.67733873686947e-15,9.068328449782391e-07,0.0012959630372390853,2.5789621850199067e-10,1.025492398423055e-09,2.3709171067010657e-15,1.31220695809035e-12,1.5224947488729294e-20,1.2125274305440305e-14,1.527981566755578e-19,6.174071213714766e-23,1.1838420192882386e-15,2.606814592605383e-15,8.308208564648061e-13,6.581702352952913e-14,3.2256320274458674e-16,4.10650370639017e-14,1.2646819780370458e-20,1.506716723816807e-17,6.202242612205706e-19,5.376710444025598e-22
1.3345377312515634e-08,0.0004434385066666667,0.2,0.0,7.251166790799407e-06,0.19999955202189404,0.198704023594087,0.20000000975158755,0.19999908323168117,2.428129131156305e-18,8.132798107753485e-15,2.4743914443494504e-16,1.0261474610516532e-24,9.149464429411825e-07,2.1393019928627338e-19,6.6897219003388345e-15,9.067576337830196e-07,0.001295965367159957,2.5787594422471357e-10,1.0269428386480792e-09,2.3665264114928716e-15,1.313569703756407e-12,1.5259481086006705e-20,1.2159567855469781e-14,1.5278004922820456e-19,-7.963137798798773e-23,1.1874673279168558e-15,2.6161784493924423e-15,8.321316281219212e-13,6.612352496326466e-14,3.244035747808444e-16,4.115534853704738e-14,1.2688960343891616e-20,1.5200035811913364e-17,6.270058587410999e-19,5.410259875421743e-22
1.3366454672542059e-08,0.0004434385066666667,0.2,0.0,7.250646009066684e-06,0.19999955277273415,0.1987040215057935,0.20000000975412152,0.1999990832961828,2.4371487465204867e-18,8.150204613476185e-15,2.484839468759305e-16,1.028762215724675e-24,9.134484837833448e-07,2.1409309743413037e-19,6.700887003836614e-15,9.066906153893794e-07,0.001295967451628063,2.578578801339205e-10,1.0282492723036067e-09,2.362592814796028e-15,1.3147938023056182e-12,1.5290682039294095e-20,1.219052167437058e-14,1.5276441874156808e-19,2.7941126997819144e-20,1.1907366058952632e-15,2.6246359990856585e-15,8.333118751102073e-13,6.640016757780051e-14,3.2606588616159e-16,4.123664028712461e-14,1.2727052411793959e-20,1.5320385421154167e-17,6.33160272995734e-19,5.44059033199292e-22
1.3387532032568483e-08,0.0004434385066666667,0.2,0.0,7.250130047004769e-06,0.19999955352045412,0.19870401942918905,0.2000000097566576,0.19999908336005448,2.4461913077758216e-18,8.167646302386141e-15,2.495316229256135e-16,1.0313800308557297e-24,9.119567685100571e-07,2.142567874973776e-19,6.712071276937972e-15,9.066242246244375e-07,0.0012959695244038347,2.578399868277036e-10,1.0295566878860922e-09,2.358676180782377e-15,1.3160156608049335e-12,1.5321237020775704e-20,1.2221543729735891e-14,1.5274937442391656e-19,-2.0152482920927033e-19,1.1940120845925086e-15,2.633122117323143e-15,8.344926499469181e-13,6.667756134028875e-14,3.2773387291287456e-16,4.1317943259851747e-14,1.2765317200314939e-20,1.5441465884875023e-17,6.393632848179388e-19,5.471049955803679e-22
1.3408609392594908e-08,0.0004434385066666667,0.2,0.0,7.249618841751707e-06,0.19999955426507188,0.19870401736416665,0.20000000975919574,0.19999908342330455,2.4552568602667958e-18,8.185123245133159e-15,2.5058217802727066e-16,1.0340009162683864e-24,9.104712611919036e-07,2.1442068184637408e-19,6.723274727284626e-15,9.065584532330758e-07,0.0012959715855943234,2.578222620674575e-10,1.0308650827490595e-09,2.354776402680952e-15,1.317235270354995e-12,1.5352780866705594e-20,1.2252584756375164e-14,1.5273436938333235e-19,-5.159618391292246e-20,1.1972937631667365e-15,2.641636874727934e-15,8.356739568070427e-13,6.695570767654401e-14,3.294075476774096e-16,4.139925783024286e-14,1.2803692630550632e-20,1.556328047132393e-17,6.456151887508474e-19,5.501639333902222e-22
1.3429686752621332e-08,0.0004434385066666667,0.2,0.0,7.249112331432986e-06,0.19999955500660524,0.19870401531062062,0.200000009761736,0.19999908348594111,2.464345450874786e-18,8.202635615256164e-15,2.516356176401743e-16,1.0366248815150453e-24,9.089919261691493e-07,2.1458564423722035e-19,6.734497375074862e-15,9.064932930913822e-07,0.0012959736353051908,2.578047036423343e-10,1.0321744558368312e-09,2.3508933865420965e-15,1.3184526283134212e-12,1.5384619773145795e-20,1.2283721476739726e-14,1.527200281381674e-19,1.9035325228279654e-19,1.2005816454357646e-15,2.6501803421404573e-15,8.368557999779964e-13,6.723460802053594e-14,3.3108691842179056e-16,4.1480584367963146e-14,1.2842225705291524e-20,1.5685832460263336e-17,6.51916280653757e-19,5.532358923431373e-22
1.3450764112647757e-08,0.0004434385066666667,0.2,0.0,7.248610455144735e-06,0.19999955574507194,0.19870401326844667,0.2000000097642783,0.19999908354797216,2.47345712740759e-18,8.220183411260472e-15,2.526919472272794e-16,1.0392519360884246e-24,9.075187280472495e-07,2.1475163796581192e-19,6.7457392177354596e-15,9.064287362035778e-07,0.00129597567364073,2.5778730938175116e-10,1.033484807035938e-09,2.3470270194052e-15,1.3196677407964382e-12,1.5414967576162218e-20,1.2314947463489593e-14,1.5270640666012244e-19,-1.5249409145666454e-19,1.2038757551698866e-15,2.658752590623521e-15,8.380381834775146e-13,6.751426380668742e-14,3.3277199353103604e-16,4.1561923251560595e-14,1.2880956529994053e-20,1.5809125143015933e-17,6.582668577067815e-19,5.563208953480663e-22
1.3471841472674182e-08,0.0004434385066666667,0.2,0.0,7.24811315293682e-06,0.19999955648048953,0.19870401123754192,0.20000000976682278,0.1999990836094056,2.482591934772232e-18,8.23776661639589e-15,2.5375117225905877e-16,1.0418820898918636e-24,9.060516317022463e-07,2.1491757385875074e-19,6.757000250842601e-15,9.063647746979667e-07,0.0012959777007038919,2.577700771552887e-10,1.0347961330946222e-09,2.3431771946679042e-15,1.3208806065167032e-12,1.5446320459748525e-20,1.2346168831791657e-14,1.5269280201947468e-19,-1.0243477229896917e-19,1.2071760975999745e-15,2.6673536914499938e-15,8.39221111457507e-13,6.779467646870413e-14,3.34462785059615e-16,4.164327485950229e-14,1.2919795902691734e-20,1.593316182252454e-17,6.646672184155041e-19,5.5941900712190125e-22
1.3492918832700606e-08,0.0004434385066666667,0.2,0.0,7.2476203657962465e-06,0.1999995572128754,0.19870400921780465,0.2000000097693693,0.19999908367024918,2.491749919409637e-18,8.25538535126191e-15,2.5481329822104297e-16,1.0445153526591707e-24,9.045906022767896e-07,2.1508457639982647e-19,6.7682804877799525e-15,9.063014008276066e-07,0.0012959797165963012,2.5775300485876264e-10,1.0361084323478995e-09,2.3393438266525657e-15,1.3220912212740166e-12,1.5478725042384034e-20,1.2377487131088661e-14,1.5267981467830072e-19,3.2639964234238174e-19,1.2104826886696642e-15,2.6759837160934912e-15,8.404045882622855e-13,6.807584744434015e-14,3.361593044562618e-16,4.172463956279702e-14,1.2958781522049593e-20,1.6057945813401012e-17,6.711176626156532e-19,5.625302857457027e-22
1.3513996192727031e-08,0.0004434385066666667,0.2,0.0,7.247132035631128e-06,0.19999955794224686,0.19870400720913461,0.2000000097719179,0.19999908373051048,2.5009311303644347e-18,8.273039527683164e-15,2.5587833061113196e-16,1.0471517335294038e-24,9.031356051677521e-07,2.1525293463090466e-19,6.779579918540011e-15,9.062386069683489e-07,0.0012959817214182763,2.5773609041673777e-10,1.0374217058637165e-09,2.3355268029102764e-15,1.323299585114182e-12,1.5508770947421172e-20,1.240892466935446e-14,1.526675192189971e-19,-1.6760134769942003e-19,1.2137955492573649e-15,2.684642736226559e-15,8.415886176276713e-13,6.835777817602415e-14,3.3786156045149877e-16,4.180601774496586e-14,1.2997980620673058e-20,1.61834804419772e-17,6.776184914778092e-19,5.656547372789648e-22
1.3535073552753456e-08,0.0004434385066666667,0.2,0.0,7.2466481052549405e-06,0.19999955866862112,0.19870400521143275,0.20000000977446858,0.19999908379019704,2.5101356122133416e-18,8.290729086361198e-15,2.5694627493472575e-16,1.0497912424973766e-24,9.016866060332377e-07,2.1542085892343448e-19,6.790898536731405e-15,9.061763856129121e-07,0.001295983715268857,2.5771933179451925e-10,1.0387359499017082e-09,2.3317260149474966e-15,1.3245057007734467e-12,1.5539699429151387e-20,1.2440323535177624e-14,1.526552789695792e-19,-3.0420690693829543e-19,1.2171146687859087e-15,2.6933308237255737e-15,8.427732037877532e-13,6.864047010925657e-14,3.395695626300806e-16,4.188740978667647e-14,1.3037285799429692e-20,1.6309769046353067e-17,6.841700075121285e-19,5.68792429157187e-22
1.355615091277988e-08,0.0004434385066666667,0.2,0.0,7.2461685183710255e-06,0.19999955939201516,0.19870400322460127,0.20000000977702134,0.19999908384931628,2.519363410281095e-18,8.308454361747204e-15,2.580171367079609e-16,1.052433889702592e-24,9.002435707939008e-07,2.1558974903488707e-19,6.802236381662582e-15,9.061147293721432e-07,0.0012959856982458161,2.5770272699079816e-10,1.040051161473454e-09,2.3279413893247657e-15,1.3257095705101302e-12,1.5573239998273143e-20,1.2471811024229683e-14,1.526436836321191e-19,5.319404348637663e-19,1.2204400704779183e-15,2.7020480506865695e-15,8.439583513344331e-13,6.892392469029666e-14,3.4128332280903797e-16,4.19688160449646e-14,1.3076723576650043e-20,1.6436814976411416e-17,6.907725145730751e-19,5.719434447702583e-22
1.3577228272806305e-08,0.0004434385066666667,0.2,0.0,7.2456932195574764e-06,0.1999995601124459,0.19870400124854376,0.20000000977957624,0.19999908390787538,2.528614575685934e-18,8.326215258167317e-15,2.5909092146110447e-16,1.0550796835898272e-24,8.988064656146065e-07,2.1576058478333343e-19,6.813593442796672e-15,9.060536309751106e-07,0.0012959876704456816,2.576862740261627e-10,1.0413673437261168e-09,2.324172811148809e-15,1.326911187623483e-12,1.5603112858484038e-20,1.250347265360734e-14,1.5263259795621815e-19,-6.781700550239275e-20,1.2237717939028552e-15,2.710794489422831e-15,8.451440634615479e-13,6.920814336670247e-14,3.430028515162819e-16,4.205023690303045e-14,1.3116390921864498e-20,1.6564621593862072e-17,6.974263178641701e-19,5.751077604451762e-22
1.359830563283273e-08,0.0004434385066666667,0.2,0.0,7.245222154252024e-06,0.19999956082993012,0.19870399928316473,0.2000000097821332,0.1999990839658816,2.5378891518607538e-18,8.344011652226651e-15,2.601676347335732e-16,1.0577286330930915e-24,8.973752569161756e-07,2.159304741616056e-19,6.824969707339372e-15,9.059930832597918e-07,0.0012959896319637595,2.576699709542461e-10,1.0426844915703977e-09,2.320420172672604e-15,1.3281105531794373e-12,1.563450963569409e-20,1.253504943688802e-14,1.5262169874409369e-19,-5.2089960035250906e-20,1.2271098034259107e-15,2.7195702124580698e-15,8.4633034373188e-13,6.949312759120576e-14,3.4472815773678766e-16,4.2131672744753156e-14,1.3156152310597104e-20,1.669319227230639e-17,7.041317239427569e-19,5.7828545704767615e-22
1.3617275256856511e-08,0.0004434385066666667,0.2,0.0,7.244801770711906e-06,0.19999956147316048,0.19870399752337609,0.2000000097844362,0.19999908401762032,2.5462563255714683e-18,8.360058831653158e-15,2.611391851461301e-16,1.0601153952447253e-24,8.960921830271654e-07,2.160845875474334e-19,6.835224773811604e-15,9.059390553213674e-07,0.0012959913882748986,2.576554247689441e-10,1.0438707492076797e-09,2.3170563641387016e-15,1.3291880623072124e-12,1.566341750872774e-20,1.2563577618075331e-14,1.5261256424233161e-19,1.826997642278748e-19,1.2301194154822463e-15,2.7274934613648262e-15,8.473984863055615e-13,6.975026914209191e-14,3.4628588178431625e-16,4.220497811955937e-14,1.3192088175280647e-20,1.6809561952973423e-17,7.102109642611888e-19,5.811568768921965e-22
1.3634347918477914e-08,0.0004434385066666667,0.2,0.0,7.244426288329739e-06,0.1999995620500487,0.19870399594684052,0.20000000978651036,0.1999990840638113,2.5538030572987007e-18,8.374526026961878e-15,2.6201561585510206e-16,1.0622656811111977e-24,8.949414571069186e-07,2.162241075974534e-19,6.844467652453797e-15,9.058908024842646e-07,0.0012959929616784644,2.576424345516111e-10,1.044939049524118e-09,2.314039858993054e-15,1.3301562627352779e-12,1.5688028746705535e-20,1.2589328203637093e-14,1.5260445671855417e-19,-1.5518784557500579e-19,1.232832466758673e-15,2.734644760523319e-15,8.483602147246026e-13,6.998222860754114e-14,3.476918490736804e-16,4.227096381210012e-14,1.3224552523100765e-20,1.6914828207100307e-17,7.157184175773218e-19,5.837504679116507e-22
1.3651420580099318e-08,0.0004434385066666667,0.2,0.0,7.244053489283505e-06,0.19999956262503318,0.19870399437714573,0.20000000978858584,0.19999908410965192,2.5613652324828437e-18,8.38901661365221e-15,2.628939778497421e-16,1.0644180562975192e-24,8.937945409776213e-07,2.1636273597440882e-19,6.853723146306249e-15,9.0584289858106e-07,0.0012959945282392431,2.5762953932120343e-10,1.0460079810094547e-09,2.3110336396924635e-15,1.3311229849627341e-12,1.571323894405662e-20,1.2614999234344178e-14,1.525964230444173e-19,-2.3324174724883765e-19,1.2355496730286971e-15,2.741815402740007e-15,8.493223243491809e-13,7.021469294430757e-14,3.4910162616930524e-16,4.233695999826585e-14,1.3257076365041635e-20,1.7020601799260355e-17,7.212602770151166e-19,5.863529144703155e-22
1.366849324172072e-08,0.0004434385066666667,0.2,0.0,7.24368334616431e-06,0.1999995631981226,0.1987039928142432,0.20000000979066276,0.19999908415514572,2.5689428752672736e-18,8.403530601364882e-15,2.6377427409363364e-16,1.0665725241479067e-24,8.926514172673835e-07,2.1650335643244317e-19,6.862991257996087e-15,9.057953400158956e-07,0.0012959960880056145,2.576167381011251e-10,1.0470775420104501e-09,2.3080376796170857e-15,1.3320882345511147e-12,1.573970972381753e-20,1.264084808703539e-14,1.5258916112757896e-19,1.1514047635422277e-19,1.2382710398668986e-15,2.7490054269630773e-15,8.50284816280575e-13,7.044766292632975e-14,3.505152179275772e-16,4.240296687692191e-14,1.3289746464540003e-20,1.7126884545365218e-17,7.268367081138339e-19,5.889642778355856e-22
1.3685565903342124e-08,0.0004434385066666667,0.2,0.0,7.243315831905615e-06,0.1999995637693255,0.19870399125808508,0.20000000979274102,0.1999990842002963,2.576536012624159e-18,8.418067980646684e-15,2.64656507554026e-16,1.0687290871236721e-24,8.915120687068884e-07,2.1664638002145096e-19,6.872271987303016e-15,9.057481232393425e-07,0.0012959976410254629,2.576040299291439e-10,1.048147733875059e-09,2.3050519259174735e-15,1.3330520120317158e-12,1.5764524457641687e-20,1.2666916225428475e-14,1.5258197374478424e-19,-2.2733819706994924e-19,1.2409965929716038e-15,2.7562148722362445e-15,8.512476907092513e-13,7.068113932565448e-14,3.519326302279735e-16,4.246898464803916e-14,1.3322567301841111e-20,1.7233678266522144e-17,7.324478770048865e-19,5.915845500537075e-22
1.3702638564963527e-08,0.0004434385066666667,0.2,0.0,7.242950919778473e-06,0.1999995643386506,0.19870398970862405,0.20000000979482058,0.19999908424510715,2.584144668591776e-18,8.432628824882423e-15,2.655406812046628e-16,1.0708877522488356e-24,8.903764781332443e-07,2.1678497355622488e-19,6.881565344482275e-15,9.057012447442759e-07,0.001295999187346191,2.57591413853249e-10,1.0492185547903896e-09,2.302076287513542e-15,1.334014311224857e-12,1.579010354461675e-20,1.2692586784015963e-14,1.5257491706186916e-19,-1.4268356159508838e-19,1.2437263165007835e-15,2.763443777698756e-15,8.522109510651952e-13,7.091512292570763e-14,3.5335386926929935e-16,4.253501350653123e-14,1.3355370951865343e-20,1.734098478905185e-17,7.380939504135353e-19,5.942137197258694e-22
1.371971122658493e-08,0.0004434385066666667,0.2,0.0,7.242588583386896e-06,0.19999956490610635,0.1987039881658131,0.20000000979690152,0.1999990842895817,2.591768867289913e-18,8.447213213290865e-15,2.6642679802343564e-16,1.073048527863468e-24,8.89244628484659e-07,2.1692583209251165e-19,6.8908713405835074e-15,9.056547010687171e-07,0.0012960007270147215,2.5757888893076667e-10,1.0502900030046663e-09,2.2991107540066197e-15,1.3349751353086942e-12,1.5816626364773648e-20,1.2718457239895206e-14,1.5256856875387083e-19,2.3965768095604415e-19,1.2464602243647424e-15,2.7706921825783324e-15,8.531746017673792e-13,7.114961451459999e-14,3.5477894014185993e-16,4.260105364680676e-14,1.338833341785104e-20,1.7448805944523335e-17,7.437750956606058e-19,5.968518787209047e-22
1.3736783888206333e-08,0.0004434385066666667,0.2,0.0,7.242228796663343e-06,0.19999956547170122,0.19870398662960587,0.20000000979898383,0.19999908433372343,2.599408635757901e-18,8.461820984686365e-15,2.6731486098983295e-16,1.075211409723311e-24,8.881165027969947e-07,2.170749015939302e-19,6.900189957883414e-15,9.056084887954384e-07,0.0012960022600775022,2.575664542321605e-10,1.051362079905499e-09,2.2961553079933732e-15,1.3359344877056314e-12,1.5840229662921383e-20,1.2745075096350502e-14,1.5256112231790221e-19,-7.207833902451756e-19,1.2491983427346796e-15,2.7779601261979475e-15,8.541386384381235e-13,7.138461485386013e-14,3.5620784783201476e-16,4.2667105277428705e-14,1.3421526852433342e-20,1.7557143569738617e-17,7.494914806641832e-19,5.99499059187423e-22
1.3753856549827736e-08,0.0004434385066666667,0.2,0.0,7.241871533864064e-06,0.19999956603544372,0.19870398509995632,0.2000000098010675,0.19999908437753566,2.607063997361115e-18,8.476452192245898e-15,2.682048730889852e-16,1.0773764062901193e-24,8.869920842134853e-07,2.1721095366432636e-19,6.909521204808896e-15,9.055626045455146e-07,0.0012960037865805151,2.5755410884486586e-10,1.05243478289891e-09,2.293209802767318e-15,1.3368923653228178e-12,1.5866652755854914e-20,1.2770522641353426e-14,1.525554344033747e-19,-2.180503637889224e-19,1.251940631336299e-15,2.78524764797137e-15,8.551030660604389e-13,7.16201247331081e-14,3.576405986523888e-16,4.2733168593456476e-14,1.3454569813734793e-20,1.7665999506772973e-17,7.552432739413286e-19,6.021551614093559e-22
1.377092921144914e-08,0.0004434385066666667,0.2,0.0,7.2415167695646705e-06,0.1999995665973422,0.19870398357681895,0.20000000980315252,0.19999908442102182,2.6147349765981754e-18,8.4911070376372e-15,2.690968373128407e-16,1.0795435336030771e-24,8.858713559749097e-07,2.173512394910474e-19,6.918865107189276e-15,9.055170449861982e-07,0.0012960053065692808,2.5754185186201597e-10,1.0535081105578025e-09,2.2902742547440967e-15,1.337848770468935e-12,1.589398801644552e-20,1.2796334964334393e-14,1.5255118205472369e-19,5.120704575078285e-19,1.2546871336941102e-15,2.792554787402104e-15,8.560678937195951e-13,7.185614495971423e-14,3.5907719858472203e-16,4.2799243781534977e-14,1.3487865382396958e-20,1.7775375603007264e-17,7.610306446098041e-19,6.048203431703271e-22
1.3786294606908402e-08,0.0004434385066666667,0.2,0.0,7.241199597153284e-06,0.199999567101481,0.198703982211526,0.20000000980503022,0.19999908445988324,2.6216522340483322e-18,8.504316609302829e-15,2.6990127666335066e-16,1.0814957748291642e-24,8.848658420317916e-07,2.174833290472392e-19,6.92728544239005e-15,9.054763162726606e-07,0.0012960066690267415,2.575308954207437e-10,1.0544746413748587e-09,2.2876407598515357e-15,1.338708275221587e-12,1.591561943262013e-20,1.2820112813617681e-14,1.525448874446058e-19,-1.2495590803470493e-19,1.2571626157548723e-15,2.7991480187289606e-15,8.569365819857649e-13,7.206900016338371e-14,3.6037343376279966e-16,4.285872176670279e-14,1.3517913632917541e-20,1.787426035685979e-17,7.662698371422648e-19,6.072267759432149e-22
1.3801660002367665e-08,0.0004434385066666667,0.2,0.0,7.240884410094804e-06,0.19999956760413895,0.19870398085143887,0.20000000980690893,0.19999908449848547,2.6285821808557387e-18,8.517545233553032e-15,2.7070730185767287e-16,1.0834497424531627e-24,8.838632916945151e-07,2.176100667183747e-19,6.935716022296447e-15,9.05435845518669e-07,0.0012960080262767078,2.5752000921619906e-10,1.0554416774774658e-09,2.285015232808243e-15,1.339566586388508e-12,1.593862709090604e-20,1.2843406918196972e-14,1.5254015995868368e-19,-7.41160716270006e-20,1.2596414989016944e-15,2.8057572014016455e-15,8.578055929104391e-13,7.228226994539586e-14,3.6167279463222403e-16,4.2918209680882895e-14,1.3547976534467801e-20,1.7973569294523998e-17,7.715381089716329e-19,6.096405339364523e-22
