Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123)
6.179971208494769e-10,0.0004434385066666667,0.2,0.0,0.0006266147741491871,0.1999795307981651,0.19944546943040808,0.19999997907795997,0.19991706651840443,4.3059035155210905e-22,1.6755407894147033e-16,2.832926836181807e-21,-4.629553969864939e-29,4.094119727714186e-05,2.5891262721006548e-15,6.93523491651643e-14,8.293206199192524e-05,0.0005545291059738423,2.2340134696419948e-08,4.408359430967697e-11,1.7536085433252883e-13,1.261120807964601e-12,5.008780858232571e-21,5.3109891656441534e-17,-3.660436904201083e-21,3.612136073196774e-26,1.473214645089024e-19,6.7229031257453e-20,3.694941492383299e-15,-3.116016310065996e-20,-5.919208961705624e-22,2.7754252444352233e-18,-3.436680689870135e-23,-4.6942127890180854e-29,4.330863520921601e-32,2.48620692917424e-29
6.19353704935421e-10,0.0004434385066666667,0.2,0.0,0.0006258693187048051,0.19997955269766027,0.199444581382329,0.19999997910989284,0.19991716528533915,4.332200810864533e-22,1.682010055421559e-16,2.854585539318611e-21,-4.648414802869996e-29,4.089740889872392e-05,2.5788390093169262e-15,6.956261508806867e-14,8.283328966835996e-05,0.0005554171485001535,2.231358902779415e-08,4.42476657179512e-11,1.7517207719480954e-13,1.262734518224056e-12,5.022785439986093e-21,5.338924797714528e-17,1.4337410059238558e-21,3.370703065678262e-26,1.4875846192205689e-19,6.806887912224177e-20,3.715403196731127e-15,-3.068709488051085e-20,-5.4370332158769855e-22,2.8038109064743976e-18,-3.34839396177361e-23,-5.332001736079306e-29,4.755379897685307e-32,-2.9051516272184825e-29
6.207102890213651e-10,0.0004434385066666667,0.2,0.0,0.0006251247705532377,0.199979574574893,0.19944369440680615,0.19999997914179787,0.1999172639315675,4.358668124476009e-22,1.6884889577591964e-16,2.874073075589635e-21,-4.7460328512215613e-29,4.085366505378796e-05,2.5686044599070185e-15,6.977286684741485e-14,8.27346380467811e-05,0.0005563041184657785,2.228707559816441e-08,4.44118986642799e-11,1.7498332280952734e-13,1.264345942089e-12,5.0367714979264796e-21,5.3705172256409954e-17,6.625517501151605e-21,4.070788176675983e-26,1.5021203128169527e-19,6.891767179069082e-20,3.735995827818926e-15,-3.200953762352967e-20,-5.276889136066812e-22,2.832427187143977e-18,7.163496471200983e-23,-6.448365065753982e-29,5.09450260303143e-32,-1.283408085054508e-29
6.220668731073092e-10,0.0004434385066666667,0.2,0.0,0.0006243811284770488,0.19997959642983212,0.1994428085025248,0.19999997917367496,0.1999173624572489,4.3851961115241915e-22,1.6949774901320616e-16,2.8976136621504745e-21,-4.770362796964586e-29,4.0809965804387306e-05,2.5584218609955684e-15,6.998310349997184e-14,8.263610696792731e-05,0.0005571900171854181,2.2260594364043726e-08,4.4576293144986236e-11,1.7479479322808722e-13,1.265955061644234e-12,5.0507474036972756e-21,5.399413501372773e-17,-3.712678267322665e-22,3.394099850565544e-26,1.5168341294603304e-19,6.977549929281263e-20,3.756561769187315e-15,-3.151140927122848e-20,-5.189262318729885e-22,2.861290059493405e-18,-1.201246932535996e-23,-6.63464265506168e-29,5.569588746883912e-32,1.317070171211108e-29
6.234234571932533e-10,0.0004434385066666667,0.2,0.0,0.000623638391262312,0.1999796182624476,0.19944192366817215,0.19999997920552412,0.1999174608625424,4.41181759094092e-22,1.701475638159557e-16,2.9219678028247807e-21,-4.7189127118946786e-29,4.0766311210685886e-05,2.548291258348258e-15,7.019332410521051e-14,8.253769627270033e-05,0.0005580748459719756,2.2234145282173193e-08,4.4740848397026173e-11,1.7460650916850346e-13,1.2675618940280403e-12,5.064717327678729e-21,5.428054286505287e-17,3.1269644861958147e-21,3.728759288463824e-26,1.5316662661985314e-19,7.064244355103013e-20,3.777148356896493e-15,-2.944933258931008e-20,-4.97778696175201e-22,2.890399956094263e-18,7.245874537831524e-24,-6.174741033818086e-29,6.154980403461102e-32,5.189086516008744e-30
6.247800412791973e-10,0.0004434385066666667,0.2,0.0,0.0006228965576985856,0.19997964007271013,0.19944103990243708,0.19999997923734544,0.19991755914760698,4.438601923793114e-22,1.707983385010008e-16,2.9468266735625324e-21,-4.6666856566846736e-29,4.072270133097161e-05,2.53821219689931e-15,7.040352772694711e-14,8.24394058021711e-05,0.0005589586061365678,2.22077283095636e-08,4.490556361045775e-11,1.7441835225796766e-13,1.2691664406059272e-12,5.0786727020091856e-21,5.4582416884163606e-17,3.7569355255895176e-21,3.78940248523179e-26,1.5465898779664542e-19,7.15185819758486e-20,3.797853698858625e-15,-2.736794845454975e-20,-4.667211505644177e-22,2.9197509122232376e-18,2.5390900033999833e-23,-5.900960711868123e-29,6.737555585560738e-32,-8.871055596051267e-30
6.261366253651414e-10,0.0004434385066666667,0.2,0.0,0.0006221556265788828,0.19997966186059166,0.1994401572040103,0.19999997926913884,0.19991765731260144,4.465562778119843e-22,1.7145007172366778e-16,2.970945605003174e-21,-4.6609686310869824e-29,4.0679136221675326e-05,2.5281842593566575e-15,7.061371343233094e-14,8.23412353975855e-05,0.0005598412989885469,2.2181343403183695e-08,4.50704382299957e-11,1.7423041587685438e-13,1.270768695858031e-12,5.092619298862963e-21,5.488066663670839e-17,1.5317866989737576e-21,3.642973173709209e-26,1.5616247782581276e-19,7.240399385263471e-20,3.81869617919156e-15,-2.625706345909534e-20,-4.401754224233197e-22,2.9493416249824737e-18,5.722415798132987e-24,-6.049859774572601e-29,7.281090857458137e-32,-5.824813140211424e-30
6.274932094510855e-10,0.0004434385066666667,0.2,0.0,0.0006214155966996159,0.1999796836260647,0.19943927557158417,0.19999997930090443,0.19991775535768436,4.4926711603291135e-22,1.721027624356798e-16,2.9942608906143706e-21,-4.671252636082794e-29,4.0635615937415254e-05,2.518207189252653e-15,7.082388029176883e-14,8.224318490036972e-05,0.0005607229258355035,2.2154990520254574e-08,4.523547180564857e-11,1.7404268126006656e-13,1.2723686658222136e-12,5.106556207322441e-21,5.5176221066211155e-17,2.967536805519945e-21,3.793661925880887e-26,1.576794124261767e-19,7.329876187622789e-20,3.8396342723825316e-15,-2.550543674171833e-20,-4.226256673855e-22,2.979176272401615e-18,1.3185774975431717e-23,-6.26457938044206e-29,7.823793020476819e-32,3.273360360760503e-30
6.288497935370296e-10,0.0004434385066666667,0.2,0.0,0.0006206764668605548,0.1999797053691029,0.19943839500385294,0.19999997933264213,0.19991785328301415,4.519908731942965e-22,1.7275640949052715e-16,3.0184455506932482e-21,-4.6625209398806564e-29,4.0592140531029996e-05,2.5082806180359924e-15,7.103402737936754e-14,8.214525415213516e-05,0.0005616034879832629,2.212866961811642e-08,4.540066385774141e-11,1.738551181892038e-13,1.2739663532440612e-12,5.120481225069823e-21,5.5475632989552066e-17,3.039926789767976e-21,3.773037763527103e-26,1.5920963811096156e-19,7.420297018317846e-20,3.860641459696267e-15,-2.4317638248984143e-20,-4.073445265908092e-22,3.0092592457454294e-18,1.6716790291440682e-23,-6.283552256983523e-29,8.399907019640975e-32,2.7368865126351817e-30
6.302063776229737e-10,0.0004434385066666667,0.2,0.0,0.0006199382358647882,0.1999797270896806,0.19943751549951264,0.19999997936435204,0.1999179510887491,4.547283106657458e-22,1.7341101157929402e-16,3.043266706134601e-21,-4.641478837044164e-29,4.054871005360688e-05,2.498404199238044e-15,7.124415377262801e-14,8.20474429946834e-05,0.0005624829867358895,2.2102380654152385e-08,4.556601382218687e-11,1.7366776225611458e-13,1.2755617567708254e-12,5.1343966073415506e-21,5.577614749971327e-17,2.2212787126934526e-21,3.759456973777228e-26,1.6075161184957332e-19,7.511670273544413e-20,3.881727990198019e-15,-2.2839839753362817e-20,-3.8844521593236136e-22,3.0395921221947757e-18,9.123476554881223e-24,-6.196575801444675e-29,9.006541893854657e-32,-2.9992272098235517e-30
6.329195457948619e-10,0.0004434385066666667,0.2,0.0,0.0006184644656318502,0.19997977046335666,0.19943575967579724,0.19999997942768832,0.19991814634206623,4.602429414332114e-22,1.7472307587457355e-16,3.0958274509031544e-21,-4.501199296830671e-29,4.0461984081421994e-05,2.478800531097767e-15,7.166434080313353e-14,8.185217882031248e-05,0.0005642387992632449,2.2049898371099623e-08,4.589718536992841e-11,1.7329362238210792e-13,1.2787457236115238e-12,5.162195111107837e-21,5.637885767823937e-17,1.6742483187478632e-21,3.8287766161990534e-26,1.6386932896958384e-19,7.697308144956566e-20,3.92411884124303e-15,-1.772025037375521e-20,-3.212551854629655e-22,3.1010161091931167e-18,-2.953391807856171e-24,-5.430898648522634e-29,1.0364037817880435e-31,-2.069470927359705e-29
6.356327139667501e-10,0.0004434385066666667,0.2,0.0,0.0006169942764904141,0.19997981374690518,0.19943400809004075,0.1999999794909134,0.19991834111889772,4.658202656689143e-22,1.76038944756488e-16,3.1472438981528228e-21,-4.417089595385909e-29,4.037543839565594e-05,2.459393607911399e-15,7.20844340720446e-14,8.165739111564452e-05,0.0005659903738151084,2.199754333288047e-08,4.622898182605174e-11,1.729202588008401e-13,1.2819205800285303e-12,5.1899511721608165e-21,5.698493922738201e-17,2.8487995892662763e-21,3.8475544328421075e-26,1.670340988440667e-19,7.886857390979471e-20,3.966934170780606e-15,-1.382370759991649e-20,-2.4803589823485285e-22,3.1634470194739596e-18,1.2387254072184214e-23,-5.202851387392613e-29,1.1758526060287559e-31,-8.722827357569518e-31
6.383458821386383e-10,0.0004434385066666667,0.2,0.0,0.0006155276589807379,0.1999798569401516,0.19943226073187356,0.19999997955402726,0.199918535420502,4.714607378908899e-22,1.7735860823298156e-16,3.1970248790057686e-21,-4.4238278952691184e-29,4.028907334495769e-05,2.440180802571693e-15,7.250442632263489e-14,8.146307862238915e-05,0.0005677377207612072,2.194531520319182e-08,4.656139892248586e-11,1.725476791231214e-13,1.285086340251016e-12,5.2176645793281974e-21,5.759731384573395e-17,2.7371738208222863e-21,3.913156426587931e-26,1.7025263982979203e-19,8.080386327282254e-20,4.010176188463561e-15,-1.1837617553896374e-20,-2.0385921422475028e-22,3.2268943545701107e-18,1.5013306017090962e-23,-5.558776057375654e-29,1.314562245195503e-31,9.678848836640799e-30
6.410590503105265e-10,0.0004434385066666667,0.2,0.0,0.0006140646036925616,0.19997990004293403,0.19943051759095404,0.19999997961703012,0.19991872924813422,4.771599864196896e-22,1.786820564877226e-16,3.247109068731803e-21,-4.442070636821983e-29,4.020288925272555e-05,2.4211595870071802e-15,7.292431035198981e-14,8.126924008569972e-05,0.0005694808504435946,2.1893213647557924e-08,4.6894432580070723e-11,1.7217586599753846e-13,1.288243018051264e-12,5.245333919913928e-21,5.821221618850655e-17,2.755758437337909e-21,3.959912171489541e-26,1.7352500915308963e-19,8.277964575919213e-20,4.05377852269182e-15,-1.002922391078124e-20,-1.8289420874482e-22,3.2913790754971837e-18,1.3987338300771125e-23,-5.853665050077242e-29,1.457548650555725e-31,9.662703255556597e-31
6.437722184824146e-10,0.0004434385066666667,0.2,0.0,0.0006126051012639983,0.19997994305510272,0.1994287786569678,0.199999979679922,0.19991892260304583,4.829164017170026e-22,1.8000927947647882e-16,3.2989837288550448e-21,-4.4154569793633206e-29,4.011688641796386e-05,2.402327475704813e-15,7.334407901065597e-14,8.107587425428372e-05,0.0005712197731767834,2.1841238333204977e-08,4.7228078629041947e-11,1.7180483737010604e-13,1.291390626038428e-12,5.2729598843983986e-21,5.883128968612362e-17,3.003771967676633e-21,3.984591009569318e-26,1.7684698534609423e-19,8.479663196758143e-20,4.097714175505862e-15,-7.193459774074887e-21,-1.5398847909898762e-22,3.3569201544965745e-18,1.4824762835406574e-23,-5.801255392573225e-29,1.609813074544281e-31,-3.39570635190597e-30
6.464853866543028e-10,0.0004434385066666667,0.2,0.0,0.0006111491423804652,0.1999799859765197,0.19942704391962796,0.19999997974270306,0.19991911548648478,4.887319931302961e-22,1.8134026697343109e-16,3.3522202463711744e-21,-4.3644166569056585e-29,4.003106511610927e-05,2.3836820131384178e-15,7.376372520213225e-14,8.088297988050335e-05,0.0005729544992478886,2.1789388929112268e-08,4.756233280579572e-11,1.7143459158512027e-13,1.2945291785036078e-12,5.300541951203689e-21,5.945408756288943e-17,2.8154572926518252e-21,4.035300825390064e-26,1.8021765583880877e-19,8.685554355719382e-20,4.142007463348392e-15,-3.787241420942694e-21,-1.0532809131622715e-22,3.4235282398513403e-18,1.3827175474382914e-23,-5.617977081343095e-29,1.7718674318006065e-31,1.1697435818971385e-30
6.49198554826191e-10,0.0004434385066666667,0.2,0.0,0.0006096967177736519,0.19998002880705834,0.199425313368675,0.19999997980537332,0.19991930789969523,4.946088947927443e-22,1.8267500875882078e-16,3.405760598688485e-21,-4.3254735395627273e-29,3.994542559983605e-05,2.3652207926701447e-15,7.418324188245411e-14,8.069055572046688e-05,0.0005746850389167698,2.17376651059815e-08,4.7897190864990053e-11,1.7106512266814916e-13,1.2976586894544553e-12,5.328079287555193e-21,6.008131734587932e-17,2.8710019810310194e-21,4.075953986940787e-26,1.8364006834662817e-19,8.895710934172872e-20,4.1866845012707575e-15,-6.02509923610167e-22,-5.146425134380097e-23,3.491211397415614e-18,1.4305866110550138e-23,-5.536881982668305e-29,1.9419022588023525e-31,3.553475799017521e-30
6.519117229980792e-10,0.0004434385066666667,0.2,0.0,0.0006082478182205254,0.1999800715466031,0.19942358699387633,0.1999999798679329,0.1999194998439175,5.005474319583862e-22,1.8401349471083837e-16,3.459532619724658e-21,-4.301720879373256e-29,3.985996809983396e-05,2.3469414423488475e-15,7.460262205980917e-14,8.04986005341108e-05,0.0005764114024161668,2.168606653616709e-08,4.823264865530749e-11,1.706964396276423e-13,1.3007791722736581e-12,5.355572086577885e-21,6.07122278911335e-17,3.0190773444874303e-21,4.112172843138456e-26,1.8711655362806392e-19,9.11020651731125e-20,4.231745626246273e-15,2.3076895373879606e-21,-5.99669176165727e-24,3.559981749147302e-18,1.569959057301823e-23,-5.54837109138378e-29,2.119026230801631e-31,1.9231355866418423e-30
6.546248911699674e-10,0.0004434385066666667,0.2,0.0,0.0006068024345423767,0.199980114195049,0.19942186478502655,0.19999997993038185,0.19991969132038784,5.065470972638506e-22,1.8535571473787456e-16,3.5139828645504296e-21,-4.2786324999451716e-29,3.9774692825556314e-05,2.328841626504322e-15,7.502185879399636e-14,8.030711308527318e-05,0.0005781335999518288,2.163459289364616e-08,4.856870207557568e-11,1.703285403562823e-13,1.3038906411262643e-12,5.383019824899721e-21,6.134734892155545e-17,2.9228489648633668e-21,4.160895621904946e-26,1.906467997198647e-19,9.329115695862344e-20,4.277179370991919e-15,5.2645017069084405e-21,3.433344255966263e-23,3.629854861461285e-18,1.4370675786626927e-23,-5.542845635249126e-29,2.303950914885961e-31,9.626159401178361e-31
6.573380593418556e-10,0.0004434385066666667,0.2,0.0,0.0006053605576039065,0.19998015675230135,0.1994201467319469,0.1999999799927203,0.19991988233033878,5.126079200596422e-22,1.8670165868734865e-16,3.5692895087574e-21,-4.2478247331642943e-29,3.968959996594171e-05,2.3109190574146443e-15,7.544094519592092e-14,8.0116092141759e-05,0.00057985164170264,2.1583243853972953e-08,4.89053470268874e-11,1.699614226522897e-13,1.3069931101040395e-12,5.410421970150252e-21,6.198615536682598e-17,2.9883559100901543e-21,4.2008425739659996e-26,1.9423014647718982e-19,9.552514264309971e-20,4.3229818840370015e-15,8.438950172318301e-21,7.917943228243033e-23,3.700845407057151e-18,1.5190432822303746e-23,-5.47513301011129e-29,2.4978089614285593e-31,2.2410122784022587e-30
6.600512275137438e-10,0.0004434385066666667,0.2,0.0,0.0006039221783123422,0.19998019921827537,0.19941843282448554,0.1999999800549483,0.19992007287499877,5.187305860427126e-22,1.8805131636628735e-16,3.6254036136015095e-21,-4.211748244501156e-29,3.960468969011197e-05,2.2931714770816334e-15,7.585987442717969e-14,7.992553647539795e-05,0.0005815655378207475,2.1532019094250107e-08,4.924257940984856e-11,1.6959509250118005e-13,1.3100865929613358e-12,5.437778545037423e-21,6.262931558544149e-17,3.0921951265865894e-21,4.240505453240969e-26,1.978674185850087e-19,9.780479127200185e-20,4.3691586479602586e-15,1.1778794698094896e-20,1.301425717552191e-22,3.7729657584967346e-18,1.58105661672144e-23,-5.375333835391045e-29,2.70119264960665e-31,3.4101992193063376e-30
6.627643956856319e-10,0.0004434385066666667,0.2,0.0,0.0006024872876165889,0.19998024159289585,0.19941672305251712,0.19999998011706593,0.19992026295559212,5.249157706013476e-22,1.8940467758472147e-16,3.682176441860112e-21,-4.177595210733756e-29,3.951996214804637e-05,2.275596665169821e-15,7.627863969961681e-14,7.973544486209574e-05,0.0005832752984316862,2.148091829311572e-08,4.9580395153350206e-11,1.6922954789649994e-13,1.3131711039451077e-12,5.465089059198212e-21,6.327610985971714e-17,3.0252979181776243e-21,4.288159180353344e-26,2.0156001947004017e-19,1.0013088125300478e-19,4.4157149410436614e-15,1.5132904007298242e-20,1.816451780939079e-22,3.8462280551231316e-18,1.5596418223571866e-23,-5.284538001389828e-29,2.914198148765781e-31,3.2484576305398224e-30
6.654775638575201e-10,0.0004434385066666667,0.2,0.0,0.0006010558765064128,0.19998028387609681,0.19941501740594295,0.1999999801790734,0.19992045257333896,5.311638288806588e-22,1.9076173215345378e-16,3.7395450535756085e-21,-4.1464629094277057e-29,3.943541747123373e-05,2.258192440629655e-15,7.669723427487757e-14,7.954581608187861e-05,0.0005849809336344996,2.1429941130697205e-08,4.991879021576245e-11,1.688647874912516e-13,1.3162466573125358e-12,5.4923530684877645e-21,6.392722379407832e-17,3.0884670866751213e-21,4.328727215752446e-26,2.0530860328921296e-19,1.0250420023449175e-19,4.462651526903043e-15,1.848005787630822e-20,2.3084130861267393e-22,3.9206458249243365e-18,1.5458133694983677e-23,-5.203563821968021e-29,3.136927532340842e-31,3.166458769144537e-30
6.681907320294083e-10,0.0004434385066666667,0.2,0.0,0.0005996279360116535,0.19998032606782115,0.1994133158746904,0.19999998024097065,0.19992064172945537,5.374749690554144e-22,1.9212246988203249e-16,3.79763596781887e-21,-4.114042413469875e-29,3.9351055773301637e-05,2.2409566569676954e-15,7.711565146397476e-14,7.93566489189319e-05,0.0005866824535018579,2.137908728857328e-08,5.025776058711644e-11,1.6850081596971758e-13,1.319313267065096e-12,5.5195705452995755e-21,6.458191349543451e-17,3.181629554380208e-21,4.370203460513511e-26,2.0911330384203183e-19,1.0492554629043024e-19,4.509967024416336e-15,2.1911997436468366e-20,2.802762303944e-22,3.996233334442102e-18,1.697829336350644e-23,-5.107928214809898e-29,3.3697606016511742e-31,3.834724580071558e-30
6.709039002012965e-10,0.0004434385066666667,0.2,0.0,0.0005982034572014668,0.19998036816802056,0.1994116184487135,0.19999998030275778,0.19992083042515327,5.438495206127627e-22,1.9348688056904445e-16,3.856504488362365e-21,-4.079738116258841e-29,3.9266877150623755e-05,2.223887196935287e-15,7.753388462682609e-14,7.916794216163271e-05,0.0005883798680801746,2.1328356449759826e-08,5.0597302273102286e-11,1.681376313840208e-13,1.3223709475610815e-12,5.546741032609901e-21,6.52410928536543e-17,3.125944378746344e-21,4.417955022941126e-26,2.129745718047991e-19,1.0739572863644566e-19,4.557661809647658e-15,2.544511729369e-20,3.32372424594197e-22,4.073004389802315e-18,1.5496282099041053e-23,-4.990709774112685e-29,3.613241201358306e-31,4.3945587714456096e-30
6.736170683731847e-10,0.0004434385066666667,0.2,0.0,0.0005967824311835972,0.19998041017665488,0.19940992511799208,0.199999980364435,0.19992101866164022,5.502879094926155e-22,1.948549539902316e-16,3.916088596634488e-21,-4.044872630655512e-29,3.918288168290713e-05,2.206981987260264e-15,7.795192717181536e-14,7.897969460257766e-05,0.0005900731873897216,2.1277748298677224e-08,5.093741130062713e-11,1.67775232358543e-13,1.32541971323017e-12,5.573864115461276e-21,6.590360089405326e-17,3.184168756469891e-21,4.459170215009584e-26,2.1689324934600585e-19,1.0991556729388355e-19,4.605737574175796e-15,2.904583130201276e-20,3.86417134373461e-22,4.1509723110901456e-18,1.7237271631243882e-23,-4.859163579515561e-29,3.867865156325955e-31,4.713659983472012e-30
6.763302365450729e-10,0.0004434385066666667,0.2,0.0,0.0005953648491036731,0.19998045209369203,0.19940823587253217,0.19999998042600228,0.19992120644011957,5.567905763444175e-22,1.9622667991809907e-16,3.976406823261324e-21,-4.0090428105798885e-29,3.9099069433759604e-05,2.190238977530955e-15,7.836977255538546e-14,7.879190503860565e-05,0.000591762421424742,2.122726252111947e-08,5.127808371440862e-11,1.6741362317083057e-13,1.328459578265455e-12,5.60093976738325e-21,6.657089351828394e-17,3.2820808601376975e-21,4.5017178647399985e-26,2.2087008915249763e-19,1.1248589259808714e-19,4.654196269231433e-15,3.2731565890233417e-20,4.408946426413173e-22,4.230150627915986e-18,1.6207108959908278e-23,-4.715959714383746e-29,4.134033190944932e-31,5.1040342446463e-30
6.790434047169611e-10,0.0004434385066666667,0.2,0.0,0.0005939507021445313,0.1999804939191079,0.19940655070236563,0.19999998048745973,0.19992139376179052,5.633578743855255e-22,1.9760204812688175e-16,4.037474211059245e-21,-3.9732310397014283e-29,3.901544045123792e-05,2.173656158168097e-15,7.878741428160014e-14,7.860457227081573e-05,0.0005934475801535596,2.1176898804238582e-08,5.161931559203993e-11,1.6705280184899268e-13,1.3314905571380112e-12,5.627967559144338e-21,6.724112375506767e-17,3.2260301446452708e-21,4.550145212969132e-26,2.249055855759254e-19,1.1510754529618755e-19,4.7030384985507516e-15,3.647601909792125e-20,4.956279189764074e-22,4.310553315267649e-18,1.8341239232496512e-23,-4.563128885485075e-29,4.412132437441424e-31,5.4647781269240034e-30
6.817565728888492e-10,0.0004434385066666667,0.2,0.0,0.0005925399815255646,0.19998053565288565,0.19940486959755024,0.19999998054880752,0.19992158062784793,5.699901713562572e-22,1.9898104837414992e-16,4.099260968658263e-21,-3.9376337014692845e-29,3.8931994768377464e-05,2.1572315425745153e-15,7.920484590170582e-14,7.841769510458139e-05,0.0005951286735186881,2.112665683651222e-08,5.196110302185776e-11,1.66692766435615e-13,1.3345126644518811e-12,5.654947063601899e-21,6.791667488565663e-17,3.2755479001514085e-21,4.592065946668909e-26,2.2900022395563956e-19,1.1778137697927272e-19,4.752265188132173e-15,4.0283919790886643e-20,5.515509303173659e-22,4.392194458167624e-18,1.474307100073257e-23,-4.39816922140625e-29,4.702603325980175e-31,5.9448916906953814e-30
6.844697410607374e-10,0.0004434385066666667,0.2,0.0,0.0005911326785020936,0.19998057729501587,0.19940319254816932,0.1999999806100456,0.19992176703948233,5.7668780454127705e-22,2.003636704124039e-16,4.16182186580464e-21,-3.900204011880833e-29,3.884873240370406e-05,2.140963192494898e-15,7.962206101372636e-14,7.823127234956036e-05,0.0005968057114369383,2.107653630771551e-08,5.2303442127089916e-11,1.6633352140332068e-13,1.3375259145618855e-12,5.681878298496025e-21,6.859435082949845e-17,3.391844363260578e-21,4.634997352645225e-26,2.331546676363259e-19,1.205082502912366e-19,4.801876663843629e-15,4.418465633439365e-20,6.091330466692305e-22,4.4750880181256484e-18,2.1695038294183157e-23,-4.2134026102025775e-29,5.005946470737713e-31,6.552885455957247e-30
6.871829092326256e-10,0.0004434385066666667,0.2,0.0,0.0005897287843647594,0.19998061884549598,0.19940151954433202,0.19999998067117414,0.19992195299788001,5.834512038650683e-22,2.017499039947191e-16,4.225178352351798e-21,-3.862007171540731e-29,3.876565336172845e-05,2.1248491683715816e-15,8.003905326203937e-14,7.804530281970089e-05,0.0005984787037995215,2.1026536908911597e-08,5.264632903574429e-11,1.659750648174102e-13,1.3405303220349193e-12,5.708760860460595e-21,6.927857885370527e-17,3.328299023303058e-21,4.684906541707123e-26,2.3736961466067166e-19,1.232890388529971e-19,4.851874758528505e-15,4.8183652613032387e-20,6.6789310140658e-22,4.559247959059611e-18,1.193006796095315e-23,-4.012268616174134e-29,5.32268054610083e-31,6.909069533225116e-30
6.898960774045138e-10,0.0004434385066666667,0.2,0.0,0.0005883282904389419,0.1999806603043304,0.19939985057617274,0.19999998073219322,0.19992213850422288,5.902806917769136e-22,2.0313973885598066e-16,4.289269065639036e-21,-3.824456276291852e-29,3.868275763342428e-05,2.1088876109756843e-15,8.045581633694858e-14,7.785978533324489e-05,0.0006001476604721549,2.0976658332422726e-08,5.2989759919729624e-11,1.6561739351309105e-13,1.343525901650091e-12,5.7355942716209344e-21,6.996307388725227e-17,3.3594065719388994e-21,4.7271883765646285e-26,2.4164566880442253e-19,1.2612462721084604e-19,4.902259487822415e-15,5.22104052402954e-20,7.273105742802088e-22,4.6446884182323715e-18,2.649923289799424e-23,-3.7991759763849033e-29,5.65330683872375e-31,7.31106962099488e-30
6.92609245576402e-10,0.0004434385066666667,0.2,0.0,0.0005869311880841943,0.19998070167152987,0.19939818563385145,0.1999999807931029,0.1999223235596887,5.971767322851596e-22,2.0453316472794415e-16,4.3541438129884245e-21,-3.7852380399983547e-29,3.8600045196690354e-05,2.0930766192811307e-15,8.087234397429008e-14,7.767471871272771e-05,0.0006018125912951612,2.0926900271800237e-08,5.3333730937686365e-11,1.652605126931943e-13,1.3465126679099462e-12,5.762378619003838e-21,7.065687144403508e-17,3.511532025467025e-21,4.770284767632993e-26,2.4598338683504655e-19,1.290159109566109e-19,4.9530332828908874e-15,5.637700767293632e-20,7.879683591999337e-22,4.731423670069916e-18,4.768686180107298e-24,-3.5664420135866114e-29,5.998334030374434e-31,8.000562247750276e-30
6.953224137482902e-10,0.0004434385066666667,0.2,0.0,0.0005855374686937001,0.19998074294711157,0.19939652470755326,0.19999998085390336,0.19992250816545085,6.041395589820489e-22,2.0593017134996196e-16,4.419847419981559e-21,-3.744973209285704e-29,3.851751601679673e-05,2.0774144255855694e-15,8.128862995502138e-14,7.749010178497516e-05,0.0006034735060835696,2.0877262421819575e-08,5.3678238323986897e-11,1.6490442082923947e-13,1.3494906354453598e-12,5.789113561618939e-21,7.134676419756746e-17,3.437557971280202e-21,4.821762910559863e-26,2.5038340500398105e-19,1.3196379689498658e-19,5.004194670371464e-15,6.057604034139998e-20,8.49833546010614e-22,4.819468026321e-18,4.1693906562882326e-23,-3.314344923854161e-29,6.3583052732093665e-31,8.474594432054488e-30
6.980355819201784e-10,0.0004434385066666667,0.2,0.0,0.0005841471236937494,0.19998078413109877,0.19939486778748863,0.1999999809145946,0.19992269232267842,6.111697545732072e-22,2.0733074843974788e-16,4.486306495234594e-21,-3.705823447419468e-29,3.843517004681651e-05,2.061899122925142e-15,8.170466810479463e-14,7.730593338109775e-05,0.000605130414627215,2.0827744478455882e-08,5.4023278253425305e-11,1.6454911255627275e-13,1.3524598192104035e-12,5.815798483704287e-21,7.205244312558141e-17,3.429123086162216e-21,4.865403248310379e-26,2.5484635439904106e-19,1.3496920312993914e-19,5.055748046596635e-15,6.49191960376661e-20,9.130501473875311e-22,4.908835820921004e-18,-2.095947457789433e-23,-3.048943825544574e-29,6.733780078172299e-31,8.854539836216306e-30
