Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141)
7.988870550567464e-19,0.002771490666666666,0.2,0.0,0.008156497027880029,0.1999999999997071,0.1999999999987722,0.19999999999999024,0.19999999999770351,5.8674806815528e-47,1.3481420027479778e-37,4.752862657794764e-84,7.465008564512758e-109,5.858261502144049e-13,1.667940209791394e-18,1.0567788794386453e-30,2.2965071629414473e-12,1.2278393014264588e-12,9.795460352437563e-15,2.0189404018880157e-35,2.0102348240362587e-32,5.4428427052843366e-33,8.608589444783744e-50,9.413138470842274e-50,3.240018750958241e-67,1.4826132860478779e-67,2.6287722899166112e-82,1.830767737280333e-110,2.5633811594171104e-65,4.366529892045044e-91,2.554055984853081e-98,2.6985858739032e-92,2.7882837472637785e-100,7.982692424512854e-126
1.5977747873390144e-18,0.002771490666666666,0.2,0.0,0.008156497023760055,0.1999999999994142,0.19999999999754434,0.19999999999998044,0.19999999999540702,1.1734966336966286e-46,2.696285148297723e-37,2.4288919619448354e-81,4.248063864422006e-105,1.171652796249974e-12,3.335881831267609e-18,4.227119228241181e-30,4.593016149783259e-12,2.455679642405665e-12,1.959092738312974e-14,1.615153916530782e-34,1.6054136988291917e-31,4.3290364202191237e-32,3.443349583012307e-49,3.0068603487109925e-48,4.13943961107734e-65,1.3930780554575397e-65,9.860860018909234e-80,1.871198177437964e-107,3.275268217551497e-63,2.2314613073263088e-88,1.43229338195545e-94,6.895460342862552e-90,1.5867104939993994e-96,7.982689244784519e-126
3.195550251903551e-18,0.002771490666666666,0.2,0.0,0.008156497015520108,0.19999999999882836,0.19999999999508866,0.19999999999996085,0.199999999990814,2.346993764759908e-46,5.392571439298842e-37,1.2419624391055184e-78,8.691362675088423e-102,2.3433060859503985e-12,6.671765067479487e-18,1.6908490471684742e-29,9.186033754843172e-12,4.9113603204628545e-12,3.918185656811227e-14,1.2921237684049961e-33,1.282915808201791e-30,3.453095847261606e-31,1.37728126796338e-48,9.611150554723403e-47,5.2915413357145e-63,1.700882762743056e-63,4.814177073341776e-77,1.913787904936844e-104,4.187615636312219e-61,1.1410104087352821e-85,2.9218338186043893e-91,1.7631022761203319e-87,3.2463439336547138e-93,7.979428646458889e-126
6.391101181032623e-18,0.002771490666666666,0.2,0.0,0.00815649699904022,0.19999999999765672,0.1999999999901773,0.19999999999992166,0.19999999998162796,4.69398802687469e-46,1.0785144020958512e-36,6.349976441855802e-76,1.777507906264381e-98,4.6866126558683956e-12,1.3343531512940238e-17,6.763403810613095e-29,1.8372067490468396e-11,9.822721660972353e-12,7.836369543247974e-14,1.0336992642815204e-32,1.0252783342191895e-29,2.7583622726437062e-30,5.509028004045296e-48,3.07239988884772e-45,6.763721062458822e-61,2.162046289682171e-61,2.447664207282289e-74,1.9585909861655164e-101,5.354622587108323e-59,5.833822787384774e-83,5.966662220398704e-88,4.510947067252336e-85,6.63923738753012e-90,4.576728477453944e-126
9.586652110161696e-18,0.002771490666666666,0.2,0.0,0.008156496982560331,0.19999999999648507,0.19999999998526596,0.19999999999988247,0.19999999997244192,7.040982289177725e-46,1.6177716602397747e-36,5.525882980477775e-75,1.1347327631056778e-97,7.029919216303538e-12,2.0015297931436912e-17,1.4372244953077086e-28,2.755809975159925e-11,1.4734082985876966e-11,1.1754551479125922e-13,3.068794896334939e-32,3.0423949832699957e-29,8.18535250838435e-30,1.1707324116833167e-47,1.469427111583219e-44,4.5460426846213776e-60,1.4527773567856877e-60,2.1295554126325868e-73,1.8973437606695327e-100,3.599337868930836e-58,5.0767151701502664e-82,3.809970309924054e-87,3.4724097746354307e-84,4.238383501148145e-89,6.146710774354075e-117
1.2782203039290767e-17,0.002771490666666666,0.2,0.0,0.008156496966080444,0.19999999999531343,0.19999999998035461,0.19999999999984328,0.19999999996325588,9.387976552181503e-46,2.1570289183901378e-36,3.3004041971871907e-74,1.3183946436315694e-96,9.373225767255826e-12,2.668706432296845e-17,2.4517378338821833e-28,3.674413053823596e-11,1.9645444295176692e-11,1.567273146444604e-13,6.686742797099936e-32,6.626726420454784e-29,1.7831136399142302e-29,1.99743133329121e-47,4.86183431530168e-44,2.09101916094633e-59,6.681414210265988e-60,1.2717406032824494e-72,1.2252615294463274e-99,1.6556893626609376e-57,3.032132988598727e-81,4.4241811803622784e-86,1.7379442451900274e-83,4.9243859769841904e-88,3.216218039799363e-116
1.917330489754891e-17,0.002771490666666666,0.2,0.0,0.008156496933120674,0.1999999999929701,0.19999999997053192,0.1999999999997649,0.19999999994488382,1.4081965084654893e-45,3.2355434349451977e-36,7.774144469543597e-73,1.1745615664502526e-94,1.4059838846904715e-11,4.003059704274182e-17,5.076019103274867e-28,5.51161886509627e-11,2.946816687715245e-11,2.350908685724948e-13,1.9409552186899355e-31,1.9224304205888487e-28,5.174488442049553e-29,4.1383474584554992e-47,2.8350085401668194e-43,2.5457352060976107e-58,8.133515531564994e-59,2.9951358753822344e-71,3.165140698585019e-98,2.015907644945276e-56,7.142228593432368e-80,3.9391643235632457e-84,2.3210999166104475e-82,4.3871495794072e-86,2.2968645720396837e-115
2.5564406755807053e-17,0.002771490666666666,0.2,0.0,0.008156496900160909,0.1999999999906268,0.19999999996070922,0.1999999999996865,0.19999999992651177,1.877595363682025e-45,4.314057952238373e-36,4.860712553411538e-72,1.0589478434054378e-93,1.874645189168175e-11,5.337412966334418e-17,8.632991382101177e-28,7.348824134145055e-11,3.929088940174349e-11,3.1345435077164155e-13,4.244650216697787e-31,4.202084139038721e-28,1.1314311164844356e-28,7.046032935937479e-47,9.429236549152133e-43,1.1766977173339893e-57,3.759855548338074e-58,1.8727029645722247e-70,2.1090470246854927e-97,9.319237877014178e-56,4.4656130993280614e-79,3.5510226748042076e-83,1.221455372731024e-81,3.9553163643156943e-85,1.5976743037678707e-114
3.8346610472323346e-17,0.002771490666666666,0.2,0.0,0.008156496834241397,0.19999999998594017,0.1999999999410638,0.19999999999952975,0.1999999998897677,2.816393115336842e-45,6.471086997734793e-36,4.3403652425710013e-70,2.742849938595156e-91,2.8119677866728793e-11,8.006119457886157e-17,1.8809591597418252e-27,1.1023232891769894e-10,5.893633426249426e-11,4.7018107963774e-13,1.4119717459298294e-30,1.3957900726876595e-27,3.762837952117039e-28,1.5453269732655015e-46,7.723985501927172e-42,2.8519859986517427e-56,9.120395848674474e-57,1.6737139571593365e-68,3.965239344469236e-95,2.2606959750206203e-54,3.9875640972728685e-77,9.195062956603582e-81,5.672988176932752e-80,1.024492309073656e-82,2.119511378427147e-114
5.112881418883963e-17,0.002771490666666666,0.2,0.0,0.00815649676832191,0.19999999998125356,0.19999999992141837,0.19999999999937298,0.19999999985302364,3.755191011012416e-45,8.62811607448312e-36,3.528332892587203e-69,2.8840894611606213e-90,3.749290369083229e-11,1.0674825906501203e-16,3.302341832021787e-27,1.4697639302371297e-10,7.858177887485437e-11,6.269074980250091e-13,3.284798464683167e-30,3.2431651422129965e-27,8.752697658033319e-28,2.742608439443755e-46,2.9791824566072114e-41,1.6690175214551264e-55,5.339423763172366e-56,1.3609746318251307e-67,3.8214673875384806e-94,1.3235045347753078e-53,3.2415375323322656e-76,9.66814975829761e-80,4.1334722495472063e-79,1.0772472193525464e-81,1.466398621276131e-111
