Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114),SX(156),C2H4X(145),C2H4O(72),CCO(143),SX(136),SX(115)
4.029622455479876e-11,0.002217192533333333,0.2,0.0,0.006369286003472938,0.19998721454662707,0.199945319276618,0.1999999546898476,0.1999243853212284,6.794341321389131e-25,2.157873687418062e-20,1.6805854271250873e-26,4.76957974038731e-38,2.557091174142942e-05,6.224861283522568e-13,5.432314263373505e-17,7.561467622752745e-05,5.468072144932518e-05,4.531199460039328e-08,1.1976650122485234e-14,2.1921306535154312e-14,5.6498276265156737e-14,7.140334464170669e-22,1.3807686846457997e-18,4.043101995389932e-24,-1.0957765278267733e-20,1.9257751076769394e-25,-7.218976246570906e-30,5.470713776007988e-19,4.8790530354947575e-29,1.66562558033692e-28,-1.9810544936000746e-26,3.5501200411326833e-29,4.489303285457508e-31,3.862921354874747e-35,9.179904460076085e-37,1.6631565684814574e-32,-1.6477831411159064e-31,7.1741333400533e-30,3.5326548290606644e-36,4.6731443946470946e-36,3.6633261962146097e-35,1.4690360176530426e-35,4.2884556058046725e-36,3.800037216103918e-33,2.1331713239058084e-38,1.9188692433879522e-38,4.5670631642791076e-40
4.047508362599432e-11,0.002217192533333333,0.2,0.0,0.006368701718536109,0.1999871599550524,0.1999450794114867,0.19999995469402337,0.19992415008042247,6.880557194538576e-25,2.269109493108618e-20,1.7158363914954878e-26,4.910341538215421e-38,2.56800949508312e-05,6.186990102728895e-13,5.4978138377673496e-17,7.584991700316375e-05,5.492058654640334e-05,4.530785254783632e-08,1.213525995425073e-14,2.2014929658202083e-14,5.679725573147257e-14,-1.1436582205091212e-22,1.3861293093280052e-18,4.030076301847706e-24,-7.984106600821226e-21,1.4059783865662074e-25,-7.307271218223194e-30,5.561238973359339e-19,5.196976595091171e-29,1.6988256328226227e-28,-1.9802373830875275e-26,3.6296503842416216e-29,4.64527813345432e-31,4.018668041469306e-35,9.485807168410476e-37,1.7068451596124848e-32,-1.6447691688601121e-31,7.411482593336327e-30,3.646835769974727e-36,4.7849572349388135e-36,3.7516589955619143e-35,1.5247763081771768e-35,4.3900914094862805e-36,3.909856337460845e-33,2.207372881396797e-38,1.9652025776154652e-38,4.746655194745627e-40
4.065394269718989e-11,0.002217192533333333,0.2,0.0,0.006368118202311023,0.1999871053847159,0.19994483956888678,0.19999995469819917,0.19992391554332073,6.967365686172449e-25,2.4679887834873484e-20,1.7514410061673324e-26,5.053832479273841e-38,2.5789235684292723e-05,6.149577584518028e-13,5.563791962803156e-17,7.60844540744181e-05,5.51604291119261e-05,4.530371058342884e-08,1.2295245890643155e-14,2.210844700575018e-14,5.709639904916922e-14,-1.81886851401744e-21,1.358240633551621e-18,4.235480809876104e-24,2.822443319995471e-20,-4.958912405072667e-25,-7.395796858824842e-30,5.652697602167109e-19,5.522402906926711e-29,1.7322273459270847e-28,-1.9793379117289645e-26,3.7090106717561353e-29,4.805705859460369e-31,4.179796385076221e-35,9.799054698578145e-37,1.751407998050545e-32,-1.6416376090306278e-31,7.655183088793574e-30,3.76378363024513e-36,5.016765459239559e-36,3.8467378145977254e-35,1.5822245788661674e-35,4.4935355462341044e-36,4.022124847031922e-33,2.283696411010069e-38,2.0123211854564402e-38,4.929809363420044e-40
4.083280176838545e-11,0.002217192533333333,0.2,0.0,0.006367535452788024,0.1999870508356455,0.19994459974878925,0.1999999547023749,0.19992368170788685,7.054957501314963e-25,2.2691558326918837e-20,1.7875738848936443e-26,5.200273055818519e-38,2.5898333885956018e-05,6.112617730282976e-13,5.630249522124058e-17,7.631828947755961e-05,5.54002491749152e-05,4.5299568929620595e-08,1.245661355089141e-14,2.2202003062456786e-14,5.739570392470894e-14,4.446587037895732e-22,1.3811017117268145e-18,4.398225514311469e-24,1.3679827577342626e-20,-2.393213741352187e-25,-7.484544183793766e-30,5.745092846046028e-19,5.85470665703098e-29,1.7659763457073744e-28,-1.978327537574921e-26,3.7885642544491816e-29,4.970646894874979e-31,4.3464900294912633e-35,1.0119916007547029e-36,1.796849635073524e-32,-1.6382885869615843e-31,7.905358912053209e-30,3.883640948935572e-36,5.061244480149873e-36,3.935993371785791e-35,1.6414442354483673e-35,4.598305270002553e-36,4.1368149590033506e-33,2.3621710806791636e-38,2.0602187603582368e-38,5.1185498608315964e-40
4.101166083958102e-11,0.002217192533333333,0.2,0.0,0.006366953467963378,0.19998699630786915,0.19994435995116508,0.19999995470655016,0.1999234485720905,7.142690377820602e-25,1.966365220971974e-20,1.8245702398817722e-26,5.351201462370424e-38,2.6007389499988422e-05,6.076104543645493e-13,5.69718813984086e-17,7.655142524299692e-05,5.564004676431673e-05,4.529542779913508e-08,1.2619368548341388e-14,2.2295671691630227e-14,5.769516807334138e-14,3.779011392018792e-21,1.4795367281705866e-18,4.079866772800882e-24,-7.648119877606043e-20,1.3469084411775946e-24,-7.573547479058505e-30,5.838426114833595e-19,6.198052930607214e-29,1.8006719915117953e-28,-1.977562916708874e-26,3.8717866951613186e-29,5.14009501125822e-31,4.5188592995944996e-35,1.0450262619280694e-36,1.8431851103575933e-32,-1.634397064500195e-31,8.161895430376527e-30,4.006314783616958e-36,4.836869212955894e-36,4.0127418602016384e-35,1.7024410166936472e-35,4.704542308519086e-36,4.2539669182694415e-33,2.4427943463535376e-38,2.1088914940963417e-38,5.3034301758503275e-40
4.119051991077658e-11,0.002217192533333333,0.2,0.0,0.006366372245839254,0.19998694180141474,0.19994412017598548,0.19999995471072493,0.19992321613390698,7.231314380932042e-25,2.557597091927328e-20,1.8617755745032647e-26,5.502799523261214e-38,2.6116402470572476e-05,6.040032034564967e-13,5.764608195407118e-17,7.678386339530633e-05,5.587982190900116e-05,4.5291287395704445e-08,1.2783516548665954e-14,2.238907526009187e-14,5.799478921991263e-14,-1.872632556035974e-21,1.42195997263388e-18,3.95533092507777e-24,-1.0628984786694172e-20,1.8935042492959538e-25,-7.662693757562246e-30,5.932711989524553e-19,6.55213440504374e-29,1.8352352465894098e-28,-1.9748692658177624e-26,3.950297446061737e-29,5.314008828712562e-31,4.69712844971274e-35,1.078449273475324e-36,1.8904081507802023e-32,-1.6303635380208525e-31,8.424810143098636e-30,4.1320106254321326e-36,5.18054228983913e-36,4.106165180524823e-35,1.76530386641522e-35,4.811147472331299e-36,4.3734433904112875e-33,2.525547396350388e-38,2.1583075814406935e-38,5.498786618461809e-40
4.1369378981972146e-11,0.002217192533333333,0.2,0.0,0.006365791784423702,0.19998688731631015,0.19994388042322164,0.19999995471489893,0.1999229843913177,7.32054180688615e-25,3.174363158972073e-20,1.8992440844789003e-26,5.660538621124625e-38,2.6225372741795173e-05,6.004394224553806e-13,5.832510991326036e-17,7.701560595335842e-05,5.611957463776367e-05,4.5287147913788664e-08,1.2949063060683907e-14,2.2482121198960363e-14,5.829456509692882e-14,-7.750725678905428e-21,1.2188102671818104e-18,4.824055948533621e-24,2.0078482947663847e-19,-3.528609529002163e-24,-7.752159564178778e-30,6.027942070588547e-19,6.908778766793082e-29,1.8700156117423985e-28,-1.9725829568044334e-26,4.035382132377585e-29,5.493032390822573e-31,4.881352726269413e-35,1.1133070373202515e-36,1.9385804605197136e-32,-1.6266830500496729e-31,8.694830328542008e-30,4.26052654841991e-36,6.057294247920289e-36,4.24370855340626e-35,1.8299926259028166e-35,4.921168200691198e-36,4.495826043692358e-33,2.610734868109418e-38,2.208586578050255e-38,5.677373118520721e-40
4.154823805316771e-11,0.002217192533333333,0.2,0.0,0.006365212081730648,0.1999868328525832,0.19994364069284487,0.19999995471907198,0.1999227533423097,7.410094555271166e-25,2.5569255571439813e-20,1.9384284601363183e-26,5.828731753092053e-38,2.6334300258037826e-05,5.969185151188365e-13,5.900897798964256e-17,7.72466549299457e-05,5.6359304979324354e-05,4.528300953810616e-08,1.3116013668552308e-14,2.2575772977865362e-14,5.859449344454577e-14,-1.2367150305306262e-21,1.4296535397722073e-18,4.684753061838979e-24,-1.8264599416000448e-21,3.576657596999014e-26,-7.841831140927115e-30,6.12411148452113e-19,7.270731011322327e-29,1.9068589254053826e-28,-1.9719962715884975e-26,4.1362864530150225e-29,5.67726897232856e-31,5.071723921049407e-35,1.1501438675214858e-36,1.9876988395137114e-32,-1.6220963872072487e-31,8.972164722892048e-30,4.391967699775273e-36,5.4404328618988936e-36,4.3225684340130295e-35,1.8965691256815628e-35,5.0342715266455165e-36,4.6210791634632335e-33,2.698406214223542e-38,2.259710891366349e-38,5.859040490545702e-40
4.1727097124363276e-11,0.002217192533333333,0.2,0.0,0.006364633135779855,0.19998677841026183,0.19994340098482644,0.19999995472324394,0.1999225229848759,7.500145005502575e-25,2.2228155358614204e-20,1.9782141968254727e-26,5.99839022241218e-38,2.6443184963784436e-05,5.934398871715061e-13,5.969769483660976e-17,7.747701233199379e-05,5.659901296232839e-05,4.5278872446662195e-08,1.3284374121813715e-14,2.2669408416376972e-14,5.889457201400823e-14,2.410348103421326e-21,1.5324403950975067e-18,3.997315213707656e-24,-9.640695514461933e-20,1.6999872337632796e-24,-7.931423345711408e-30,6.221247910052555e-19,7.654190210527576e-29,1.944103645604963e-28,-1.9684533081266633e-26,4.232907678927057e-29,5.866858088200464e-31,5.268525131178707e-35,1.187471373818808e-36,2.0377497881951708e-32,-1.6167729631589748e-31,9.257233063574165e-30,4.5266539746123625e-36,5.2193933838823636e-36,4.406318744779441e-35,1.9651597824169446e-35,5.1495955796386394e-36,4.749127570517563e-33,2.788628348041496e-38,2.3116534529732602e-38,6.095686351033008e-40
4.188807028843928e-11,0.002217192533333333,0.2,0.0,0.006364112729806816,0.19998672943049728,0.19994318526670263,0.1999999547269976,0.19992231625282728,7.581697193086199e-25,2.5495236436479588e-20,2.0132335903720982e-26,6.146763826417223e-38,2.6541144549975954e-05,5.903447816333141e-13,6.032169339433299e-17,7.768374435181938e-05,5.6814731054081226e-05,4.5275150303104415e-08,1.343710857827724e-14,2.2753172179839124e-14,5.916476931494659e-14,-6.148299283610487e-22,1.4432973309505128e-18,4.365529745728051e-24,1.0675575293369564e-22,2.9969879220218166e-27,-8.012040478708169e-30,6.309497602545426e-19,8.014510920394796e-29,1.9762768085396073e-28,-1.9631965089183938e-26,4.3042943141126263e-29,6.041885768477191e-31,5.451296435725164e-35,1.220658120011873e-36,2.083602780895109e-32,-1.612293018084172e-31,9.520096291075048e-30,4.650728547508426e-36,5.65780140568479e-36,4.5117577079694263e-35,2.0286552010922756e-35,5.254200676320112e-36,4.8666340129081625e-33,2.8719250980005765e-38,2.3590928234803585e-38,6.329656704535745e-40
4.204904345251529e-11,0.002217192533333333,0.2,0.0,0.0063635929337603645,0.199986680468114,0.19994296956664523,0.1999999547307501,0.19992211007787766,7.663648445081328e-25,2.59449942071403e-20,2.0488045952268236e-26,6.298804374786941e-38,2.6639069373967004e-05,5.872830133261121e-13,6.09496351567522e-17,7.788991927244072e-05,5.703043107932265e-05,4.527142945525454e-08,1.3590993524897337e-14,2.2837084095373926e-14,5.943508485378989e-14,-8.060497834367096e-22,1.4507077967022912e-18,4.671949888218541e-24,5.200318442473661e-23,4.5926309387209286e-27,-8.09278710207573e-30,6.398517997590782e-19,8.379184448258902e-29,2.0089553593287933e-28,-1.9587750841941208e-26,4.378441087750257e-29,6.220825555995565e-31,5.639495983482125e-35,1.254680352633743e-36,2.130232215364257e-32,-1.607567696558173e-31,9.788397547706843e-30,4.777400690480234e-36,5.7494193949813685e-36,4.59633964362282e-35,2.0938108994230367e-35,5.358882276422273e-36,4.9861647726685526e-33,2.957088530129143e-38,2.407168112376311e-38,6.54510098844166e-40
4.2210016616591297e-11,0.002217192533333333,0.2,0.0,0.00636307374620899,0.1999866315231322,0.19994275388463348,0.19999995473450133,0.19992190445857594,7.745816256454203e-25,2.4835844673793903e-20,2.0852390210270064e-26,6.455479197391863e-38,2.673695939526386e-05,5.842541546731032e-13,6.158152910195339e-17,7.809553854501699e-05,5.7246113058780356e-05,4.526771001665051e-08,1.3746033042805547e-14,2.2921063980006452e-14,5.97055170092867e-14,5.877250094389513e-22,1.4528405083705684e-18,4.526323050838563e-24,5.261735217262375e-21,-8.668572486074045e-26,-8.173676090899002e-30,6.488312724226896e-19,8.750198902944635e-29,2.042574079631355e-28,-1.955039627209139e-26,4.457427478567288e-29,6.403726016045032e-31,5.833220894559111e-35,1.2896506865256204e-36,2.1776474679387965e-32,-1.6023541155357361e-31,1.0062175854096073e-29,4.906594646752436e-36,5.866122712356409e-36,4.687307599699474e-35,2.1606335985609178e-35,5.463928868075339e-36,5.107751529045335e-33,3.0441419379182075e-38,2.455884478881736e-38,6.631544442195828e-40
4.2370989780667304e-11,0.002217192533333333,0.2,0.0,0.006362555165724985,0.19998658259557212,0.19994253822064664,0.19999995473825122,0.19992169939347476,7.828646663247321e-25,2.5533712628734504e-20,2.1221506919013196e-26,6.615975368771193e-38,2.683481457339715e-05,5.812577803094936e-13,6.221737861773093e-17,7.830060361694265e-05,5.746177701313345e-05,4.526399209629929e-08,1.3902231209349829e-14,2.3004930061959346e-14,5.997606416622299e-14,1.6439256862466372e-22,1.4778231939198416e-18,4.526768933743262e-24,-1.2394252840767605e-20,2.2454044361678756e-25,-8.254628021015249e-30,6.578888159266699e-19,9.125215459875503e-29,2.076544046776238e-28,-1.951187634778464e-26,4.5390546932998547e-29,6.5908795151052255e-31,6.03261273405375e-35,1.3255330064857416e-36,2.225857599963616e-32,-1.5969838544447636e-31,1.0341865679441411e-29,5.038345521887264e-36,5.903863664091254e-36,4.776788378888231e-35,2.2291617370055957e-35,5.570071568702329e-36,5.231530382181706e-33,3.133224005131607e-38,2.5052608393878336e-38,6.742168843292084e-40
4.253196294474331e-11,0.002217192533333333,0.2,0.0,0.006362037190884414,0.19998653368545408,0.19994232257466418,0.19999995474199958,0.19992149488113042,7.911816132227037e-25,2.629753677859281e-20,2.15954705259142e-26,6.781698984495223e-38,2.693263486798294e-05,5.78293467274874e-13,6.285719380322352e-17,7.850511593179607e-05,5.7677422963012566e-05,4.526027579848083e-08,1.4059592110781064e-14,2.3088777549515403e-14,6.024672471559951e-14,-3.2215969648515066e-22,1.4627240366926017e-18,4.6686169350892755e-24,1.0008659089767628e-20,-1.6891229076634454e-25,-8.335579321712472e-30,6.670250434020112e-19,9.512549100004074e-29,2.110984115401109e-28,-1.9463730433565604e-26,4.6259465934776356e-29,6.782560395549964e-31,6.237825146142019e-35,1.3626089695169283e-36,2.27487327636536e-32,-1.5914292437888672e-31,1.0627937850862922e-29,5.172734604373055e-36,6.092296904018697e-36,4.878870670917975e-35,2.299441348831353e-35,5.6779308298018303e-36,5.3576523803598444e-33,3.2244649528882814e-38,2.55531740976562e-38,6.976077001261535e-40
4.269293610881932e-11,0.002217192533333333,0.2,0.0,0.006361519820267129,0.19998648479279812,0.19994210694666548,0.19999995474574642,0.19992129092010313,7.995422813719336e-25,2.621431972376981e-20,2.1974006544370315e-26,6.949722249992831e-38,2.703042023861657e-05,5.753607951817443e-13,6.350098102485325e-17,7.870907692945596e-05,5.789305092900002e-05,4.525656122328268e-08,1.4218119815282797e-14,2.3172616004046298e-14,6.051749705487441e-14,3.5083358005295785e-23,1.488220059117388e-18,4.690711458161308e-24,-8.196825834322628e-21,1.5196199891851096e-25,-8.416516199238789e-30,6.762398742442242e-19,9.909521360670834e-29,2.145738615861028e-28,-1.9410786192110677e-26,4.711526338314603e-29,6.978905560413092e-31,6.449000452279533e-35,1.4003108157579913e-36,2.324704726364289e-32,-1.5855248376078263e-31,1.0920558031376627e-29,5.309817630764559e-36,6.132364939129998e-36,4.974197058269009e-35,2.3715086269841538e-35,5.787537744165078e-36,5.4861699016070704e-33,3.317929960936922e-38,2.6060647342516977e-38,7.25164223544403e-40
4.2853909272895324e-11,0.002217192533333333,0.2,0.0,0.0063610030524567296,0.19998643591762455,0.19994189133662993,0.19999995474949153,0.19992108750895668,8.079186623542144e-25,2.6402936853108174e-20,2.2355197217598074e-26,7.118836044185243e-38,2.7128170644925465e-05,5.724593463830512e-13,6.41487499412567e-17,7.891248804605858e-05,5.8108660931629975e-05,4.52528484667194e-08,1.4377818380869517e-14,2.325640792390732e-14,6.078837958716499e-14,1.3483040084937383e-22,1.4757193679667424e-18,4.6901858984444735e-24,1.1573926788445663e-20,-1.9544881210279986e-25,-8.497441999502778e-30,6.855335091860004e-19,1.031903828038092e-28,2.1806164822122616e-28,-1.935405316727559e-26,4.7933384364098905e-29,7.179788446757189e-31,6.666271926852817e-35,1.4384201780748125e-36,2.3753581019227056e-32,-1.5793287201368794e-31,1.1219522642649734e-29,5.449613767241609e-36,6.304520917752338e-36,5.069454805172152e-35,2.4453916289274674e-35,5.898322158292334e-36,5.6170086086681246e-33,3.4135596691597935e-38,2.6574906172719947e-38,7.470257143156108e-40
4.301488243697133e-11,0.002217192533333333,0.2,0.0,0.006360486886040579,0.1999863870599535,0.19994167574453714,0.1999999547532349,0.19992088464625873,8.163653259441829e-25,2.6881789689206096e-20,2.274214029260561e-26,7.292365923867205e-38,2.7225886046539132e-05,5.695887061298452e-13,6.480050291937901e-17,7.911535071403738e-05,5.832425299138849e-05,4.5249137620784966e-08,1.453869183721369e-14,2.334016802995635e-14,6.105937072166539e-14,-6.439869927341204e-23,1.510233019472466e-18,4.753124340333907e-24,-1.5672737349557525e-20,2.8448688518455313e-25,-8.578348972211183e-30,6.949059801106918e-19,1.073213250238473e-28,2.2159488432748074e-28,-1.9297466724650626e-26,4.8787340304161343e-29,7.385204953024864e-31,6.889775009413974e-35,1.4775543651764032e-36,2.4268393242268604e-32,-1.5728964870425974e-31,1.1524767084638879e-29,5.592132217644584e-36,6.311511195601654e-36,5.165133013130895e-35,2.5211183944152556e-35,6.009980746171198e-36,5.750128415906348e-33,3.511352583034054e-38,2.709586681906731e-38,7.676647116158202e-40
4.317585560104734e-11,0.002217192533333333,0.2,0.0,0.006359971319609778,0.19998633821980508,0.19994146017036665,0.19999995475697635,0.19992068233058052,8.248280246875398e-25,2.714867304915103e-20,2.313451909588626e-26,7.470847178779427e-38,2.7323566403169862e-05,5.667484627224111e-13,6.545625184028099e-17,7.93176663620525e-05,5.853982712871371e-05,4.5245428773663546e-08,1.470074426278118e-14,2.3423902035701453e-14,6.133046887407123e-14,-3.5600377691024103e-23,1.482381785282894e-18,4.8048346019742675e-24,1.9417694919466194e-20,-3.3233345837423246e-25,-8.659215421397475e-30,7.043578342591304e-19,1.1158674802413367e-28,2.251840129619645e-28,-1.9235017071541589e-26,4.968597924083198e-29,7.595348536898468e-31,7.119653098252041e-35,1.5178109884871087e-36,2.4791588630787647e-32,-1.5661791368720173e-31,1.1836584592325783e-29,5.737396886712538e-36,6.548317267960889e-36,5.270408243699349e-35,2.598721526788158e-35,6.122909978597439e-36,5.88562068785692e-33,3.611400634383216e-38,2.7623683078509146e-38,7.893358540497018e-40
4.3336828765123345e-11,0.002217192533333333,0.2,0.0,0.006359456351759161,0.1999862893971995,0.1999412446140981,0.19999995476071594,0.19992048056049716,8.33372685624047e-25,2.7350517518499523e-20,2.353214947981761e-26,7.652130192861769e-38,2.7421211674524917e-05,5.639382076453849e-13,6.611599799074099e-17,7.951943641508832e-05,5.8755383363995967e-05,4.524172200987955e-08,1.4863979694178297e-14,2.3507602223917425e-14,6.160167246644431e-14,3.772678919743177e-23,1.5347536484975256e-18,4.8310046130551055e-24,-2.5712992109601466e-20,4.623734088980989e-25,-8.740018211490061e-30,7.138890266751408e-19,1.1588563750492238e-28,2.2880343579085063e-28,-1.9170777600731685e-26,5.057967723583225e-29,7.810408613161158e-31,7.356056273154939e-35,1.5588058381103174e-36,2.5323283479574697e-32,-1.5591649534558224e-31,1.2155239535857872e-29,5.8854490679660914e-36,6.496464247594868e-36,5.369842034291586e-35,2.6782371397857734e-35,6.237511366056587e-36,6.023589485370683e-33,3.713793878655595e-38,2.8158508140800387e-38,8.140467541614612e-40
4.349780192919935e-11,0.002217192533333333,0.2,0.0,0.006358941981087281,0.19998624059215683,0.19994102907571104,0.19999995476445348,0.19992027933458736,8.418936978318308e-25,2.768838506154309e-20,2.3932636333111324e-26,7.836296472036527e-38,2.7518821820387668e-05,5.611575356976319e-13,6.677975768407331e-17,7.972066229438232e-05,5.8970921717577885e-05,4.5238017410413516e-08,1.502840221047792e-14,2.3591270408020622e-14,6.187297992676518e-14,8.846862625760795e-24,1.4798360693446156e-18,4.872192654864499e-24,3.6401615221609005e-20,-6.300328078243101e-25,-8.820736609652814e-30,7.235001370066287e-19,1.2038796374097253e-28,2.3245083799379457e-28,-1.9098055114725466e-26,5.146962820667894e-29,8.030406604336826e-31,7.599136680742826e-35,1.6005612779843195e-36,2.5863562499137076e-32,-1.5518663602397099e-31,1.2480785905865378e-29,6.036332722545703e-36,6.828405995227473e-36,5.474907877832162e-35,2.759701280517462e-35,6.353676053918696e-36,6.164050814108105e-33,3.818542982932182e-38,2.8700345878231347e-38,8.381154707005448e-40
4.365877509327536e-11,0.002217192533333333,0.2,0.0,0.006358428206196409,0.19998619180469718,0.19994081355518528,0.1999999547681889,0.19992007865143346,8.50544499730299e-25,2.799239121945339e-20,2.4340076009542664e-26,8.024470497821393e-38,2.761639680050002e-05,5.584060451116695e-13,6.744752444924244e-17,7.992134541755234e-05,5.91864422097546e-05,4.523431505284439e-08,1.5194015805946685e-14,2.367490834252613e-14,6.214438968944709e-14,-2.786860185273971e-23,1.5761579428619937e-18,4.919343415359468e-24,-5.2694882719900396e-20,9.382920445288833e-25,-8.90135483799789e-30,7.331907915202488e-19,1.2484328331363036e-28,2.3613970916711843e-28,-1.9027374739295205e-26,5.238018859183411e-29,8.255420831347036e-31,7.849046768186151e-35,1.6432830381877732e-36,2.641249631842391e-32,-1.544277790574152e-31,1.2813259747584635e-29,6.190082575004354e-36,6.62087599895999e-36,5.576397206312016e-35,2.843148522333237e-35,6.471150222267048e-36,6.306990026179337e-33,3.925685450527233e-38,2.9249182782937187e-38,8.641169994698379e-40
4.3819748257351366e-11,0.002217192533333333,0.2,0.0,0.0063579150256925145,0.1999861430348407,0.1999405980525005,0.19999995477192214,0.19991987850962173,8.591032772579694e-25,2.8283136308750065e-20,2.4749824486054638e-26,8.21645668388997e-38,2.7713936574728878e-05,5.556833376684725e-13,6.811932472943185e-17,8.012148719844015e-05,5.9401944860773744e-05,4.52306150114803e-08,1.5360824593097388e-14,2.3758514531972444e-14,6.241590019515277e-14,1.7999527924023493e-23,1.4525081366772405e-18,4.958605268184335e-24,7.810041679515115e-20,-1.3626488500763518e-24,-8.981854101222294e-30,7.429619995943271e-19,1.2961217394983375e-28,2.3986893432652165e-28,-1.8944814974351899e-26,5.330588053035974e-29,8.485509124954117e-31,8.105940426148766e-35,1.686934660109439e-36,2.6970170591691063e-32,-1.5363796915544183e-31,1.3152769235854468e-29,6.346726565090263e-36,7.201831887664711e-36,5.686988715458288e-35,2.9286131649673803e-35,6.589926783669132e-36,6.452431778939322e-33,4.03524915461858e-38,2.980505854109557e-38,8.871937793374348e-40
4.398072142142737e-11,0.002217192533333333,0.2,0.0,0.006357402438185259,0.19998609428260739,0.1999403825676365,0.1999999547756532,0.19991967890774184,8.679122927126767e-25,2.8546721073451873e-20,2.5168744560274568e-26,8.412002950252547e-38,2.7811441102847725e-05,5.529890188012204e-13,6.879513539882048e-17,8.032108904733926e-05,5.96174296908357e-05,4.522691735747717e-08,1.5528832503858502e-14,2.3842089107844267e-14,6.268750989112613e-14,-1.2277505851690455e-23,1.6573523757141653e-18,4.996651757240438e-24,-1.1950862749435261e-19,2.115220506699557e-24,-9.062218283992326e-30,7.52812825023796e-19,1.3414280102779905e-28,2.4363382128144816e-28,-1.8870605649808375e-26,5.424007205452853e-29,8.720802479156159e-31,8.36997508817216e-35,1.7314785514823392e-36,2.7536682542804766e-32,-1.5281869124019232e-31,1.3499449165364546e-29,6.506294783444024e-36,6.611031550633042e-36,5.789240214379328e-35,3.016130393927953e-35,6.710150910308497e-36,6.600428548542807e-33,4.1472965484454114e-38,3.036802857474428e-38,9.14491838547602e-40
4.414169458550338e-11,0.002217192533333333,0.2,0.0,0.0063568904422879845,0.19998604554801733,0.19994016710057322,0.19999995477938187,0.19991947984438718,8.764279672201777e-25,2.89113068698958e-20,2.558565448347793e-26,8.611352732780638e-38,2.7908910344849912e-05,5.503226976916981e-13,6.947501107520464e-17,8.052015237069203e-05,5.9832896720093605e-05,4.5223222158959125e-08,1.5698043746634185e-14,2.3925632520985694e-14,6.295921723053677e-14,2.6486768862122193e-23,1.3567454611774146e-18,5.0412726595339144e-24,1.8814818906754217e-19,-3.2979821797206657e-24,-9.142422709264019e-30,7.627452672919342e-19,1.3931911509874783e-28,2.4743673807060352e-28,-1.877299417497138e-26,5.518637931227706e-29,8.961358452429192e-31,8.641311690403367e-35,1.7769618547610372e-36,2.811212687732657e-32,-1.519679010659436e-31,1.3853442942876966e-29,6.668822957853929e-36,7.82281331530133e-36,5.905001946803917e-35,3.1057364643366803e-35,6.831898568083608e-36,6.751024580107112e-33,4.2618554206889083e-38,3.0938150763602697e-38,9.372097679691394e-40
4.430266774957939e-11,0.002217192533333333,0.2,0.0,0.006356379036617709,0.19998599683109064,0.19993995165129047,0.19999995478310825,0.19991928131815503,8.847308804334737e-25,2.943891284428809e-20,2.600230216623457e-26,8.814611558848212e-38,2.800634426063241e-05,5.476839873752139e-13,7.015895146784801e-17,8.071867857141509e-05,6.004834596865361e-05,4.521952948113407e-08,1.586846230567508e-14,2.4009144491605144e-14,6.323102067331684e-14,3.120466361414445e-23,1.534389900835554e-18,5.080699371971155e-24,1.7410381413626784e-20,-2.990694830799406e-25,-9.222477615155324e-30,7.727566111775922e-19,1.4488400271305536e-28,2.512783527864566e-28,-1.870605802995842e-26,5.614595545407373e-29,9.207284856311937e-31,8.920113880087092e-35,1.8234081636543972e-36,2.869659255160238e-32,-1.5108845158951546e-31,1.4214873927022812e-29,6.834349099753639e-36,7.32915696589955e-36,6.012388196319393e-35,3.197468363755741e-35,6.955147666959355e-36,6.90424865658256e-33,4.378977282764428e-38,3.151547112973052e-38,9.563988433313533e-40
4.444754359724779e-11,0.002217192533333333,0.2,0.0,0.006355919275018459,0.1999859530009753,0.19993975776212175,0.19999995478645988,0.19991910310262911,8.924580418118787e-25,2.984796077283937e-20,2.6386096144520265e-26,9.000814335176643e-38,2.809400454772525e-05,5.453324386165641e-13,7.077794043275768e-17,8.08968940688654e-05,6.024223510644085e-05,4.521620827791457e-08,1.602287447554787e-14,2.408427835047896e-14,6.347572467252236e-14,-7.933477107343737e-24,1.5586791304739295e-18,5.1174423284122745e-24,-5.53221967612701e-22,1.5437787093308176e-26,-9.294462915014268e-30,7.818351504885071e-19,1.496080178337898e-28,2.5476730312637414e-28,-1.8661983772039517e-26,5.701872201723211e-29,9.433318645878947e-31,9.177556518664308e-35,1.8660248893664948e-36,2.9230396200602485e-32,-1.5028096274486817e-31,1.4546608163126709e-29,6.985915703824674e-36,7.376258063175096e-36,6.113017452636489e-35,3.281875438634975e-35,7.067320508319997e-36,7.044417103804959e-33,4.4866299587512214e-38,3.204124045592109e-38,9.776839907429103e-40
