Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35)
9.686001381431379e-17,0.002217192533333333,0.2,0.0,0.006525197178815983,0.19999999996823545,0.19999999986684883,0.19999999999893778,0.19999999975095858,1.068226488811192e-53,1.3220751033022624e-41,7.663162495886002e-70,1.6285980078535487e-92,6.352912297832512e-11,1.4610278169707528e-17,2.390292450897512e-29,2.4904142829329356e-10,1.331512074305236e-10,1.0622431196697569e-12,1.602163216897834e-31,5.248843800354071e-27,6.525535592847009e-28,1.5276124628010065e-49,4.4082332537688604e-42,3.4505498858276787e-56,4.9516510069190196e-57,7.005881609581384e-68,1.804444827647697e-94,8.149368006671839e-54,2.0828158992806401e-78,4.467494458955788e-80,1.192634885536064e-79
1.5220859355570358e-16,0.002217192533333333,0.2,0.0,0.0065251969235110225,0.19999999995008427,0.19999999979076244,0.1999999999983308,0.1999999996086494,7.861443983869369e-53,2.0861577249760382e-41,7.796314721618178e-68,4.222901780325264e-90,9.983147538235311e-11,2.295900772847804e-17,5.831734012760105e-29,3.9135064088437737e-10,2.0923760814145208e-10,1.6692283692498837e-12,6.362963585417489e-31,2.0798486085804367e-26,2.591172783729931e-27,1.6750484579276834e-48,4.845551875636334e-41,1.1327949029839893e-54,1.6271778532846967e-55,7.134521089454771e-66,1.8105964229510844e-91,2.6779964719641753e-52,2.1196385874928236e-76,1.1582132907347318e-77,3.807716011540275e-77
2.0755717329709334e-16,0.002217192533333333,0.2,0.0,0.006525196668206207,0.1999999999319331,0.19999999971467605,0.1999999999977238,0.19999999946634028,3.715558990905411e-52,2.873824084126229e-41,6.886445883717785e-67,4.8674770256672414e-89,1.3613382494138107e-10,3.130773663273435e-17,1.0803728262108999e-28,5.336597236394869e-10,2.853240058211136e-10,2.2762056382023668e-12,1.593056118685741e-30,5.197811050642397e-26,6.486514247324524e-27,7.129739638194215e-48,2.0622424665887704e-40,7.290882657968366e-54,1.0476754715545128e-54,6.303685591837846e-65,2.507295859809682e-90,1.7242583167703787e-51,1.8724974183202006e-75,1.3349733105826447e-76,4.3117545829203463e-76
3.1825433277987286e-16,0.002217192533333333,0.2,0.0,0.006525196157597007,0.19999999989563075,0.19999999956250328,0.19999999999650986,0.1999999991817225,5.431606519058691e-51,4.73550177168033e-41,5.442949537016021e-65,1.2846299059221741e-86,2.0873851552700131e-10,4.800519247654564e-17,2.5338506176802505e-28,8.182774997597655e-10,4.374967920893851e-10,3.490136241977097e-12,5.8233548165365764e-30,1.8917983302698163e-25,2.3703822574482674e-26,6.589269070557715e-47,1.9020760324168905e-39,1.8820629503653786e-52,2.7089902093023174e-53,4.991013486221464e-63,2.2185766953130366e-87,4.458479092385744e-50,1.4818841339279354e-73,3.521797428618371e-74,1.1153917572288737e-73
5.396486517454319e-16,0.002217192533333333,0.2,0.0,0.00652519513638033,0.19999999982302608,0.19999999925815776,0.19999999999408205,0.19999999861248852,1.6167527192446615e-49,1.3555813198029513e-40,9.415929056471736e-63,5.502825036497389e-84,3.5394786256902144e-10,8.140009629420914e-17,7.277423333688801e-28,1.387511494470505e-09,7.418423282623863e-10,5.917901718074041e-12,2.919358857412082e-29,9.395159163803939e-25,1.1875186322652132e-25,1.0387384901356996e-45,2.984785932054849e-38,9.695841696402508e-51,1.401022764317573e-51,8.667614174294455e-61,4.413595942109391e-84,2.3058792570249085e-48,2.574820974907096e-71,1.5081816810392674e-71,6.548885966388221e-71
9.8243728967655e-16,0.002217192533333333,0.2,0.0,0.006525193093953871,0.1999999996778168,0.1999999986494669,0.19999999998922685,0.19999999747402675,6.899433935887327e-48,1.4756766116232864e-39,2.6491928628627134e-60,6.3567690565308395e-81,6.443664201381945e-10,1.481898723590194e-16,2.4113592398235203e-27,2.525973253914048e-09,1.3505332551572427e-09,1.0773049779237894e-11,1.8118914934088427e-28,5.7202119520123305e-24,7.360091115586586e-25,2.267945278569111e-44,6.456117179938068e-37,7.51298878537863e-49,1.094060464286934e-49,2.4575688731598228e-58,1.657019268752944e-80,1.8008415974959172e-46,7.364091682501978e-69,1.7391159762963055e-68,6.754696882132367e-68
1.8680145655387866e-15,0.002217192533333333,0.2,0.0,0.006525189009128532,0.1999999993873985,0.1999999974320858,0.19999999997951792,0.19999999519712816,3.4916000719178747e-46,3.4453554715369815e-38,9.551847202571709e-58,8.4562210972492275e-78,1.2252029892149325e-09,2.8176929747913544e-16,8.72033832083991e-27,4.802871853185881e-09,2.5679145271470725e-09,2.048181456374827e-11,1.2700357633882913e-27,3.861132368358535e-23,5.144650379736535e-24,5.872220377717503e-43,1.6415183769411746e-35,7.130168760534183e-47,1.0541950070868204e-47,8.995886989646588e-56,8.767959396719645e-77,1.7358627322924e-44,2.824989612469844e-66,2.3070533813078045e-65,9.399736783399299e-65
3.639169117263259e-15,0.002217192533333333,0.2,0.0,0.006525180839588167,0.19999999880656302,0.19999999499732585,0.19999999996010626,0.19999999064343063,1.8845767334361626e-44,9.295356870629937e-37,3.796910057523873e-55,1.2906320756282662e-74,2.3868739430989063e-09,5.489276338601341e-16,3.3122396837790753e-26,9.35656937536769e-09,5.002674743958437e-09,3.989322057476295e-11,9.498065208546611e-27,2.6872930633388427e-22,3.826094894394924e-23,1.6415910565074932e-41,4.437160320726566e-34,7.276592731539928e-45,1.1074821650036227e-45,3.680612550824397e-53,5.4451308571352613e-73,1.8262051672637126e-42,1.3971813805645318e-63,3.5015898150301065e-62,1.498285903754093e-61
5.410323668987731e-15,0.002217192533333333,0.2,0.0,0.006525172670194876,0.19999999822572898,0.199999992562569,0.19999999994070275,0.199999986089866,1.2436303890257049e-43,5.0248747802295485e-36,4.177740396883841e-54,1.7566482243404292e-73,3.5485419845905463e-09,8.16085277495261e-16,7.325895299738534e-26,1.3910133998343061e-08,7.437431857916458e-09,5.929646417416295e-11,2.959354152577113e-26,7.984008029236403e-22,1.1876121571801408e-22,8.996039842926204e-41,2.3939771553212704e-33,5.895334531127274e-44,9.051580488689512e-45,4.076446124903268e-52,9.238272319199126e-72,1.4935925711422095e-41,1.6473680584966174e-62,4.76734976615731e-61,2.09987852331049e-60
7.181478220712204e-15,0.002217192533333333,0.2,0.0,0.006525164500948657,0.19999999764489643,0.19999999012781527,0.1999999999213074,0.19999998153643425,5.022387663094836e-43,1.737544381625249e-35,2.880528764948505e-53,2.1876690760346741e-72,4.710207113643805e-09,1.0832422177657742e-15,1.2916125175949505e-25,1.8463565725758425e-08,9.87218586907385e-09,7.869154861987256e-11,6.686640987851398e-26,1.7259948680861888e-21,2.67373148631204e-22,3.1613265264216022e-40,8.257779694664148e-33,2.981219636914662e-43,4.609106999114369e-44,2.8273693487580467e-51,1.00612414259286e-70,7.612563569438333e-41,1.237709927655533e-61,5.911905414013468e-60,1.8655773006666144e-59
