Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150)
1.5894292794140514e-18,0.0033257888,0.2,0.0,0.009787796429420707,0.19999999999936163,0.199999999997324,0.19999999999997867,0.1999999999949949,1.1500685177918507e-40,3.384550368329609e-33,2.6450792623200776e-79,1.403301024546268e-101,1.2767774440443328e-12,1.945409323588569e-17,2.6704269135366415e-28,5.005116801116434e-12,2.676027322533008e-12,2.134869256292635e-14,4.126707842186381e-33,4.1244201370310395e-31,2.591673501536819e-31,4.710114491482591e-45,8.324140171780763e-47,2.1443668458448086e-63,2.6590777360777707e-62,1.4266448237114077e-76,3.129019752639741e-102,8.191480717839102e-62,2.8589084075882597e-85,4.035697542477599e-92,6.712068655028437e-85,1.739293300367115e-93,8.538210399654224e-120,7.18833639475081e-118,4.768803863865607e-126,9.942852434900451e-100,5.892237425345643e-83,1.6981408011979465e-108,3.2683162223887775e-134
3.178859232516336e-18,0.0033257888,0.2,0.0,0.009787796420441414,0.19999999999872325,0.19999999999464801,0.1999999999999573,0.1999999999899898,2.300137523017115e-40,6.769102171036557e-33,1.346068615590123e-76,2.8574562158149602e-98,2.5535554261287878e-12,3.890819466989805e-17,1.0681714186199842e-27,1.0010234635248992e-11,5.3520557466557626e-12,4.2697389052472554e-14,3.3013678753361077e-32,3.281735826927405e-30,2.057639686045954e-30,1.8839428512066427e-44,2.6489610153698672e-45,2.7281693739462435e-61,5.551251424555375e-61,1.19054013541135e-74,3.1872020294146595e-99,1.0426603668978027e-59,1.4548856156628184e-82,8.155392761931624e-89,1.7092270652597796e-82,3.541616666090306e-90,8.534884881231316e-120,7.185536633896602e-118,1.5447190434034538e-121,2.025732432941001e-96,2.9985236231126037e-80,1.3832359466443265e-104,7.646462804950699e-134
6.357719138720905e-18,0.0033257888,0.2,0.0,0.009787796402482833,0.19999999999744647,0.199999999989296,0.19999999999991455,0.19999999997997955,4.60027553337954e-40,1.353820577590245e-32,6.859333419237746e-74,5.8244495306570764e-95,5.107111380910897e-12,7.781639739512825e-17,4.272688862747664e-27,2.0020467038225183e-11,1.0704112496924355e-11,8.539476666514965e-14,2.6410949038022983e-31,2.6156939321676436e-29,1.6397730550042416e-29,7.534948726926771e-44,8.444880172365816e-44,3.4755758286066914e-59,2.5450519656874088e-59,2.180173544743435e-72,3.2586876910078936e-96,1.3295798403076034e-57,7.413839331586804e-80,1.6559366246794396e-85,4.368924752832271e-80,7.218996842984374e-87,4.4961928304817375e-120,3.7853536510370474e-118,5.01920239277624e-117,4.136388798738133e-93,1.5279848431406214e-77,1.1277970412930625e-100,3.0709780211367744e-131
9.536579044925473e-18,0.0033257888,0.2,0.0,0.009787796384524256,0.1999999999961697,0.19999999998394397,0.1999999999998718,0.1999999999699693,6.900413543653925e-40,2.0307309380220672e-32,5.966018028956873e-73,3.717357662791848e-94,7.660667326306205e-12,1.167245999775578e-16,9.079468666185615e-27,3.00306961759135e-11,1.6056169149216024e-11,1.2809212891141693e-13,7.840750963180671e-31,7.754474603051723e-29,4.8626662255160834e-29,1.6010565982019024e-43,4.036206520449355e-43,2.3344478678983077e-58,1.5209340791574395e-58,1.7295485099488312e-71,3.1571554806985195e-95,8.932898465639693e-57,6.448307185789153e-79,1.057554280985895e-84,3.363586032308529e-79,4.607677155422256e-86,6.4893284737025936e-111,5.463378607862382e-109,2.6499253356328926e-116,4.4177385867331854e-92,1.3289878750750188e-76,9.452696001901712e-100,6.621904279743515e-125
1.2715438951130041e-17,0.0033257888,0.2,0.0,0.009787796366565682,0.1999999999948929,0.19999999997859194,0.19999999999982906,0.19999999995995907,9.20055155384042e-40,2.707641298399197e-32,3.5615597461300087e-72,4.3167884545708465e-93,1.0214223262314709e-11,1.5563280241718066e-16,1.548851319864726e-26,4.004092204831501e-11,2.140822570353079e-11,1.7078947579127994e-13,1.7084584141280152e-30,1.6879309733600556e-28,1.058894816521803e-28,2.7310279867376256e-43,1.3346895056716541e-42,1.0731426679818625e-57,6.520246066358367e-58,9.670947693726939e-71,2.0392507001259774e-94,4.107229654866194e-56,3.84947329393904e-78,1.226335519053021e-83,1.6839791330178128e-78,5.350387426671678e-85,3.396633574638062e-110,2.8596325930881228e-108,8.030190943263994e-115,3.267129293943931e-91,7.93370730905811e-76,1.0629691415660533e-98,4.1282572004693215e-124
1.907315876353918e-17,0.0033257888,0.2,0.0,0.009787796330648541,0.19999999999233933,0.1999999999678879,0.1999999999997436,0.19999999993993864,1.3800827574008481e-39,4.0614620190257344e-32,8.380789544029449e-71,3.841342536772643e-91,1.532133511230145e-11,2.334492069612438e-16,3.2067029196799934e-26,6.006136612969313e-11,3.21123385822145e-11,2.5618413348701297e-13,4.9591278175650234e-30,4.892486626559309e-28,3.0716370980854753e-28,5.653624932065584e-43,7.775219619345958e-42,1.3050380469119999e-56,7.389516936528881e-57,2.0872420012073008e-69,5.271391108453578e-93,4.9958646264134915e-55,9.058283574372473e-77,1.089609213932171e-81,2.2506625316269606e-77,4.760861245947251e-83,2.4277803023919017e-109,2.0439530874313573e-107,4.717705655996446e-112,1.3400570705240975e-89,1.866896640633221e-74,1.6347828241830147e-96,3.93012047928938e-123
2.5430878575948315e-17,0.0033257888,0.2,0.0,0.009787796294731413,0.19999999998978576,0.19999999995718384,0.19999999999965815,0.19999999991991818,1.8401103593857888e-39,5.415282739453044e-32,5.237481083511156e-70,3.461563910548775e-90,2.0428446927769535e-11,3.1126561098009507e-16,5.45376684588109e-26,8.00817982034559e-11,4.2816451100602185e-11,3.415787346750424e-13,1.0845053237725097e-29,1.0687003420540738e-27,6.714808392593053e-28,9.614364938241312e-43,2.584753462047033e-41,6.028433968923182e-56,3.3631025460623673e-56,1.2803911045128385e-68,3.513374561531696e-92,2.3085772354841136e-54,5.660872334446863e-76,9.816036321220795e-81,1.1847077999057878e-76,4.2901570008171965e-82,1.6891700583905053e-108,1.4221156472030738e-106,7.806786094826546e-111,1.1020058090192833e-88,1.166693707390352e-73,1.804899260529529e-95,2.4251263311563547e-122
3.1788598388357455e-17,0.0033257888,0.2,0.0,0.009787796258814298,0.1999999999872322,0.19999999994647985,0.1999999999995727,0.19999999989989778,2.3001379613373153e-39,6.769103459669568e-32,2.524238338115598e-69,2.5251772676076693e-89,2.553555870625333e-11,3.890820144361775e-16,8.332131327193376e-26,1.0010221741192366e-10,5.352056323295844e-11,4.2697327531914073e-13,2.0346795680494445e-29,2.002764499598078e-27,1.259465225291278e-27,1.468714215262738e-42,6.963448410229581e-41,2.207336857477736e-55,1.2214230715345607e-55,6.103809639618995e-68,1.888404513699984e-91,8.455383311806434e-54,2.728293613764792e-75,7.158670232329151e-80,4.783314253994977e-76,3.129611343126211e-81,7.402116903074563e-108,6.231857010549052e-106,1.074655861335459e-109,6.966216494575532e-88,5.6229455896328324e-73,1.6038361623370196e-94,1.185561025108166e-121
4.450403801317573e-17,0.0033257888,0.2,0.0,0.009787796186980106,0.1999999999821251,0.19999999992507178,0.19999999999940174,0.19999999985985698,3.220193165151841e-39,9.476744899491943e-32,1.2825890437279637e-67,3.232482557160197e-87,3.5749782149944797e-11,5.447148196244085e-16,1.602242735543438e-25,1.4014301642489906e-10,7.492878631532854e-11,5.977621711727751e-13,5.567253790672092e-29,5.463479744461047e-27,3.444775117873253e-27,2.8237570150733177e-42,4.091888723364234e-40,3.397547689877968e-54,1.865055036219548e-54,3.0546870883705557e-66,1.8130852598415428e-89,1.3042142904411195e-52,1.386267825964756e-73,9.158969924663165e-78,1.2855183896742664e-74,4.0063062735394363e-79,9.788562871032514e-108,8.241010640649807e-106,1.279455950279534e-106,1.4687694415310566e-85,2.8570187319331625e-71,1.1703130097814895e-91,1.497654290672565e-119
5.7219477637994e-17,0.0033257888,0.2,0.0,0.009787796115145972,0.19999999997701798,0.1999999999036637,0.1999999999992308,0.19999999981981623,4.14024836887799e-39,1.218438633856385e-31,9.135939528074979e-67,3.0002393224061727e-86,4.596400544342322e-11,7.003476225263195e-16,2.6276793509862573e-25,1.8018376318519956e-10,9.633700782982075e-11,7.6855082112597e-13,1.1736447838262683e-28,1.1487341314943261e-26,7.260225519250275e-27,4.6303246308832416e-42,1.3772168794338702e-39,1.7252902457695467e-53,9.465956864211986e-54,2.174202402499118e-65,1.5292694149473125e-88,6.630233299657971e-52,9.874438744393208e-73,8.500026331207561e-77,8.09602312384696e-74,3.7184674430486474e-78,2.8016724460469873e-105,2.358733630401372e-103,1.5018344678233886e-105,1.3732376761822455e-84,2.035052945527629e-70,1.3502844847279046e-90,2.8083915486935936e-118
