Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114),SX(156),C2H4X(145)
5.66335924170272e-12,0.0006651577600000001,0.2,0.0,0.0019302753133696496,0.19999776807054,0.19999067279163493,0.19999994417259456,0.1999865629816646,8.855733356146307e-22,1.1681681505220127e-18,5.23560748245049e-25,5.3528966719270254e-34,4.46389035359473e-06,4.6070271665731116e-11,1.2938458598239213e-14,1.3437002103049861e-05,9.327237673652176e-06,5.579707845375875e-08,5.419951488466902e-13,2.681394109417982e-14,4.4926206887687093e-13,1.819938735311173e-22,1.5873890461132748e-16,1.5028227941934676e-22,1.5797317226707426e-21,7.015071900147131e-24,3.489957060006742e-30,2.9107072429469327e-18,8.297860512394372e-27,2.3567941051583286e-26,9.007496582891206e-26,5.984060592736513e-26,2.0598507774428897e-30,1.466348358565232e-34,3.0929415442936554e-34,4.454356840131018e-31,1.371200512307223e-29,4.849043513292551e-28,2.616856832352021e-33,8.340200006657355e-33,5.91189424111709e-33,1.964300304921921e-31,4.265628346343441e-32
5.680990377894364e-12,0.0006651577600000001,0.2,0.0,0.0019302026354985969,0.19999776127366217,0.19999064437503353,0.19999994404998003,0.19998653243693099,8.984706411489527e-22,1.1818879190332874e-18,5.349573802198935e-25,5.4978421055113505e-34,4.477484380129976e-06,4.610435813316712e-11,1.3044418907333672e-14,1.3467546697342015e-05,9.35565416488236e-06,5.5919795577189656e-08,5.470523590142951e-13,2.695577885422461e-14,4.5163786618392187e-13,1.9679972281815882e-22,1.6047479724448613e-16,1.5242033831656713e-22,2.776908536887652e-20,6.834945465325032e-24,3.617467049626675e-30,2.9604790117060206e-18,8.563571988919065e-27,2.4111722526274405e-26,9.277377654377154e-26,6.142342206708347e-26,2.1343413535255296e-30,1.5243946314969719e-34,3.209454425030149e-34,4.572391263547637e-31,1.3953922316886834e-29,5.004126837403161e-28,2.697429431621187e-33,8.55489141801496e-33,6.086710332114526e-33,2.0385008899747906e-31,4.3754175440388973e-32
5.698621514086007e-12,0.0006651577600000001,0.2,0.0,0.0019301300206489862,0.1999977544778402,0.1999906159621296,0.1999999439276184,0.19998650194915668,9.115112970246085e-22,1.1957294011688707e-18,5.465665982876057e-25,5.646215079925072e-34,4.491076296257426e-06,4.613776521385467e-11,1.3150905792658593e-14,1.3498034331614788e-05,9.384066957294529e-06,5.604226117314662e-08,5.521407311039162e-13,2.7097851168702794e-14,4.540174911021375e-13,1.9816054826261786e-22,1.622767724501109e-16,1.54579632442555e-22,9.460350654737697e-22,7.350553031676392e-24,3.7490894792651956e-30,3.0109241563537885e-18,8.836813511399975e-27,2.4666124137174844e-26,9.554130482449602e-26,6.304244920587504e-26,2.211263954761822e-30,1.584536425070844e-34,3.329953945176941e-34,4.693142321322234e-31,1.4199324112851315e-29,5.1636112939861055e-28,2.7802160790038598e-33,8.774322667378797e-33,6.266072643195601e-33,2.115233545053e-31,4.4876934951327053e-32
5.714489536658486e-12,0.0006651577600000001,0.2,0.0,0.0019300647210818648,0.19999774836250414,0.19999059039367623,0.19999994381770872,0.19998647455877394,9.23371874103069e-22,1.2082808600100023e-18,5.572033046562224e-25,5.782739292912273e-34,4.50330721460642e-06,4.6167252284059875e-11,1.3247194833041413e-14,1.352542458775618e-05,9.409635309045371e-06,5.615226557316865e-08,5.567469860427582e-13,2.722591601757642e-14,4.561624126599249e-13,1.8800300742035974e-22,1.6388722899875431e-16,1.5654378094180705e-22,-6.543885155475562e-22,7.524228732344671e-24,3.871162136268825e-30,3.0569061215525405e-18,9.089379637799057e-27,2.517430754362647e-26,9.809449716140548e-26,6.453111912484531e-26,2.2826321277045952e-30,1.6405121133350284e-34,3.441913359514389e-34,4.804184724239621e-31,1.4423201242167784e-29,5.311000093427783e-28,2.8566613070169202e-33,8.97593394354494e-33,6.43147097602524e-33,2.1865214469121676e-31,4.5909090472325357e-32
5.730357559230965e-12,0.0006651577600000001,0.2,0.0,0.0019299994724024765,0.199997742248025,0.19999056482821576,0.1999999437080032,0.199986447214368,9.35350845683588e-22,1.2209129170209804e-18,5.680219118634757e-25,5.92214802286968e-34,4.5155364202230625e-06,4.619619199220851e-11,1.3343911583634755e-14,1.3552768866479009e-05,9.435200666743517e-06,5.6262067016619894e-08,5.613786247736545e-13,2.735416940820027e-14,4.583104095229394e-13,1.7363679205649127e-22,1.6550652218868264e-16,1.5852635680805604e-22,-4.295144083499229e-22,7.677960245605907e-24,3.996747818378869e-30,3.1034437788567682e-18,9.348386538300461e-27,2.5691357122261972e-26,1.0070787116447953e-25,6.605020967210168e-26,2.3560803868661448e-30,1.6982916290617776e-34,3.5572928449310725e-34,4.9175096382249496e-31,1.4649966618580823e-29,5.462122729517839e-28,2.934983099461414e-33,9.181518721123057e-33,6.600710937488662e-33,2.259980212510784e-31,4.6962158663791365e-32
5.746225581803444e-12,0.0006651577600000001,0.2,0.0,0.0019299342745354021,0.19999773613440364,0.19999053926574717,0.19999994359850137,0.1999864199158633,9.474477337319502e-22,1.2336303453280252e-18,5.790155709114238e-25,6.0644915255239795e-34,4.527763911502646e-06,4.622458574807985e-11,1.3441056726181181e-14,1.358006724342322e-05,9.460763031329832e-06,5.637166587224654e-08,5.66035714823895e-13,2.7482610657333603e-14,4.604614698682281e-13,1.743948451673695e-22,1.671357945817399e-16,1.6052659778543985e-22,4.840109582538097e-22,7.825022389971617e-24,4.125936521780892e-30,3.1505419687219573e-18,9.61398203393764e-27,2.621739508803289e-26,1.033827919084534e-25,6.760022091826079e-26,2.4316627755195323e-30,1.7579274644393786e-34,3.6761859909499134e-34,5.0331567885814985e-31,1.487964753533132e-29,5.617061558704701e-28,3.0152220317484716e-33,9.39113873294419e-33,6.773866986021012e-33,2.3356687596440603e-31,4.8036504795174694e-32
5.762093604375923e-12,0.0006651577600000001,0.2,0.0,0.0019298691274053498,0.19999773002164076,0.1999905137062697,0.19999994348920286,0.1999863926631842,9.596634397707398e-22,1.2464402426596793e-18,5.901875459712522e-25,6.209822279041377e-34,4.539989686876054e-06,4.6252434972097503e-11,1.353863083071492e-14,1.3607319794146271e-05,9.486322403744098e-06,5.648106250812474e-08,5.707183236976151e-13,2.761123908355989e-14,4.626155819026797e-13,1.8126600573593551e-22,1.6877729303266696e-16,1.6254619596848226e-22,-1.2887156161553358e-22,7.994528310610244e-24,4.258820239377525e-30,3.1982055494042485e-18,9.886310618293276e-27,2.675254787624435e-26,1.0612040481850296e-25,6.918167808093765e-26,2.50943455227526e-30,1.8194734727875755e-34,3.79868886345529e-34,5.151166456941615e-31,1.5112273245467732e-29,5.775900438196638e-28,3.0974194332441653e-33,9.604859295667853e-33,6.951016334983284e-33,2.4136474041349605e-31,4.913249659879777e-32
5.777961626948402e-12,0.0006651577600000001,0.2,0.0,0.0019298040309371522,0.19999772390973725,0.19999048814978226,0.19999994338010735,0.1999863654562553,9.71998749297491e-22,1.2593504476956469e-18,6.015402607021964e-25,6.358194500904277e-34,4.552213744772351e-06,4.627974109512659e-11,1.3636634474615099e-14,1.3634526594079252e-05,9.511878784924996e-06,5.659025729166185e-08,5.754265188757782e-13,2.7740054007236616e-14,4.647727338634937e-13,1.8672178059370844e-22,1.7042873065365527e-16,1.645853148684194e-22,4.8185849403894147e-23,8.156285897961038e-24,4.395492955726337e-30,3.246439412351828e-18,1.0165520896261677e-26,2.7296945679658795e-26,1.089219304641936e-25,7.079512546821608e-26,2.5894522317306326e-30,1.8829848993907835e-34,3.924899996590632e-34,5.271579489677016e-31,1.5347876331015712e-29,5.938724780969511e-28,3.181617394768729e-33,9.82274755751072e-33,7.132240109225081e-33,2.4939778878140243e-31,5.025050863634807e-32
5.7938296495208814e-12,0.0006651577600000001,0.2,0.0,0.0019297389850557675,0.1999977177986938,0.19999046259628392,0.19999994327121445,0.19998633829500126,9.84454668282021e-22,1.2723596506040368e-18,6.130777628661567e-25,6.509662310370152e-34,4.564436083626186e-06,4.63065055583995e-11,1.373506821591322e-14,1.3661687718535773e-05,9.537432175810123e-06,5.669925058959767e-08,5.801603678160156e-13,2.786905475031149e-14,4.669329140183958e-13,1.8827509808721562e-22,1.7209124843264592e-16,1.6664298094719606e-22,-9.236658716029074e-23,8.325079371505468e-24,4.536050557450977e-30,3.2952484647909875e-18,1.0451762557223638e-26,2.785071824624205e-26,1.1178853778860387e-25,7.244110365669011e-26,2.671773609313221e-30,1.948518413678043e-34,4.054920143800188e-34,5.394437310015672e-31,1.5586488229373762e-29,6.105621587024926e-28,3.267858784854565e-33,1.0044870747330047e-32,7.317618234347113e-33,2.5767234077216906e-31,5.139092535198235e-32
5.8096976720933605e-12,0.0006651577600000001,0.2,0.0,0.00192967398968628,0.19999771168851121,0.19999043704577385,0.1999999431625238,0.199986311179347,9.970319835077364e-22,1.2854653046955149e-18,6.248025011699071e-25,6.664280507690819e-34,4.5766567018668045e-06,4.6332729813390686e-11,1.383393262827474e-14,1.3688803242699254e-05,9.56298257733599e-06,5.680804276800567e-08,5.849199379526693e-13,2.7998240636354297e-14,4.690961106655549e-13,1.888593362325244e-22,1.737642438145379e-16,1.6871969208715607e-22,8.115027180899456e-23,8.492705607899408e-24,4.680590974501062e-30,3.3446376427596805e-18,1.074519122320352e-26,2.841399626463528e-26,1.1472154518638202e-25,7.412015911317829e-26,2.756457775553697e-30,2.0161321411796705e-34,4.1888524778179065e-34,5.519781924147717e-31,1.5828139592451932e-29,6.276679461410696e-28,3.3561872672467454e-33,1.0271296347915157e-32,7.50723108397869e-33,2.6619486451026595e-31,5.255413817728444e-32
5.8255656946658395e-12,0.0006651577600000001,0.2,0.0,0.0019296090447538995,0.19999770557919036,0.199990411498251,0.199999943054035,0.19998628410921732,1.0097315077251156e-21,1.2986657374458074e-18,6.367171409524193e-25,6.822105354507552e-34,4.588875597923707e-06,4.6358415321739756e-11,1.3933228281497957e-14,1.3715873241629765e-05,9.588529990438025e-06,5.691663419229417e-08,5.897052966967031e-13,2.812761099064077e-14,4.712623121333517e-13,1.900866742425307e-22,1.7544836091037095e-16,1.708160902770539e-22,-4.593938588016155e-23,8.667262743664618e-24,4.8292142797530195e-30,3.3946119033435657e-18,1.1045965423825565e-26,2.8986913232784533e-26,1.1772229205422287e-25,7.583285381759494e-26,2.8435651519900605e-30,2.0858856962109034e-34,4.326802750108266e-34,5.647655926334056e-31,1.6072862578395795e-29,6.451988645850098e-28,3.44664731559364e-33,1.0502093765741913e-32,7.701163488614571e-33,2.7497197949960724e-31,5.374054336952711e-32
5.8414337172383186e-12,0.0006651577600000001,0.2,0.0,0.0019295441501839595,0.19999769947073193,0.19999038595371454,0.19999994294574774,0.19998625708453738,1.0225539847958622e-21,1.3119619188726408e-18,6.488238477479761e-25,6.983193594851869e-34,4.601092770224799e-06,4.638356355515257e-11,1.4032955749043485e-14,1.3742897790262048e-05,9.614074416050563e-06,5.7025025227207536e-08,5.94516511435697e-13,2.8257165140071584e-14,4.734315067802121e-13,1.922643587897843e-22,1.7714310303448412e-16,1.7293182746503474e-22,5.101686659676661e-23,8.841885306331205e-24,4.982022797445782e-30,3.4451762299096556e-18,1.1354247633410092e-26,2.9569603479923985e-26,1.2079218007985572e-25,7.75797530894652e-26,2.933157520346926e-30,2.1578402151836467e-34,4.468879178392682e-34,5.778102504687199e-31,1.6320689586073888e-29,6.631641041559491e-28,3.539284225143648e-33,1.073733271206768e-32,7.89950042770979e-33,2.840104596304873e-31,5.495054225866069e-32
5.8731697623832774e-12,0.0006651577600000001,0.2,0.0,0.0019294145118333623,0.19999768725640554,0.1999903348735968,0.19999994272977628,0.19998620317122748,1.048571051851306e-21,1.33884366211794e-18,6.736242046757618e-25,7.315391074718009e-34,4.625521937277894e-06,4.643225413361091e-11,1.4233708389696162e-14,1.3796810835763315e-05,9.665154308539125e-06,5.72412075845765e-08,6.042167783314741e-13,2.851682214008987e-14,4.777788291945881e-13,1.973787625546728e-22,1.8056549892423935e-16,1.7722182904154962e-22,-3.2196330474746397e-24,9.203620501595478e-24,5.3006162741688936e-30,3.548095123463943e-18,1.1993997680564705e-26,3.076484728058696e-26,1.2714494934852684e-25,8.1178460728336e-26,3.1200512976672748e-30,2.3086045771970287e-34,4.7658563699772736e-34,6.046889165548905e-31,1.6825784967243437e-29,7.004351531795786e-28,3.7312740143049696e-33,1.1221418441527299e-32,8.309729092062688e-33,3.028994075777823e-31,5.744295870143621e-32
5.904905807528236e-12,0.0006651577600000001,0.2,0.0,0.0019292850740396546,0.19999767504553842,0.19999028380541325,0.19999994251460654,0.19998614943882026,1.0750894178949726e-21,1.3661191237897536e-18,6.992231134032855e-25,7.6613422866609664e-34,4.64994419045735e-06,4.647881352024313e-11,1.443619507923881e-14,1.38505429762281e-05,9.716222262254787e-06,5.7456592744835244e-08,6.1402127727086e-13,2.877720628432987e-14,4.821379853748526e-13,2.0128876077807294e-22,1.84031527787807e-16,1.815905943639577e-22,4.7769777635931256e-23,9.576409344711055e-24,5.637236179758769e-30,3.653434646671678e-18,1.2665796082244638e-26,3.200082750060853e-26,1.3379124340755155e-25,8.492094099653178e-26,3.31766137213355e-30,2.4689460874366907e-34,5.080702113740576e-34,6.32649952544918e-31,1.734368636240499e-29,7.395580130208395e-28,3.932535890885354e-33,1.1724126704381655e-32,8.738620730646383e-33,3.2291910607465967e-31,6.003471494568722e-32
5.936641852673195e-12,0.0006651577600000001,0.2,0.0,0.001929155836209989,0.19999766283813686,0.1999902327491565,0.19999994230023554,0.1999860958867206,1.1021154708983959e-21,1.3937914814672208e-18,7.256414152453369e-25,8.021530597269957e-34,4.674359517198412e-06,4.652325384177625e-11,1.4640420305560404e-14,1.3904094806726932e-05,9.767278284633454e-06,5.7671183602158915e-08,6.239305465076186e-13,2.9038312246843226e-14,4.865088832644535e-13,2.0420707701007578e-22,1.875416501861856e-16,1.8603939055633935e-22,-3.0782407260083625e-23,9.963666196430083e-24,5.992785250143225e-30,3.7612354946323185e-18,1.3371046086985332e-26,3.3278667996378606e-26,1.4074273697354462e-25,8.881198191542271e-26,3.526533279393121e-30,2.6394121564590148e-34,5.414378267699897e-34,6.617301087292355e-31,1.7874660157824036e-29,7.806123988129985e-28,4.143463025439859e-33,1.2246045623356418e-32,9.186900942902771e-33,3.44129619346056e-31,6.272923454428793e-32
5.968377897818154e-12,0.0006651577600000001,0.2,0.0,0.001929026797753498,0.19999765063420707,0.199990181704819,0.1999999420866605,0.19998604251433538,1.1296556703848124e-21,1.421861935794195e-18,7.529006629439858e-25,8.396453930471361e-34,4.698767904939394e-06,4.6565587377026085e-11,1.4846388522187443e-14,1.3957466920375794e-05,9.818322383093824e-06,5.7884983040215136e-08,6.339451239170684e-13,2.930013472769054e-14,4.908914312818495e-13,2.0760350159267798e-22,1.9109582647681257e-16,1.905689926263382e-22,2.5129091058781475e-23,1.0362351113111293e-23,6.368205503798975e-30,3.871538736875204e-18,1.4111203972247498e-26,3.459951754511221e-26,1.4801152040782045e-25,9.285650560888137e-26,3.7472367518521334e-30,2.820577972373115e-34,5.767892391951607e-34,6.919671460276733e-31,1.8418979365921163e-29,8.236809093985387e-28,4.36446295124381e-33,1.278777848475911e-32,9.655319803112664e-33,3.665937869939572e-31,6.553004482729939e-32
6.000113942963113e-12,0.0006651577600000001,0.2,0.0,0.0019288979580812866,0.19999763843375545,0.19999013067239346,0.19999994187387843,0.19998598932107348,1.157716499973013e-21,1.4503331309787409e-18,7.8102276919402465e-25,8.78662436937004e-34,4.723169341120035e-06,4.660582655379323e-11,1.5054104152206716e-14,1.4010659908342855e-05,9.869354565037493e-06,5.8097993932203125e-08,6.440655469947239e-13,2.956266845281521e-14,4.952855383183543e-13,2.1167205827177799e-22,1.9469450867948095e-16,1.9518025004981817e-22,-1.449560337845741e-23,1.0775870007845046e-23,6.764479783603845e-30,3.984385814485575e-18,1.4887780719123434e-26,3.5964548550400375e-26,1.5561011004185402e-25,9.705956183655408e-26,3.980366670018472e-30,3.0130477549210136e-34,6.1422995366848425e-34,7.233998581994183e-31,1.897692191141909e-29,8.68849115856444e-28,4.595958027611834e-33,1.3349943158595696e-32,1.0144651075819948e-32,3.9037733451627405e-31,6.844077921762879e-32
6.031849988108072e-12,0.0006651577600000001,0.2,0.0,0.0019287693166064272,0.19999762623678816,0.19999007965187243,0.19999994166188656,0.19998593630634565,1.1863044499811397e-21,1.4792089278753005e-18,8.1002988520900705e-25,9.192568482270242e-34,4.747563813181416e-06,4.66439839458458e-11,1.526357158976977e-14,1.4063674359854239e-05,9.920374837848985e-06,5.831021914089147e-08,6.542923528550116e-13,2.982590817393464e-14,4.99691113735971e-13,2.1588004908436857e-22,1.9833773897047826e-16,1.9987411245637013e-22,2.750723105476321e-23,1.120228862537566e-23,7.182633373205932e-30,4.099818541167533e-18,1.5702344106399037e-26,3.7374957367717194e-26,1.6355147759530735e-25,1.0142633053045497e-25,4.2265439983785334e-30,3.2174560257886432e-34,6.538704166926663e-34,7.560680932305584e-31,1.9548770792653748e-29,9.162056467944226e-28,4.838385899622947e-33,1.3933171953806952e-32,1.0655692914791365e-32,4.155489845009886e-31,7.146517657694176e-32
6.09532207839799e-12,0.0006651577600000001,0.2,0.0,0.0019285126259108497,0.19999760185333204,0.19998997764651463,0.19999994124026174,0.19998583081014484,1.2450878644941713e-21,1.5381878893256946e-18,8.70790147011321e-25,1.0053958270721306e-33,4.796331814720079e-06,4.67141043832165e-11,1.5687779307575816e-14,1.4169170000748465e-05,1.0022379685528479e-05,5.873232390750847e-08,6.750672594682303e-13,3.03544847392168e-14,5.085363095037325e-13,2.2389043274391236e-22,2.0575906755443282e-16,2.0951328980952463e-22,-4.437207669122663e-25,1.2100079310984624e-23,8.08890124314393e-30,4.338610044920342e-18,1.7451991501363638e-26,4.0336815700364084e-26,1.8051659627878127e-25,1.106723897825783e-25,4.760660819589284e-30,3.6647854238471997e-34,7.402182493979771e-34,8.252759186948221e-31,2.0735346530982924e-29,1.0178539840816417e-27,5.3578697310763644e-33,1.5165425898177657e-32,1.1746226679412957e-32,4.703471435295595e-31,7.787045279658366e-32
6.158794168687907e-12,0.0006651577600000001,0.2,0.0,0.0019282567210104275,0.19999757748388883,0.19998987568868687,0.19999994082176342,0.19998572602105774,1.3060583930428337e-21,1.5988269971785516e-18,9.353667993228352e-25,1.0985138284388545e-33,4.845071809121858e-06,4.6776052083988974e-11,1.6119046221157893e-14,1.4273958518285873e-05,1.0124336984869097e-05,5.9151320035028856e-08,6.962741330013512e-13,3.0885822948458324e-14,5.174263028149078e-13,2.316745118115023e-22,2.1336145582677377e-16,2.1949383991268908e-22,6.4314883512493474e-24,1.3057966609454649e-23,9.096121882840645e-30,4.5882551408375346e-18,1.9373871472950798e-26,4.34951566194971e-26,1.9901943298408217e-25,1.2063882521733533e-25,5.355113817700142e-30,4.168299619873971e-34,8.368228331573946e-34,8.99931308024737e-31,2.198108117960236e-29,1.1293994013120054e-27,5.9267390644273324e-33,1.6489901345885677e-32,1.293381797261013e-32,5.316024255769489e-31,8.477797121567197e-32
6.222266258977825e-12,0.0006651577600000001,0.2,0.0,0.0019280015972798733,0.19999755312850886,0.19998977377833083,0.19999994040636884,0.1999856219344397,1.3692690979190609e-21,1.6611516463933192e-18,1.003952988683891e-24,1.1990877281553725e-33,4.89378369598815e-06,4.6829932584143724e-11,1.6557406383142753e-14,1.4378044557043595e-05,1.0226246794337902e-05,5.956723005393331e-08,7.179172565192055e-13,3.141988173178207e-14,5.263603852958724e-13,2.40509555441178e-22,2.211467422594397e-16,2.298230957128384e-22,-1.1607288500544675e-22,1.4081435202021514e-23,1.021419274396442e-29,4.849101590010781e-18,2.148271346755136e-26,4.686045153703372e-26,2.191798564667042e-25,1.3137203212821162e-25,6.015911705532331e-30,4.7343065550795286e-34,9.447667544610851e-34,9.803932182488872e-31,2.328844390791913e-29,1.2516700040865084e-27,6.54909378319764e-33,1.7912210033548691e-32,1.4225794625204492e-32,5.999846686242712e-31,9.222168772370975e-32
6.285738349267743e-12,0.0006651577600000001,0.2,0.0,0.0019277472501247422,0.19999752878724233,0.19998967191538827,0.1999999399940557,0.19998551854567662,1.434773546704389e-21,1.725188668132361e-18,1.0767493545234053e-24,1.30762085509818e-33,4.942467374963255e-06,4.6875853463503975e-11,1.7002893363332985e-14,1.4481432731150438e-05,1.0328109172133888e-05,5.99800763314104e-08,7.400009068664882e-13,3.195662042098933e-14,5.353378559030635e-13,2.4996462763232178e-22,2.2911610482070264e-16,2.405084599971699e-22,9.208231088645228e-23,1.5167984675403907e-23,1.1453852415789689e-29,5.121502986957324e-18,2.3794315395302512e-26,5.044358979695166e-26,2.4112562246662627e-25,1.4292073787449325e-25,6.749580609187411e-30,5.369738347174532e-34,1.0652324504303198e-33,1.0670396109714053e-30,2.466000249255273e-29,1.3855515614591092e-27,7.229325556696345e-33,1.9438221486659094e-32,1.5629935623254772e-32,6.762235918219525e-31,1.0023750654099917e-31
6.349210439557661e-12,0.0006651577600000001,0.2,0.0,0.0019274936749812284,0.1999975044601395,0.1999895700998014,0.19999993958480167,0.19998541585018448,1.502625799814776e-21,1.790965394894173e-18,1.1539642052595953e-24,1.4246441117674614e-33,4.991122745730086e-06,4.6913924248316085e-11,1.7455540253616295e-14,1.4584127624480123e-05,1.0429924176189637e-05,6.038988107253944e-08,7.625293546278042e-13,3.2495998745998585e-14,5.443580208567059e-13,2.5887754092928484e-22,2.3727188483395924e-16,2.5155732380205585e-22,-1.0918357385993746e-22,1.6330947056019008e-23,1.2826741427492553e-29,5.405818713716877e-18,2.6325606692563675e-26,5.425588945789863e-26,2.6499279356716474e-25,1.5533608329749498e-25,7.563201541129882e-30,6.082204714506136e-34,1.1995100737297088e-33,1.1602682072580736e-30,2.6098427796404873e-29,1.5319906748375058e-27,7.972135226855319e-33,2.107407101762601e-32,1.7154492511188078e-32,7.611132607039137e-31,1.08863362848876e-31
6.4126825298475784e-12,0.0006651577600000001,0.2,0.0,0.0019272408673159595,0.19999748014725047,0.19998946833151257,0.1999999391785847,0.19998531384340945,1.5728803111875027e-21,1.8585086033201406e-18,1.2358130443698453e-24,1.55071710148809e-33,5.039749708015423e-06,4.694425631364129e-11,1.7915379679654794e-14,1.4686133790851561e-05,1.0531691864172976e-05,6.079666632146867e-08,7.855068640880834e-13,3.303797683134087e-14,5.534201935745475e-13,2.6807903366790173e-22,2.4561469380687337e-16,2.6297712128606445e-22,2.309975969384713e-22,1.7561636257400346e-23,1.4345467224326346e-29,5.7024139010259285e-18,2.9094715971367486e-26,5.830910778957424e-26,2.9092623981871465e-25,1.68671702270207e-25,8.464450086515695e-30,6.880050299918278e-34,1.3490058697989767e-33,1.2604972624577956e-30,2.7606498654913137e-29,1.6919980696022276e-27,8.782551015688331e-33,2.2826166103568194e-32,1.8808210715045126e-32,8.555168201734892e-31,1.1813931802403217e-31
6.476154620137496e-12,0.0006651577600000001,0.2,0.0,0.0019269888226257949,0.1999974558486254,0.1999893666104645,0.19999993877538272,0.1999852125208276,1.6455920793211951e-21,1.9278444825647154e-18,1.3225199383651757e-24,1.6864293197068473e-33,5.08834816158851e-06,4.696696278589139e-11,1.8382443792671692e-14,1.4787455754224502e-05,1.0633412293488617e-05,6.120045396258545e-08,8.089376931933048e-13,3.358251519271197e-14,5.625236946069606e-13,2.7736178817101756e-22,2.541475632008421e-16,2.747752808618585e-22,-3.9268207489798814e-22,1.888369820885486e-23,1.6023672624900574e-29,6.0116593692232946e-18,3.212103535336341e-26,6.261545254223524e-26,3.1907991001273867e-25,1.829838065539512e-25,9.461638305946366e-30,7.772416014472682e-34,1.5152510864625253e-33,1.3681663596139982e-30,2.918710738453102e-29,1.8666520038442428e-27,9.665947561181329e-33,2.470119529839101e-32,2.0600351915771896e-32,9.603714970475407e-31,1.2810766345016233e-31
6.539626710427414e-12,0.0006651577600000001,0.2,0.0,0.001926737536437624,0.19999743156431446,0.19998926493660005,0.19999993837517405,0.1999851118779445,1.7208163897950256e-21,1.9990009807154857e-18,1.4143158913288675e-24,1.832401348274743e-33,5.136918006274524e-06,4.69821584457496e-11,1.8856764293557783e-14,1.4888098008902421e-05,1.0735085521279772e-05,6.160126572167627e-08,8.328260935118984e-13,3.412957473354169e-14,5.716678515723121e-13,2.877808898263222e-22,2.628692828154834e-16,2.8695929185549196e-22,7.148750640790854e-22,2.0265901496744462e-23,1.787610773846343e-29,6.3339315926742736e-18,3.542529689000742e-26,6.718759293870474e-26,3.4961747990135034e-25,1.9833126828878582e-25,1.0563758968277028e-29,8.769304621836699e-34,1.6999114313192674e-33,1.4837372219684737e-30,3.0843265200505536e-29,2.0571018003011904e-27,1.0628065830575492e-32,2.670613362493221e-32,2.2540717258844966e-32,1.0766938811702474e-30,1.3881302138801463e-31
6.603098800717332e-12,0.0006651577600000001,0.2,0.0,0.0019264870043081649,0.1999974072943677,0.19998916330986247,0.19999993797793697,0.19998501191029525,1.7986090844872216e-21,2.072006175222276e-18,1.5114410839219722e-24,1.9892861005639095e-33,5.185459141947881e-06,4.698995963153193e-11,1.9338372415194056e-14,1.4988065019720596e-05,1.083671160442979e-05,6.199912316707744e-08,8.571763101963716e-13,3.4679116741591677e-14,5.808519990934402e-13,2.97989567913297e-22,2.7178472657445187e-16,2.995365826307913e-22,1.2831109233776094e-22,2.175723431003447e-23,1.9918705535054568e-29,6.669612619622847e-18,3.9029637396360495e-26,7.203867093080167e-26,3.8271243709734177e-25,2.1477570592356955e-25,1.1780532237953121e-29,9.881650851912825e-34,1.9047971180308822e-33,1.6076945457160635e-30,3.257810727938519e-29,2.2645715059281178e-27,1.1675033948916582e-32,2.8848253203184695e-32,2.463967043028662e-32,1.2055855000169508e-30,1.5030244760555854e-31
6.6665708910072495e-12,0.0006651577600000001,0.2,0.0,0.0019262372218237698,0.19999738303883524,0.1999890617301951,0.19999993758365,0.1999849126134444,1.879026251504336e-21,2.1468887363174224e-18,1.6141428681058007e-24,2.1577700789137995e-33,5.2339714685417085e-06,4.6990484142941145e-11,1.9827298950658463e-14,1.5087361222243204e-05,1.0938290599563724e-05,6.239404771081725e-08,8.819925819457998e-13,3.5231102885546855e-14,5.900754787335631e-13,3.094132923722807e-22,2.8089114661690424e-16,3.1251470104044533e-22,2.0017472910657353e-21,2.3307679926162148e-23,2.2168661489211614e-29,7.019090047634024e-18,4.29576859484266e-26,7.71823124147865e-26,4.185489708982134e-25,2.3238156870758737e-25,1.3122454924666582e-29,1.1121396318928798e-33,2.131873527365908e-33,1.7405468534036013e-30,3.43948985067781e-29,2.490363682441365e-27,1.2813388978976351e-32,3.1135126527812966e-32,2.690816222919331e-32,1.3482386996581884e-30,1.6262554082309552e-31
