Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114),SX(156),C2H4X(145)
1.4714022668407192e-08,0.0006651577600000001,0.2,0.0,0.0016279977803296602,0.19998770739573835,0.19972398183915643,0.20000519212675325,0.19996935206568422,1.6024188333325242e-10,1.5330183628766072e-10,8.140853128449965e-09,3.707349726149244e-16,3.332309538797862e-05,2.8985505595240763e-12,2.9600527883884354e-11,2.5662546774717932e-05,0.0002702122708086001,1.0233897205568028e-07,1.8698704533928424e-07,4.312200491658021e-13,1.77408491209601e-11,1.5798601186017605e-16,2.969831593459285e-09,1.695481557058993e-14,2.0069505224832173e-17,2.8477626818142383e-10,6.958291460636278e-08,2.5197545701131703e-09,6.082886177557557e-10,1.0438140882527765e-10,1.542845719415817e-08,4.401027719719813e-12,5.229673554293976e-08,5.953180114380272e-08,1.1984132318843662e-13,4.281702828176535e-11,2.7154248537939077e-14,8.940272589793328e-13,4.478822682954036e-15,1.6569636743512376e-19,7.572327641845433e-18,1.397062867047037e-15,3.850431146258931e-17
1.4828353536513272e-08,0.0006651577600000001,0.2,0.0,0.0016279976588584515,0.19998774112836545,0.199723936944121,0.2000052339826773,0.1999693132492479,1.617662936907116e-10,1.546996176973856e-10,8.223142353005733e-09,3.7440980117331763e-16,3.332309570523344e-05,2.8985805290876405e-12,2.9600613134486906e-11,2.5662539870814807e-05,0.00027021218894857714,1.023389892824925e-07,1.8698790425383404e-07,4.312201543170944e-13,1.7740869898348585e-11,1.5801133650705596e-16,2.9698597798450916e-09,1.695495305406264e-14,2.0069690133958405e-17,2.8478177833445503e-10,7.032450920675456e-08,2.5197789720469655e-09,6.083623478925357e-10,1.0439389803392331e-10,1.542884495497401e-08,4.4014831576184996e-12,5.2505244499277963e-08,6.046926336278885e-08,1.1985145920945364e-13,4.3180722043464176e-11,2.7154726166197715e-14,8.941195362046815e-13,4.4877361174705725e-15,1.657135521030818e-19,7.572799748767248e-18,1.3972083927417103e-15,3.850790107858723e-17
1.494268440461935e-08,0.0006651577600000001,0.2,0.0,0.0016279975403925818,0.19998777486098113,0.19972389204853658,0.20000527583867098,0.19996927443273255,1.6329048258372545e-10,1.5609740207128443e-10,8.305420827153169e-09,3.7808467561352964e-16,3.332309608475332e-05,2.8986086980565957e-12,2.960069354994835e-11,2.566253301437418e-05,0.0002702121076020774,1.0233900662909076e-07,1.869887068905135e-07,4.312202602760575e-13,1.7740890314036106e-11,1.5803660756442466e-16,2.969886173425008e-09,1.69550819165167e-14,2.006986292608411e-17,2.8478696476870953e-10,7.106612308357556e-08,2.5198018476265877e-09,6.084350662272792e-10,1.0440621387579484e-10,1.5429208411912025e-08,4.401930819523835e-12,5.27102101730431e-08,6.141029093976468e-08,1.1986129093602326e-13,4.3544416426391e-11,2.7155175305254532e-14,8.942102220925521e-13,4.496496170334703e-15,1.6573044453527276e-19,7.573257468862641e-18,1.3973514110386218e-15,3.851144454451396e-17
1.5057015272725427e-08,0.0006651577600000001,0.2,0.0,0.001627997424874987,0.19998780859358686,0.1997238471524121,0.20000531769473215,0.1999692356161393,1.648144491480707e-10,1.574951889176079e-10,8.3876884613465e-09,3.8175959303385816e-16,3.332309652528874e-05,2.898635205326719e-12,2.9600769514681824e-11,2.566252620449992e-05,0.0002702120267595015,1.0233902409116243e-07,1.8698945758515654e-07,4.3122036700078313e-13,1.7740910367405472e-11,1.580618291152452e-16,2.9699109119833804e-09,1.6955202820803382e-14,2.007002453247559e-17,2.847918524154735e-10,7.180775504204038e-08,2.5198233142018775e-09,6.085067710680634e-10,1.0441835623759637e-10,1.5429549442266105e-08,4.402370846091527e-12,5.291169488482363e-08,6.235482028006297e-08,1.198708346527766e-13,4.390811082741418e-11,2.7155598137954776e-14,8.942993468549612e-13,4.505105699864699e-15,1.657470498597285e-19,7.57370157484066e-18,1.3974919691759243e-15,3.8514941449148983e-17
1.5171346140831505e-08,0.0006651577600000001,0.2,0.0,0.0016279973122498726,0.19998784232618397,0.1997238022557565,0.20000535955085874,0.1999691967994692,1.6633819258869698e-10,1.5889297778229853e-10,8.469945173073162e-09,3.8543455075585354e-16,3.332309702562279e-05,2.8986601790742436e-12,2.96008413831824e-11,2.5662519440315453e-05,0.0002702119464114525,1.0233904166463829e-07,1.8699016033887939e-07,4.3122047445222496e-13,1.774093005839461e-11,1.5808700492801774e-16,2.9699341226756448e-09,1.695531637863178e-14,2.0070175812559092e-17,2.84796464282508e-10,7.254940397984909e-08,2.5198434800694654e-09,6.085774622731615e-10,1.0443032525486251e-10,1.542986977843271e-08,4.4028033753023936e-12,5.3109759931353955e-08,6.330278890947563e-08,1.1988010551661957e-13,4.427180464732317e-11,2.715599667890088e-14,8.943869400210561e-13,4.513567504623209e-15,1.6576337311896402e-19,7.5741327857981e-18,1.3976301133500357e-15,3.851839148363085e-17
1.5285677008937582e-08,0.0006651577600000001,0.2,0.0,0.0016279972024626705,0.1999878760587737,0.19972375735857864,0.20000540140704903,0.1999691579827235,1.678617121743897e-10,1.6029076824608398e-10,8.552190886311093e-09,3.891095463070925e-16,3.332309758456992e-05,2.8986837375829528e-12,2.960090948234552e-11,2.5662512720963138e-05,0.00027021186654873,1.023390593456757e-07,1.8699081884393568e-07,4.3122058259398814e-13,1.774094938744502e-11,1.581121384810577e-16,2.9699559228489626e-09,1.6955423154518112e-14,2.0070317559467432e-17,2.848008216024626e-10,7.329106888004445e-08,2.5198624451717467e-09,6.086471411069276e-10,1.044421212886158e-10,1.5430171019086933e-08,4.403228542527326e-12,5.330446559664787e-08,6.425413545569299e-08,1.1988911764138033e-13,4.463549729129047e-11,2.7156372787436318e-14,8.944730304612821e-13,4.521884325159328e-15,1.6577941927121157e-19,7.574551771249336e-18,1.397765888750989e-15,3.852179443234827e-17
1.540000787704366e-08,0.0006651577600000001,0.2,0.0,0.0016279970954599999,0.19998790979135697,0.19972371246088724,0.20000544326330108,0.19996911916590326,1.693850072328458e-10,1.6168855992179538e-10,8.634425531027986e-09,3.9278457740528345e-16,3.332309820097457e-05,2.898705990007411e-12,2.960097411360566e-11,2.5662506045603688e-05,0.00027021178716232406,1.0233907713064262e-07,1.8699143650757026e-07,4.3122069139213075e-13,1.774096835545429e-11,1.5813723298489362e-16,2.9699764207994096e-09,1.695552366942955e-14,2.0070450505157796e-17,2.8480494396982817e-10,7.403274880442089e-08,2.5198803017418086e-09,6.087158101071763e-10,1.0445374490388842e-10,1.5430454639496222e-08,4.403646480589349e-12,5.349587116349065e-08,6.52087996299577e-08,1.198978841759749e-13,4.499918816928446e-11,2.7156728179625667e-14,8.94557646410115e-13,4.5300588456663945e-15,1.657951931916407e-19,7.574959154847011e-18,1.3978993395957427e-15,3.8525150164552205e-17
1.5514338745149738e-08,0.0006651577600000001,0.2,0.0,0.0016279969911896295,0.1999879435239349,0.19972366756269097,0.2000054851196133,0.19996908034900981,1.709080771461304e-10,1.6308635245189235e-10,8.71664904271917e-09,3.9645964194360043e-16,3.332309887370995e-05,2.898727037077304e-12,2.960103555490897e-11,2.5662499413415583e-05,0.00027021170824341034,1.0233909501610289e-07,1.8699201647402948e-07,4.312208008149799e-13,1.7740986963732408e-11,1.5816229140293469e-16,2.969995716470638e-09,1.6955618404146226e-14,2.0070575325133986e-17,2.848088494673236e-10,7.477444288744217e-08,2.5198971348985133e-09,6.087834729631576e-10,1.044651968499621e-10,1.543072200103917e-08,4.404057319822913e-12,5.368403492523974e-08,6.61667222089387e-08,1.1990641737659278e-13,4.5362876696437516e-11,2.715706443930986e-14,8.946408154874418e-13,4.5380936955612545e-15,1.658106996735608e-19,7.575355517817544e-18,1.3980305091595457e-15,3.852845862663192e-17
1.5628669613255815e-08,0.0006651577600000001,0.2,0.0,0.001627996889600443,0.19998797725650821,0.1997236226639984,0.20000552697598384,0.19996904153204437,1.7243092134648298e-10,1.6448414550617952e-10,8.798861361981107e-09,4.001347379771457e-16,3.332309960167699e-05,2.898746971747547e-12,2.960109406253335e-11,2.5662492823594606e-05,0.00027021162978334447,1.0233911299880281e-07,1.8699256164487248e-07,4.3122091083296513e-13,1.7741005213961655e-11,1.5818731647054384e-16,2.970013902098678e-09,1.6955707802364195e-14,2.0070692642804572e-17,2.8481255478254505e-10,7.551615033062806e-08,2.5199130231957098e-09,6.088501344032969e-10,1.0447647804219258e-10,1.5430974359991387e-08,4.404461188130786e-12,5.386901419788809e-08,6.712784501682977e-08,1.1991472867337015e-13,4.57265622933728e-11,2.7157383028309065e-14,8.947225647187421e-13,4.545991450990385e-15,1.6582594342961276e-19,7.57574140213393e-18,1.3981594398056013e-15,3.853171983500395e-17
1.5743000481361893e-08,0.0006651577600000001,0.2,0.0,0.0016279967906424047,0.19998801098907767,0.19972357776481783,0.20000556883241113,0.1999690027150081,1.7395353931244766e-10,1.6588193877969866e-10,8.881062434117817e-09,4.0380986371045955e-16,3.332310038380309e-05,2.898765879798264e-12,2.9601149872767464e-11,2.566248627535325e-05,0.00027021155177365744,1.0233913107565849e-07,1.869930746977144e-07,4.312210214184603e-13,1.7741023108159556e-11,1.5821231071263701e-16,2.9700310628069614e-09,1.695579227355856e-14,2.0070803033504713e-17,2.848160753156246e-10,7.625787039737361e-08,2.5199280391290466e-09,6.089158000919472e-10,1.0448758954529498e-10,1.543121287563462e-08,4.404858211038583e-12,5.4050865332349396e-08,6.809211090767601e-08,1.1992282873197018e-13,4.6090244386493315e-11,2.715768529583838e-14,8.948029205541147e-13,4.553754636267695e-15,1.6584092909294588e-19,7.57611731344572e-18,1.3982861730130668e-15,3.853493386956602e-17
1.585733134946797e-08,0.0006651577600000001,0.2,0.0,0.001627996694266527,0.1999880447216439,0.19972353286515776,0.20000561068889366,0.19996896389790234,1.7547593056530228e-10,1.6727973199078404e-10,8.963252208777653e-09,4.0748501748599185e-16,3.3323101219041354e-05,2.8987838403884897e-12,2.9601203203459763e-11,2.566247976792029e-05,0.0002702114742060507,1.0233914924374437e-07,1.86993558103521e-07,4.312211325456428e-13,1.774104064864498e-11,1.5823727645992445e-16,2.9700472771553908e-09,1.6955872195625696e-14,2.0070907028207168e-17,2.848194252785818e-10,7.699960240816854e-08,2.5199422496036496e-09,6.089804765344654e-10,1.0449853255797954e-10,1.5431438617740644e-08,4.405248511747173e-12,5.422964372692738e-08,6.905946374793156e-08,1.1993072751045596e-13,4.645392240823618e-11,2.7157972487196936e-14,8.948819088862671e-13,4.561385725248422e-15,1.6585566121838258e-19,7.576483723784759e-18,1.39841074940358e-15,3.8538100867673444e-17
1.5971662217574048e-08,0.0006651577600000001,0.2,0.0,0.0016279966004248412,0.1999880784542075,0.19972348796502645,0.2000056525454299,0.1999689250807283,1.769980946657631e-10,1.6867752487926779e-10,9.04543063961811e-09,4.111601977734662e-16,3.332310210636941e-05,2.89880092656714e-12,2.960125425544742e-11,2.5662473300540324e-05,0.0002702113970723917,1.023391675002824e-07,1.8699401414256717e-07,4.3122124419035787e-13,1.774105783800688e-11,1.5826221586389573e-16,2.9700626176470025e-09,1.6955947917321087e-14,2.0071005116946912e-17,2.848226177870079e-10,7.774134573618552e-08,2.5199557163656716e-09,6.090441709899658e-10,1.045093083988329e-10,1.5431652573477927e-08,4.405632211183086e-12,5.4405403839934986e-08,7.00298483992513e-08,1.199384343118166e-13,4.68175957972951e-11,2.7158245751785823e-14,8.949595550675206e-13,4.568887142643259e-15,1.6587014428357133e-19,7.576841074063794e-18,1.3985332087663715e-15,3.854122101859731e-17
1.6085993085680126e-08,0.0006651577600000001,0.2,0.0,0.0016279965090703666,0.19998811218676896,0.1997234430644319,0.2000056944020184,0.19996888626348736,1.78520031210944e-10,1.7007531720482385e-10,9.127597683996542e-09,4.1483540316006264e-16,3.33231030447887e-05,2.8988172057445678e-12,2.960130321387468e-11,2.5662466872473352e-05,0.0002702113203647099,1.0233918584263212e-07,1.8699444491916173e-07,4.3122135632999775e-13,1.7741074679075612e-11,1.5828713091064814e-16,2.9700771511954928e-09,1.6956019760509066e-14,2.0071097751981064e-17,2.848256649446773e-10,7.848309980320903e-08,2.519968496400521e-09,6.091068913911606e-10,1.0451991849334795e-10,1.5431855653785698e-08,4.406009428047083e-12,5.457819920243169e-08,7.100321070151789e-08,1.1994595783248206e-13,4.7181263998813485e-11,2.715850615050722e-14,8.950358839259266e-13,4.5762612652766035e-15,1.6588438269012798e-19,7.577189776384022e-18,1.3986535900821079e-15,3.854429455842722e-17
1.6200323953786204e-08,0.0006651577600000001,0.2,0.0,0.001627996420157085,0.19998814591932862,0.19972339816338225,0.20000573625865783,0.19996884744618063,1.8004173983155e-10,1.714731087454397e-10,9.20975330268469e-09,4.18510632341361e-16,3.332310403332347e-05,2.89883274012775e-12,2.960135024940909e-11,2.5662460482994257e-05,0.0002702112440751918,1.0233920426828137e-07,1.8699485237523618e-07,4.312214689433863e-13,1.774109117489653e-11,1.5831202343364664e-16,2.9700909395566714e-09,1.695608802223877e-14,2.0071185350705055e-17,2.84828577921633e-10,7.922486407587853e-08,2.51998064230035e-09,6.091686462707319e-10,1.0453036436201381e-10,1.543204869925668e-08,4.4063802788610265e-12,5.474808243105011e-08,7.197949745610592e-08,1.1995330620713547e-13,4.754492646455097e-11,2.7158754662592602e-14,8.951109197805458e-13,4.583510423292511e-15,1.658983807647669e-19,7.57753021616631e-18,1.3987719315455358e-15,3.8547321765384394e-17
1.631465482189228e-08,0.0006651577600000001,0.2,0.0,0.0016279963336399126,0.19998817965188692,0.19972335326188537,0.20000577811534673,0.1999688086288095,1.8156322018928823e-10,1.7287089929600614e-10,9.29189745960529e-09,4.2218588411298016e-16,3.3323105071020135e-05,2.8988475871218926e-12,2.960139551936358e-11,2.566245413139257e-05,0.0002702111681961783,1.0233922277483797e-07,1.8699523830288284e-07,4.312215820106759e-13,1.774110732870585e-11,1.5833689512549926e-16,2.970104039726574e-09,1.6956152976659745e-14,2.0071268298343505e-17,2.8483136702624614e-10,7.996663806222123e-08,2.519992202603166e-09,6.092294446937282e-10,1.0454064760938242e-10,1.543223248556613e-08,4.406744878013097e-12,5.491510524088604e-08,7.295865640938424e-08,1.1996048705010518e-13,4.7908582653025303e-11,2.7158992191903967e-14,8.951846864559512e-13,4.590636901311572e-15,1.6591214276041897e-19,7.57786275411953e-18,1.398888270587012e-15,3.855030295551282e-17
1.642898568999836e-08,0.0006651577600000001,0.2,0.0,0.001627996249474675,0.1999882133844441,0.199723308359949,0.2000058199720838,0.19996876981137524,1.8308447197447752e-10,1.7426868866701586e-10,9.374030121588967e-09,4.258611573628648e-16,3.3323106156946446e-05,2.8988617997010706e-12,2.9601439168731775e-11,2.566244781697197e-05,0.0002702110927201594,1.0233924136002167e-07,1.8699560435592564e-07,4.3122169551325056e-13,1.774112314390841e-11,1.5836174754882295e-16,2.970116504308881e-09,1.6956214876789836e-14,2.0071346950433526e-17,2.848340417717187e-10,8.070842130845277e-08,2.520003222105778e-09,6.092892961955249e-10,1.0455076991403755e-10,1.5432407728482202e-08,4.407103337801596e-12,5.507931845842789e-08,7.394063623645648e-08,1.1996750749360203e-13,4.827223202963197e-11,2.715921957274868e-14,8.952572072960273e-13,4.5976429395418365e-15,1.6592567285734253e-19,7.57818772805873e-18,1.3990026438930333e-15,3.8553238478719814e-17
1.6543316558104437e-08,0.0006651577600000001,0.2,0.0,0.001627996167618084,0.19998824711700044,0.19972326345758093,0.20000586182886787,0.19996873099387916,1.8460549490384386e-10,1.756664766833623e-10,9.456151258149914e-09,4.295364510641668e-16,3.332310729019074e-05,2.8988754267502387e-12,2.9601481331143045e-11,2.566244153904993e-05,0.0002702110176397717,1.0233926002165688e-07,1.869959520605959e-07,4.3122180943363515e-13,1.774113862405727e-11,1.5838658214626954e-16,2.9701283818539146e-09,1.6956273956146225e-14,2.007142163511602e-17,2.8483661093745094e-10,8.145021339602494e-08,2.520013742152552e-09,6.093482107249117e-10,1.0456073301939524e-10,1.543257508848971e-08,4.407455768477283e-12,5.5240772034504236e-08,7.492538652514033e-08,1.1997437422303923e-13,4.863587406674306e-11,2.7159437575245325e-14,8.953285051770914e-13,4.6045307348465245e-15,1.6593897516422043e-19,7.578505454584392e-18,1.3991150874257846e-15,3.855612871513888e-17
1.6657647426210514e-08,0.0006651577600000001,0.2,0.0,0.0016279960880277143,0.1999882808495561,0.19972321855478875,0.2000059036856976,0.19996869217632246,1.861262887184848e-10,1.7706426318323174e-10,9.538260841278883e-09,4.332117642686759e-16,3.332310846986137e-05,2.898888513380867e-12,2.960152212974366e-11,2.566243529695741e-05,0.00027021094294779456,1.0233927875766592e-07,1.8699628282538443e-07,4.3122192375541373e-13,1.7741153772835064e-11,1.5841140024977877e-16,2.9701397171714934e-09,1.6956330430250748e-14,2.0071492655250194e-17,2.848390826256739e-10,8.219201393890115e-08,2.5200238009018842e-09,6.094061985919076e-10,1.0457053872527105e-10,1.543273517505725e-08,4.40780227828444e-12,5.5399515057229716e-08,7.591285776018562e-08,1.1998109350966242e-13,4.899950824378764e-11,2.71596469102756e-14,8.953986025204048e-13,4.6113024417711925e-15,1.659520537192485e-19,7.578816230633684e-18,1.3992256364418177e-15,3.8558974071789525e-17
1.6771978294316592e-08,0.0006651577600000001,0.2,0.0,0.0016279960106619796,0.19998831458211125,0.19972317365157988,0.20000594554257187,0.19996865335870645,1.8764685318199194e-10,1.7846204801707993e-10,9.620358845252153e-09,4.3688709610075823e-16,3.332310969508598e-05,2.898901101222217e-12,2.960156167800984e-11,2.5662429090038507e-05,0.00027021086863714616,1.0233929756606264e-07,1.8699659795013233e-07,4.3122203846315304e-13,1.774116859403685e-11,1.5843620308911534e-16,2.97015055161962e-09,1.6956384498018926e-14,2.0071560290364842e-17,2.8484146431371304e-10,8.293382258104236e-08,2.5200334335721065e-09,6.094632704199393e-10,1.0458018888015478e-10,1.5432888550575142e-08,4.408142973500696e-12,5.555559576493138e-08,7.690300130772966e-08,1.1998767124069678e-13,4.936313404731478e-11,2.7159848234053705e-14,8.954675213041114e-13,4.6179601735327635e-15,1.6596491249121347e-19,7.579120334913524e-18,1.3993343255099096e-15,3.856177497951113e-17
1.688630916242267e-08,0.0006651577600000001,0.2,0.0,0.0016279959354801134,0.19998834831466594,0.1997231287479617,0.20000598739948955,0.1999686145410324,1.8916718807871746e-10,1.79859831046689e-10,9.702445246455217e-09,4.4056244575176177e-16,3.332311096501093e-05,2.898913228690144e-12,2.9601600080497804e-11,2.566242291765009e-05,0.00027021079470088117,1.0233931644494673e-07,1.8699689863441975e-07,4.312221535423308e-13,1.7741183091554427e-11,1.584609917997483e-16,2.9701609233708784e-09,1.6956436343041657e-14,2.007162479845889e-17,2.84843762902218e-10,8.36756389940871e-08,2.520042672668391e-09,6.095194371020386e-10,1.0458968537413696e-10,1.543303573398957e-08,4.4084779584757104e-12,5.570906155903974e-08,7.789576939999043e-08,1.1999411294719896e-13,4.972675097104118e-11,2.7160042152343398e-14,8.955352830746361e-13,4.624506002972649e-15,1.6597755538056023e-19,7.579418029224465e-18,1.3994411885281393e-15,3.856453189014977e-17
1.7000640030528747e-08,0.0006651577600000001,0.2,0.0,0.001627995862442148,0.19998838204722036,0.19972308384394144,0.20000602925644945,0.1999685757233016,1.906872932121752e-10,1.8125761214429573e-10,9.78452002322013e-09,4.442378124748537e-16,3.332311227880079e-05,2.898924931235144e-12,2.960163743353577e-11,2.5662416779161563e-05,0.0002702107211321871,1.0233933539249839e-07,1.8699718598530666e-07,4.312222689792727e-13,1.7741197269362e-11,1.584857674301212e-16,2.9701708676582627e-09,1.695648613476803e-14,2.0071686417662907e-17,2.848459847596689e-10,8.44174628752105e-08,2.5200515481921483e-09,6.095747097607473e-10,1.0459903013243645e-10,1.5433177204156308e-08,4.4088073356687434e-12,5.5859959016929656e-08,7.889111512019548e-08,1.2000042382979322e-13,5.009035851588445e-11,2.7160229224349363e-14,8.956019089575909e-13,4.630941963476058e-15,1.6598998622044788e-19,7.57970955968386e-18,1.3995462587402636e-15,3.8567245273978154e-17
1.7114970898634825e-08,0.0006651577600000001,0.2,0.0,0.0016279957915088955,0.19998841577977447,0.1997230389395263,0.20000607111345056,0.1999685369055152,1.922071684035647e-10,1.8265539119178837e-10,9.866583155675338e-09,4.479131955802574e-16,3.3323113635637635e-05,2.898936241571264e-12,2.9601673825862406e-11,2.566241067395447e-05,0.000270210647924381,1.0233935440697306e-07,1.8699746102447604e-07,4.312223847610896e-13,1.7741211131502983e-11,1.5851053094836078e-16,2.9701804170020356e-09,1.6956534029596758e-14,2.007174536777243e-17,2.8484813576344936e-10,8.51592939451491e-08,2.52006008783425e-09,6.096290997114417e-10,1.0460822510948244e-10,1.5433313402935625e-08,4.409131205685243e-12,5.6008333904698214e-08,7.988899238774575e-08,1.2000660878245254e-13,5.045395618998334e-11,2.716040996630802e-14,8.956674196682197e-13,4.637270049859407e-15,1.6600220877779766e-19,7.579995157856058e-18,1.3996495687514216e-15,3.856991561733055e-17
1.7229301766740902e-08,0.0006651577600000001,0.2,0.0,0.001627995722641927,0.19998844951232828,0.19972299403472332,0.20000611297049176,0.19996849808767453,1.9372681349040892e-10,1.8405316807996432e-10,9.948634625607179e-09,4.515885944308548e-16,3.33231150347207e-05,2.8989471898873392e-12,2.960170933921604e-11,2.566240460142234e-05,0.0002702105750709074,1.0233937348669701e-07,1.8699772469482536e-07,4.312225008756231e-13,1.7741224682078096e-11,1.585352832484686e-16,2.970189601419053e-09,1.6956580171883336e-14,2.007180185166283e-17,2.848502213377489e-10,8.590113194637743e-08,2.5200683171533356e-09,6.096826184288025e-10,1.0461727228350689e-10,1.5433444738048427e-08,4.409449667312408e-12,5.6154231189867794e-08,8.088935594361294e-08,1.2001267241447475e-13,5.081754350870645e-11,2.7160584854801523e-14,8.957318355214016e-13,4.643492219227652e-15,1.6601422675432739e-19,7.580275041796735e-18,1.399751150543212e-15,3.8572543420435794e-17
1.734363263484698e-08,0.0006651577600000001,0.2,0.0,0.0016279956558035574,0.19998848324488178,0.19972294912953933,0.20000615482757209,0.19996845926978082,1.9524622832529787e-10,1.8545094270784598e-10,1.0030674416331996e-08,4.552640084381311e-16,3.3323116475265785e-05,2.8989578040419457e-12,2.960174404887793e-11,2.5662398560970278e-05,0.0002702105025653343,1.0233939263006307e-07,1.8699797786654847e-07,4.312226173113941e-13,1.7741237925234278e-11,1.5856002515603376e-16,2.9701984486159464e-09,1.695662469486948e-14,2.007185605659494e-17,2.8485224648853946e-10,8.66429766414262e-08,2.5200762597403585e-09,6.097352775161937e-10,1.0462617365160804e-10,1.5433571585711947e-08,4.409762817553907e-12,5.6297695054003635e-08,8.189216133596826e-08,1.2001861907079423e-13,5.1181119994649956e-11,2.7160754329815804e-14,8.957951764412664e-13,4.6496103918031516e-15,1.6602604378757841e-19,7.580549417018019e-18,1.3998510354882073e-15,3.8575129195433464e-17
1.7457963502953058e-08,0.0006651577600000001,0.2,0.0,0.001627995590956825,0.19998851697743492,0.19972290422398126,0.20000619668469047,0.19996842045183522,1.9676541277472836e-10,1.8684871498204883e-10,1.011270251257817e-08,4.589394370584292e-16,3.33231179565048e-05,2.8989681097432633e-12,2.960177802417388e-11,2.5662392552014755e-05,0.0002702104304013518,1.0233941183552638e-07,1.8699822134274857e-07,4.312227340575537e-13,1.774125086515474e-11,1.5858475743350473e-16,2.9702069841673657e-09,1.6956667721540656e-14,2.0071908155419827e-17,2.848542158358528e-10,8.738482781132983e-08,2.5200839373704115e-09,6.0978708867771e-10,1.0463493122524668e-10,1.5433694293072076e-08,4.4100707516636295e-12,5.643876890523657e-08,8.289736490604145e-08,1.2002445285075363e-13,5.154468517762585e-11,2.7160918797562533e-14,8.958574619704097e-13,4.655626451727654e-15,1.660376634519282e-19,7.58081847738042e-18,1.3999492543638814e-15,3.857767346455797e-17
1.7572294371059135e-08,0.0006651577600000001,0.2,0.0,0.0016279955280654775,0.19998855070998767,0.19972285931805572,0.20000623854184604,0.19996838163383907,1.9828436671803365e-10,1.8824648481619814e-10,1.0194718900377242e-08,4.626148797894958e-16,3.332311947768536e-05,2.8989781307151047e-12,2.9601811328936764e-11,2.5662386573983388e-05,0.00027021035857276805,1.0233943110160096e-07,1.8699845586461738e-07,4.3122285110384146e-13,1.774126350604984e-11,1.586094807850551e-16,2.9702152316804916e-09,1.695670936541764e-14,2.0071958307690714e-17,2.8485613364356606e-10,8.812668525419419e-08,2.520091370142851e-09,6.098380636926934e-10,1.0464354702614291e-10,1.5433813180447913e-08,4.410373563178702e-12,5.657749539068234e-08,8.390492377420722e-08,1.200301776254576e-13,5.190823859464127e-11,2.716107863308329e-14,8.95918711278781e-13,4.661542247838812e-15,1.6604908925959588e-19,7.581082405917298e-18,1.4000458373660862e-15,3.858017675847852e-17
1.7686625239165213e-08,0.0006651577600000001,0.2,0.0,0.0016279954670939544,0.19998858444253995,0.19972281441176937,0.20000628039903773,0.19996834281579348,1.9980309004639582e-10,1.8964425213039146e-10,1.027672356696344e-08,4.662903361672932e-16,3.332312103807029e-05,2.898987888850094e-12,2.9601844021933383e-11,2.566238062631463e-05,0.0002702102870735078,1.023394504268561e-07,1.869986821162142e-07,4.3122296844054176e-13,1.7741275852148734e-11,1.5863419586107248e-16,2.9702232129468187e-09,1.6956749731286696e-14,2.0072006660688874e-17,2.8485800384688897e-10,8.886854878387476e-08,2.520098576610586e-09,6.098882143925169e-10,1.0465202308254042e-10,1.5433928543403133e-08,4.410671343951655e-12,5.671391640875028e-08,8.491479582629804e-08,1.2003579705381473e-13,5.227177978986987e-11,2.7161234182652835e-14,8.959789431722177e-13,4.667359594422572e-15,1.660603246616346e-19,7.581341375596948e-18,1.4001408141219895e-15,3.858263961478167e-17
1.780095610727129e-08,0.0006651577600000001,0.2,0.0,0.0016279954080073704,0.1999886181750916,0.19972276950512868,0.20000632225626472,0.19996830399769955,2.0132158266193394e-10,1.9104201685070157e-10,1.0358716500680944e-08,4.699658057630557e-16,3.332312263693729e-05,2.8989974043510324e-12,2.9601876157258276e-11,2.5662374708457526e-05,0.00027021021589760974,1.0233946980991325e-07,1.8699890072887622e-07,4.312230860584488e-13,1.7741287907691838e-11,1.586589032623019e-16,2.970230948082236e-09,1.695678891587357e-14,2.0072053350370386e-17,2.848598300777286e-10,8.961041822875717e-08,2.5201055738993933e-09,6.09937552639462e-10,1.0466036142580946e-10,1.5434040654657445e-08,4.410964184181862e-12,5.684807312133435e-08,8.592693970014006e-08,1.20041314597369e-13,5.2635308314616166e-11,2.716138576599672e-14,8.960381761006839e-13,4.6730802719426565e-15,1.6607137304891292e-19,7.581595550027178e-18,1.400234213702604e-15,3.858506257658625e-17
