Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148)
3.8047829119587854e-11,0.002217192533333333,0.2,0.0,0.006376697323745171,0.19998790260446062,0.19994833649894436,0.19999995463747208,0.19992740335557851,5.813508113418181e-25,1.6582273436380667e-20,1.295620908939034e-26,3.2561372296441856e-38,2.4194795355430323e-05,6.74251234598085e-13,4.6492713816694797e-17,7.259664224164296e-05,5.1663499539854147e-05,4.536396033690511e-08,1.0097849328035348e-14,2.0741016477601142e-14,5.275481476015728e-14,8.29398568223246e-26,1.2632655904168946e-18,3.560721367675153e-24,-1.0410223411620221e-23,1.8055906737672814e-26,2.497405157327847e-31,4.415527869174979e-19,7.567843089147459e-29,1.2871867450177637e-28,4.175334316134301e-27,2.656350861627317e-29,1.8401413115836524e-39,1.214749930133438e-43,3.6112504090725632e-37,1.2176103252523465e-32,6.1535334809115e-32,4.701782455462199e-30
3.8442149067014365e-11,0.002217192533333333,0.2,0.0,0.0063753885528557005,0.19998778169408005,0.19994780708301443,0.19999995464662879,0.1999268658122738,5.989899554889234e-25,1.7130862291078366e-20,1.360178530866748e-26,3.486556041131984e-38,2.4436616237942258e-05,6.645904625796159e-13,4.781231550077353e-17,7.313418548505466e-05,5.2192915398490534e-05,4.535487372948215e-08,1.0412184237791448e-14,2.0948461115786935e-14,5.340923395678005e-14,9.143175272665792e-26,1.2821614892708172e-18,3.651004828861264e-24,1.839169578766988e-23,1.8217662030545996e-26,2.9039196977247532e-31,4.590995061123879e-19,8.137221560309731e-29,1.3491099284796775e-28,4.424863467087274e-27,2.80094356151362e-29,2.0336661074911266e-39,1.360268084056046e-43,3.898095298188937e-37,1.2940323332535325e-32,6.4430483918117e-32,5.0790999822059906e-30
3.8836469014440876e-11,0.002217192533333333,0.2,0.0,0.006374083631325136,0.1999876608853756,0.1999472777782267,0.1999999546558022,0.19992633180381822,6.168908984873475e-25,1.7691177751508255e-20,1.4270283102116128e-26,3.7300831752029003e-38,2.4678233770286864e-05,6.551849420399452e-13,4.9154574389268525e-17,7.366819387834921e-05,5.2722220114224314e-05,4.534577114266659e-08,1.0732895539797322e-14,2.1155713105451575e-14,5.4064578967897483e-14,8.191408011458074e-26,1.3010412463318986e-18,3.742079557705485e-24,-3.4115957334379715e-23,1.984053221199264e-26,3.337758716854053e-31,4.77082529511927e-19,8.741119803660302e-29,1.4130052416780408e-28,4.686277095447202e-27,2.950947592193235e-29,2.2445198613653435e-39,1.5209797167399596e-43,4.203061231456992e-37,1.3741047848981076e-32,6.739938888950624e-32,5.480737450232542e-30
3.923078896186739e-11,0.002217192533333333,0.2,0.0,0.0063727825369235686,0.19998754017864892,0.1999467485842612,0.1999999546649885,0.19992580130770207,6.350518091468424e-25,1.8263528399901288e-20,1.496216101812582e-26,3.9872820391650816e-38,2.491964734895171e-05,6.460286273945829e-13,5.0519611090879275e-17,7.419868993121784e-05,5.3251414006932966e-05,4.533665643278751e-08,1.106004398699889e-14,2.1362773215436966e-14,5.47208243226868e-14,1.1122041546432454e-25,1.3196688317217372e-18,3.833936132238837e-24,6.761151957581731e-23,1.8777168423286735e-26,3.800424233472279e-31,4.955054578291732e-19,9.381204058429373e-29,1.4788971766771958e-28,4.960180913004555e-27,3.106467016824463e-29,2.4739787279095826e-39,1.6982351990196922e-43,4.526985270616284e-37,1.4579429456888632e-32,7.044642112769044e-32,5.9078664670961306e-30
3.96251089092939e-11,0.002217192533333333,0.2,0.0,0.0063714852475653784,0.1999874195742015,0.19994621950079997,0.19999995467418416,0.19992527430155863,6.534723142306235e-25,1.8847663599596277e-20,1.5677910288329877e-26,4.2587325928087014e-38,2.5160856371335457e-05,6.371153269873342e-13,5.1907544563608526e-17,7.472569601035634e-05,5.378049739464947e-05,4.53275330982959e-08,1.1393690227303755e-14,2.1569642119800536e-14,5.5377944719734435e-14,6.203234821957459e-26,1.3385085737660361e-18,3.926564239140841e-24,-1.401779527819613e-22,2.3195788017109626e-26,4.293499088697788e-31,5.143718413990532e-19,1.0059028364307575e-28,1.5468096288961844e-28,5.247183286548565e-27,3.267606161674101e-29,2.7233919949256666e-39,1.8934835768649923e-43,4.870728067016433e-37,1.5456635115012214e-32,7.357607041169193e-32,6.361695418968182e-30
4.001942885672041e-11,0.002217192533333333,0.2,0.0,0.00637019174130826,0.199987299072334,0.19994569052752667,0.1999999546833861,0.1999247507631633,6.721488880856501e-25,1.9444555083706512e-20,1.6417958599701186e-26,4.5450315151166996e-38,2.5401860235768167e-05,6.284387412985198e-13,5.331849253359314e-17,7.524923434037464e-05,5.430947059357427e-05,4.531840431176433e-08,1.1733894804244742e-14,2.177632040477363e-14,5.603591503532369e-14,1.7867349050054697e-25,1.356598790399841e-18,4.0199566741234624e-24,3.0303831042967006e-22,1.617934530462915e-26,4.818651426829365e-31,5.336851860969155e-19,1.0776546756368998e-28,1.616765887240189e-28,5.5479563002424e-27,3.4344694072677375e-29,2.9941850370214184e-39,2.1082781813107756e-43,5.235173918880792e-37,1.6373845753059487e-32,7.679297003020217e-32,6.843470028749184e-30
4.041374880414692e-11,0.002217192533333333,0.2,0.0,0.006368901996352253,0.19998717867334687,0.199945161664127,0.19999995469259138,0.19992423067043258,6.910850568296572e-25,2.0052409279568074e-20,1.718288289230082e-26,4.84679267892824e-38,2.5642658341532222e-05,6.199924979804749e-13,5.475257061389374e-17,7.576932700469941e-05,5.483833391808719e-05,4.530927294906773e-08,1.2080718154375669e-14,2.1982808575238916e-14,5.6694710330987817e-14,-7.12758419192633e-26,1.3760228488752565e-18,4.1141012434064815e-24,-6.828407032192551e-22,3.4367598914100687e-26,5.377636662141201e-31,5.534489474577568e-19,1.1534969052948433e-28,1.6887886418127737e-28,5.863087798795825e-27,3.607161655322458e-29,3.287862334688998e-39,2.344282462547668e-43,5.6212312131865795e-37,1.7332255936812194e-32,8.010185602855123e-32,7.354473912445214e-30
4.080806875157343e-11,0.002217192533333333,0.2,0.0,0.006367615991038794,0.19998705837753994,0.1999446329102884,0.1999999547017975,0.19992371400142342,7.102680776379032e-25,2.067586444585852e-20,1.7972922994214835e-26,5.164647028556971e-38,2.588325008888035e-05,6.117701837870721e-13,5.620989436479755e-17,7.628599594647314e-05,5.536708768075928e-05,4.530014161593348e-08,1.2434220612161813e-14,2.2189107060780806e-14,5.735430586023378e-14,5.245293349334586e-25,1.3920772272968509e-18,4.2089982094545994e-24,1.599233299201295e-21,-4.976544031548456e-27,5.972301793497822e-31,5.736665521211918e-19,1.2337410308259475e-28,1.7628999728296996e-28,6.1934213931897776e-27,3.785787474899214e-29,3.6060105625285726e-39,2.603276052777013e-43,6.029832153829245e-37,1.8333073533060274e-32,8.350762685847709e-32,7.896029146821714e-30
4.120238869899994e-11,0.002217192533333333,0.2,0.0,0.006366333703849761,0.19998693818521263,0.1999441042657,0.19999995471100193,0.19992320073433203,7.297242927986559e-25,2.1304008425447324e-20,1.8789136024879427e-26,5.499243853467046e-38,2.612363487906007e-05,6.037653735204857e-13,5.769057445114707e-17,7.679926296944172e-05,5.589573219236467e-05,4.5291012672095036e-08,1.27944623971173e-14,2.2395216221302473e-14,5.801467707464677e-14,-9.038150887625864e-25,1.4158120408488105e-18,4.304621104455045e-24,-3.883416868052031e-21,9.249637156819567e-26,6.604586002146943e-31,5.943413570861875e-19,1.3182537791130245e-28,1.8391213833323412e-28,6.539291246711678e-27,3.9704532961600956e-29,3.95030174723214e-39,2.887161063667842e-43,6.461934134777553e-37,1.9377519382830481e-32,8.701520093275373e-32,8.469496849711399e-30
4.159670864642645e-11,0.002217192533333333,0.2,0.0,0.006365055113406538,0.1999868180966638,0.1999435757300529,0.19999995472020268,0.19992269084749323,7.493828637594677e-25,2.196484097023981e-20,1.9630554550769173e-26,5.851248682866559e-38,2.636381211432423e-05,5.959716561405219e-13,5.919472861079092e-17,7.730914973884986e-05,5.642426776189208e-05,4.528188825329421e-08,1.3161503644642887e-14,2.260113635223582e-14,5.86757996292822e-14,2.6863101592074643e-24,1.4202948462795388e-18,4.4010080258307484e-24,9.759923143581195e-21,-1.4693346879542185e-25,7.2765338082119e-31,6.1547675508061225e-19,1.4080386369448013e-28,1.9174737268402352e-28,6.902360776129176e-27,4.1612621956793763e-29,4.3224964945759865e-39,3.197968624196764e-43,6.9185171753170515e-37,2.0466826965212755e-32,9.062991564517237e-32,9.076277759212556e-30
4.1991028593852963e-11,0.002217192533333333,0.2,0.0,0.0063637801984690835,0.19998669811219183,0.1999430473030398,0.19999995472939783,0.19992218431937928,7.694227903715976e-25,2.2585790125677995e-20,2.0501423580993017e-26,6.221349629205965e-38,2.6603781197973842e-05,5.883826581869888e-13,6.0722451225963e-17,7.781567778229872e-05,5.695269469655659e-05,4.527277029133845e-08,1.3535404325502283e-14,2.2806867689411955e-14,5.933764938777325e-14,-6.587868333322711e-24,1.4735104726388731e-18,4.498040290507872e-24,-2.5344455924091053e-20,4.724833937220519e-25,7.990277394417196e-31,6.370759197789933e-19,1.501163754361831e-28,1.9979773852626287e-28,7.281046030823606e-27,4.3583271819552374e-29,4.724447288414556e-39,3.5378656640059945e-43,7.400591081062622e-37,2.1602242089805908e-32,9.435655756324803e-32,9.717812836763741e-30
4.2385348541279474e-11,0.002217192533333333,0.2,0.0,0.006362508937935002,0.1999865782320945,0.19994251898435528,0.19999995473858562,0.19992168112859943,7.893602014144652e-25,2.33624576777161e-20,2.1392166391830705e-26,6.610241896350268e-38,2.6843541534320628e-05,5.809920646236417e-13,6.22738933991147e-17,7.83188684906777e-05,5.748101330181103e-05,4.526366053237494e-08,1.3916224458670664e-14,2.3012410413523865e-14,6.000020242613998e-14,1.8184572575562448e-23,1.3980685727939767e-18,4.595998777519216e-24,6.78988087450373e-20,-1.1693119021188015e-24,8.748099078724967e-31,6.591424680329949e-19,1.6035911677353602e-28,2.0806518351849373e-28,7.682284787333793e-27,4.5617366413050296e-29,5.158101857200661e-39,3.909161947347291e-43,7.909177772022708e-37,2.2785022519753747e-32,9.820194068697416e-32,1.0395583832101731e-29
4.2779668488705985e-11,0.002217192533333333,0.2,0.0,0.006361241310838631,0.19998645845666918,0.19994199077369562,0.1999999547477645,0.19992118125389866,8.105242022904224e-25,2.3753695267873087e-20,2.233101682212677e-26,7.018670677455174e-38,2.70830925288533e-05,5.737936372942438e-13,6.384904579984731e-17,7.881874311888684e-05,5.8009223881357524e-05,4.5254560553529125e-08,1.430402352664502e-14,2.32177646544308e-14,6.066343503795261e-14,-4.9937466117434233e-23,1.6716874117790282e-18,4.694116520892584e-24,-1.8740998270573091e-19,3.330003216548738e-24,9.552275413626354e-31,6.816787078783941e-19,1.6994761440262138e-28,2.1655167731929676e-28,8.09026284224767e-27,4.7716476885471163e-29,5.6255066211564515e-39,4.3143173627656206e-43,8.445359302226851e-37,2.4016437783513444e-32,1.021678972137332e-31,1.1111113972722381e-29
4.3173988436132496e-11,0.002217192533333333,0.2,0.0,0.006359977296350137,0.19998633878621258,0.19994146267075888,0.199999954756933,0.19992068467415705,8.291395844635186e-25,2.5301169572235263e-20,2.3239764609597102e-26,7.447312920880221e-38,2.7322433587866915e-05,5.66781230985417e-13,6.544834538490191e-17,7.931532278709055e-05,5.8537326737158656e-05,4.524547177805421e-08,1.4698862125195324e-14,2.3422930494738322e-14,6.132732373419474e-14,1.4290563093689242e-22,9.684937636439698e-19,4.794468734877284e-24,5.322790346292089e-19,-9.3495576130077e-24,1.0405532805337559e-30,7.046904470368173e-19,1.835065125372947e-28,2.2525891458377163e-28,8.552151406938426e-27,4.9880265145890967e-29,6.12881019171775e-39,4.755949474459849e-43,9.010146584693844e-37,2.529776848650737e-32,1.062709223127498e-31,1.186596833655313e-29
4.352887638881636e-11,0.002217192533333333,0.2,0.0,0.006358842754983097,0.19998623117279468,0.19994098746997066,0.19999995476517474,0.199920240552232,8.44897758181533e-25,2.7575860129402476e-20,2.4056250147423353e-26,7.8506556562967e-38,2.7537660556539867e-05,5.606241204712046e-13,6.690834214444781e-17,7.975944464512602e-05,5.9012527451756835e-05,4.5237302522300547e-08,1.506028443792902e-14,2.3607418701849627e-14,6.192536528216122e-14,4.314268410238798e-23,1.5303234255946228e-18,4.873905796762596e-24,-1.5431403639480836e-20,2.54097576016585e-25,1.1204848933287983e-30,7.257882533533741e-19,1.9672700316498978e-28,2.332764913045906e-28,8.635210518010194e-27,5.187681510281397e-29,6.614322631839303e-39,5.186902112875336e-43,9.543285945979641e-37,2.649468609942381e-32,1.0995634184713687e-31,1.2580231458648549e-29
4.3848275546231834e-11,0.002217192533333333,0.2,0.0,0.006357824142936469,0.19998613439379798,0.19994055986347684,0.19999995477258356,0.1999198430973185,8.607509611551494e-25,2.8853140690636706e-20,2.4841673818221266e-26,8.228318032935437e-38,2.773121867112586e-05,5.552037949817182e-13,6.823889370242951e-17,8.015689949759121e-05,5.94401338786987e-05,4.522995954259282e-08,1.539051584954805e-14,2.377332764051191e-14,6.246402704326417e-14,-3.161642268094394e-23,1.524844386119207e-18,4.95465645442348e-24,3.75365713603535e-21,-9.450734410601717e-26,1.1922393800488572e-30,7.450874818332856e-19,2.062937658368644e-28,2.4063707577612463e-28,8.351786510522078e-27,5.371380792748716e-29,7.079083035673084e-39,5.603718473823977e-43,1.004382574112809e-36,2.76080811408773e-32,1.1297548759140378e-31,1.3252264330535657e-29
4.416767470364731e-11,0.002217192533333333,0.2,0.0,0.006356807864526591,0.19998603768419698,0.1999401323271287,0.1999999547799835,0.1999194477671142,8.783379669650582e-25,2.923371314930601e-20,2.567899769721573e-26,8.620555547530329e-38,2.792463799562216e-05,5.498949639792525e-13,6.958517255939454e-17,8.055222964013065e-05,5.9867670159343554e-05,4.5222626007319424e-08,1.5725470801644183e-14,2.393911298061779e-14,6.30030782365857e-14,5.747007745539411e-24,1.5429545683157418e-18,5.037529183943293e-24,3.064250855771101e-22,-2.842847319068172e-26,1.2612303333174644e-30,7.64695871546111e-19,2.139863797732875e-28,2.4814238098012907e-28,7.92426086877631e-27,5.559557960585555e-29,7.571505616447178e-39,6.0496737941986904e-43,1.0564994318414658e-36,2.8756400679863717e-32,1.1549098296100538e-31,1.3952819422723633e-29
4.4487073861062787e-11,0.002217192533333333,0.2,0.0,0.006355793908940614,0.19998594104414846,0.19993970486076915,0.19999995478737406,0.19991905455065054,8.961116711682713e-25,2.963682761346088e-20,2.653681682074436e-26,9.028004943595587e-38,2.811791821679761e-05,5.446945946788565e-13,7.094736949998252e-17,8.094544604038951e-05,6.029513645087439e-05,4.5215302433561406e-08,1.6065181332962112e-14,2.4104774690622828e-14,6.354250681357241e-14,2.0278858564843443e-23,1.5170228503216467e-18,5.121789234472802e-24,4.1091208762301334e-20,-7.367378369070755e-25,1.3269846813050848e-30,7.846317983115782e-19,2.224318418101706e-28,2.5580015453327967e-28,7.625247940734226e-27,5.752704478687586e-29,8.092939469464342e-39,6.526493261337933e-43,1.1107713987854799e-36,2.9940312010152243e-32,1.1751960291413393e-31,1.468282773958524e-29
4.474129417210547e-11,0.002217192533333333,0.2,0.0,0.00635498852129261,0.19998586417496503,0.19993936467613,0.19999995479324945,0.19991874308017854,9.098328751397273e-25,3.027770713092692e-20,2.72228412354109e-26,9.363516834274877e-38,2.827165668340103e-05,5.406309876992772e-13,7.204304843592691e-17,8.12569164613016e-05,6.063532103545445e-05,4.5209480796712525e-08,1.633898814767926e-14,2.423654191191124e-14,6.397211755014867e-14,-7.097287402960061e-24,1.5511871240549916e-18,5.1887987555042755e-24,1.8395368796394836e-20,-3.351884027635981e-25,1.3781232929505916e-30,8.007363066191499e-19,2.30394359703523e-28,2.6200585647444433e-28,7.506558832731644e-27,5.910073939632264e-29,8.529643788457083e-39,6.929271049049788e-43,1.1555590310609705e-36,3.090853657680533e-32,1.1892968651858525e-31,1.528558914734182e-29
4.499551448314815e-11,0.002217192533333333,0.2,0.0,0.006354184592961838,0.19998578735002148,0.19993902453565152,0.1999999547991184,0.1999184329363903,9.235943560564897e-25,3.0923178034117076e-20,2.7920445709898996e-26,9.709167923791697e-38,2.8425306671077045e-05,5.366327384030333e-13,7.31488781738206e-17,8.156706019853249e-05,6.0975461458976416e-05,4.520366599223145e-08,1.6615843406827755e-14,2.4368230754875254e-14,6.440195381213887e-14,-2.3387460091338155e-24,1.5862581235314193e-18,5.2548538902158044e-24,-5.470052624837638e-21,8.407956389721102e-26,1.428958221514862e-30,8.1704594159369995e-19,2.3867216417490696e-28,2.6830811715082282e-28,7.405546065738299e-27,6.070575419460696e-29,8.986363574820393e-39,7.353698287655254e-43,1.201787128399186e-36,3.1900121365625733e-32,1.2023937176819725e-31,1.5908160238387435e-29
4.5249734794190834e-11,0.002217192533333333,0.2,0.0,0.006353382118572847,0.19998571056939637,0.19993868443925544,0.19999995480498062,0.1999181241138316,9.376157412176805e-25,3.14763009122926e-20,2.863423133029071e-26,1.0065123269364495e-37,2.857886802260062e-05,5.326984026655256e-13,7.426486544415763e-17,8.187588270620487e-05,6.131555779971357e-05,4.519785822560772e-08,1.6895762859199494e-14,2.4499841185577537e-14,6.483200965932814e-14,1.9492506422021484e-23,1.56403609635113e-18,5.3207695507443285e-24,2.787887910380915e-20,-5.031793365356039e-25,1.4794680119508065e-30,8.335585465404145e-19,2.4690022869080225e-28,2.7470567810655333e-28,7.279730277268206e-27,6.234089508869544e-29,9.463853623163612e-39,7.800763447125501e-43,1.249478410309252e-36,3.291542117453399e-32,1.2144988323931666e-31,1.655103608676475e-29
4.5503955105233517e-11,0.002217192533333333,0.2,0.0,0.006352581092772644,0.1999856338331683,0.19993834438686378,0.19999995481083604,0.1999178166070706,9.518748542799494e-25,3.200392599418771e-20,2.936386371158901e-26,1.0431592594979132e-37,2.873234058098038e-05,5.288265627778167e-13,7.53910382835146e-17,8.218338941574779e-05,6.165561013565133e-05,4.5192057688103606e-08,1.7178762329240106e-14,2.463137316532476e-14,6.526227919202307e-14,2.7165298258047206e-24,1.6022015922818037e-18,5.387763004389748e-24,8.915801886929086e-22,-2.770445843985416e-26,1.529176206607894e-30,8.502751576863097e-19,2.551802083383251e-28,2.811985331794431e-28,7.136859682109154e-27,6.400602202244803e-29,9.962886190546543e-39,8.271492037728084e-43,1.2986619847151415e-36,3.3954783103703375e-32,1.2251930837134577e-31,1.7214703607318193e-29
4.57581754162762e-11,0.002217192533333333,0.2,0.0,0.006351781510230594,0.19998555714141567,0.19993800437839887,0.1999999548166844,0.19991751041069775,9.662052064927735e-25,3.2547423210427784e-20,3.0106073600942857e-26,1.0808841559149131e-37,2.8885724189409794e-05,5.250158278248174e-13,7.65274372243284e-17,8.248958573654496e-05,6.199561854448846e-05,4.518626455759046e-08,1.7464857667462566e-14,2.4762826650979094e-14,6.569275655109934e-14,-9.778023040501166e-24,1.6608310628350876e-18,5.455333607603044e-24,-4.655022860247066e-20,8.081232285355002e-25,1.577909584997163e-30,8.671979843654989e-19,2.638324155946241e-28,2.877877912643684e-28,7.000363830466085e-27,6.570206601780112e-29,1.048425761752012e-38,8.766947502429852e-43,1.3493764437096504e-36,3.501855752838656e-32,1.2344021551294388e-31,1.789966557312151e-29
4.601239572731888e-11,0.002217192533333333,0.2,0.0,0.006350983365638316,0.19998548049421674,0.19993766441378324,0.19999995482252558,0.1999172055193255,9.806957486615867e-25,3.3025830605630936e-20,3.086292961690174e-26,1.119713524238512e-37,2.9039018691262223e-05,5.212648340068017e-13,7.767408016273438e-17,8.27944770561562e-05,6.233558310363842e-05,4.518047899934626e-08,1.7754064623955087e-14,2.489420159513283e-14,6.612343591766054e-14,1.889235165516312e-23,1.5929626223452865e-18,5.5228299266811595e-24,3.2516750434207386e-20,-5.8049313477325635e-25,1.6258285426279255e-30,8.84329735645377e-19,2.7275559458261165e-28,2.9447472507436583e-28,6.900263825478984e-27,6.742979358677176e-29,1.1028788670371042e-38,9.288232320777186e-43,1.4016590902549539e-36,3.610710007748905e-32,1.242416851460448e-31,1.860644033028966e-29
4.6266616038361564e-11,0.002217192533333333,0.2,0.0,0.006350186653709604,0.19998540389164973,0.1999373244929398,0.19999995482835942,0.19991690192758874,9.953413103721215e-25,3.3526451153909695e-20,3.163444959741109e-26,1.159672930925478e-37,2.9192223930128707e-05,5.175722448426025e-13,7.883099285875878e-17,8.309806874005101e-05,6.267550389023037e-05,4.51747011667772e-08,1.804639893966013e-14,2.5025497946208438e-14,6.65543115130864e-14,3.596528950327857e-24,1.6041758535615708e-18,5.590678459060273e-24,3.2459813491096784e-20,-5.772155649471415e-25,1.6732927142917177e-30,9.016704127537114e-19,2.8190881444976925e-28,3.0125956967701065e-28,6.822894678072263e-27,6.918958703354819e-29,1.1597326845980733e-38,9.836489444470342e-43,1.4555475509423267e-36,3.722077393221496e-32,1.2496743812185464e-31,1.9335564521196016e-29
4.652083634940425e-11,0.002217192533333333,0.2,0.0,0.0063493913691803254,0.1999853273337928,0.19993698461579168,0.19999995483418576,0.199916599630144,1.0098703294545268e-24,3.4154781917668733e-20,3.241508957108788e-26,1.2007865707573155e-37,2.9345339749847672e-05,5.139367513341703e-13,7.999822424444661e-17,8.340036613141044e-05,6.301538098111034e-05,4.516893120212693e-08,1.834187642923304e-14,2.5156715648872364e-14,6.69853775992977e-14,-2.5037565650854393e-23,1.720538045206761e-18,5.658889982711596e-24,-7.291486757462955e-20,1.2765040207798642e-24,1.720565683386995e-30,9.19220018861143e-19,2.917319294291708e-28,3.081423756544441e-28,6.757197139383159e-27,7.0981499006922e-29,1.2190742408962772e-38,1.0412903439835158e-42,1.5110775660010912e-36,3.835994404258676e-32,1.2565035121296715e-31,2.008757749563359e-29
4.677505666044693e-11,0.002217192533333333,0.2,0.0,0.006348597506808329,0.1999852508207238,0.1999366447822623,0.19999995484000452,0.19991629862166993,1.0246046421056854e-24,3.466357348159643e-20,3.321169451417017e-26,1.2430778265521327e-37,2.9498365994454254e-05,5.103570720442628e-13,8.117577091829487e-17,8.370137455177861e-05,6.335521445284259e-05,4.516316923713267e-08,1.8640512699073157e-14,2.528785464430876e-14,6.74166284789004e-14,1.7975018243457124e-23,1.633133514027261e-18,5.7272072280965834e-24,2.5481606855614366e-20,-4.533282051792911e-25,1.767684755688819e-30,9.36979178163773e-19,3.0169969423098406e-28,3.151232609792183e-28,6.703790311946723e-27,7.28053601041228e-29,1.28099296768321e-38,1.1018701811925086e-42,1.5682806416922427e-36,3.9524974638473056e-32,1.2629345523374957e-31,2.0863022900853326e-29
4.702927697148961e-11,0.002217192533333333,0.2,0.0,0.006347805061373343,0.1999851743525207,0.19993630499227538,0.1999999548458155,0.19991599889686687,1.039714646274549e-24,3.5087678407545014e-20,3.40279522434917e-26,1.2865712376910744e-37,2.965130250821606e-05,5.068319531663672e-13,8.236364263265414e-17,8.400109930075695e-05,6.369500438171062e-05,4.5157415393660655e-08,1.894232338533719e-14,2.5418914870065644e-14,6.78480584948882e-14,1.2035753380733516e-23,1.6033500215054532e-18,5.795628677452181e-24,6.636968288786536e-20,-1.169142636964613e-24,1.8146348060064732e-30,9.549485649413374e-19,3.1152862525390497e-28,3.2220237128221544e-28,6.661128763853692e-27,7.466124820595173e-29,1.3455805220610028e-38,1.1655155853843233e-42,1.6271907562568862e-36,4.0716229079413155e-32,1.268978371421911e-31,2.1662444705212695e-29
4.7283497282532294e-11,0.002217192533333333,0.2,0.0,0.006347014027676893,0.19998509792926122,0.199935965245755,0.1999999548516187,0.19991570045045698,1.0544896045801311e-24,3.5773223860136347e-20,3.4849169255048716e-26,1.3312922251278033e-37,2.98041491356519e-05,5.033601684750601e-13,8.356192627951009e-17,8.429954565590813e-05,6.40347508437184e-05,4.515166978428692e-08,1.924732439653688e-14,2.5549896260326127e-14,6.827966203049352e-14,-3.1746814821667066e-23,1.7715515712843372e-18,5.864192672857012e-24,-9.097986242387154e-20,1.5984016661039098e-24,1.861408915209472e-30,9.731285552989131e-19,3.2242586135439277e-28,3.2937983496046976e-28,6.6224559929529e-27,7.65493506106724e-29,1.4129310922483684e-38,1.2323581982568514e-42,1.6878461048022995e-36,4.193407124728577e-32,1.2746491624691259e-31,2.248639530318485e-29
4.753771759357498e-11,0.002217192533333333,0.2,0.0,0.006346224400542202,0.19998502155102296,0.19993562554262534,0.1999999548574139,0.19991540327718407,1.0694342760704843e-24,3.633292912500419e-20,3.568607055469125e-26,1.3772697282423486e-37,2.9956905721460223e-05,4.999405192369373e-13,8.477060189398581e-17,8.459671887367173e-05,6.437445391459156e-05,4.5145932512853274e-08,1.9555531229528945e-14,2.5680798746618413e-14,6.871143350971743e-14,2.0485693168285968e-23,1.6805506617451059e-18,5.933867138717102e-24,1.0884204575541663e-20,-1.9280770317590148e-25,1.9081638885034066e-30,9.915215042412486e-19,3.335879568421075e-28,3.3665665958372353e-28,6.614297101206835e-27,7.847051653031669e-29,1.48314147272774e-38,1.3025342729223491e-42,1.7502864592500292e-36,4.3178868511404853e-32,1.2801510958843006e-31,2.3335438166958555e-29
4.779193790461766e-11,0.002217192533333333,0.2,0.0,0.006345436174814101,0.19998494521788354,0.19993528588281093,0.1999999548632011,0.1999151073718134,1.0847609793387681e-24,3.681293210813966e-20,3.6543220925178234e-26,1.4245307396291867e-37,3.0109572110575303e-05,4.965718341011382e-13,8.598967485234649e-17,8.489262418884553e-05,6.471411366977858e-05,4.5140203674984284e-08,1.9866959441226672e-14,2.5811622257345714e-14,6.914336739712023e-14,1.5346885092608294e-23,1.6985501942796835e-18,6.00291266971225e-24,3.858175163878249e-21,-6.622984414727673e-26,1.9550928320336176e-30,1.0101274101726964e-18,3.4461963160918305e-28,3.440330646780092e-28,6.62323238491142e-27,8.04250455868618e-29,1.5563112117673654e-38,1.3761848226799115e-42,1.8145497181112982e-36,4.445099117843645e-32,1.2856815631282823e-31,2.4210149246745136e-29
4.804615821566034e-11,0.002217192533333333,0.2,0.0,0.0063446493453589384,0.19998486892992023,0.19993494626623662,0.19999995486898015,0.19991481272913178,1.0993825757332037e-24,3.773903986679311e-20,3.739797120982508e-26,1.4730906824505539e-37,3.0262148148207558e-05,4.93252968884262e-13,8.72192642800115e-17,8.518726681426428e-05,6.505373018445174e-05,4.5134483358565045e-08,2.0181625002504974e-14,2.5942366717851522e-14,6.957545819736295e-14,-2.717432856513618e-23,1.820453653703611e-18,6.070585523020177e-24,-1.0754279361602887e-19,1.88914956714371e-24,2.0022467984902158e-30,1.0289450773382556e-18,3.5735057666761e-28,3.5150769355718984e-28,6.617860318673444e-27,8.241072691305025e-29,1.632542238054138e-38,1.4534557513700734e-42,1.880656914244753e-36,4.5750808641790687e-32,1.291292593843422e-31,2.5111101595276028e-29
