Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH3OX(49)
7.667257073803436e-22,0.002771490666666666,0.2,0.0,0.008156497031996977,0.19999999999999962,0.2,0.2,0.19999999999999782,5.631269461251773e-50,1.2938689194875837e-40,2.7875205812343078e-117,1.1961266708254454e-142,8.08223080342443e-16,1.6007927904030061e-21,2.7462883038272374e-31,2.2040551476273863e-15,1.6007927910557339e-21,9.401118522876218e-18,4.492166795622612e-50,6.765099452048036e-40,9.074160921079096e-41,7.933072795355931e-56,4.274948852969077e-65,2.817621458643724e-88,2.2647605084506888e-80,1.3329090468129475e-106,2.133638098485509e-86
1.5341175535160133e-21,0.002771490666666666,0.2,0.0,0.008156497031993953,0.1999999999999992,0.2,0.2,0.19999999999999563,1.1267431424207476e-49,2.5888619648826075e-40,1.7756524494297045e-115,2.990420840684583e-140,1.617148352760837e-15,3.2029763651575165e-21,5.494982103110181e-31,4.410025199700972e-15,3.202976366463538e-21,1.881040482899919e-17,3.5973767410501295e-49,5.0831564110478126e-39,3.922589564074109e-40,3.1752965365941834e-55,1.711691866449401e-64,4.417150807365927e-87,1.814396360808042e-79,4.2734357375438984e-105,3.4179456691345083e-85
3.0689012457873525e-21,0.002771490666666666,0.2,0.0,0.008156497031987904,0.1999999999999984,0.2,0.19999999999999998,0.1999999999999912,2.2539755350118814e-49,5.178848055672593e-40,1.1363911766381219e-113,7.577243945133749e-138,3.2349988975952196e-15,6.407343514661784e-21,1.0992428207434992e-30,8.82196530350902e-15,6.4073435172743946e-21,3.7628977441229844e-17,2.879359426874415e-48,3.934826247863549e-38,1.8020707705824824e-39,1.2705322161947154e-54,6.86759187226473e-64,7.011093478282396e-86,1.4534549254598482e-78,1.36963802839135e-103,5.485148790327583e-84
6.138468630330031e-21,0.002771490666666666,0.2,0.0,0.008156497031975806,0.1999999999999968,0.2,0.19999999999999996,0.1999999999999824,4.50844032019412e-49,1.0358820237252317e-39,7.406701903153582e-112,1.957800037568331e-135,6.4706999872543586e-15,1.2816077813651304e-20,2.198755443912026e-30,1.7645845509768628e-14,1.2816077818877091e-20,7.526612266562997e-17,2.304070897556392e-47,3.0951554733084694e-37,9.069951335466186e-39,5.082956186295204e-54,2.80610847372589e-63,1.1382210491709177e-84,1.1649828206896066e-77,4.391623843666584e-102,8.95518571442445e-83
1.227760339941539e-20,0.002771490666666666,0.2,0.0,0.008156497031951612,0.19999999999999354,0.2,0.19999999999999987,0.19999999999996473,9.017369890558485e-49,2.0718764600410774e-39,5.463526855772395e-110,5.605701397671687e-133,1.2942102166534141e-14,2.5633546411554303e-20,4.397874299463312e-30,3.529360591686191e-14,2.5633546422006448e-20,1.5054041311418553e-16,1.84349008894813e-46,2.4550369096332444e-36,5.116792764155113e-38,2.0333479519256256e-53,1.3087264694261e-62,2.100696063400079e-83,9.351837046936299e-77,1.410155737867235e-100,1.6578761688022765e-81
2.4555872937586104e-20,0.002771490666666666,0.2,0.0,0.008156497031903224,0.19999999999998708,0.2,0.19999999999999973,0.19999999999992943,1.8035229031286758e-48,4.143865332672373e-39,7.199170071067082e-108,2.675596446946861e-130,2.5884906524939723e-14,5.126848360705613e-20,8.796486447422578e-30,7.05891267093447e-14,5.126848362796098e-20,3.01088994010318e-16,1.47488542520149e-45,1.9555933863947048e-35,3.237662367353932e-37,8.133722808790295e-53,1.117074103506653e-61,6.982439340265218e-82,7.531218226888393e-76,4.542229604175335e-99,5.520442160292556e-80
4.9112412013927534e-20,0.002771490666666666,0.2,0.0,0.008156497031806445,0.19999999999997414,0.2,0.19999999999999943,0.19999999999985885,3.607094731274147e-48,8.287843077933379e-39,2.3532198561183733e-105,3.2244012871444565e-127,5.1770515241134936e-14,1.0253835799684303e-19,1.7595208490766017e-29,1.4118016820749524e-13,1.025383580386533e-19,6.021861557986681e-16,1.1799456828918103e-44,1.5610998589360727e-34,2.2478001884199535e-36,3.253555422782582e-52,2.342635140049982e-60,5.748202253915403e-80,6.104017169998872e-75,1.472528474222785e-97,4.546973670735149e-78
9.822549016661039e-20,0.002771490666666666,0.2,0.0,0.00815649703161289,0.19999999999994825,0.2,0.19999999999999882,0.19999999999971765,7.21423838756436e-48,1.657579856844905e-38,1.1186354755060277e-102,6.0216340423216084e-124,1.0354173267106155e-13,2.050781067715499e-19,3.519864356713756e-29,2.8236225085653594e-13,2.05078106855171e-19,1.2043804793597094e-15,9.439714835916821e-44,1.2475296076973346e-33,1.6613039748081824e-35,1.3014357222187003e-51,6.997846012832103e-59,6.842074375630305e-78,5.0095785461131744e-74,4.843089260812512e-96,5.4125717389046293e-76
1.9645164647197611e-19,0.002771490666666666,0.2,0.0,0.008156497031225778,0.19999999999989648,0.2,0.19999999999999762,0.1999999999994353,1.4428525700141867e-47,3.315170954945504e-38,5.669851328490432e-100,1.2178055467852541e-120,2.070841675210597e-13,4.1015760430149613e-19,7.042947767849978e-29,5.647264147655764e-13,4.1015760446873897e-19,2.4087691264191553e-15,7.55183161763118e-43,9.974830894652558e-33,1.2742676905892395e-34,5.2057790541966203e-51,2.2184420687844485e-57,8.671644051504065e-76,4.211331180346506e-73,1.6828312527380052e-94,6.86001698242303e-74
3.9290395908270758e-19,0.002771490666666666,0.2,0.0,0.008156497030451555,0.19999999999979293,0.2,0.1999999999999952,0.19999999999887058,2.8857100325285206e-47,6.630353151136558e-38,2.898651008113624e-97,2.489518886132361e-117,4.141690371816352e-13,8.203165992835183e-19,1.4098700173474405e-28,1.1294547370274936e-12,8.203165996180044e-19,4.8175464202875006e-15,6.041489192681488e-42,7.977694686567152e-32,9.975034967841269e-34,2.0823473290271185e-50,7.089180875845999e-56,1.1083280646841894e-73,3.7150778078424577e-72,8.757799149687215e-93,8.768088238721012e-72
7.858085843041705e-19,0.002771490666666666,0.2,0.0,0.00815649702890311,0.19999999999958584,0.2,0.19999999999999038,0.19999999999774112,5.771424957552518e-47,1.32607175434781e-37,1.4836534932472103e-94,5.0965431030725284e-114,8.28338776345104e-13,1.6406345889360807e-18,2.824854731736581e-28,2.258911359326672e-12,1.6406345896050536e-18,9.635101007022008e-15,4.833200911876102e-41,6.381275533067695e-31,7.892380332260587e-33,8.330363671710407e-50,2.26790272930299e-54,1.418167707935339e-71,3.784007722506306e-71,1.7868912693159215e-90,1.1219917293576473e-69
1.5716178347470963e-18,0.002771490666666666,0.2,0.0,0.008156497025806219,0.19999999999917167,0.2,0.19999999999998075,0.1999999999954822,1.1542854807581827e-46,2.6521446327998902e-37,7.595359992386519e-92,2.9054759785910326e-110,1.6566782540413118e-12,3.2812705669952813e-18,5.670161092959597e-28,4.51782451502641e-12,3.281270568333227e-18,1.9270210176482292e-14,3.866564549848184e-40,5.104648817557504e-30,6.278837646299616e-32,3.3352165670090033e-49,7.2566221841077785e-53,1.814872981945576e-69,7.632858968494667e-70,8.144485554469734e-88,1.4360158953317483e-67
3.143236335632948e-18,0.002771490666666666,0.2,0.0,0.008156497019612437,0.19999999999834334,0.2,0.1999999999999615,0.19999999999096438,2.308571450756571e-46,5.3042903896391404e-37,3.888397660670314e-89,5.950603664136883e-107,3.3133572069108068e-12,6.562542518129981e-18,1.1422121540286266e-27,9.035650470831439e-12,6.562542520805873e-18,3.85404284993679e-14,3.093253163620266e-39,4.0835391760807373e-29,5.00903146259435e-31,1.3438836532464747e-48,2.3220100508632635e-51,2.322383080400335e-67,5.5791982762798534e-68,4.128654487522264e-85,1.838013719941206e-65
6.2864733374046504e-18,0.002771490666666666,0.2,0.0,0.008156497007224876,0.19999999999668666,0.2,0.19999999999992293,0.19999999998192872,4.6171433907234555e-46,1.0608581903057996e-36,1.990535287968738e-86,1.218066857134067e-103,6.6267151025581145e-12,1.312508640046458e-17,2.3171433295275753e-27,1.807130096006392e-11,1.3125086405816366e-17,7.70808650809992e-14,2.474603133356353e-38,3.266709416540006e-28,4.001590516601829e-30,5.688638980370265e-48,7.4301518468486445e-50,2.9711443840411875e-65,6.656064003639524e-66,2.111892632061e-82,2.35256879522418e-63
9.429710339176354e-18,0.002771490666666666,0.2,0.0,0.008156496994837316,0.19999999999503,0.2,0.19999999999988438,0.19999999997289306,6.9257153306604494e-46,1.5912873416217216e-36,1.7326023789189041e-85,7.77647928288768e-103,9.940072988113733e-12,1.968763026286438e-17,3.516613587122918e-27,2.7106950026919043e-11,1.9687630270892062e-17,1.156213015984905e-13,7.346478552561659e-38,9.697888392776809e-28,1.1874947525817885e-29,1.3039592020648327e-47,3.554678877862735e-49,1.997357759131698e-64,4.457817136437835e-65,1.8382161643804939e-81,1.5817339050954736e-62
1.2572947340948058e-17,0.002771490666666666,0.2,0.0,0.008156496982449758,0.1999999999933733,0.2,0.19999999999984583,0.1999999999638574,9.234287270567567e-46,2.1217164929116827e-36,1.0350508009422725e-84,9.036548351608313e-102,1.3253430863577662e-11,2.6250174105329382e-17,4.740622922877439e-27,3.6142597671397045e-11,2.6250174116032955e-17,1.5416173805184156e-13,1.600759068773256e-37,2.1130919023396065e-27,2.586916498760404e-29,2.4988096406201576e-47,1.1764639463692887e-48,9.189031220006155e-64,2.046965349420983e-64,1.0981428640013222e-80,7.277597761843168e-62
1.8859421344491466e-17,0.002771490666666666,0.2,0.0,0.008156496957674642,0.19999999999005996,0.2,0.19999999999976872,0.1999999999457861,1.3851431150311792e-45,3.182574795430694e-36,2.4393595376665398e-83,8.054652554454053e-100,1.9880146590820913e-11,3.937526174347365e-17,7.246233296159454e-27,5.421388962212171e-11,3.9375261759529007e-17,2.3124261080801006e-13,4.646509923331989e-37,6.1335365661672635e-27,7.507289558880646e-29,7.304681232106796e-47,6.864151850425003e-48,1.1193287200647565e-62,2.4892728760625886e-63,2.5880562071842237e-79,8.865901381774637e-61
2.5145895348034873e-17,0.002771490666666666,0.2,0.0,0.008156496932899533,0.1999999999867466,0.2,0.19999999999969162,0.1999999999277148,1.8468575029946536e-45,4.243433097854293e-36,1.525601995130667e-82,7.2635152861809694e-99,2.6506862280953367e-11,5.2500349308310563e-17,9.842082579037625e-27,7.228517634226023e-11,5.250034932971771e-17,3.083234833283108e-13,1.0161393320325726e-36,1.3413136895522405e-26,1.6415473899748362e-28,1.779542129296578e-46,2.2837607343475038e-47,5.174922402167906e-62,1.1505417209339996e-62,1.618621096213596e-78,4.0996207956212267e-60
3.771884335512168e-17,0.002771490666666666,0.2,0.0,0.00815649688334933,0.19999999998011989,0.2,0.19999999999953744,0.19999999989157227,2.7702862788864602e-45,6.365149702388855e-36,1.3656220175526942e-80,1.884347694224848e-96,3.976029353935918e-11,7.87505241972688e-17,1.5330094018631566e-26,1.0842773260712998e-10,7.875052422937955e-17,4.624852275943993e-13,3.380160817126588e-36,4.461634846989648e-26,5.459665051320166e-28,1.0497759178621499e-45,1.8735207553037248e-46,1.2559958914611194e-60,2.792780892636265e-61,1.4493443147499795e-76,9.961280522789819e-59
5.02917913622085e-17,0.002771490666666666,0.2,0.0,0.00815649683379915,0.19999999997349316,0.2,0.19999999999938325,0.1999999998554297,3.69371505473404e-45,8.486866306512622e-36,1.1109219563161025e-79,1.9819805436345546e-95,5.3013724637129777e-11,1.0500069876891514e-16,2.120870579894383e-26,1.445702662313364e-10,1.0500069881172944e-16,6.16646970839517e-13,7.863575985173595e-36,1.0379094660518853e-25,1.2700270583100276e-27,3.740486859865681e-45,7.232825503149833e-46,7.354434428998406e-60,1.6355799849103892e-60,1.1791450118015738e-75,5.835715512179223e-58
7.543768737638212e-17,0.002771490666666666,0.2,0.0,0.008156496734698862,0.19999999996023973,0.2,0.1999999999990749,0.1999999997831447,5.5405726063457594e-45,1.2730299513542454e-35,7.014618341345717e-78,3.8089442918212544e-93,7.952058634854377e-11,1.5750104695588746e-16,3.4143127450743855e-26,2.1685526524492326e-10,1.5750104702010892e-16,9.249704542526833e-13,2.6775390644407543e-35,3.5337317864522635e-25,4.32397748794254e-27,2.916091205509473e-44,5.940005804001774e-45,1.599621126235043e-58,3.5605219874926538e-59,7.449619317013628e-74,1.271949687775326e-56
1.2572947940472938e-16,0.002771490666666666,0.2,0.0,0.008156496536498558,0.19999999993373288,0.2,0.19999999999845813,0.19999999963857498,9.234287710829442e-45,2.121716592309077e-35,1.0796974706605317e-75,1.6823292699640796e-90,1.325343078343597e-10,2.6250173950358083e-16,6.472195440684585e-26,3.6142499026373116e-10,2.6250173961061654e-16,1.5416174087673125e-12,1.273484689706015e-34,1.6803515229240983e-24,2.0563028595710701e-26,4.181368491925449e-43,8.656295523917587e-44,7.458517529108179e-57,1.6636253772462366e-57,1.148109269793123e-71,5.959811704525841e-55
2.263130634614239e-16,0.002771490666666666,0.2,0.0,0.008156496140099053,0.19999999988071915,0.2,0.19999999999722462,0.1999999993494366,1.6621717996002868e-44,3.819089873280529e-35,2.8894332361557356e-73,1.495012566474845e-87,2.385617430557813e-10,4.72503109289888e-16,1.4472454055061362e-25,6.505633479781196e-10,4.725031094825525e-16,2.774911268534158e-12,7.6516455147616545e-34,1.0091867464310427e-23,1.2352994341132231e-25,8.75010103622266e-42,1.8168930793813808e-42,5.5233585064566096e-55,1.2371661396342926e-55,3.080304284572491e-69,4.457211151726263e-53
4.274802315748129e-16,0.002771490666666666,0.2,0.0,0.00815649534730444,0.19999999977469177,0.2,0.19999999999475762,0.19999999877116428,3.1396582620237034e-44,7.21383645508742e-35,1.0481978449641447e-70,1.9501346145350465e-84,4.506165824962513e-10,8.925057876247232e-16,3.801110952283878e-25,1.2288356940174784e-09,8.925057879886449e-16,5.241498790993683e-12,5.268189947221738e-33,6.942168853420811e-23,8.502553121543058e-25,2.2469405780168672e-40,4.66534659107742e-41,5.234527578870412e-53,1.1821253424086118e-53,1.1229641098713917e-66,4.307110186104178e-51
8.298145678015909e-16,0.002771490666666666,0.2,0.0,0.008156493761732816,0.19999999956263698,0.2,0.1999999999898236,0.19999999761463708,6.094654472866983e-44,1.4003330391594984e-34,4.4594143264516245e-68,2.205529083694073e-81,8.747261373605994e-10,1.7325108993417757e-15,1.1524104155745316e-24,2.385362908493685e-09,1.7325109000482115e-15,1.0174673047452709e-11,3.9030180940381745e-32,5.1341384069260035e-22,6.2956800138994695e-24,6.424253251734825e-39,1.3324163778712596e-39,5.579335937606874e-51,1.2798380184692816e-51,4.8223274886241405e-64,4.7677876309827915e-49
1.6344832402551469e-15,0.002771490666666666,0.2,0.0,0.008156490590659976,0.19999999913852767,0.2,0.19999999997995557,0.19999999530165255,1.200605276922747e-43,2.758234252586835e-34,2.047598261529744e-65,5.2317493041096905e-78,1.7229447509813155e-09,3.412520142983356e-15,3.903082495561562e-24,4.698347428813678e-09,3.4125201443748195e-15,2.004101840533552e-11,3.0034473911839016e-31,3.9369188426991736e-21,4.8392466672826867e-23,1.940380066500666e-37,4.015053686755155e-38,6.160623411107884e-49,1.4539507726935197e-49,2.251759777854814e-61,5.655439322127333e-47
2.439151912708703e-15,0.002771490666666666,0.2,0.0,0.008156487419681013,0.1999999987144187,0.2,0.19999999997008755,0.19999999298876123,1.7924614981847494e-43,4.1161453058533355e-34,2.3172366776378833e-64,7.183144934454765e-77,2.5711627030715756e-09,5.092528080260674e-15,8.261808612791853e-24,7.011238740111578e-09,5.092528082337163e-15,2.9907359555052044e-11,9.437698215831857e-31,1.2341670052095077e-20,1.5194941296220828e-22,1.0907498763690775e-36,2.2546025317783954e-37,5.085361683719437e-48,1.210125017524111e-48,2.557517492911215e-60,4.7689159191884934e-46
3.243820585162259e-15,0.002771490666666666,0.2,0.0,0.00815648424879592,0.19999999829031007,0.2,0.19999999996021953,0.1999999906759631,2.386658648595628e-43,5.474083082472126e-34,1.6458234195063342e-63,9.155329497763115e-76,3.4193799935575016e-09,6.7725347112104175e-15,1.4228526619043725e-23,9.324036845911828e-09,6.772534713971932e-15,3.977369649443246e-11,2.142166384265706e-30,2.79498510923851e-20,3.4464838476957193e-22,3.9144146009500073e-36,8.08182422536804e-37,2.6290066673367206e-47,6.29679595642083e-48,1.8225403241672514e-59,2.5084392047058786e-45
4.048489257615815e-15,0.002771490666666666,0.2,0.0,0.008156481078004695,0.19999999786620176,0.2,0.1999999999503515,0.19999998836325825,2.986851837484849e-43,6.832078917472782e-34,8.93383231016376e-63,8.494179805150479e-75,4.2675966223629405e-09,8.452540035870917e-15,2.180317176847299e-23,1.1636741749886822e-08,8.452540039317452e-15,4.9640029221239937e-11,4.074244742460345e-30,5.303885791178604e-20,6.550295203370448e-22,1.0930872890539504e-35,2.2540136642019166e-36,1.031581423677329e-46,2.485977532337844e-47,9.924860610736977e-59,1.000939111379524e-44
5.657826602522927e-15,0.002771490666666666,0.2,0.0,0.008156474736703832,0.19999999701798613,0.2,0.19999999993061549,0.199999983738128,4.239811289770163e-43,9.548473527308143e-34,1.7331931274967277e-61,3.9351651921711913e-73,5.964027894650413e-09,1.1812546766466914e-14,4.1776002692929654e-23,1.626187196602037e-08,1.181254677128348e-14,6.937268202885607e-11,1.0802101103073041e-29,1.3998955783907884e-19,1.73421237955328e-21,5.415374908120546e-35,1.1134857700520685e-35,9.666562441414402e-46,2.362371331035909e-46,1.9397839213484137e-57,9.762641201337746e-44
7.267163947430039e-15,0.002771490666666666,0.2,0.0,0.008156468395778401,0.19999999616977182,0.2,0.1999999999108795,0.19999997911337053,5.662347542729068e-43,1.2265959431663595e-33,1.15562515066191e-60,3.8351026015176605e-72,7.660456519324164e-09,1.5172548272357357e-14,6.817978054356651e-23,2.088662941805645e-08,1.5172548278543938e-14,8.91053179606292e-11,2.2560712068645516e-29,2.9109752718328663e-19,3.616970482368632e-21,1.766246067764601e-34,3.623530736827826e-35,4.4871214745978104e-45,1.1092965444162059e-45,1.2992632465906671e-56,4.683500978670066e-43
8.876501292337151e-15,0.002771490666666666,0.2,0.0,0.008156462055228367,0.19999999532155885,0.2,0.19999999989114353,0.1999999744889858,7.49394494207793e-43,1.4985647426427673e-33,5.50896330035666e-60,2.597615660808707e-71,9.356882495742539e-09,1.8532544553867396e-14,1.0101395682077765e-22,2.5511014137108386e-08,1.853254456142395e-14,1.0883793699889871e-10,4.0859141011258947e-29,5.248826465805222e-19,6.54146877467503e-21,4.595200103940491e-34,9.406368310841471e-35,1.5581803830682993e-44,3.892187182050538e-45,6.229643153808415e-56,1.6779345591612252e-42
1.0485838637244264e-14,0.002771490666666666,0.2,0.0,0.008156455715053698,0.19999999447334715,0.2,0.19999999987140754,0.19999996986497381,1.0207119274243197e-42,1.7709333417441362e-33,2.2079973458144664e-59,1.4220975935545512e-70,1.1053305823269786e-08,2.1892535611319535e-14,1.402779875149054e-22,3.01350261540351e-08,2.1892535620246036e-14,1.2857053912646657e-10,6.719373763183435e-29,8.592858676042126e-19,1.0742154623491003e-20,1.0347484011966115e-33,2.113100810610068e-34,4.574230500618241e-44,1.1542193273223492e-44,2.511692991187654e-55,5.0863037151999806e-42
1.3704513327058487e-14,0.002771490666666666,0.2,0.0,0.008156443035830354,0.1999999927769278,0.2,0.19999999983193567,0.19999996061806777,2.3580444987003725e-42,2.3182110001684355e-33,3.983401434202322e-58,4.476914614026117e-69,1.4446144529214435e-08,2.8612502055287457e-14,2.3809352507505578e-22,3.938193219990281e-08,2.861250206695375e-14,1.6803569258621545e-10,1.4971277156506389e-28,1.8959323366426475e-18,2.385978555610257e-20,4.058064826173758e-33,8.233583877367087e-34,3.0752460742544607e-43,8.069973395653611e-44,4.65897774640196e-54,3.9288778591776926e-41
1.6595061319164176e-14,0.002771490666666666,0.2,0.0,0.008156431650465505,0.19999999125345386,0.2,0.1999999997964878,0.1999999523151047,5.446868451516014e-42,2.8147797428471393e-33,2.0964094316688152e-57,3.083389391790954e-68,1.7493092409476965e-08,3.464738599692455e-14,3.4785216016123047e-22,4.7684895263594505e-08,3.464738601105116e-14,2.034775265753066e-10,2.656858188757634e-28,3.3356804243120866e-18,4.2225635683257475e-20,1.0542003581722201e-32,2.128442622931393e-33,1.0736781296161911e-42,2.870808875876966e-43,2.4773578673518537e-53,1.4765128849065704e-40
1.9485609311269865e-14,0.002771490666666666,0.2,0.0,0.008156420266311144,0.1999999897299842,0.2,0.19999999976104,0.1999999440133435,1.233833579725788e-41,3.31985591502772e-33,8.143888986270463e-57,1.491349209627148e-67,2.0540031734869034e-08,4.068225309051168e-14,4.783454427909282e-22,5.598665644748621e-08,4.068225310709842e-14,2.38919305767997e-10,4.3000755456961085e-28,5.352951298053843e-18,6.815468161015567e-20,2.3378283048325958e-32,4.697852595877479e-33,2.990948779444986e-42,8.127166533221465e-43,9.700805377876943e-53,4.407273996490005e-40
2.2376157303375554e-14,0.002771490666666666,0.2,0.0,0.008156408883367102,0.19999998820651882,0.2,0.19999999972559224,0.19999993571278402,2.6178645653069236e-41,3.838397835663475e-33,2.6350420992417194e-56,5.967699203363452e-67,2.35869625018271e-08,4.671710333786115e-14,6.295703159535331e-22,6.428721592498819e-08,4.67171033569078e-14,2.74361030078863e-10,6.510913068804575e-28,8.037092974471747e-18,1.0291575012256875e-19,4.633854656208846e-32,9.268450041080839e-33,7.21867695496016e-42,1.9844122586095017e-42,3.162588736002467e-52,1.1284766580498992e-39
2.8157253287586935e-14,0.002771490666666666,0.2,0.0,0.008156386121109298,0.19999998515960088,0.2,0.1999999996546969,0.1999999191152695,1.0013597490391401e-40,4.946878971077744e-33,2.301553924503262e-55,7.885045189014349e-66,2.9680798346201687e-08,5.878675330109748e-14,9.942026040635022e-22,8.08847304545679e-08,5.878675332506317e-14,3.4524431373407e-10,1.2972107916436941e-27,1.574295245490447e-17,2.0391744817846395e-19,1.4658161441137915e-31,2.90200865795801e-32,3.231745692371626e-41,9.070500197234256e-42,2.810710212209829e-51,5.804675103502071e-39
