Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112)
8.678120292511625e-20,0.0033257888,0.2,0.0,0.00978779643790974,0.19999999999996518,0.1999999999998539,0.19999999999999885,0.19999999999972676,6.279255750106762e-42,1.8479296696991982e-34,1.355644856131536e-90,7.77393813434305e-116,6.971073455436969e-14,1.0621734710979715e-18,7.960692891546897e-31,2.7327425451149646e-13,1.4610833867061026e-13,1.1656167755322085e-15,6.7167462009017476e-37,7.819887602735099e-35,5.321098139482525e-35,1.4041850936340533e-47,4.785788023767889e-53,3.6838611082206687e-72,2.30213708006269e-67,3.683608701200358e-84,5.835737001754079e-141,1.4065262329398248e-70,1.4647930401383174e-96,3.2863159349560795e-106
1.735629943769215e-19,0.0033257888,0.2,0.0,0.009787796437419475,0.19999999999993032,0.1999999999997078,0.19999999999999768,0.19999999999945348,1.2558554084421989e-41,3.6958718715530646e-34,6.329062146457458e-88,1.4435619517720905e-112,1.3942194185879298e-13,2.1243541454277722e-18,3.1842934038325224e-30,5.465503590505153e-13,2.922176681111681e-13,2.3312414406932034e-15,5.37343947244707e-36,5.789200166219411e-34,3.790339905215858e-34,5.616752057582481e-47,1.398894052336099e-51,4.301881128385711e-70,3.6475117282837886e-66,2.3341700041560724e-82,2.1672139277622513e-137,1.6426108495965e-68,6.840152757153018e-94,5.099732227626455e-103
3.4712657728053202e-19,0.0033257888,0.2,0.0,0.009787796436438949,0.1999999999998606,0.1999999999994156,0.19999999999999535,0.1999999999989069,2.5117150753026164e-41,7.391756275244455e-34,3.099258026932037e-85,2.8219839825301484e-109,2.788443564396567e-13,4.248715493661717e-18,1.2737206416130884e-29,1.0931025583944414e-12,5.84436326700206e-13,4.662490725206562e-15,4.298768579413116e-35,4.4444449736855684e-33,2.8456498097821588e-33,2.2466930287343904e-46,4.283996759010228e-50,5.267272880202132e-68,5.809597247969299e-65,1.4869882420911336e-80,8.473152678349468e-134,2.0113434999439457e-66,3.349736410581467e-91,8.982662045688835e-100
6.94253743087753e-19,0.0033257888,0.2,0.0,0.009787796434477896,0.19999999999972118,0.19999999999883117,0.19999999999999069,0.19999999999781382,5.023434409012944e-41,1.4783525082561872e-33,1.5514017413317055e-82,5.645342772978594e-106,5.576891854894529e-13,8.497438188426974e-18,5.094889371660661e-29,2.186206918145849e-12,1.1688736427099718e-12,9.324989110998772e-15,3.4390216588463973e-34,3.4804220894433643e-32,2.2018623205208262e-32,8.986675487016997e-46,1.3407392147615693e-48,6.592014750624722e-66,9.303434871398443e-64,9.524529847686577e-79,3.3900668762310157e-130,2.517469322380492e-64,1.6768107541216645e-88,1.6980593240267106e-96
1.3885080747021948e-18,0.0033257888,0.2,0.0,0.00978779643055579,0.19999999999944235,0.1999999999976623,0.19999999999998136,0.19999999999562762,1.0046873076391565e-40,2.9567062696935243e-33,7.850312143043606e-80,3.1784276492598145e-102,1.1153788431413194e-12,1.699488357114691e-17,2.037957305739289e-28,4.372415481902895e-12,2.3377482700562614e-12,1.8649985149645204e-14,2.7512200367600103e-33,2.753696279606579e-31,1.7316133539211088e-31,3.594586060716005e-45,4.241568646312808e-47,8.339339536899625e-64,1.5263234244420958e-62,6.249785085602294e-77,3.8167199051299894e-126,3.1854343506759576e-62,8.484932003181177e-86,9.160714486312718e-93
2.777016737931079e-18,0.0033257888,0.2,0.0,0.009787796422711577,0.19999999999888465,0.19999999999532456,0.19999999999996268,0.1999999999912552,2.009375041098068e-40,5.913413792463616e-33,3.992708452641016e-77,6.468357958651743e-99,2.230758156654151e-12,3.398977430934406e-17,8.151833905369246e-28,8.744831986434005e-12,4.675497506055876e-12,3.72999742951866e-14,2.200977099770365e-32,2.1897609245261453e-30,1.373318576116607e-30,1.4377658197635698e-44,1.3489376866163992e-45,1.0603686165491146e-61,2.945371866398706e-61,4.821703356386474e-75,1.5537105806057477e-122,4.0520591097260023e-60,4.315481669619068e-83,1.8481606942191814e-89
5.554034064388847e-18,0.0033257888,0.2,0.0,0.009787796407023156,0.19999999999776927,0.1999999999906491,0.19999999999992535,0.19999999998251036,4.018750507948647e-40,1.1826828837585545e-32,2.03446212919907e-74,1.318369203644576e-95,4.461516776516202e-12,6.797955567676448e-17,3.2607357532387846e-27,1.7489662503564988e-11,9.350995903283243e-12,7.459994085926719e-14,1.7607820863508307e-31,1.7450299723952448e-29,1.0938316268359359e-29,5.750513989326165e-44,4.299585206156804e-44,1.3507659704090825e-59,1.1149554473738572e-59,7.290813322047067e-73,6.333488366454286e-119,5.166097498124596e-58,2.1989278456711125e-80,3.750342283634736e-86
8.331051390846615e-18,0.0033257888,0.2,0.0,0.009787796391334739,0.19999999999665388,0.19999999998597365,0.19999999999988802,0.19999999997376552,6.028125974732012e-40,1.7740243882289392e-32,1.7695410095009185e-73,8.414349190153457e-95,6.6922753892146424e-12,1.0196933693520699e-16,6.929066738573665e-27,2.623449052876546e-11,1.4026494225738753e-11,1.1189989569634926e-13,5.227322137569116e-31,5.173272106146986e-29,3.243207074203124e-29,1.2219039408504482e-43,2.0549512188096713e-43,9.072949649996972e-59,6.3901543915546855e-59,5.599870459613115e-72,4.674637809147778e-118,3.4708539251620845e-57,1.9125901584259627e-79,2.3953714078695474e-85
1.1108068717304384e-17,0.0033257888,0.2,0.0,0.009787796375646321,0.1999999999955385,0.1999999999812982,0.19999999999985069,0.19999999996502069,8.037501441448234e-40,2.3653658926575538e-32,1.0563926679489943e-72,9.771373590323235e-94,8.92303399474947e-12,1.359591180846675e-16,1.1820177926397657e-26,3.4979316062036114e-11,1.8701992473422406e-11,1.4919983880643645e-13,1.1390060140862815e-30,1.126107992004849e-28,7.0618278268704e-29,2.084299421489631e-43,6.7953613401007805e-43,4.170932840112002e-58,2.662727952768902e-58,3.0520566842301697e-71,5.160511745097712e-117,1.595856462031624e-56,1.1417909480019503e-78,2.777171352898001e-84
1.666210337021992e-17,0.0033257888,0.2,0.0,0.009787796344269495,0.19999999999330773,0.19999999997194726,0.19999999999977602,0.19999999994753104,1.2056252374723732e-39,3.5480489014170755e-32,2.485956480654829e-71,8.695644639372347e-92,1.3384551189006555e-11,2.0393868012779833e-16,2.447219704808829e-26,5.246896128017292e-11,2.805298879330475e-11,2.2379969750408317e-13,3.306183152456286e-30,3.2642902152631694e-28,2.048319956854097e-28,4.31485652557453e-43,3.9588916824846314e-42,5.0726046626778253e-57,2.9236006517995533e-57,6.343735779002598e-70,4.791283665368323e-115,1.9412233049425146e-55,2.68691950381088e-77,2.4671760155902881e-82
2.2216138023135457e-17,0.0033257888,0.2,0.0,0.00978779631289268,0.19999999999107695,0.19999999996259632,0.19999999999970136,0.1999999999300414,1.6075003307754445e-39,4.7307319100239594e-32,1.553642041254049e-70,7.836266928931514e-91,1.784606835692046e-11,2.71918241770123e-16,4.1620831352133817e-26,6.995859733460091e-11,3.740398483822433e-11,2.9839951307741765e-13,7.230249695164106e-30,7.131043934841761e-28,4.477566827718136e-28,7.337778176415346e-43,1.3161381763806468e-41,2.3434002567451886e-56,1.3209929092541333e-56,3.857540958664911e-69,4.730071261482951e-114,8.970654397504052e-55,1.6792371195234937e-76,2.222634875443035e-81
2.7770172676050993e-17,0.0033257888,0.2,0.0,0.00978779628151587,0.19999999998884618,0.19999999995324538,0.1999999999996267,0.19999999991255174,2.009375424052626e-39,5.913414918468665e-32,7.488402773351083e-70,5.716932690875073e-90,2.2307585496609516e-11,3.398978029829846e-16,6.358727853082559e-26,8.744822357077421e-11,4.6754980588540957e-11,3.7299928244615644e-13,1.3564932362823068e-29,1.3365112007125487e-27,8.398133346582017e-28,1.1209472668193893e-42,3.5459782421525725e-41,8.58113931601167e-56,4.778208649524179e-56,1.8291315747220906e-68,3.598373694752287e-113,3.285728262388759e-54,8.093756410400248e-76,1.621005736277469e-80
3.8878241981882066e-17,0.0033257888,0.2,0.0,0.00978779621876229,0.19999999998438467,0.19999999993454354,0.19999999999947737,0.19999999987757255,2.813125610534024e-39,8.27878093487915e-32,3.8075519882900906e-68,7.323421488206728e-88,3.1230619689540105e-11,4.758569240931572e-16,1.2227631030841796e-25,1.2242744597166314e-10,6.545697118686024e-11,5.221986796677087e-13,3.7116125206368584e-29,3.64716189803923e-27,2.2969158837060223e-27,2.1551551680523134e-42,2.0844078131040165e-40,1.32165408039293e-54,7.262529621482048e-55,9.079610563761006e-67,9.427371505122197e-111,5.069994402623443e-53,4.115340597056307e-74,2.0753298454479062e-78
4.998631128771314e-17,0.0033257888,0.2,0.0,0.009787796156008749,0.19999999997992315,0.1999999999158417,0.19999999999932805,0.19999999984259337,3.6168757969318955e-39,1.064414695068479e-31,2.712804921347317e-67,6.798505096422202e-87,4.0153653767834475e-11,6.118160434586412e-16,2.0053319351719106e-25,1.5740662849548726e-10,8.415896058864102e-11,6.713978892282782e-13,7.824530483266488e-29,7.670752639549316e-27,4.840943051045051e-27,3.5339407053133194e-42,7.017214597462139e-40,6.713587393411902e-54,3.6837422620580995e-54,6.45826537563433e-66,9.963043845888767e-110,2.5779036916878462e-52,2.932095714198525e-73,1.9263592630556725e-77
7.220244989937528e-17,0.0033257888,0.2,0.0,0.00978779603050179,0.19999999997100013,0.19999999987843797,0.19999999999902937,0.1999999997726351,5.2243761697373624e-39,1.537487898091043e-31,1.1960795039019852e-65,7.328319903219375e-85,5.799972158056234e-11,8.83734276954935e-16,4.15742786848512e-25,2.2736487392898594e-10,1.2156293580309238e-10,9.697957454467921e-13,2.3867243191549903e-28,2.327317785127972e-26,1.4760650404929818e-26,7.325599767279286e-42,4.774846242950533e-39,1.112937905221403e-52,6.117079296817161e-53,2.8509536868311472e-64,1.8904481785509435e-107,4.2891649479368066e-51,1.292759678303928e-71,2.0756191295621194e-75
1.1663472712269956e-16,0.0033257888,0.2,0.0,0.009787795779488368,0.19999999995315407,0.19999999980363062,0.19999999999843204,0.1999999996327191,8.439376922302821e-39,2.483634304272518e-31,1.4371180544595844e-63,2.2534785352113163e-82,9.369185583058206e-11,1.4275707230003576e-15,1.0809467994696374e-24,3.672808863446236e-10,1.9637087187567098e-10,1.5665892062986845e-12,1.0356198792723373e-27,9.982053414756274e-26,6.400973066437094e-26,1.9065174868062624e-41,5.948239981469257e-38,4.2241041781726674e-51,2.3404651918414592e-51,3.452734455116225e-62,1.1567833539400958e-104,1.6420555417529797e-49,1.5532671788703097e-69,6.37972861866625e-73
2.0549928156934812e-16,0.0033257888,0.2,0.0,0.009787795277463514,0.19999999991746192,0.19999999965401588,0.19999999999723736,0.199999999352889,1.4869378725123281e-38,4.3759271325201395e-31,3.221460234215941e-61,1.4934891945463905e-79,1.6507611882889547e-10,2.515243531233459e-15,3.3505134809729246e-24,6.471109973983821e-10,3.459866865960447e-10,2.7601671217990767e-12,5.854938038226864e-27,5.510904253420864e-25,3.6151822690955903e-25,5.973292422866908e-41,1.1134179393333544e-36,2.7000632557794055e-49,1.5220724438413574e-49,7.872956357478337e-60,1.531657313249414e-101,1.0680148315512701e-47,3.4817613586892475e-67,4.225375095235717e-70
3.8322839046264524e-16,0.0033257888,0.2,0.0,0.00978779427342175,0.19999999984607766,0.19999999935478666,0.19999999999484808,0.19999999879323643,2.7729396220678583e-38,8.160513238142008e-31,1.0039397205504693e-58,2.0811939412394177e-76,3.078446228184214e-10,4.690588811712506e-15,1.1646494185994747e-23,1.2067635644995435e-09,6.452180863381784e-10,5.14728692852035e-12,3.893109364150171e-26,3.4976837954273414e-24,2.3993197807048118e-24,2.256820032877267e-40,2.597153435829549e-35,2.2594755592591957e-47,1.317654063556527e-47,2.5372604941391114e-57,4.266692171277644e-98,9.246259040868077e-46,1.0850301284666336e-64,5.873447442179814e-67
7.386866082492396e-16,0.0033257888,0.2,0.0,0.009787792265369986,0.19999999970330923,0.19999999875632912,0.19999999999006965,0.19999999767396193,5.345013488458093e-38,1.5729697439426357e-30,3.5651868163206837e-56,2.7896864693846475e-73,5.933815427673824e-10,9.041278024270605e-15,4.3267565912650514e-23,2.3260380794670997e-09,1.2436799670309773e-09,9.921382448934633e-12,2.831248155865937e-25,2.3299618934444337e-23,1.7385060099333556e-23,1.3569593663233663e-39,6.635342198452742e-34,2.0822085315444752e-45,1.2953600781651178e-45,9.605295855246583e-55,1.1438565418262607e-94,9.090641434300079e-44,3.853057020866167e-62,7.844100766888128e-64
1.094144826035834e-15,0.0033257888,0.2,0.0,0.009787790257360584,0.1999999995605408,0.1999999981578728,0.1999999999852914,0.19999999655472825,7.917424213357341e-38,2.329892724603506e-30,3.842709242112911e-55,3.753148520700545e-72,8.789183453406332e-10,1.3391965433149956e-14,9.492970718219854e-23,3.4452717698017077e-09,1.8421406226718222e-09,1.4695285850563316e-11,8.74748998067608e-25,6.793049447574104e-23,5.358029221667462e-23,4.961696217310599e-39,3.519548604656129e-33,1.645032833882615e-44,1.0441295247333451e-44,1.0508411051667123e-53,1.690703628353512e-93,7.327835166269451e-43,4.152994412200525e-61,1.0554805368536893e-62
1.4496030438224283e-15,0.0033257888,0.2,0.0,0.009787788249393537,0.19999999941777244,0.19999999755941772,0.19999999998051332,0.1999999954355354,1.0490871786744397e-37,3.0868273040191168e-30,2.597457436725781e-54,4.55012789913311e-71,1.164455030535025e-09,1.774265103023014e-14,1.6663606951848295e-22,4.5644646369193475e-09,2.4406000532653786e-09,1.946899714074604e-11,1.967550134559059e-24,1.4484329695964694e-22,1.202334027987192e-22,1.457914187054829e-38,1.197633375499827e-32,8.138459604767275e-44,5.251766832059018e-44,7.202000032426607e-53,2.086454783618089e-92,3.68594241920369e-42,2.807222588895055e-60,1.2760882217195287e-61
1.8050612616090226e-15,0.0033257888,0.2,0.0,0.009787786241468852,0.19999999927500414,0.19999999696096385,0.19999999997573545,0.19999999431638332,1.3066826695580164e-37,3.8437855473932864e-30,1.3394602217181692e-53,4.0113554835911934e-70,1.449991598347301e-09,2.2093334807115897e-14,2.583899116694455e-22,5.683616682282302e-09,3.0390582588164242e-09,2.4242516327064872e-11,3.7204767618403685e-24,2.601224511203073e-22,2.268197556741456e-22,3.6683070325260746e-38,3.177446322768597e-32,3.0527940607123653e-43,2.002218187917466e-43,3.764768948422116e-52,1.9165863910775854e-91,1.4053413549462838e-41,1.4476641241650106e-59,1.1218119567011448e-60
2.5159776971822113e-15,0.0033257888,0.2,0.0,0.009787782225746536,0.19999999898946774,0.19999999576405983,0.1999999999661803,0.19999999207820168,1.8238761282986327e-37,5.3578512426616606e-30,2.2890056321371125e-52,1.6549920568857401e-68,2.0210643818134253e-09,3.0794696869174683e-14,5.02052118826452e-22,7.921798313163686e-09,4.23597099480862e-09,3.3788978416219854e-11,9.796082574183633e-24,6.213074825338271e-22,5.944348434785457e-22,1.6477029499962178e-37,1.4196755988775244e-31,2.5779380343433855e-42,1.7581005371294267e-42,6.648210416380735e-51,9.376925165385215e-90,1.2342455518188253e-40,2.4742096204813604e-58,4.60117405436224e-59
3.2268941327554e-15,0.0033257888,0.2,0.0,0.00978777821019363,0.19999999870393156,0.1999999945671607,0.1999999999566259,0.19999998984018333,2.3471169591056804e-37,6.872294383056098e-30,1.4250705489305265e-51,1.5258866975547576e-67,2.5921366957128803e-09,3.949605155199091e-14,8.259424649154128e-22,1.0159816674168533e-08,5.4328788306865685e-09,4.333467217883495e-11,2.0376431711391064e-23,1.1803216294840627e-21,1.2308654018573346e-21,5.159288640126881e-37,4.289378515832516e-31,1.1280001695018411e-41,7.94305561005969e-42,4.2290166882405545e-50,9.242180026457046e-89,5.577180460861056e-40,1.54052495069646e-57,4.2277828010026885e-58
3.937810568328588e-15,0.0033257888,0.2,0.0,0.00978777419481012,0.19999999841839566,0.19999999337026647,0.1999999999470723,0.19999998760232823,2.883904280644362e-37,8.387439291807696e-30,6.331657558435635e-51,9.803135310486446e-67,3.163208540018168e-09,4.8197398784673626e-14,1.230088463721697e-21,1.2397671777637186e-08,6.6297817664904266e-09,5.287959767893478e-11,3.6803705719975304e-23,1.9549860158210277e-21,2.213067164290507e-21,1.310023102247843e-36,1.0401873923520193e-30,3.705183128412463e-41,2.6911218335142625e-41,1.9295752004596956e-49,6.410752005867942e-88,1.8899072194035732e-39,6.845516703665328e-57,2.7054660584430055e-57
