Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73)
1.2516108860508944e-11,0.002771490666666666,0.2,0.0,0.0081015116003306,0.19999545334722432,0.1999808751824179,0.19999993259978396,0.1999733001123403,1.3886671891475892e-23,5.205829023376917e-20,2.799618202329856e-27,2.3345319663461934e-37,9.093311919944335e-06,1.7549514935762635e-11,6.589710405970193e-16,2.669988440120749e-05,1.912483182805396e-05,6.738582247217282e-08,4.582216647844794e-14,1.265490858391216e-14,8.926904535819438e-14,6.218645672162683e-24,7.231378521510162e-18,4.236598157131209e-24,5.610373394774257e-22,-2.005620695148988e-25,-9.255818602844259e-31,1.73149172720399e-19,-1.2442568000662093e-28,6.724215857645446e-29,-1.4290728634520024e-26,7.857980524992657e-29,2.620090430997614e-41,1.6528327170371905e-45,3.53956850003279e-38,2.334887869838158e-33
1.2610745601258558e-11,0.002771490666666666,0.2,0.0,0.008101155075576771,0.19999541934143736,0.1999807313731715,0.1999999324378573,0.19997315557043183,1.435251314519237e-23,5.326882078817486e-20,3.047995501740199e-27,2.4846595582052883e-37,9.161323628499835e-06,1.7581667431052436e-11,6.7173673935537535e-16,2.684442624123946e-05,1.926864103713681e-05,6.754778428056057e-08,4.686879115010215e-14,1.2780795787823529e-14,9.028126660135597e-14,6.489087424930359e-25,7.407669289884483e-18,4.372341576873839e-24,-3.3656664665003576e-22,-1.856874680449987e-25,-9.52546067779769e-31,1.8017006683877074e-19,-1.2544462216512347e-28,7.080000173967832e-29,-1.4481115300648943e-26,8.350213856796975e-29,2.883433854067811e-41,1.8344455484857585e-45,3.833033327744847e-38,2.4799292042059688e-33
1.2705382342008173e-11,0.002771490666666666,0.2,0.0,0.008100799265970125,0.19999538534202183,0.19998058757520185,0.19999993227834315,0.19997301171723778,1.4829792371668207e-23,5.448752017918682e-20,3.3090452582071e-27,2.6430726550897293e-37,9.229322595953876e-06,1.761229046874235e-11,6.846507869516123e-16,2.6988279366026284e-05,1.941243896708426e-05,6.770733589719212e-08,4.7931179910574854e-14,1.2906670704711948e-14,9.129558008796987e-14,-3.9950717540689745e-24,7.585581739191834e-18,4.5102061745068165e-24,-3.2426767950400725e-22,-1.8373168302145625e-25,-9.80014598377163e-31,1.874115890430118e-19,-1.2641011959415722e-28,7.451179710095858e-29,-1.4671305378124003e-26,8.86858138658136e-29,3.1706805169020055e-41,2.0342297358241686e-45,4.1479359320832903e-38,2.6326102919551462e-33
1.2800019082757787e-11,0.002771490666666666,0.2,0.0,0.008100444168249617,0.19999535134899576,0.19998044378849583,0.19999993212120637,0.19997286854950924,1.5318527287997533e-23,5.571201317325298e-20,3.581518343326738e-27,2.8101636459143746e-37,9.297308786097948e-06,1.7641394159779228e-11,6.977137084844097e-16,2.7131447024457075e-05,1.955622563102074e-05,6.786451255709302e-08,4.9009448479223965e-14,1.303252973516276e-14,9.231195156764112e-14,4.589459150183758e-24,7.765019716842733e-18,4.651831440351261e-24,6.8863753615414e-22,-1.9633762766979481e-25,-1.007990529295025e-30,1.9487857160808299e-19,-1.2731207230858502e-28,7.83828251934708e-29,-1.4860646227912502e-26,9.414256095319047e-29,3.483764279971937e-41,2.2538272244608577e-45,4.485662906434966e-38,2.7932602824167052e-33
1.2894655823507401e-11,0.002771490666666666,0.2,0.0,0.008100089779170126,0.1999953173623774,0.19998030001304032,0.19999993196641222,0.19997272606401253,1.5818801553687182e-23,5.696860049477942e-20,3.864922393460277e-27,2.9863597214310163e-37,9.36528216269048e-06,1.766898883590429e-11,7.109260192377063e-16,2.727393245009275e-05,1.970000104201246e-05,6.8019348981208e-08,5.010371251678054e-14,1.3158369381148119e-14,9.333034732273332e-14,5.600460175189579e-24,7.948964138249452e-18,4.797449685889723e-24,-2.8016897995259566e-22,-1.7973237699652046e-25,-1.036474490252893e-30,2.0257588925042196e-19,-1.2814200554935312e-28,8.241873828539709e-29,-1.5048660556744704e-26,9.988525563601966e-29,3.8247593530648433e-41,2.495012078163398e-45,4.847748845179729e-38,2.9622193362060538e-33
1.2989292564257016e-11,0.002771490666666666,0.2,0.0,0.008099736095502364,0.19999528338218475,0.19998015624882234,0.1999999318139265,0.19997258425752948,1.6330703172086835e-23,5.826532318802864e-20,4.158765630531153e-27,3.1720503009959245e-37,9.43324268946769e-06,1.7695085044680827e-11,7.242882293756286e-16,2.7415738861247312e-05,1.984376521306767e-05,6.817187938390256e-08,5.1214087625205355e-14,1.3284186243779207e-14,9.435073415900271e-14,-3.921520784281019e-24,8.134554127243427e-18,4.944532978415834e-24,-3.709913535462432e-22,-1.761993640321566e-25,-1.065466559446967e-30,2.1050845444429528e-19,-1.2889766962445983e-28,8.662471912104114e-29,-1.5235532192152924e-26,1.0592520119693731e-28,4.195888958465869e-41,2.7597001530459186e-45,5.23561591983128e-38,3.1398396330401995e-33
1.308392930500663e-11,0.002771490666666666,0.2,0.0,0.008099383114032816,0.19999524940843602,0.19998001249582903,0.1999999316637154,0.19997244312685689,1.6854529495735475e-23,5.95701707249546e-20,4.464899917705945e-27,3.367628031359918e-37,9.501190330142867e-06,1.7719693544496803e-11,7.378008280385066e-16,2.7556869461063393e-05,1.9987518157136976e-05,6.83221374803438e-08,5.234068934752537e-14,1.340997702125952e-14,9.537307939630973e-14,-9.601435275225778e-25,8.321683962946395e-18,5.0947241640313395e-24,5.344050199947384e-22,-1.8718471845078109e-25,-1.0949669754643504e-30,2.1868123097147e-19,-1.2957730448491801e-28,9.10058170163591e-29,-1.5421335227607325e-26,1.1227366345528538e-28,4.599527809035897e-41,3.049959094506409e-45,5.650739510387117e-38,3.3264844207613834e-33
1.3178566045756245e-11,0.002771490666666666,0.2,0.0,0.008099030831563624,0.19999521544114943,0.19997986875404736,0.19999993151574574,0.19997230266880675,1.7390395267573625e-23,6.089276301141428e-20,4.7831847197617585e-27,3.5736073619961652e-37,9.569125048399823e-06,1.7742825299543946e-11,7.514643142010227e-16,2.769732743756673e-05,2.013125988711355e-05,6.847015649378359e-08,5.348363316802249e-14,1.3535738506764604e-14,9.639735085951826e-14,8.164500931852804e-24,8.512980846317008e-18,5.250740736561016e-24,-1.9140481003057517e-22,-1.7407348834596656e-25,-1.124977200129288e-30,2.270992258585474e-19,-1.3017848250783246e-28,9.55684766236667e-29,-1.560628165705805e-26,1.1894628424460643e-28,5.038218161995988e-41,3.3680191029756943e-45,6.09505575088804e-38,3.522528876260119e-33
1.3273202786505859e-11,0.002771490666666666,0.2,0.0,0.008098679244912555,0.19999518148034304,0.19997972502346462,0.1999999313699848,0.199972162880206,1.7938496109943702e-23,6.225332393172628e-20,5.114384865847513e-27,3.790441941660679e-37,9.637046807902317e-06,1.7764491474770216e-11,7.652791760773965e-16,2.7837115963752735e-05,2.0274990415833496e-05,6.861596916272788e-08,5.464303451212652e-14,1.3661467586189677e-14,9.74235168695927e-14,1.2040913175643254e-24,8.706033632498952e-18,5.4081943289372445e-24,-1.3256232865090516e-22,-1.7238482550652655e-25,-1.1554983092779486e-30,2.3576752279121163e-19,-1.306933725159862e-28,1.0031849164973738e-28,-1.5789942994882752e-26,1.2595625554562909e-28,5.514679509017694e-41,3.7162838899232705e-45,6.570295008103217e-38,3.7283596725702045e-33
1.3367839527255473e-11,0.002771490666666666,0.2,0.0,0.008098328350912879,0.19999514752603514,0.19997958130406798,0.19999993122640025,0.19997202375789666,1.849900834728641e-23,6.363521035223544e-20,5.4589755939145616e-27,4.018477609186765e-37,9.704955572294846e-06,1.7784703430815198e-11,7.792458988549457e-16,2.7976238197655303e-05,2.0418709756076028e-05,6.875960774800777e-08,5.5819008746090165e-14,1.3787161236257884e-14,9.845154623484952e-14,-5.963560182736363e-24,8.901412787078075e-18,5.566332208856517e-24,1.4357513814955545e-22,-1.7372513938354657e-25,-1.1865310241729359e-30,2.4469124484828576e-19,-1.3111618900563586e-28,1.0526024827827726e-28,-1.5972109922256378e-26,1.3331257097950123e-28,6.031806047878839e-41,4.097342526515196e-45,7.077834468617792e-38,3.944375914781441e-33
1.3462476268005088e-11,0.002771490666666666,0.2,0.0,0.008097978146413318,0.19999511357824384,0.19997943759584474,0.1999999310849604,0.19997188529873555,1.907203017755471e-23,6.502422994666785e-20,5.816677631368825e-27,4.258317890729971e-37,9.772851305192693e-06,1.780347271893035e-11,7.933649694855073e-16,2.81146972824071e-05,2.0562417920563838e-05,6.890110403974227e-08,5.701167117707646e-14,1.391281652269873e-14,9.948140824235213e-14,5.385291202444085e-24,9.09977190590451e-18,5.732487290029768e-24,-1.922452952582778e-23,-1.6856072287953102e-25,-1.218074714615331e-30,2.538755654491944e-19,-1.3143946030889636e-28,1.1040094079013349e-28,-1.6152540089138183e-26,1.410336578446145e-28,6.592687420631473e-41,4.513981805535176e-45,7.620043921738039e-38,4.170989067430818e-33
1.3557113008754702e-11,0.002771490666666666,0.2,0.0,0.008097628628277955,0.19999507963698737,0.19997929389878225,0.19999993094563379,0.19997174749959443,1.9657748754637774e-23,6.644600224593218e-20,6.188236272820008e-27,4.5106118191662876e-37,9.840733970194156e-06,1.7820811075877577e-11,8.076368634173823e-16,2.825249634632408e-05,2.0706114921963287e-05,6.904048936420332e-08,5.822113705281751e-14,1.4038430597926894e-14,1.0051307264948468e-13,8.112612847347822e-24,9.30050287814966e-18,5.9024742088883346e-24,-9.708634063497541e-24,-1.6583897188208803e-25,-1.2501285776768947e-30,2.63325702945091e-19,-1.316583547123327e-28,1.1574845082362199e-28,-1.6331170571931134e-26,1.491394179077203e-28,7.200642377115141e-41,4.969199872411027e-45,8.199464790314324e-38,4.4086238094896595e-33
1.3651749749504317e-11,0.002771490666666666,0.2,0.0,0.008097279793386168,0.199995045702284,0.19997915021286788,0.1999999308083896,0.19997161035735964,2.025632983297495e-23,6.790851399879189e-20,6.573952823508316e-27,4.775570599207075e-37,9.908603530872333e-06,1.7836730418819806e-11,8.22062053422905e-16,2.8389638502965288e-05,2.0849800772884715e-05,6.917779459057798e-08,5.944752156163481e-14,1.4164000699114941e-14,1.0154650967563177e-13,-5.783243031149528e-24,9.503818670305558e-18,6.068365106172539e-24,-3.95665573196738e-23,-1.6242964063631427e-25,-1.2826913591043187e-30,2.730469251605917e-19,-1.317668362354493e-28,1.2130554758747625e-28,-1.6507878860150462e-26,1.5763321702670152e-28,7.859189343520943e-41,5.466220095400166e-45,8.817048485437217e-38,4.65771762038684e-33
1.3746386490253931e-11,0.002771490666666666,0.2,0.0,0.008096931638632541,0.19999501177415185,0.19997900653808912,0.1999999306731974,0.19997147386893233,2.086793642381846e-23,6.937754088838405e-20,6.974223606069247e-27,5.053741101110822e-37,9.97645995078022e-06,1.7851242840196937e-11,8.366410081221084e-16,2.8526126851207003e-05,2.0993475485882706e-05,6.931305013763425e-08,6.06909398323682e-14,1.4289524146916987e-14,1.0258168999407581e-13,-1.9393807640735684e-24,9.709550795861472e-18,6.242518057660477e-24,6.040959150268314e-23,-1.6081992041242276e-25,-1.3157619761816247e-30,2.8304454797267525e-19,-1.3175892364953394e-28,1.2707841508597007e-28,-1.668256102162581e-26,1.6653077598314154e-28,8.572050778871687e-41,6.008505894275344e-45,9.475084086947113e-38,4.9187211847907556e-33
1.3841023231003545e-11,0.002771490666666666,0.2,0.0,0.0080965841609268,0.19999497785260928,0.19997886287443345,0.19999993054002724,0.1999713380312283,2.1492739187694166e-23,7.086078141952076e-20,7.3898158619275e-27,5.3462258999895704e-37,1.0044303193449113e-05,1.786436060259479e-11,8.513741912214202e-16,2.8661964475310373e-05,2.1137139073456362e-05,6.94462859802879e-08,6.195150693429076e-14,1.4414998343150406e-14,1.0361858472400419e-13,1.1567433458209473e-23,9.91804195300103e-18,6.427926897565523e-24,-5.1635134495399537e-23,-1.5595174562527192e-25,-1.3493388052885359e-30,2.933239379089398e-19,-1.3162728990799584e-28,1.3307973361398628e-28,-1.6854997702777865e-26,1.7586828010695236e-28,9.343252710215265e-41,6.59977650772065e-45,1.0177967453140826e-37,5.192098712283288e-33
1.393565997175316e-11,0.002771490666666666,0.2,0.0,0.008096237357193715,0.19999494393767442,0.1999787192218885,0.19999993040884947,0.19997120284117778,2.2130881919136902e-23,7.239338012397578e-20,7.820775764201526e-27,5.653166949025578e-37,1.0112133222389603e-05,1.7876096133606893e-11,8.662620642285269e-16,2.8797154444990382e-05,2.1280791548049538e-05,6.957753165607523e-08,6.322933787694788e-14,1.4540420768396286e-14,1.0465716542266472e-13,1.06645092108297e-24,1.0128847129715565e-17,6.603684016563546e-24,6.802148818864844e-23,-1.5439825254665247e-25,-1.3834198559507556e-30,3.0389050880736015e-19,-1.3136435254168738e-28,1.3931159472520493e-28,-1.702499548903985e-26,1.856458039943139e-28,1.0177080613988586e-40,7.244023729820927e-45,1.0926432541993332e-37,5.478328705404835e-33
1.4124933453252387e-11,0.002771490666666666,0.2,0.0,0.008095545759419499,0.1999948761277011,0.1999784319500811,0.19999993015235534,0.19997093439183064,2.34478807574006e-23,7.552186805431391e-20,8.731797815184809e-27,6.314542753338335e-37,1.0247753493025581e-05,1.7895471006023135e-11,8.96503695363382e-16,2.9065603627624055e-05,2.1568063207795393e-05,6.98341685082916e-08,6.583725102366235e-14,1.4791100616977814e-14,1.0673927309953171e-13,-9.357850232276802e-24,1.0555604600578133e-17,6.963921682102749e-24,2.7982598759318016e-21,-1.875834103135964e-25,-1.4530833258301534e-30,3.2590708968164155e-19,-1.3041241539099675e-28,1.5251304713568478e-28,-1.735664175827866e-26,2.0665357664374624e-28,1.205050180222546e-40,8.708845288814737e-45,1.2577110921307044e-37,6.091310219721898e-33
1.4314206934751614e-11,0.002771490666666666,0.2,0.0,0.008094856821006444,0.19999480834437802,0.19997814472256856,0.19999992990348714,0.19997066849662165,2.482023579100211e-23,7.871923173880234e-20,9.710421747929865e-27,7.042146064239413e-37,1.0383320470373397e-05,1.790946998290074e-11,9.273694965398175e-16,2.933149866851696e-05,2.185529056357671e-05,7.00831884868872e-08,6.851559815120673e-14,1.5041545064751152e-14,1.0882779395463234e-13,1.1816507170810197e-23,1.0997471684560108e-17,7.395569913663283e-24,5.953167959035977e-22,-1.475370447995278e-25,-1.5247232224172772e-30,3.491385097666238e-19,-1.2883557217510252e-28,1.6672814238680427e-28,-1.767600009458815e-26,2.296634107829819e-28,1.423555221297429e-40,1.0441202245587421e-44,1.4446600728245026e-37,6.762010615365212e-33
1.4503480416250841e-11,0.002771490666666666,0.2,0.0,0.008094170517887257,0.19999474058785155,0.19997785753925337,0.1999999296620235,0.19997040513150963,2.6248677254632353e-23,8.195282016984805e-20,1.0749267009338338e-26,7.83105692318128e-37,1.0518833861799896e-05,1.791819790068102e-11,9.588630405572488e-16,2.959486360869113e-05,2.2142473712983105e-05,7.032481278614832e-08,7.126529717719508e-14,1.529173663920768e-14,1.1092251544962925e-13,1.3762914841918124e-22,1.1423858895411764e-17,7.811954413686333e-24,2.3997792400734972e-20,-4.853597174795886e-25,-1.5983042201284823e-30,3.7362974458285104e-19,-1.265608880923639e-28,1.8190009627138197e-28,-1.7981952868950326e-26,2.5443919706695456e-28,1.6778644776396806e-40,1.2485530423011463e-44,1.6519370791595115e-37,7.49486223916856e-33
1.469275389775007e-11,0.002771490666666666,0.2,0.0,0.008093486826228423,0.1999946728582682,0.19997757040003883,0.1999999294277497,0.19997014427267987,2.7734765480234934e-23,8.552220333434133e-20,1.1858119058404111e-26,8.693250237281142e-37,1.065429337438541e-05,1.7921761742474613e-11,9.90987768530131e-16,2.985572226296099e-05,2.2429612752745633e-05,7.055925619030365e-08,7.408726505431424e-14,1.554165898117579e-14,1.1302323134916588e-13,5.1335032631968986e-23,1.1894130835183164e-17,8.183287476157192e-24,1.3640885968809367e-20,-3.2580468952849346e-25,-1.6737927392200333e-30,3.994262609406713e-19,-1.2356556791948903e-28,1.9816121288829848e-28,-1.827669160066571e-26,2.8138435988705035e-28,1.972024950309477e-40,1.4891636854730428e-44,1.884597158238018e-37,8.293792999367836e-33
1.4882027379249297e-11,0.002771490666666666,0.2,0.0,0.008092805722427895,0.19999460515577455,0.19997728330482922,0.199999929200457,0.19996988589654147,2.928046003409107e-23,8.916265933449573e-20,1.3052544523301563e-26,9.643883031030787e-37,1.078969871493282e-05,1.792027047428585e-11,1.0237470249298078e-15,3.0114098222057498e-05,2.2716707778744956e-05,7.078672726049807e-08,7.698241777042849e-14,1.5791296788472374e-14,1.1512974150356601e-13,-2.6297297231639895e-23,1.2377884546475535e-17,8.61306509089604e-24,-5.106864012028374e-23,-1.1564499312297682e-25,-1.7511521715105217e-30,4.2657446503380705e-19,-1.197779767979737e-28,2.1567509305835076e-28,-1.855786109528233e-26,3.1101068805631136e-28,2.3111875306345845e-40,1.7715372068665385e-44,2.149044694569108e-37,9.16332185228334e-33
1.5071300860748526e-11,0.002771490666666666,0.2,0.0,0.008092127183112755,0.1999945374805174,0.19997699625352955,0.19999992897994281,0.19996962997972578,3.08873468790634e-23,9.275708411339316e-20,1.4340422026007346e-26,1.0690210851210137e-36,1.0925049590016168e-05,1.7913834882060662e-11,1.0571441195282151e-15,3.037001485484181e-05,2.3003758886019536e-05,7.100742851614461e-08,7.995167034519984e-14,1.6040635769300297e-14,1.1724185163875596e-13,3.669308385351267e-24,1.2861561611432452e-17,9.065059890500484e-24,-3.529105547120335e-21,-5.384219661057796e-26,-1.830331141261528e-30,4.551214929396489e-19,-1.1508012988663866e-28,2.3451451416045376e-28,-1.8820513217846e-26,3.4351699285743074e-28,2.7023085773365227e-40,2.1020502393363894e-44,2.448786985341185e-37,1.0108981830584967e-32
1.5260574342247755e-11,0.002771490666666666,0.2,0.0,0.008091451185136949,0.1999944698326436,0.1999767092460457,0.1999999287660104,0.19996937649908395,3.255602860855442e-23,9.648011481279894e-20,1.5715041045196452e-26,1.1831240543229273e-36,1.1060345705816346e-05,1.7902567409770693e-11,1.09118237597248e-15,3.0623495309979305e-05,2.3290766168773572e-05,7.122155660936771e-08,8.299593682640407e-14,1.6289662597193605e-14,1.1935937315464545e-13,1.491395511360773e-23,1.3345615855541324e-17,9.525195316877092e-24,2.6709984644602636e-21,-1.3392426553701652e-25,-1.9112545613766205e-30,4.85115109638562e-19,-1.0933198116790597e-28,2.5466333262575277e-28,-1.9059767807105557e-26,3.787871764559983e-28,3.1532171835421145e-40,2.488064344953452e-44,2.7839360725926984e-37,1.1136666245452938e-32
1.543092047559706e-11,0.002771490666666666,0.2,0.0,0.00809084494085467,0.19999440897309148,0.19997645097669567,0.19999992857894058,0.19996915043047797,3.4111394295771603e-23,9.997860480827514e-20,1.7025079926219084e-26,1.2942899130273261e-36,1.1182065147818735e-05,1.7888389571374013e-11,1.1223676788409282e-15,3.084956374455491e-05,2.3549035330480933e-05,7.140880977806624e-08,8.580066822437917e-14,1.6513509579525708e-14,1.2126961778519144e-13,-4.3101067697406436e-24,1.379803735915565e-17,9.956384515165308e-24,1.970409681910594e-23,-8.480668325698718e-26,-1.9854986943230924e-30,5.13386074797142e-19,-1.0317689396373518e-28,2.7394759958316847e-28,-1.9253821441654e-26,4.129706545665172e-28,3.616697621182522e-40,2.8898812121529764e-44,3.118101936804231e-37,1.2136408386870187e-32
1.5584231995611435e-11,0.002771490666666666,0.2,0.0,0.008090301051442239,0.1999943542186494,0.1999762185645049,0.19999992841489164,0.19996894862632583,3.5555627382268117e-23,1.0318495096761847e-19,1.826971358462232e-26,1.4019706388360132e-36,1.1291574341191132e-05,1.7872431499301052e-11,1.1508826110525532e-15,3.1051367739756606e-05,2.3781447345827958e-05,7.157302964713976e-08,8.837805932104997e-14,1.671474009802942e-14,1.2299235134714588e-13,1.889076555858718e-24,1.420992220953375e-17,1.0355062392406009e-23,-1.6502371049452413e-22,-7.258024100330215e-26,-2.053398635348394e-30,5.398946294724064e-19,-9.678990363958038e-29,2.923088491495575e-28,-1.9410690524288098e-26,4.459510210589937e-28,4.085746976430728e-40,3.3014693936685865e-44,3.449018341461481e-37,1.3100313382385782e-32
1.573754351562581e-11,0.002771490666666666,0.2,0.0,0.00808975878898063,0.19999429948243508,0.19997598618089707,0.19999992825482954,0.19996874838009857,3.7042805634751986e-23,1.0645727675201774e-19,1.9581691540706265e-26,1.517459540086834e-36,1.1401047083923762e-05,1.78535077796915e-11,1.1798238086828112e-15,3.1251613807591407e-05,2.4013830772709654e-05,7.173326813122269e-08,9.100628904823266e-14,1.691574505949771e-14,1.2471831759312956e-13,7.715066674000552e-24,1.4627818458733524e-17,1.0763023206777722e-23,1.6786655030336566e-22,-6.71433705695838e-26,-2.12226379459707e-30,5.674390439867021e-19,-8.954173494153744e-29,3.1167817880111696e-28,-1.9549632856935977e-26,4.811977629303726e-28,4.609290780955674e-40,3.766117029427257e-44,3.811408433895411e-37,1.4128379160467306e-32
1.5890855035640184e-11,0.002771490666666666,0.2,0.0,0.008089218141595057,0.19999424476452696,0.1999757538258238,0.19999992809866024,0.1999685496799074,3.85734514549734e-23,1.0982786433838165e-19,2.0961596661175996e-26,1.6411237990418908e-36,1.1510483219441735e-05,1.7831680653050132e-11,1.2091929032503648e-15,3.145031383687034e-05,2.4246185659622002e-05,7.188961919653356e-08,9.368584129203193e-14,1.7116519046298164e-14,1.264474263540385e-13,-8.073579278504565e-24,1.505418147707545e-17,1.1183809231434871e-23,-1.4753026757018878e-21,-3.205172339336357e-26,-2.19203130465198e-30,5.960458363962276e-19,-8.135746075113064e-29,3.320880570759538e-28,-1.9668774331671813e-26,5.187964926283831e-28,5.193089922588505e-40,4.2899473799341166e-44,4.207314365968525e-37,1.5224132847022574e-32
1.6044166555654558e-11,0.002771490666666666,0.2,0.0,0.008088679097504069,0.19999419006500327,0.19997552149923686,0.19999992794629204,0.1999683525139541,4.014826301138053e-23,1.1325409163957177e-19,2.2411925658511617e-26,1.7733152695616702e-36,1.1619882591083012e-05,1.7807012766779563e-11,1.2389914865973096e-15,3.164747962571969e-05,2.4478512054717118e-05,7.204217459799633e-08,9.641719951604335e-14,1.7317056976087637e-14,1.2817958954396095e-13,-3.8449943371483635e-24,1.5483950834447434e-17,1.1615192896847882e-23,-6.226079313154796e-23,-4.135916283407624e-26,-2.2626296612676328e-30,6.257417889078033e-19,-7.215821881218311e-29,3.5356807883951303e-28,-1.976576166854977e-26,5.588239596999648e-28,5.8433946860101455e-40,4.879729401868952e-44,4.638794573152057e-37,1.6391239868594982e-32
1.6197478075668933e-11,0.002771490666666666,0.2,0.0,0.008088141645018802,0.19999413538394237,0.19997528920108856,0.19999992779763517,0.1999681568705306,4.1767957458894645e-23,1.167362585339955e-19,2.3935574916527044e-26,1.914429723098355e-36,1.1729245042096746e-05,1.777956712218084e-11,1.2692211233975073e-15,3.184312288225975e-05,2.471081000580584e-05,7.219102393101509e-08,9.920084676038826e-14,1.7517354088821523e-14,1.2991472110454275e-13,1.7461857092245116e-23,1.5920820914876956e-17,1.2053850430140823e-23,6.840938933331658e-22,-4.007643046697002e-26,-2.3339769705773463e-30,6.565538858575191e-19,-6.186963692043937e-29,3.7615137140661704e-28,-1.983884660707622e-26,6.013716023191473e-28,6.5668373450062455e-40,5.54293440330234e-44,5.108166752578193e-37,1.7633411212334242e-32
1.6350789595683307e-11,0.002771490666666666,0.2,0.0,0.008087605772542255,0.19999408072142277,0.19997505693133147,0.1999999276526022,0.19996796273801798,4.3433002963431796e-23,1.203414450992883e-19,2.5533285163411847e-26,2.0650225354881395e-36,1.1838570415648393e-05,1.7749407022082592e-11,1.2998833726713423e-15,3.203725522529304e-05,2.4943079560360353e-05,7.233625468212935e-08,1.0203726564148883e-13,1.7717405933613527e-14,1.3165273694961103e-13,2.7258303232933734e-24,1.6366005222500387e-17,1.2506930850708139e-23,-4.9688857395956385e-22,-1.0016399364676857e-26,-2.4059833264445344e-30,6.885093300499408e-19,-5.041178694952911e-29,3.998852673304602e-28,-1.9886573024664871e-26,6.46587860996392e-28,7.370548196312886e-40,6.2877730804021305e-44,5.618572285785789e-37,1.8954460980573833e-32
1.650410111569768e-11,0.002771490666666666,0.2,0.0,0.008087071468568525,0.19999402607752287,0.19997482468991856,0.1999999275111075,0.19996777010488612,4.514423587835748e-23,1.2402567788505692e-19,2.7210274071421273e-26,2.2257384909020796e-36,1.194785855483741e-05,1.7716596019298438e-11,1.330979739379303e-15,3.222988818501848e-05,2.517532076551684e-05,7.247795227842215e-08,1.049269383508625e-13,1.7917208357318168e-14,1.3339355490821587e-13,-1.5175882697657068e-23,1.6815803011593827e-17,1.297501573507286e-23,7.18767706159219e-23,-4.944364220854544e-27,-2.4785516321262585e-30,7.216355575788647e-19,-3.77055715537999e-29,4.248241324846548e-28,-1.9907169951923405e-26,6.946506738485425e-28,8.262308738251097e-40,7.123247185343423e-44,6.1736794298600784e-37,2.035835498853221e-32
1.6657412635712056e-11,0.002771490666666666,0.2,0.0,0.0080865387216821,0.19999397145232115,0.19997459247680296,0.1999999273730678,0.19996757895969275,4.690230895097938e-23,1.277391053339e-19,2.896932280455657e-26,2.3970913398416958e-36,1.2057109302681108e-05,1.768119786571717e-11,1.362511718170771e-15,3.242103320366086e-05,2.540753366807801e-05,7.261620013607504e-08,1.0787034665499858e-13,1.8116757493440694e-14,1.3513709467181692e-13,1.4469267468024855e-23,1.7272566779227406e-17,1.3446243497082253e-23,5.839598172784803e-26,1.0383242715839967e-26,-2.5515775981577433e-30,7.559602116683815e-19,-2.3661889685605962e-29,4.510108243312484e-28,-1.9898725791324434e-26,7.45684388919146e-28,9.250642785942269e-40,8.059221949793633e-44,6.776501119646317e-37,2.1849265865845635e-32
1.681072415572643e-11,0.002771490666666666,0.2,0.0,0.008086007520557123,0.19999391684589618,0.19997436029193838,0.19999992723840143,0.19996738929108301,4.870774814157339e-23,1.315612942331624e-19,3.0811686344037216e-26,2.579570566146858e-36,1.2166322502116304e-05,1.7643276462264206e-11,1.3944807893099818e-15,3.261070163613781e-05,2.5639718314515714e-05,7.275107970769874e-08,1.1086797189449244e-13,1.831604974930442e-14,1.3688327774480678e-13,2.1414004914645913e-23,1.7735348707888635e-17,1.39289790744383e-23,1.8729066579461004e-22,2.2474078519107323e-26,-2.6249475811618165e-30,7.915111489558716e-19,-8.182599566618293e-30,4.784838698879959e-28,-1.985909235762373e-26,7.998001846261107e-28,1.0344784782313785e-39,9.10651114663572e-44,7.430044332960934e-37,2.3431534240046332e-32
1.6964035675740804e-11,0.002771490666666666,0.2,0.0,0.008085477853956675,0.1999938622583266,0.19997412813527862,0.1999999271070289,0.1999672010877885,5.056134953278715e-23,1.3551114303686655e-19,3.27425421876346e-26,2.7739429567869966e-36,1.2275497996018077e-05,1.7602895809664226e-11,1.4268883874554736e-15,3.27989047507616e-05,2.58718747509735e-05,7.288267052860103e-08,1.1392029498277588e-13,1.8515081795413384e-14,1.3863202739409083e-13,-2.2294883113190933e-23,1.8205010832085003e-17,1.4436518055097187e-23,-2.596852225157573e-22,4.484065909852472e-26,-2.6985375415195996e-30,8.283164242656042e-19,8.830814195495485e-30,5.073029903616175e-28,-1.9785919087860285e-26,8.572083687928187e-28,1.1554766005311562e-39,1.0276965344994336e-43,8.138953586378948e-37,2.510966311452543e-32
