Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112)
1.2399728194508012e-11,0.0005542981333333334,0.2,0.0,0.0015777428967451807,0.19999565540424713,0.19998131574187572,0.19999993401643454,0.19997388294194612,2.440926032568489e-22,9.9801467093217e-19,2.115326540766862e-24,4.880524509914273e-34,8.689218538219503e-06,5.2393755756133755e-12,2.534242659464778e-15,2.6117044184420934e-05,1.868424926094962e-05,6.599172599169865e-08,2.3622268102197175e-13,6.079712089230798e-14,4.054855646570617e-13,2.1314724671493104e-23,1.1138957731251887e-16,3.2026861481603003e-22,2.4906659751809298e-20,1.1289417018190561e-23,1.1333236844266551e-55,1.422181457464607e-17,1.7607607291583612e-26,1.2120894701898773e-25
1.2426551880016274e-11,0.0005542981333333334,0.2,0.0,0.0015776455409959676,0.19999564649401697,0.19998127605182311,0.19999993397309584,0.1999738431401107,2.461070281715941e-22,1.0055094843493195e-18,2.1418425208989028e-24,4.961771628113757e-34,8.707039155039349e-06,5.224814876737903e-12,2.5490891386158946e-15,2.6156845940031764e-05,1.8723939217738603e-05,6.603515754460895e-08,2.377601731335581e-13,6.096568434671512e-14,4.067310907731149e-13,1.1143807908429094e-22,1.1188506362648655e-16,3.2263670650810893e-22,1.1625346046285956e-19,1.0111168706302075e-23,1.1551196014255894e-55,1.4366042142458825e-17,1.793243937216553e-26,1.2278885764157018e-25
1.2453375565524535e-11,0.0005542981333333334,0.2,0.0,0.0015775482504437294,0.19999563758610645,0.19998123636461496,0.1999999339299571,0.19997380339578896,2.481318496889788e-22,1.0131407576462094e-18,2.1686155968643872e-24,5.044150435675757e-34,8.724855133165013e-06,5.210292127905127e-12,2.5639883940362052e-15,2.6196590181696223e-05,1.876362632983744e-05,6.607838940502539e-08,2.3930424132602353e-13,6.113421282658837e-14,4.079769765642025e-13,1.1634105065047696e-22,1.12566834598316e-16,3.250135005296979e-22,2.2134011054321443e-20,1.1667065481103004e-23,1.17727787291806e-55,1.451130734761629e-17,1.8262354791561392e-26,1.2438454176696626e-25
1.2480199251032797e-11,0.0005542981333333334,0.2,0.0,0.0015774510250089705,0.19999562868051685,0.19998119668024958,0.19999993388701748,0.1999737637089014,2.5016892546591297e-22,1.0207721592649716e-18,2.1956682573278008e-24,5.127674198693935e-34,8.742666470026921e-06,5.195807643953385e-12,2.5789403367628955e-15,2.6236276988994218e-05,1.8803310598921338e-05,6.612142241559925e-08,2.408548986083993e-13,6.13027058748093e-14,4.092232181438835e-13,4.8615703906919374e-23,1.1320497046585226e-16,3.274021862562214e-22,-2.740012800671766e-20,1.2571714474846471e-23,1.1998035402953787e-55,1.4657614562295506e-17,1.8596976963003205e-26,1.25996112289198e-25
1.2507022936541058e-11,0.0005542981333333334,0.2,0.0,0.0015773538646123109,0.1999956197772494,0.19998115699872532,0.19999993384427603,0.19997372407936853,2.5221893163451192e-22,1.028312500267633e-18,2.223009781372749e-24,5.212356187291905e-34,8.760473163058157e-06,5.1813617325062475e-12,2.593944970825995e-15,2.627590644137324e-05,1.8842992026663442e-05,6.61642574154668e-08,2.4241215799692014e-13,6.147116303785684e-14,4.1046981164327657e-13,-4.4573108160648155e-23,1.1388907764388666e-16,3.297998024400497e-22,-1.2191537964490132e-19,1.4146144926065778e-23,1.2227017037873807e-55,1.4804967638865408e-17,1.8936216863506234e-26,1.2762368073825957e-25
1.253384662204932e-11,0.0005542981333333334,0.2,0.0,0.0015772567691744808,0.19999561087630538,0.19998111732004045,0.199999933801732,0.19997368450711098,2.5427981106250375e-22,1.0357877098914347e-18,2.250618740521928e-24,5.298208341674896e-34,8.778275209696352e-06,5.166954693987305e-12,2.609002515389415e-15,2.6315478618119097e-05,1.8882670614734886e-05,6.620689524026037e-08,2.439760325526915e-13,6.163958386582346e-14,4.1171675320959783e-13,-4.928859051542979e-23,1.1438173413377218e-16,3.3220758311609204e-22,-2.415661339576299e-20,1.2890407224426881e-23,1.2459775201993077e-55,1.4953371081259384e-17,1.9280854323333347e-26,1.2926734278212046e-25
1.2560670307557582e-11,0.0005542981333333334,0.2,0.0,0.0015771597386163253,0.1999956019776861,0.19998107764419337,0.19999993375938455,0.19997364499204962,2.563496357402351e-22,1.0433403835630304e-18,2.278475038788983e-24,5.38524266196952e-34,8.79607260738054e-06,5.152586821742594e-12,2.624113178976044e-15,2.6354993598412235e-05,1.892234636480477e-05,6.624933672212526e-08,2.455465353158451e-13,6.1807967912303e-14,4.129640390114109e-13,2.251101008299624e-23,1.1491845105913827e-16,3.3462222802917368e-22,3.0207930490192076e-20,1.227247138277812e-23,1.2696361991962505e-55,1.5102828150205256e-17,1.9631434171061344e-26,1.309271896317721e-25
1.2587493993065843e-11,0.0005542981333333334,0.2,0.0,0.0015770627728587997,0.1999955930813929,0.19998103797118238,0.19999993371723282,0.19997360553410531,2.584277519712124e-22,1.0510655301411451e-18,2.306572840362563e-24,5.473471345055358e-34,8.813865353551018e-06,5.138258402109626e-12,2.6392770694487474e-15,2.63944514613482e-05,1.8962019278540176e-05,6.629158268973536e-08,2.471236793009393e-13,6.19763147343982e-14,4.1421166523885353e-13,1.204577589618308e-22,1.1541211312870562e-16,3.3704671344332956e-22,1.2823550147071158e-19,1.1008302586093006e-23,1.2936830040483251e-55,1.525334260409487e-17,1.9988183113919892e-26,1.3260331414148298e-25
1.2614317678574105e-11,0.0005542981333333334,0.2,0.0,0.001576965871822974,0.19999558418742697,0.19998099830100582,0.19999993367527605,0.199973566133199,2.6051684989686217e-22,1.0589157310432534e-18,2.3349438778071283e-24,5.562908250794416e-34,8.83165344564711e-06,5.1239697145015326e-12,2.6544940311371307e-15,2.643385228597589e-05,1.9001689357606178e-05,6.633363396830429e-08,2.4870747744951056e-13,6.214462389266653e-14,4.154596281054219e-13,1.1162035502791303e-22,1.1613713600886203e-16,3.394796756061563e-22,-4.2941869566612555e-21,1.3143801440424153e-23,1.3181232551177728e-55,1.540491747224337e-17,2.0350270209237095e-26,1.3429582659718493e-25
1.2641141364082366e-11,0.0005542981333333334,0.2,0.0,0.0015768690354300288,0.19999557529578962,0.19998095863366203,0.19999993363351334,0.19997352678925187,2.626185381597513e-22,1.0667477470093627e-18,2.3636079276321354e-24,5.653567356669767e-34,8.849436881111628e-06,5.1097210313986624e-12,2.6697639936577933e-15,2.6473196151214092e-05,1.9041356603665823e-05,6.637549137960192e-08,2.5029794272698587e-13,6.231289495116492e-14,4.1670792384072734e-13,3.2296842928659486e-23,1.1676566429647815e-16,3.4192538028619332e-22,-3.9412550783402614e-20,1.3850418361353694e-23,1.3429623339986396e-55,1.5557557342652494e-17,2.071743076707136e-26,1.3600484299277077e-25
1.2667965049590628e-11,0.0005542981333333334,0.2,0.0,0.0015767722636012584,0.19999556640648214,0.19998091896914938,0.1999999335919439,0.19997348750218513,2.647338797053704e-22,1.0744588878233727e-18,2.39257866483089e-24,5.745462782096126e-34,8.867215657389331e-06,5.0955126184387855e-12,2.6850869295479537e-15,2.6512483135862927e-05,1.9081021018380147e-05,6.641715574196981e-08,2.5189508809089616e-13,6.248112747742903e-14,4.179565486922712e-13,-8.491233918481515e-23,1.1751046986591573e-16,3.443790756657678e-22,-1.8982236653989666e-19,1.6264197789350262e-23,1.3682056847835364e-55,1.5711265796836878e-17,2.108943871617e-26,1.3773047829221614e-25
1.269478873509889e-11,0.0005542981333333334,0.2,0.0,0.0015766755562580666,0.1999955575195058,0.19998087930746614,0.199999933550567,0.19997344827192004,2.668592479780455e-22,1.0821203985234136e-18,2.4218171378604866e-24,5.838606751825648e-34,8.884989771931303e-06,5.08134473438978e-12,2.7004631804919513e-15,2.655171331852838e-05,1.9120682603408164e-05,6.645862787033237e-08,2.5349892658547523e-13,6.264932104248534e-14,4.1920549892089156e-13,-6.572816473154505e-23,1.1790695967179909e-16,3.4684432260106976e-22,8.783118627524777e-21,1.353664140944275e-23,1.393858810460272e-55,1.5866047827537377e-17,2.1467627496774454e-26,1.3947282711400139e-25
1.2721612420607151e-11,0.0005542981333333334,0.2,0.0,0.0015765789133219716,0.19999554863486185,0.19998083964861074,0.19999993350938167,0.19997340909837813,2.6899382303439466e-22,1.0898659412111534e-18,2.4513156216685866e-24,5.933011614081759e-34,8.902759222187425e-06,5.067217631348028e-12,2.715892866678031e-15,2.6590886777760673e-05,1.916034136040689e-05,6.6499908576213e-08,2.5510947117489456e-13,6.28174752207316e-14,4.20454770811515e-13,1.196765339668856e-23,1.1852496339726624e-16,3.4931329474416897e-22,-1.3498842237987165e-20,1.4062420495183233e-23,1.4199272695052091e-55,1.6021905808962497e-17,2.185209820759798e-26,1.4123197621436009e-25
1.2748436106115412e-11,0.0005542981333333334,0.2,0.0,0.0015764823347146158,0.1999955397525516,0.19998079999258145,0.1999999334683872,0.19997336998148088,2.711390636802762e-22,1.0977211586832298e-18,2.4810920680621866e-24,6.028691178307033e-34,8.920524005608911e-06,5.053131553862829e-12,2.731375928570751e-15,2.6630003592027247e-05,1.9199997291031076e-05,6.654099866728784e-08,2.5672673478841374e-13,6.298558958959562e-14,4.217043606727249e-13,2.495519164292611e-23,1.191765388156284e-16,3.517946074998903e-22,-6.862304196601181e-20,1.5074178358763896e-23,1.4464166849900695e-55,1.617884376170243e-17,2.2242523379896144e-26,1.4300803077421955e-25
1.2775259791623674e-11,0.0005542981333333334,0.2,0.0,0.001576385820357734,0.19999553087257627,0.19998076033937662,0.1999999334275828,0.19997333092115002,2.732946278481824e-22,1.1056544277164573e-18,2.5111443884440475e-24,6.125659424077722e-34,8.938284119649978e-06,5.039086741102638e-12,2.7469124484054796e-15,2.6669063839675616e-05,1.9239650396933827e-05,6.658189894849188e-08,2.583507303806491e-13,6.315366373010853e-14,4.2295426482517655e-13,2.901096471401511e-23,1.1970268233124174e-16,3.542867102730633e-22,2.3787273720442708e-21,1.422907732355927e-23,1.4733327304820183e-55,1.6336865782851327e-17,2.2639135622725445e-26,1.4480110144788251e-25
1.2802083477131936e-11,0.0005542981333333334,0.2,0.0,0.0015762893701731701,0.1999955219949372,0.19998072068899467,0.19999993338696756,0.19997329191730723,2.7546173798953685e-22,1.1136112648354783e-18,2.5414879098654613e-24,6.223930174141233e-34,8.956039561765234e-06,5.0250834257747465e-12,2.76250238507301e-15,2.6708067598974523e-05,1.927930067976627e-05,6.662261022143735e-08,2.5998147086108085e-13,6.332169722762394e-14,4.2420447961092103e-13,-2.676850163612233e-24,1.2040774922371736e-16,3.5678525150579583e-22,-1.047658808403701e-19,1.6012618536947656e-23,1.5006811404220226e-55,1.6495974921699168e-17,2.3041555265226464e-26,1.4661129174025393e-25
1.2828907162640197e-11,0.0005542981333333334,0.2,0.0,0.0015761929840828832,0.19999551311963565,0.19998068104143393,0.1999999333465408,0.1999732529698744,2.7763725595059394e-22,1.1216571858066696e-18,2.5720891663203223e-24,6.323516462913776e-34,8.973790329415551e-06,5.011121833803851e-12,2.77814604066736e-15,2.674701494800403e-05,1.9318948141177475e-05,6.66631332842708e-08,2.6161896922587716e-13,6.348968966914041e-14,4.2545500138537236e-13,7.671596588787381e-23,1.206970241761065e-16,3.5929723614932945e-22,2.0441068468322358e-19,1.1659691254793829e-23,1.5284677109135861e-55,1.6656176219865156e-17,2.3450980184600532e-26,1.484387000904854e-25
1.2855730848148459e-11,0.0005542981333333334,0.2,0.0,0.0015760966620089456,0.1999955042466728,0.19998064139669272,0.1999999333063017,0.1999732140787735,2.798282067084481e-22,1.1296548780882032e-18,2.6030284773519566e-24,6.424434105281484e-34,8.9915364200544e-06,4.997202184715471e-12,2.7938429167852012e-15,2.678590596491276e-05,1.9358592782814476e-05,6.670346893173753e-08,2.632632382420412e-13,6.36576406459301e-14,4.267058265353492e-13,-6.788679510171063e-23,1.2195355760146533e-16,3.618083593513448e-22,-4.526179320993914e-19,2.155431220003769e-23,1.5566983040923664e-55,1.6817470228876844e-17,2.3864941379172976e-26,1.5028344313501507e-25
1.288255453365672e-11,0.0005542981333333334,0.2,0.0,0.0015760004038735409,0.19999549537605005,0.19998060175476937,0.19999993326624943,0.19997317524392663,2.8201913145376667e-22,1.1379248181836275e-18,2.6341345149722957e-24,6.526693360710631e-34,9.009277831158368e-06,4.98332469126678e-12,2.8095942853770183e-15,2.6824740727349117e-05,1.9398234606322287e-05,6.67436179552436e-08,2.649142911600859e-13,6.382554975268909e-14,4.279569514389327e-13,2.855401358753492e-22,1.2106451170511515e-16,3.6435170339822407e-22,1.0358023039066112e-18,-1.811115570402946e-25,1.5853788379387847e-55,1.6979867710021156e-17,2.428915152912299e-26,1.521456023428162e-25
1.2905682939100628e-11,0.0005542981333333334,0.2,0.0,0.0015759174577085336,0.19999548772934017,0.1999805675762511,0.19999993323186424,0.19997314180414313,2.839179895613493e-22,1.1452793312714163e-18,2.661199453415972e-24,6.615953937268191e-34,9.024571394059694e-06,4.971392990260311e-12,2.82321873654718e-15,2.6858180437836763e-05,1.9432413038322186e-05,6.677808674925572e-08,2.6634334805892055e-13,6.397029346936927e-14,4.29035957005911e-13,3.254057441176495e-22,1.225988113392811e-16,3.665159437188101e-22,1.893547809609499e-20,1.497172446717812e-23,1.6104740961090607e-55,1.7120772116771352e-17,2.4658819451439795e-26,1.5376527285323437e-25
1.2926498504000146e-11,0.0005542981333333334,0.2,0.0,0.0015758428467122774,0.19999548084879024,0.19998053681737396,0.19999993320103543,0.1999731117440054,2.8563711665642645e-22,1.1518820744163503e-18,2.685779672437459e-24,6.697160236706168e-34,9.038332623144632e-06,4.9606814941484346e-12,2.8355146431294157e-15,2.6888240509724726e-05,1.9463171837681843e-05,6.680899095276671e-08,2.6763382632061483e-13,6.410053573257154e-14,4.300072483985296e-13,1.8270602387707692e-22,1.230896808485264e-16,3.684983658191714e-22,-5.559738981666323e-21,1.5495301736694918e-23,1.6333528316252798e-55,1.7248290347283912e-17,2.4994836551729308e-26,1.5523418541693403e-25
1.2947314068899663e-11,0.0005542981333333334,0.2,0.0,0.0015757682740963792,0.19999547396965148,0.19998050606019113,0.1999999331703179,0.19997308171762027,2.87364255830073e-22,1.1583808636859865e-18,2.710552956939208e-24,6.779199441549674e-34,9.052091030188457e-06,4.949995704698732e-12,2.8478428190094475e-15,2.691826682889057e-05,1.9493928942576844e-05,6.683978401957606e-08,2.689284101555545e-13,6.423075214690275e-14,4.3097871463951776e-13,6.8600196320518e-23,1.235504335808963e-16,3.704792145414106e-22,5.797419614951584e-22,1.5572203965465878e-23,1.6565121061808654e-55,1.7376475933455286e-17,2.5334305272007782e-26,1.5671377392841262e-25
1.296812963379918e-11,0.0005542981333333334,0.2,0.0,0.0015756937398246583,0.19999546709192448,0.19998047530470184,0.19999993313971126,0.19997305172495147,2.890982983933187e-22,1.1648040949702167e-18,2.735507615526413e-24,6.862077633184528e-34,9.06584661401282e-06,4.939335711094349e-12,2.8602033768598335e-15,2.694825943154627e-05,1.9524684353772637e-05,6.687046631406366e-08,2.7022710560411537e-13,6.436094252795744e-14,4.3195035407268866e-13,2.9898791127402627e-23,1.2401716746963436e-16,3.724629696221495e-22,1.1653860843420635e-21,1.573319780741174e-23,1.67995479371766e-55,1.7505330645259254e-17,2.567762177819569e-26,1.5820407794617144e-25
1.2988945198698698e-11,0.0005542981333333334,0.2,0.0,0.0015756192438609715,0.19999546021560982,0.19998044455090538,0.19999993310921518,0.19997302176596285,2.9083886034772196e-22,1.1712124271833782e-18,2.7606401073010942e-24,6.945801307598217e-34,9.079599373431686e-06,4.928701600407857e-12,2.8725963721399635e-15,2.6978218353886253e-05,1.9555438072033986e-05,6.690103819946599e-08,2.7152991869091233e-13,6.449110669266092e-14,4.3292216505050093e-13,3.2113663843773967e-23,1.2448592274620314e-16,3.744530704045786e-22,1.23535395816152e-22,1.591962572190919e-23,1.7036837895308413e-55,1.763485625023774e-17,2.602495267497663e-26,1.5970514195425846e-25
1.3009760763598216e-11,0.0005542981333333334,0.2,0.0,0.0015755447861692151,0.19999545334070817,0.1999804137988009,0.1999999330788293,0.1999729918406182,2.925858949251806e-22,1.1776437138424139e-18,2.7859507157015138e-24,7.0303772647605775e-34,9.093349307263587e-06,4.918093457535167e-12,2.885021833657825e-15,2.7008143632068424e-05,1.9586190098124926e-05,6.693150003785196e-08,2.7283685543105063e-13,6.46212444591448e-14,4.3389414593171017e-13,4.084925997069251e-23,1.2495415353905922e-16,3.7644924570268207e-22,-7.861432574851981e-24,1.6093995662070148e-23,1.727702011370308e-55,1.7765054464839708e-17,2.637635284016376e-26,1.612170149981523e-25
1.3030576328497733e-11,0.0005542981333333334,0.2,0.0,0.0015754703667133208,0.19999544646722003,0.19998038304838775,0.19999993304855324,0.19997296194888142,2.94339434462013e-22,1.1841097456246036e-18,2.8114406148304268e-24,7.115812364240115e-34,9.107096414328714e-06,4.90751136545417e-12,2.897479783929308e-15,2.7038035302217022e-05,1.9616940432808887e-05,6.696185219025646e-08,2.741479218353397e-13,6.475135564675855e-14,4.348662950809052e-13,4.250434233898174e-23,1.2542261975890552e-16,3.7845084479758826e-22,9.323375102730705e-24,1.626759855557143e-23,1.752012397473105e-55,1.789592698545184e-17,2.6731850526718704e-26,1.627397465813084e-25
1.3072207458296766e-11,0.0005542981333333334,0.2,0.0,0.0015753216423650745,0.19999543272448678,0.19998032155263215,0.1999999329883291,0.19997290226608724,2.978660897182344e-22,1.1971370582159725e-18,2.8629622068477848e-24,7.2892875640549435e-34,9.134582143442185e-06,4.886425653087076e-12,2.9224932458018023e-15,2.709771796268684e-05,1.9678436031005366e-05,6.702222887447588e-08,2.7678246766324696e-13,6.501149756813419e-14,4.368110916784223e-13,3.1064048739095915e-23,1.2636072547382675e-16,3.8247032558036453e-22,9.607267386148273e-24,1.661969836659617e-23,1.8015215527133736e-55,1.8159701729776824e-17,2.745527749825114e-26,1.6581798144848636e-25
1.3109675475115897e-11,0.0005542981333333334,0.2,0.0,0.001575187920857335,0.19999542036086707,0.19998026621222856,0.1999999329344994,0.19997284866614984,3.0106259755110066e-22,1.2089321135624143e-18,2.9099559837092432e-24,7.448422969700681e-34,9.159309620280025e-06,4.867538390868787e-12,2.9451167017533134e-15,2.715131777918619e-05,1.9733776292413187e-05,6.70761963604305e-08,2.791677425944887e-13,6.524553260785877e-14,4.3856196782623684e-13,3.078029362609326e-23,1.2720631168693802e-16,3.8610644306793235e-22,8.766177385608498e-24,1.6942031224243106e-23,1.847108991556933e-55,1.8399422119208598e-17,2.81206920088403e-26,1.6862602135726646e-25
1.3147143491935028e-11,0.0005542981333333334,0.2,0.0,0.0015750543226747537,0.1999954080018364,0.19998021087729284,0.19999993288102,0.199972795174542,3.0428051002911305e-22,1.2207912434773097e-18,2.9575469887107215e-24,7.610450197630437e-34,9.184027920075762e-06,4.848736721250372e-12,2.967845782249771e-15,2.7204809265614803e-05,1.9789111085500807e-05,6.712981402274929e-08,2.8156649097591474e-13,6.547947877315845e-14,4.403133640327092e-13,4.0238517661798224e-23,1.2805306254052018e-16,3.897603850767782e-22,4.4446574558613196e-23,1.726911743941394e-23,1.8936898770901566e-55,1.8641353588733583e-17,2.8799913361964476e-26,1.71470006474499e-25
1.3184611508754159e-11,0.0005542981333333334,0.2,0.0,0.0015749208476084386,0.19999539564739824,0.19998015554782056,0.19999993282788875,0.19997274179105443,3.07519841236181e-22,1.2327297489513834e-18,3.0057401767330228e-24,7.775410560655076e-34,9.208737035973083e-06,4.830021050240979e-12,2.9906806301185534e-15,2.725819263123114e-05,1.9844440414694187e-05,6.718308392421128e-08,2.839787477544991e-13,6.571333505093025e-14,4.420652709932364e-13,4.5425706551567035e-23,1.2890106277387388e-16,3.9343208361215045e-22,7.660263542418888e-24,1.7602593513516418e-23,1.9412822277283023e-55,1.888550597921228e-17,2.9493187320971514e-26,1.7435022391187852e-25
1.322207952557329e-11,0.0005542981333333334,0.2,0.0,0.0015747874954499135,0.19999538329755592,0.1999801002238073,0.1999999327751037,0.19997268851547828,3.1078058569448366e-22,1.2447521844355643e-18,3.0545403082497947e-24,7.94334577605785e-34,9.233436961123519e-06,4.811391762355525e-12,3.013621389076924e-15,2.7311468084890177e-05,1.989976428441183e-05,6.72360081155497e-08,2.8640454784559454e-13,6.594710043957304e-14,4.438176794686384e-13,4.4384279294382196e-23,1.2975019930748394e-16,3.9712135085520634e-22,-1.408510330206896e-23,1.794116166489496e-23,1.989904319381808e-55,1.9131889090878902e-17,3.0200767575548154e-26,1.7726696104005618e-25
1.329701555921155e-11,0.0005542981333333334,0.2,0.0,0.0015745211590243854,0.19999535861167272,0.19997998959214022,0.19999993267056387,0.19997258228722684,3.173664222895403e-22,1.2690352344769808e-18,3.1539820077774656e-24,8.288309708388653e-34,9.282809211832118e-06,4.774393769590466e-12,3.059821201674062e-15,2.7417696089753474e-05,2.001039566305684e-05,6.734082751137716e-08,2.912969174650638e-13,6.641435460090061e-14,4.473239643321127e-13,3.8726265714715715e-23,1.314517764240372e-16,4.0455261973080376e-22,5.884177641297732e-25,1.8633629456526292e-23,2.0903121314967176e-55,1.963138645457507e-17,3.1659829857533683e-26,1.8321114484946024e-25
1.3371951592849809e-11,0.0005542981333333334,0.2,0.0,0.0015742553117385936,0.19999533394421407,0.1999798789822564,0.19999993256738435,0.19997247648812483,3.2403818138165824e-22,1.2936281292679626e-18,3.2559129372200176e-24,8.6456840301165e-34,9.332144617578802e-06,4.737745402810002e-12,3.1064463407066325e-15,2.7523494943031364e-05,2.0121005256635556e-05,6.744428837855282e-08,2.962438785158092e-13,6.688123347363875e-14,4.5083214600382885e-13,4.173861285717841e-23,1.3315769203157688e-16,4.120538090165389e-22,3.984785526289381e-24,1.9348164421455357e-23,2.19506475215424e-55,2.0139923231872112e-17,3.3179107945695245e-26,1.8930486150563741e-25
1.3446887626488069e-11,0.0005542981333333334,0.2,0.0,0.0015739899519395227,0.19999530929520729,0.19997976839412065,0.19999993246554915,0.19997237111651583,3.3079609179964233e-22,1.3185382490366053e-18,3.360375087019566e-24,9.015817470754567e-34,9.38144312387198e-06,4.701448999069016e-12,3.1534979113281117e-15,2.76288663011651e-05,2.0231593100229495e-05,6.754640669750497e-08,3.01245709168059e-13,6.734772945386184e-14,4.543421528839849e-13,4.7025793111214086e-23,1.3486775928681388e-16,4.196245824808693e-22,3.7425651911682305e-24,2.0085222620783564e-23,2.3043178881670063e-55,2.065757633474556e-17,3.4760634824988724e-26,1.9555041836932557e-25
1.3521823660126329e-11,0.0005542981333333334,0.2,0.0,0.0015737250779806935,0.19999528466467947,0.19997965782769814,0.19999993236504252,0.19997226617074976,3.3764038425799886e-22,1.3437722233737289e-18,3.4674108651746884e-24,9.399065598126257e-34,9.430704676351225e-06,4.66550658326437e-12,3.200977008411467e-15,2.7733811814234543e-05,2.034215922880247e-05,6.76471982629876e-08,3.063026870815449e-13,6.7813835114229e-14,4.578539143767075e-13,4.8215818952834905e-23,1.3658180224035414e-16,4.272645339492257e-22,-1.2412571036306671e-24,2.0845420841858318e-23,2.4182316027461235e-55,2.118442205181721e-17,3.6406496307996364e-26,2.0195012685146186e-25
1.3596759693764589e-11,0.0005542981333333334,0.2,0.0,0.0015734606882221323,0.19999526005265783,0.19997954728295395,0.19999993226584878,0.19997216164918288,3.4457126384281317e-22,1.369328754107257e-18,3.5770627802046685e-24,9.795790824209844e-34,9.479929220787755e-06,4.629919878535397e-12,3.248884718776853e-15,2.783833312598186e-05,2.045270367720103e-05,6.774667868624473e-08,3.114150894054902e-13,6.827954320090884e-14,4.6136736087568e-13,4.801165056679444e-23,1.3829963160598072e-16,4.349732567888555e-22,1.4022925121051465e-24,2.1629151317023526e-23,2.5369704027992875e-55,2.172053604019989e-17,3.81188406201196e-26,2.0850630128852445e-25
1.3671695727402849e-11,0.0005542981333333334,0.2,0.0,0.0015731967810303474,0.19999523545916933,0.19997943675985333,0.19999993216795256,0.19997205755017777,3.515889151794975e-22,1.3952074575261599e-18,3.689373493422407e-24,1.020636246978303e-33,9.529116703085275e-06,4.594690316338884e-12,3.297222120835525e-15,2.7942431873835164e-05,2.056322648015494e-05,6.78448633971178e-08,3.1658319277810027e-13,6.87448466305679e-14,4.648824237505336e-13,4.897283610285561e-23,1.4002108275838856e-16,4.427503472749293e-22,-3.889228773465915e-27,2.2437145356512643e-23,2.6607033237617524e-55,2.226599330871693e-17,3.989987571094653e-26,2.1522125841287225e-25
1.382156779467937e-11,0.0005542981333333334,0.2,0.0,0.0015726704078453703,0.19999518632789978,0.19997921577844469,0.19999993197599178,0.19997185061333447,3.6588522945975974e-22,1.447939737600401e-18,3.922143370086906e-24,1.1070557187354446e-33,9.627380265545534e-06,4.5253069447209645e-12,3.395190267224727e-15,2.814936819614437e-05,2.0784207288066648e-05,6.803740650613246e-08,3.2708760666412926e-13,6.967421201958697e-14,4.719171289034114e-13,5.457833198472953e-23,1.4347413715246502e-16,4.585079561607312e-22,1.0212811728818318e-24,2.4127975964153705e-23,2.923850807697447e-55,2.3385234416261913e-17,4.367713218842683e-26,2.2913679664172705e-25
1.3971439861955891e-11,0.0005542981333333334,0.2,0.0,0.0015721459454863694,0.19999513727108595,0.1999789948831965,0.19999993178904021,0.1999716453472458,3.8053063585116066e-22,1.5019957192575135e-18,4.166067367275763e-24,1.1994744792808054e-33,9.72549493364254e-06,4.457362463693851e-12,3.49488988986512e-15,2.835463375522598e-05,2.1005101928057686e-05,6.822494747946056e-08,3.3781813160803733e-13,7.060187791129099e-14,4.789574997844344e-13,5.514822139505091e-23,1.4693959438429384e-16,4.745339455804836e-22,-4.979688088056134e-24,2.5922688055379166e-23,3.2091201598106063e-55,2.4542732072008093e-17,4.775706329949956e-26,2.437153039893955e-25
1.4121311929232413e-11,0.0005542981333333334,0.2,0.0,0.0015716233811158716,0.19999508828894175,0.19997877407383519,0.1999999316069809,0.19997144173903714,3.9552634529962745e-22,1.5573856691776705e-18,4.421497104198994e-24,1.2982134772600634e-33,9.823460279455716e-06,4.390858834352522e-12,3.5963292821597575e-15,2.8558241425669963e-05,2.122591067380942e-05,6.84076034359973e-08,3.4877696227820156e-13,7.152779347769801e-14,4.860030210843634e-13,5.450452305632573e-23,1.5041608050867218e-16,4.90824798612572e-22,8.151327124475235e-24,2.782580540513856e-23,3.518035494821476e-55,2.57390620390492e-17,5.215940140011597e-26,2.5897534922727885e-25
1.4271183996508934e-11,0.0005542981333333334,0.2,0.0,0.0015711027019974586,0.19999503938168012,0.19997855335008877,0.1999999314296994,0.19997123977593256,4.108734381015932e-22,1.614118543067172e-18,4.688788458323053e-24,1.4036052926535021e-33,9.921275877256902e-06,4.325794288827151e-12,3.699516593140541e-15,2.8760203983352828e-05,2.1446633797179186e-05,6.858548878765289e-08,3.599662851360734e-13,7.245191034273295e-14,4.930531918190727e-13,5.743722982062832e-23,1.5390232274576905e-16,5.073769175245185e-22,-6.087273171461409e-24,2.984308290850932e-23,3.8522017844159726e-55,2.6974788978989774e-17,5.690486815860074e-26,2.7493549170488987e-25
