Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),CH3X(33)
3.048418722582091e-07,0.002771490666666666,0.2,0.0,0.00798788880018812,0.19994379937737017,0.2,0.19999929092050311,0.1999438705458927,5.745266504725742e-13,6.526011812852215e-13,4.425567274697568e-12,2.0627786571507695e-21,0.00011113799227317659,6.229211874416324e-10,5.582405697645986e-13,5.6760599324469344e-05,6.310693714786073e-07,7.738019665976384e-08,4.897876170886396e-10,1.8020451399589942e-13,5.601829011836717e-13,4.2068032587981216e-20,7.152532614180933e-12,5.201963236391957e-17,8.527726515104112e-21,1.0429199798863002e-13,5.711150021049781e-11,5.570287993320424e-11,1.3677169233848097e-11
3.06688452217491e-07,0.002771490666666666,0.2,0.0,0.007987885102476595,0.1999437956127226,0.2,0.19999928714003426,0.1999438743567559,5.818865489714349e-13,6.583986027780475e-13,4.515615439557021e-12,2.1068995477287853e-21,0.00011113793980481756,6.192094633454774e-10,5.634646668079463e-13,5.6760574125887225e-05,6.348447331376438e-07,7.738016103225878e-08,4.929426937366969e-10,1.802044279706691e-13,5.601978171617699e-13,4.2372001322237117e-20,7.200767705059715e-12,5.2370440402799924e-17,8.585236618718968e-21,1.0565364392331435e-13,5.839218669317346e-11,5.6078377593214426e-11,1.3855920265727043e-11
3.0853503217677293e-07,0.002771490666666666,0.2,0.0,0.007987881405168222,0.19994379184850436,0.2,0.19999928336000203,0.1999438781671538,5.892863554668203e-13,6.642175386948962e-13,4.6067307767210984e-12,2.1515997293401613e-21,0.00011113788734221871,6.155421930091228e-10,5.686678056392562e-13,5.676054893015883e-05,6.386196518818576e-07,7.738012540878466e-08,4.960868862613753e-10,1.8020434195273268e-13,5.602127313841407e-13,4.2675756594590924e-20,7.248712242148453e-12,5.271913526330798e-17,8.642400315329298e-21,1.0701647866183971e-13,5.969136505294484e-11,5.64516094173994e-11,1.403481909623967e-11
3.1038161213605485e-07,0.002771490666666666,0.2,0.0,0.007987877708264883,0.19994378808471525,0.2,0.19999927958040709,0.19994388197708673,5.967256015434097e-13,6.700579217595125e-13,4.698911444755491e-12,2.196880105153861e-21,0.00011113783488534874,6.11918582599786e-10,5.738494357075314e-13,5.6760523737062676e-05,6.423941269515308e-07,7.738008978891855e-08,4.992201611710438e-10,1.8020425594152278e-13,5.60227643848192e-13,4.297929457905169e-20,7.296364440853447e-12,5.3065703965792773e-17,8.699215476269911e-21,1.0838032533135322e-13,6.100908792045448e-11,5.682256152263729e-11,1.4213842318042916e-11
3.122281920953368e-07,0.002771490666666666,0.2,0.0,0.007987874011768061,0.1999437843213553,0.2,0.1999992758012503,0.1999438857865547,6.042038179243634e-13,6.759196843166065e-13,4.7921554415246095e-12,2.2427415098748557e-21,0.0001111377824342298,6.08337857071126e-10,5.790090326845793e-13,5.676049854668441e-05,6.461681576035782e-07,7.738005417305416e-08,5.023424889816671e-10,1.8020416993739128e-13,5.602425545494138e-13,4.328261167069856e-20,7.343722670205942e-12,5.341013464847437e-17,8.755680156760157e-21,1.0974501073440901e-13,6.234540532978029e-11,5.719122123081741e-11,1.439296702837591e-11
3.138901140586905e-07,0.002771490666666666,0.2,0.0,0.007987870685269533,0.19994378093469814,0.2,0.1999992724003844,0.19994388921467807,6.109671438779604e-13,6.812134938839945e-13,4.876982403619322e-12,2.2845141895653296e-21,0.00011113773523320723,6.051512447950181e-10,5.836334191221766e-13,5.676047587783408e-05,6.49564404612212e-07,7.738002212227683e-08,5.051432030378588e-10,1.802040925400872e-13,5.602559726722182e-13,4.355540541139195e-20,7.386092507257923e-12,5.3718285343236124e-17,8.806197247705885e-21,1.1097380469692321e-13,6.356402861935295e-11,5.752104544169482e-11,1.4554247521084314e-11
3.155520360220442e-07,0.002771490666666666,0.2,0.0,0.007987867359102575,0.19994377754838846,0.2,0.19999926899987452,0.1999438926424248,6.177613121966346e-13,6.865245159588515e-13,4.962667235766717e-12,2.3267586390727064e-21,0.00011113768803689279,6.019982165958686e-10,5.882392087893689e-13,5.676045321119387e-05,6.52960290534496e-07,7.73799900744911e-08,5.0793501322696e-10,1.8020401514846094e-13,5.602693893644632e-13,4.382801522293848e-20,7.428222054053944e-12,5.402468842316216e-17,8.856427855977867e-21,1.1220302010167818e-13,6.479778482898163e-11,5.7848995901288396e-11,1.4715576102826183e-11
3.172139579853979e-07,0.002771490666666666,0.2,0.0,0.007987864033268378,0.19994377416242623,0.2,0.1999992655997212,0.19994389606979504,6.245859797416329e-13,6.918527005449007e-13,5.0492081607039076e-12,2.369475329814386e-21,0.00011113764084525354,5.988782443420429e-10,5.928260722211809e-13,5.676043054667441e-05,6.563558148613916e-07,7.737995802993693e-08,5.107179060575465e-10,1.8020393776246418e-13,5.602828046216112e-13,4.410043895171479e-20,7.470110430353133e-12,5.43293374857359e-17,8.906370931193546e-21,1.1343253865274962e-13,6.604670517939879e-11,5.817506577266748e-11,1.4876937140537873e-11
3.1887587994875164e-07,0.002771490666666666,0.2,0.0,0.00798786070776759,0.19994377077681139,0.2,0.19999926219992487,0.19994389949678848,6.314408032723973e-13,6.971979974663585e-13,5.136603305881653e-12,2.4126646915493464e-21,0.00011113759365838272,5.957908109266877e-10,5.973936960552434e-13,5.676040788459599e-05,6.597509770936382e-07,7.737992598893304e-08,5.134918704623063e-10,1.8020386038285236e-13,5.602962184432368e-13,4.43726746042267e-20,7.511756849516131e-12,5.463222681110813e-17,8.956025536696513e-21,1.1466224463925371e-13,6.731081927809483e-11,5.849924894865411e-11,1.5038315340081376e-11
3.2053780191210535e-07,0.002771490666666666,0.2,0.0,0.00798785738260144,0.19994376739154385,0.2,0.1999992588004861,0.1999439029234053,6.383254395508646e-13,7.025603563837276e-13,5.224850705876772e-12,2.4563271131695608e-21,0.00011113754647627855,5.927354099595917e-10,6.019417827559378e-13,5.676038522474673e-05,6.631457767414839e-07,7.737989395072241e-08,5.162568977511883e-10,1.8020378300892752e-13,5.60309630829965e-13,4.464472034642692e-20,7.553160617672531e-12,5.493335135256305e-17,9.005390844475184e-21,1.1589202502124056e-13,6.859015514206616e-11,5.88215400350282e-11,1.5199695747202847e-11
3.220335316791237e-07,0.002771490666666666,0.2,0.0,0.007987854390238887,0.1999437643451,0.2,0.1999992557412973,0.1999439060070386,6.445468184993952e-13,7.074010256910285e-13,5.305000346465886e-12,2.4960280479726783e-21,0.00011113750401643593,5.900125267338627e-10,6.060181231360734e-13,5.676036483277893e-05,6.662007860175932e-07,7.73798651191823e-08,5.187377757687686e-10,1.802037133774403e-13,5.603217007464493e-13,4.488939770749078e-20,7.590216040091895e-12,5.520285089592512e-17,9.04957167243912e-21,1.169987994385772e-13,6.975459392273197e-11,5.910998038265231e-11,1.5344927915984816e-11
3.23529261446142e-07,0.002771490666666666,0.2,0.0,0.007987851398148837,0.1999437612989374,0.2,0.1999992526823988,0.1999439090903668,6.507918178345776e-13,7.12255437425122e-13,5.385837089820739e-12,2.5361126714981958e-21,0.00011113746156045723,5.873148334692544e-10,6.100782147884702e-13,5.676034444269848e-05,6.692555008670565e-07,7.737983629048359e-08,5.212114064704794e-10,1.8020364375098398e-13,5.603337694949599e-13,4.513391868530951e-20,7.627074043370205e-12,5.5470914623530795e-17,9.09351712945114e-21,1.1810546557256314e-13,7.093140199335713e-11,5.939688137986109e-11,1.5490139614283337e-11
3.250249912131603e-07,0.002771490666666666,0.2,0.0,0.007987848406331988,0.19994375825305605,0.2,0.19999924962379093,0.19994391217338991,6.570601877316866e-13,7.171235546083801e-13,5.467359319665077e-12,2.57658118548214e-21,0.0001111374191083767,5.846419822645147e-10,6.141218725338228e-13,5.676032405448074e-05,6.723099209517424e-07,7.73798074641259e-08,5.236777882626512e-10,1.8020357412932468e-13,5.603458370772363e-13,4.537828223494288e-20,7.663734304707717e-12,5.573754018809291e-17,9.137226830749208e-21,1.1921194634090794e-13,7.212059656742041e-11,5.968224052092266e-11,1.5635320648261724e-11
3.2652072098017864e-07,0.002771490666666666,0.2,0.0,0.00798784541478909,0.19994375520745583,0.2,0.19999924656547416,0.19994391525610816,6.633516786138062e-13,7.220053401937151e-13,5.549565364842336e-12,2.617433766865001e-21,0.00011113737666017671,5.819936315229752e-10,6.181489208295053e-13,5.6760303668068005e-05,6.753640459391268e-07,7.737977864029624e-08,5.261369209850468e-10,1.802035045124271e-13,5.603579034899148e-13,4.5622487373024046e-20,7.700196555973739e-12,5.600272563908742e-17,9.180700456012754e-21,1.2031816621797524e-13,7.332219387542382e-11,5.996605573253965e-11,1.5780461047750313e-11
3.2801645074719697e-07,0.002771490666666666,0.2,0.0,0.007987842423520748,0.19994375216213686,0.2,0.19999924350744872,0.19994391833852138,6.696660412034479e-13,7.269007570726693e-13,5.632453500646965e-12,2.6586705682396644e-21,0.00011113733421585364,5.793694459518777e-10,6.221591935954506e-13,5.676028328353928e-05,6.784178755023135e-07,7.737974981952343e-08,5.285888058820187e-10,1.8020343490067062e-13,5.603699687291313e-13,4.586653319666905e-20,7.736460583098e-12,5.626646941950208e-17,9.223937749915337e-21,1.2142405131566655e-13,7.453620917882324e-11,6.024832536561363e-11,1.5925551065851064e-11
3.295121805142153e-07,0.002771490666666666,0.2,0.0,0.007987839432527535,0.19994374911709897,0.2,0.19999924044971487,0.19994392142062956,6.760030265811148e-13,7.318097680846373e-13,5.7160219503684355e-12,2.7002917183806264e-21,0.00011113729177545248,5.76769096244067e-10,6.261525340401612e-13,5.676026290093473e-05,6.814714093197394e-07,7.737972100132474e-08,5.310334455725125e-10,1.8020336529397425e-13,5.603820327975635e-13,4.6110418922485225e-20,7.772526226091127e-12,5.65287703664919e-17,9.266938522197728e-21,1.2252952958954245e-13,7.576265678638973e-11,6.052904818310225e-11,1.607058117827391e-11
3.310079102812336e-07,0.002771490666666666,0.2,0.0,0.007987836441810189,0.19994374607234225,0.2,0.19999923739227296,0.1999439245024328,6.823623862331679e-13,7.367323360244794e-13,5.8002688865888566e-12,2.7422973226889886e-21,0.00011113724933897926,5.741922591948989e-10,6.301287944791346e-13,5.676024252015409e-05,6.845246470753096e-07,7.737969218533984e-08,5.334708440238115e-10,1.8020329569200014e-13,5.603940956950477e-13,4.6354143838684704e-20,7.808393376726957e-12,5.678962769282983e-17,9.309702643318965e-21,1.2363453062330834e-13,7.700155006829883e-11,6.080822335263752e-11,1.621554208286958e-11
3.3250364004825194e-07,0.002771490666666666,0.2,0.0,0.007987833451369362,0.19994374302786655,0.2,0.19999923433512334,0.19994392758393115,6.887438721034404e-13,7.41668423650754e-13,5.885192432602708e-12,2.7846874636765212e-21,0.00011113720690640504,5.716386172251898e-10,6.340878361537503e-13,5.6760222141212684e-05,6.875775884579453e-07,7.737966337233446e-08,5.359010065176652e-10,1.8020322609507013e-13,5.604061574151283e-13,4.659770727970269e-20,7.844061976614251e-12,5.70490409731378e-17,9.352230042987307e-21,1.2473898548893125e-13,7.825290147167197e-11,6.108585044017995e-11,1.6360424699056463e-11
3.3399936981527026e-07,0.002771490666666666,0.2,0.0,0.00798783046120552,0.19994373998367188,0.2,0.1999992312782663,0.19994393066512445,6.951472366409492e-13,7.466179936934053e-13,5.970790663754902e-12,2.827462201430129e-21,0.00011113716447775888,5.691078587196586e-10,6.380295290434461e-13,5.676020176422872e-05,6.906302331619401e-07,7.73796345623427e-08,5.383239396231351e-10,1.8020315650347667e-13,5.604182179581807e-13,4.684110869271868e-20,7.879532017959215e-12,5.730701015136871e-17,9.39452071255584e-21,1.258428270584466e-13,7.951672253551188e-11,6.13619293990242e-11,1.650522016660431e-11
3.354950995822886e-07,0.002771490666666666,0.2,0.0,0.007987827471319304,0.19994373693975825,0.2,0.19999922822170213,0.19994393374601285,7.015722328490787e-13,7.515810088617059e-13,6.057061608841454e-12,2.8706215741038474e-21,0.00011113712205308025,5.665996772322495e-10,6.419537516815952e-13,5.676018138913582e-05,6.936825808861865e-07,7.73796057544627e-08,5.407396511705007e-10,1.802030869167669e-13,5.604302773285105e-13,4.708434762794374e-20,7.914803542337903e-12,5.756353553057327e-17,9.436574701720138e-21,1.269459899864323e-13,8.079302390645559e-11,6.16364605590964e-11,1.664991984462273e-11
3.369908293493069e-07,0.002771490666666666,0.2,0.0,0.007987824481711425,0.19994373389612555,0.2,0.19999922516543106,0.19994393682659642,7.080186143323283e-13,7.565574318518596e-13,6.1440032514692585e-12,2.9141655983894303e-21,0.0001111370796323404,5.64113772322413e-10,6.458603909634977e-13,5.6760161015843276e-05,6.967346313350332e-07,7.73795769491439e-08,5.431481502190499e-10,1.8020301733489128e-13,5.604423355201608e-13,4.732742366050474e-20,7.949876637462724e-12,5.781861774769943e-17,9.478392113859315e-21,1.2804841033430743e-13,8.208181535430181e-11,6.190944462192774e-11,1.6794515310806846e-11
3.384865591163252e-07,0.002771490666666666,0.2,0.0,0.007987821492382344,0.1999437308527739,0.2,0.19999922210945337,0.19994393990687503,7.144861353426704e-13,7.615472253545992e-13,6.231613531428974e-12,2.9580942699952252e-21,0.00011113703721553087,5.616498480342882e-10,6.497493419748352e-13,5.676014064448449e-05,6.997863842167854e-07,7.737954814722494e-08,5.455494470249388e-10,1.8020294775846205e-13,5.604543925280205e-13,4.7570336439578265e-20,7.984751437251004e-12,5.80722577765432e-17,9.519973108812172e-21,1.2915002576830937e-13,8.338310578788543e-11,6.218088265183876e-11,1.6938998360031995e-11
3.3998228888334355e-07,0.002771490666666666,0.2,0.0,0.007987818503332541,0.19994372780970318,0.2,0.19999921905376947,0.1999439429868487,7.209745508163923e-13,7.665503520612594e-13,6.319890345803715e-12,3.0024075640442738e-21,0.0001111369948027124,5.592076145293282e-10,6.53620507820469e-13,5.676012027508372e-05,7.028378392453527e-07,7.737951934752026e-08,5.479435530227519e-10,1.80202878187172e-13,5.60466448360295e-13,4.781308575852674e-20,8.019428122919237e-12,5.83244569366305e-17,9.56131790368709e-21,1.3025077590764952e-13,8.469690326808208e-11,6.245077606410923e-11,1.7083361002830517e-11
3.4147801865036187e-07,0.002771490666666666,0.2,0.0,0.007987815514562723,0.19994372476691336,0.2,0.19999921599837947,0.19994394606651755,7.274836164361141e-13,7.715667746740762e-13,6.4088315508747245e-12,3.0471054357489913e-21,0.00011113695239386184,5.567867867631241e-10,6.57473799369936e-13,5.6760099907527e-05,7.058889961389538e-07,7.737949055049003e-08,5.503304807841195e-10,1.802028086208684e-13,5.604785030101331e-13,4.805567141044128e-20,8.053906917733045e-12,5.857521685055653e-17,9.602426763202747e-21,1.313506016780818e-13,8.602321503032345e-11,6.271912661638743e-11,1.7227595463988743e-11
3.429737484173802e-07,0.002771490666666666,0.2,0.0,0.007987812526073407,0.19994372172440444,0.2,0.19999921294328374,0.1999439491458815,7.340130886673167e-13,7.765964559123409e-13,6.4984349632934934e-12,3.0921878208259793e-21,0.0001111369099889725,5.543870841333301e-10,6.613091351186974e-13,5.6760079541850766e-05,7.089398546197833e-07,7.737946175651e-08,5.527102439875749e-10,1.8020273905979772e-13,5.60490556474454e-13,4.8298093272957336e-20,8.088188088098347e-12,5.882453945568193e-17,9.643300004856717e-21,1.3244944564531945e-13,8.736204749882096e-11,6.298593640113695e-11,1.7371694180785253e-11
3.444694781843985e-07,0.002771490666666666,0.2,0.0,0.007987809537864977,0.1999437186821763,0.2,0.19999920988848252,0.19994395222494052,7.405627247849915e-13,7.816393585169305e-13,6.58869836094243e-12,3.1376546358090815e-21,0.00011113686758808867,5.520082316042831e-10,6.65126441055749e-13,5.676005917816473e-05,7.119904144151465e-07,7.737943296488502e-08,5.550828574051789e-10,1.8020266950406467e-13,5.605026087597315e-13,4.854035133938598e-20,8.122271943473462e-12,5.907242700423038e-17,9.6839379990127e-21,1.3354725216044013e-13,8.87134062970792e-11,6.32512078368593e-11,1.7515649801579754e-11
3.4596520795141684e-07,0.002771490666666666,0.2,0.0,0.00798780654993805,0.19994371564022909,0.2,0.19999920683397598,0.19994395530369471,7.471322829210579e-13,7.866954452583141e-13,6.67961948447719e-12,3.1835057786020413e-21,0.00011113682519120955,5.496499581052193e-10,6.689256504230479e-13,5.6760038816375805e-05,7.150406752558818e-07,7.73794041756991e-08,5.574483368656842e-10,1.802025999534127e-13,5.605146598620584e-13,4.878244562487131e-20,8.15615883333075e-12,5.93188820372149e-17,9.724341161261558e-21,1.3464396698297176e-13,9.007729626679753e-11,6.351494366113176e-11,1.7659455184192006e-11
3.4746093771843516e-07,0.002771490666666666,0.2,0.0,0.007987803562293247,0.19994371259856267,0.2,0.19999920377976446,0.19994395838214415,7.537215221022939e-13,7.91764678943039e-13,6.771196038585361e-12,3.229741128927533e-21,0.00011113678279830335,5.473119987358361e-10,6.727067035319518e-13,5.676001845641548e-05,7.180906368785861e-07,7.737937538980932e-08,5.598066992251744e-10,1.802025304079238e-13,5.605267097724019e-13,4.9024376183185246e-20,8.189849146325937e-12,5.956390737980375e-17,9.764509953493334e-21,1.3573953730891277e-13,9.145372148346599e-11,6.377714692297737e-11,1.7803103394081685e-11
3.489566674854535e-07,0.002771490666666666,0.2,0.0,0.007987800574930887,0.19994370955717705,0.2,0.19999920072584823,0.19994396146028864,7.603302022917261e-13,7.968470224208641e-13,6.863425693387891e-12,3.2763605488432284e-21,0.00011113674040940404,5.449940906445282e-10,6.764695475930938e-13,5.67599980984369e-05,7.211402990215099e-07,7.737934660668565e-08,5.621579623398601e-10,1.8020246086794098e-13,5.60538758497472e-13,4.926614320422525e-20,8.223343311002188e-12,5.980750615046147e-17,9.804444888449535e-21,1.3683391215756297e-13,9.284268527395726e-11,6.403782096973824e-11,1.7946587701864505e-11
3.504523972524718e-07,0.002771490666666666,0.2,0.0,0.007987797587851468,0.1999437065160722,0.2,0.19999919767222746,0.1999439645381283,7.669580845514727e-13,8.019424385971364e-13,6.956306081132127e-12,3.3233638808566144e-21,0.00011113669802454183,5.426959784650957e-10,6.802141372633257e-13,5.675997774240801e-05,7.241896614299589e-07,7.7379317825743e-08,5.645021451761662e-10,1.802023913331517e-13,5.605508060396384e-13,4.950774693494239e-20,8.256641798068605e-12,6.00496817731753e-17,9.844146527337122e-21,1.3792704225304708e-13,9.424419013347476e-11,6.429696947789053e-11,1.80899016083764e-11
3.5194812701949013e-07,0.002771490666666666,0.2,0.0,0.007987794601055549,0.19994370347524806,0.2,0.19999919461890242,0.19994396761566324,7.736049308287233e-13,8.070508904282016e-13,7.049834807156812e-12,3.3707509532598887e-21,0.00011113665564369377,5.404174101735734e-10,6.839404336636332e-13,5.675995738828131e-05,7.272387238522829e-07,7.737928904772398e-08,5.668392674967141e-10,1.8020232180365368e-13,5.605628523911321e-13,4.974918762187541e-20,8.289745108158928e-12,6.02904378877588e-17,9.883615465831956e-21,1.3901887937615705e-13,9.565823794808181e-11,6.455459636742292e-11,1.8233038786014e-11
3.5344385678650845e-07,0.002771490666666666,0.2,0.0,0.007987791614543577,0.19994370043470475,0.2,0.19999919156587326,0.1999439706928933,7.802705040442518e-13,8.121723409278613e-13,7.144009447702139e-12,3.418521579045213e-21,0.00011113661326686545,5.381581355342213e-10,6.876484022533321e-13,5.6759937036079436e-05,7.302874860382993e-07,7.737926027261353e-08,5.691693499248613e-10,1.80202252279547e-13,5.605748975517857e-13,4.99904656058585e-20,8.32265377569656e-12,6.052977838121757e-17,9.922852341246105e-21,1.4010937689920052e-13,9.708482994590691e-11,6.481070581514532e-11,1.837599309475739e-11
3.549395865535268e-07,0.002771490666666666,0.2,0.0,0.007987788628315987,0.19994369739444204,0.2,0.19999918851314036,0.19994397376981857,7.869545681568344e-13,8.17306753174059e-13,7.238827549739918e-12,3.4666755556519845e-21,0.00011113657089407588,5.359179105004071e-10,6.913380147290831e-13,5.6759916685819296e-05,7.333359477436951e-07,7.737923150009856e-08,5.714924139591135e-10,1.8020218276078852e-13,5.605869415233418e-13,5.023158129350513e-20,8.355368368884599e-12,6.076770738661789e-17,9.961857831320791e-21,1.4119848969556323e-13,9.85239666823443e-11,6.506530225880166e-11,1.851875858877642e-11
3.564353163205451e-07,0.002771490666666666,0.2,0.0,0.00798778564237324,0.19994369435446008,0.2,0.19999918546070378,0.19994397684643905,7.936568883195922e-13,8.224540903223809e-13,7.334286628846767e-12,3.515212663515291e-21,0.00011113652852532615,5.336964965957823e-10,6.950092511329251e-13,5.675989633749309e-05,7.363841087293905e-07,7.737920273035703e-08,5.738084820436932e-10,1.8020211324740917e-13,5.605989843031965e-13,5.047253513060076e-20,8.387889492695151e-12,6.100422930358151e-17,1.0000632656973347e-20,1.4228617410467807e-13,9.997564797647535e-11,6.531839042624055e-11,1.8661329534689546e-11
3.579310460875634e-07,0.002771490666666666,0.2,0.0,0.007987782656715778,0.19994369131475875,0.2,0.19999918240856385,0.19994397992275478,8.003772307020039e-13,8.276143155981994e-13,7.430384175888731e-12,3.5641326695256284e-21,0.00011113648616062215,5.314936580237017e-10,6.986620964247029e-13,5.6759875991106126e-05,7.394319687587229e-07,7.737917396337365e-08,5.761175773780755e-10,1.8020204373944196e-13,5.606110258907286e-13,5.071332762499944e-20,8.420217781537702e-12,6.123934874620405e-17,1.0039177574546565e-20,1.433723878614764e-13,1.0143987305669525e-10,6.556997527322707e-11,1.8803700372486712e-11
3.5942677585458174e-07,0.002771490666666666,0.2,0.0,0.007987779671344028,0.19994368827533812,0.2,0.19999917935672076,0.19994398299876567,8.071153628026545e-13,8.327873923222243e-13,7.527117651615504e-12,3.61343532384959e-21,0.00011113644379997146,5.293091618393668e-10,7.022965412767337e-13,5.6759855646664866e-05,7.424795275975629e-07,7.737914519910096e-08,5.784197240977017e-10,1.8020197423690471e-13,5.606230662855287e-13,5.095395934705086e-20,8.452353905556531e-12,6.14730705885252e-17,1.0077493383019043e-20,1.4445709033944438e-13,1.0291664041837621e-10,6.582006203370375e-11,1.89458657600134e-11
3.614372095375997e-07,0.002771490666666666,0.2,0.0,0.007987775659110196,0.19994368419044756,0.2,0.19999917525515887,0.19994398713279982,8.16199810679008e-13,8.397607870281248e-13,7.658135947586805e-12,3.6803061414255214e-21,0.00011113638686875447,5.264014425470551e-10,7.071526609647584e-13,5.675982830444704e-05,7.465753240206285e-07,7.737910654098959e-08,5.815031725124908e-10,1.802018808260451e-13,5.6063924808595e-13,5.1277144003217774e-20,8.495247070639091e-12,6.178502697196123e-17,1.0128634793622086e-20,1.4591260624117475e-13,1.0492134150133307e-10,6.615385711719487e-11,1.913661978110427e-11
3.634476432206177e-07,0.002771490666666666,0.2,0.0,0.007987771647394313,0.19994368010606395,0.2,0.1999991711541341,0.19994399126628337,8.253154222787436e-13,8.467572450795695e-13,7.790292213393929e-12,3.747867111736207e-21,0.00011113632994488401,5.235259071675612e-10,7.119755367118055e-13,5.675980096575478e-05,7.506705753377688e-07,7.737906788782576e-08,5.845741749961594e-10,1.8020178742509093e-13,5.606554277275366e-13,5.160004097191635e-20,8.537796111444631e-12,6.209448056548865e-17,1.0179365920605836e-20,1.473652297176337e-13,1.0694869128185747e-10,6.648496950282221e-11,1.932698133603272e-11
3.6545807690363566e-07,0.002771490666666666,0.2,0.0,0.007987767636197362,0.19994367602218724,0.2,0.19999916705364693,0.1999439953992163,8.344616434035823e-13,8.537766782182035e-13,7.923580084085286e-12,3.81611751339247e-21,0.00011113627302837243,5.20682023971748e-10,7.167651908967728e-13,5.675977363058951e-05,7.547652810123587e-07,7.737902923970722e-08,5.876327965345403e-10,1.8020169403407878e-13,5.606716052072223e-13,5.1922652054043877e-20,8.580002898886506e-12,6.240144497600561e-17,1.0229688994227804e-20,1.4881487378702022e-13,1.0899868101219052e-10,6.681341379855713e-11,1.951693900911321e-11
3.6746851058665363e-07,0.002771490666666666,0.2,0.0,0.007987763625520278,0.19994367193881737,0.2,0.1999991629536978,0.19994399953159878,8.436379240063831e-13,8.608189985330428e-13,8.057993128180165e-12,3.885056584841113e-21,0.0001111362161192346,5.178692748524495e-10,7.215216623329409e-13,5.6759746298965094e-05,7.588594405207568e-07,7.737899059652647e-08,5.906791043201837e-10,1.8020160065307787e-13,5.606877805243256e-13,5.22449792116363e-20,8.621869389340461e-12,6.270593443238352e-17,1.0279606347005016e-20,1.5026145584095898e-13,1.1107130013417914e-10,6.713920527629968e-11,1.9706481955294446e-11
3.694789442696716e-07,0.002771490666666666,0.2,0.0,0.007987759615364005,0.19994366785595438,0.2,0.19999915885428726,0.19994400366343074,8.528437183441073e-13,8.678841184838698e-13,8.19352485095674e-12,3.9546835254389215e-21,0.00011113615921748227,5.150871490925939e-10,7.262450044046837e-13,5.675971897088172e-05,7.62953053346121e-07,7.737895195840066e-08,5.937131676891727e-10,1.8020150728211596e-13,5.607039536755943e-13,5.2567024542161284e-20,8.663397621395011e-12,6.300796376096262e-17,1.0329120409086799e-20,1.51704897490463e-13,1.1316653631456091e-10,6.746235984998208e-11,1.989559989774053e-11
3.714893779526896e-07,0.002771490666666666,0.2,0.0,0.007987755605729441,0.19994366377359815,0.2,0.19999915475541571,0.19994400779471214,8.620784850812525e-13,8.749719509196497e-13,8.330168698148829e-12,4.0249974968240994e-21,0.00011113610232312847,5.123351479852044e-10,7.309352850172455e-13,5.6759691646348806e-05,7.670461189830789e-07,7.737891332528406e-08,5.967350580397796e-10,1.8020141392125812e-13,5.607201246597666e-13,5.288879029376178e-20,8.704589712889745e-12,6.330754836480145e-17,1.0378233705405772e-20,1.5314512463250206e-13,1.1528437549439143e-10,6.778289404928333e-11,2.0084283120219894e-11
3.7349981163570755e-07,0.002771490666666666,0.2,0.0,0.007987751596617462,0.19994365969174868,0.2,0.19999915065708354,0.19994401192544317,8.713416873771875e-13,8.820824090969954e-13,8.467918060666941e-12,4.095997624759809e-21,0.00011113604543618555,5.09612787893016e-10,7.355925864381704e-13,5.675966432537236e-05,7.711386369408507e-07,7.737887469719372e-08,5.997448487225324e-10,1.8020132057054595e-13,5.607362934748203e-13,5.3210278846875896e-20,8.745447856450525e-12,6.360470419073418e-17,1.0426948849947259e-20,1.5458206727180638e-13,1.1742480195866593e-10,6.810082498669909e-11,2.0272522453820866e-11
3.755102453187255e-07,0.002771490666666666,0.2,0.0,0.00798774758802892,0.19994365561040586,0.2,0.19999914655929124,0.1999440160556237,8.806327929598482e-13,8.892154066964708e-13,8.606766278928924e-12,4.167683000843981e-21,0.00011113598855666521,5.069195924386496e-10,7.40217004486977e-13,5.6759637007958016e-05,7.752306067354964e-07,7.737883607414193e-08,6.027426149387675e-10,1.8020122723002936e-13,5.607524601188741e-13,5.3531492712587644e-20,8.785974315582634e-12,6.389944770110864e-17,1.047526854122385e-20,1.560156594512993e-13,1.1958779840152095e-10,6.84161703265827e-11,2.0460309263937453e-11
3.775206790017435e-07,0.002771490666666666,0.2,0.0,0.007987743579964656,0.19994365152956975,0.2,0.1999991424620392,0.19994402018525387,8.899512742245626e-13,8.963708578441431e-13,8.746706648470137e-12,4.240052684723146e-21,0.0001111359316845792,5.042550940625778e-10,7.448086474432172e-13,5.6759609694111925e-05,7.793220278915493e-07,7.737879745613502e-08,6.057284336079887e-10,1.8020113389975516e-13,5.6076862459012e-13,5.385243452431164e-20,8.826171419610637e-12,6.419179583697648e-17,1.0523195556234505e-20,1.574458391268526e-13,1.2177334601043614e-10,6.872894824560579e-11,2.0647635433740632e-11
