Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),CH3X(33)
4.9740675662797507e-11,0.002771490666666666,0.2,0.0,0.008055599606419397,0.19997585586089575,0.2,0.19999992180091272,0.19994746914585465,7.913082854205403e-21,4.7874537261486534e-18,1.0976727493716166e-22,3.0912661194039685e-37,4.828826224422645e-05,1.0229504939166624e-10,1.5346755067173941e-15,5.253086194989286e-05,1.1009941492947783e-10,7.808863820509332e-08,5.626041656072395e-18,7.834627015384203e-14,2.7025403397172753e-13,-2.7576548540347827e-21,8.168077335933183e-16,2.559273737469923e-21,-2.627581466705723e-21,1.1641643301490163e-21,8.660393878365254e-26,4.562026827911787e-16,4.123550280124452e-22
4.985401132967189e-11,0.002771490666666666,0.2,0.0,0.008055478355089435,0.19997580843625004,0.2,0.1999999218013706,0.19994744274353835,7.975481826034401e-21,4.815662802112377e-18,1.1115449383274042e-22,3.1564963416933683e-37,4.8383111435004196e-05,1.0252585521333387e-10,1.5396906137552722e-15,5.255726431617886e-05,1.1038023862406465e-10,7.808789888132456e-08,5.6645029303872154e-18,7.850060898564138e-14,2.7074025058658057e-13,3.2685533680082592e-22,8.20760008727031e-16,2.575999338971345e-21,5.527626199912022e-20,1.1783672507854874e-21,8.844711838026734e-26,4.605195336795432e-16,4.1972382570145776e-22
4.9956013429858836e-11,0.002771490666666666,0.2,0.0,0.008055369435345709,0.19997576579194865,0.2,0.19999992180178913,0.1999474191121409,8.031904159691297e-21,4.8427315122266465e-18,1.1241468256183e-22,3.216240758072713e-37,4.8468399946906584e-05,1.0273357451897224e-10,1.5442058812277175e-15,5.2580895758853405e-05,1.1063313485922035e-10,7.808722685371142e-08,5.69926898548002e-18,7.863938378850401e-14,2.7117728883082007e-13,1.4016255604671365e-21,8.245481514117648e-16,2.592505167174988e-21,-1.190873612971373e-19,1.1946146750882284e-21,9.013491257406792e-26,4.644281720830826e-16,4.264494504564152e-22
5.005801553004578e-11,0.002771490666666666,0.2,0.0,0.008055260710594394,0.19997572318356344,0.2,0.1999999218022137,0.1999473956038971,8.088577413634362e-21,4.874440534156696e-18,1.136860519231561e-22,3.276982714236476e-37,4.855361662596833e-05,1.0294128821356258e-10,1.5487226248960277e-15,5.260440404796234e-05,1.1088617796730248e-10,7.808654867220732e-08,5.734180971202288e-18,7.877803529303214e-14,2.716138001112776e-13,-2.267710934851815e-21,8.27760328204156e-16,2.6088573578690904e-21,2.869310980727118e-19,1.20243596124735e-21,9.185050723853139e-26,4.683591040674036e-16,4.332648496929523e-22
5.016001763023272e-11,0.002771490666666666,0.2,0.0,0.008055152180264796,0.19997568061112353,0.2,0.19999992180264412,0.19994737221817857,8.145501147299446e-21,4.901415182137859e-18,1.1496867707739734e-22,3.3387364850990366e-37,4.8638761414299826e-05,1.0314899630719275e-10,1.5532408924149184e-15,5.262778981196229e-05,1.1113936805940082e-10,7.808586446295712e-08,5.769230641722233e-18,7.891656349380305e-14,2.720497848548266e-13,-1.2474158228995617e-21,8.313350992295359e-16,2.6235431371259916e-21,3.3469194091813683e-19,1.2156593974992606e-21,9.359428335837227e-26,4.723123812334861e-16,4.401709842610478e-22
5.0262019730419666e-11,0.002771490666666666,0.2,0.0,0.008055043843789102,0.1999756380746576,0.2,0.19999992180308032,0.1999473489543601,8.202670605661083e-21,4.925552214422418e-18,1.1626255415589543e-22,3.4015173705996808e-37,4.872383425431521e-05,1.03356698809809e-10,1.557761069327449e-15,5.265105367611091e-05,1.113927052458051e-10,7.808517435003945e-08,5.80441961908859e-18,7.905496838007368e-14,2.7248524348627657e-13,2.9038907717911148e-21,8.357836042597197e-16,2.6400838192039394e-21,-4.872521522620015e-19,1.2418095219653785e-21,9.536662626296392e-26,4.762880545826508e-16,4.471687853623965e-22
5.036402183060661e-11,0.002771490666666666,0.2,0.0,0.008054935700602317,0.19997559557419423,0.2,0.1999999218035222,0.19994732581181945,8.2600876787135e-21,4.957011584060005e-18,1.175678019021331e-22,3.4653414685496347e-37,4.8808835088821225e-05,1.0356439573144469e-10,1.5622830184982917e-15,5.267419626249755e-05,1.1164618963600621e-10,7.808447845549901e-08,5.8397562063724364e-18,7.919324994887892e-14,2.7292017642744884e-13,-8.958234283351021e-23,8.38949244392141e-16,2.658133771803557e-21,-2.2215557804747873e-20,1.2491161827705356e-21,9.716792569216813e-26,4.80286180710062e-16,4.542592726388075e-22
5.046602393079355e-11,0.002771490666666666,0.2,0.0,0.008054827750142282,0.19997555310976195,0.2,0.19999992180396955,0.19994730278993783,8.317756670623864e-21,4.988674379756987e-18,1.1888456473559724e-22,3.5302225123428373e-37,4.8893763860987945e-05,1.0377208708220026e-10,1.5668064118431173e-15,5.2697218190057575e-05,1.1189982133869718e-10,7.808377689937917e-08,5.875233726890926e-18,7.933140819803803e-14,2.7335458409731855e-13,-3.3730478049592547e-21,8.417376328083434e-16,2.6723002791687344e-21,8.243829791402873e-19,1.2509294096655643e-21,9.899857532930144e-26,4.843068081915278e-16,4.614433383463492e-22
5.0568026030980496e-11,0.002771490666666666,0.2,0.0,0.008054719991849644,0.19997551068138894,0.2,0.19999992180442228,0.19994727988809943,8.375672170612112e-21,5.012163496240401e-18,1.2021275081451363e-22,3.59617272745286e-37,4.897862051415353e-05,1.0397977287194442e-10,1.5713316858087009e-15,5.27201200745776e-05,1.1215360046177361e-10,7.808306979975388e-08,5.9108475458647005e-18,7.946944310983821e-14,2.7378846691250633e-13,1.818467236749813e-21,8.469037022451736e-16,2.687061250640902e-21,-7.027949500225632e-19,1.287830503866925e-21,1.0085897298885481e-25,4.883499819609677e-16,4.687218511571153e-22
5.067002813116744e-11,0.002771490666666666,0.2,0.0,0.008054612425167838,0.1999754682891034,0.2,0.1999999218048803,0.19994725710569153,8.433834749395569e-21,5.0402850500697555e-18,1.2155242843723558e-22,3.6632085085419144e-37,4.9063404992102104e-05,1.041874531105331e-10,1.5758588065905212e-15,5.274290252871251e-05,1.1240752711233511e-10,7.808235727275911e-08,5.946609794764061e-18,7.960735467919763e-14,2.7422182528736914e-13,2.6474072179022802e-21,8.49911923541088e-16,2.7054831259118808e-21,-6.817364701398056e-20,1.292997280914355e-21,1.0274952046735276e-25,4.924157631949101e-16,4.760959248252213e-22
5.075095237289059e-11,0.002771490666666666,0.2,0.0,0.008054527222160289,0.19997543468251044,0.2,0.19999992180524734,0.19994723911563034,8.480158634124311e-21,5.067411826555359e-18,1.2262363464782192e-22,3.717177098552036e-37,4.9130618103884914e-05,1.0435221406809575e-10,1.5794514165344993e-15,5.276089262675318e-05,1.1260908701990536e-10,7.808178819811345e-08,5.975087281849503e-18,7.971668026062039e-14,2.745652610661461e-13,-1.5982067654856112e-21,8.521095793296378e-16,2.718457687331964e-21,6.272775700482614e-19,1.2943610594244315e-21,1.042711194411574e-25,4.956574985037178e-16,4.8201477345383425e-22
5.083187661461374e-11,0.002771490666666666,0.2,0.0,0.008054442139132102,0.19997540109866307,0.2,0.19999992180561763,0.19994722120005406,8.526642482290276e-21,5.089932446402165e-18,1.2370226383003878e-22,3.7718481728944836e-37,4.9197785724448216e-05,1.0451697154296785e-10,1.5830448523217544e-15,5.277880823989776e-05,1.1281073990356044e-10,7.808121583551764e-08,6.003649279289984e-18,7.982592819680309e-14,2.7490836721702395e-13,-1.3358680829846568e-21,8.560261150954231e-16,2.7306326679834648e-21,-3.9348850016753635e-19,1.3210938485154134e-21,1.0581215542237832e-25,4.989135145481468e-16,4.879948061882396e-22
5.091280085633689e-11,0.002771490666666666,0.2,0.0,0.00805435717580906,0.199975367537575,0.2,0.19999992180599102,0.19994720335866106,8.573282840026139e-21,5.107802787951185e-18,1.2478827003142218e-22,3.827229378263291e-37,4.9264907826131355e-05,1.0468172553996642e-10,1.5866393905467603e-15,5.2796649669913306e-05,1.1301248581571387e-10,7.808064024043632e-08,6.032297893298073e-18,7.993509848057746e-14,2.7525114394366873e-13,3.717861998100342e-21,8.592180998231129e-16,2.7459677192879088e-21,-6.872426157496894e-19,1.3371910046908494e-21,1.073728347569225e-25,5.021838416626239e-16,4.940365830603135e-22
5.099372509806004e-11,0.002771490666666666,0.2,0.0,0.008054272331918041,0.19997533399926007,0.2,0.1999999218063675,0.19994718559115068,8.620078769650175e-21,5.132393967778401e-18,1.258817257059391e-22,3.883328134745585e-37,4.933198438142556e-05,1.0484647606395753e-10,1.590235109176468e-15,5.28144172173536e-05,1.1321432480846532e-10,7.808006146760933e-08,6.061044420704066e-18,8.004419112007555e-14,2.755935914485599e-13,2.251953339959098e-21,8.610114522926535e-16,2.7583981095502913e-21,4.2003759753313632e-19,1.332719673903694e-21,1.0895336550153776e-25,5.054685052991385e-16,5.001405774045419e-22
5.107464933978319e-11,0.002771490666666666,0.2,0.0,0.008054187607186989,0.19997530048373183,0.2,0.199999921806747,0.19994716789722367,8.667028936807837e-21,5.162968632195457e-18,1.2698259323035852e-22,3.940147698287913e-37,4.939901536296881e-05,1.0501122311987615e-10,1.5938321188076489e-15,5.28321111815651e-05,1.1341625693360082e-10,7.807947957106092e-08,6.089885748710477e-18,8.015320610948967e-14,2.759357099335533e-13,-4.893718634400729e-21,8.6504585486132425e-16,2.7644558247196417e-21,-7.1147964389587315e-19,1.3613029767295164e-21,1.105539577552706e-25,5.087675226246837e-16,5.0630718163149615e-22
5.115557358150634e-11,0.002771490666666666,0.2,0.0,0.008054103001344933,0.19997526699100399,0.2,0.19999992180712947,0.19994715027658186,8.714137728219118e-21,5.184290135457953e-18,1.2809076816601094e-22,3.997695209145032e-37,4.9466000743597916e-05,1.0517596671262533e-10,1.5974300810600385e-15,5.28497318606833e-05,1.1361828224259319e-10,7.807889460410888e-08,6.11880718906418e-18,8.026214341371477e-14,2.762774996000287e-13,-2.7524530599724992e-21,8.678158529994566e-16,2.7819482822409282e-21,-5.760711472060897e-19,1.3713007803067808e-21,1.1217482330113176e-25,5.120809277138757e-16,5.12537058940426e-22
5.122840539905718e-11,0.002771490666666666,0.2,0.0,0.008054026957514076,0.1999752368670544,0.2,0.1999999218074762,0.1999471344804176,8.756674352911176e-21,5.200659565431006e-18,1.290946860118253e-22,4.050124708490512e-37,4.952624857502478e-05,1.0532423298917073e-10,1.6006688226568213e-15,5.286552805857837e-05,1.1380018473517384e-10,7.807836555216165e-08,6.144911929882893e-18,8.036012058758581e-14,2.765848293256028e-13,1.8159653726079426e-21,8.698550846055755e-16,2.7965898298475976e-21,1.8947620524083178e-21,1.3736548866799205e-21,1.1365111198412536e-25,5.150753125100106e-16,5.181984259660969e-22
5.130123721660802e-11,0.002771490666666666,0.2,0.0,0.008053951009568643,0.19997520676159394,0.2,0.1999999218078253,0.19994711874315813,8.799340819655713e-21,5.222018389677356e-18,1.3010485594034508e-22,4.103163671292141e-37,4.958645942813047e-05,1.0547249646808068e-10,1.6039082365360364e-15,5.2881265351719016e-05,1.1398216278520075e-10,7.807783409370158e-08,6.171095984257212e-18,8.045803484968451e-14,2.7689189301567503e-13,1.3300545156030214e-21,8.724818682652272e-16,2.8073026429338942e-21,-5.603767856010762e-21,1.3847029303567508e-21,1.1514415109082529e-25,5.180813851803078e-16,5.239117399066954e-22
5.137406903415886e-11,0.002771490666666666,0.2,0.0,0.008053875157313308,0.1999751766746323,0.2,0.1999999218081767,0.1999471030645887,8.84213516235715e-21,5.2444990456693825e-18,1.311211720980036e-22,4.156814820354082e-37,4.964663328334518e-05,1.0562075715283621e-10,1.6071484812388908e-15,5.2896943954962356e-05,1.1416421642954767e-10,7.80773002661643e-08,6.197355088996459e-18,8.055588619042586e-14,2.7719869081498686e-13,-1.992599694227518e-22,8.75001565306734e-16,2.818938339843983e-21,9.594440883465186e-20,1.3942079768900459e-21,1.166540984812648e-25,5.210991655103261e-16,5.296774029199942e-22
5.14469008517097e-11,0.002771490666666666,0.2,0.0,0.008053799400553431,0.19997514660617927,0.2,0.1999999218085303,0.19994708744449516,8.88505744470271e-21,5.265775900257153e-18,1.321436601117093e-22,4.2110837848739065e-37,4.970677012116511e-05,1.0576901504701072e-10,1.6103895558272349e-15,5.2912564082370194e-05,1.1434634570488374e-10,7.807676410654369e-08,6.223686798515908e-18,8.065367460537684e-14,2.7750522286777543e-13,-4.4127337741086135e-22,8.778506172260662e-16,2.830646170557472e-21,-1.2993168018706856e-19,1.4086008028957983e-21,1.1818111326799864e-25,5.241286707714217e-16,5.354957857425288e-22
5.151973266926054e-11,0.002771490666666666,0.2,0.0,0.008053723739095069,0.1999751165562446,0.2,0.19999992180888615,0.19994707188266428,8.92810798014328e-21,5.286424243872346e-18,1.3317233827709426e-22,4.2659764539105926e-37,4.976686992222822e-05,1.0591727015409676e-10,1.6136314395107653e-15,5.292812594724773e-05,1.145285506476734e-10,7.807622565139723e-08,6.2500917231161944e-18,8.07514000914224e-14,2.7781148931774283e-13,1.3713001031377388e-23,8.802320236008042e-16,2.8431363520779384e-21,1.1378851118851432e-19,1.4161395206033434e-21,1.1972535570494128e-25,5.271699207436634e-16,5.413672939712553e-22
5.159256448681138e-11,0.002771490666666666,0.2,0.0,0.008053648172744966,0.1999750865248378,0.2,0.1999999218092442,0.1999470563788834,8.971287611471308e-21,5.307408346146163e-18,1.3420727235761437e-22,4.321499859659149e-37,4.9826932667221856e-05,1.0606552247765244e-10,1.6168740696854e-15,5.294362976211222e-05,1.1471083129417672e-10,7.807568493685094e-08,6.2765709188415514e-18,8.08490626444769e-14,2.7811749030807557e-13,1.5018509154752442e-22,8.831210318605247e-16,2.8548667942552257e-21,-1.4812268251339144e-19,1.43119423741182e-21,1.2128698716567202e-25,5.302229309907991e-16,5.472922704009044e-22
5.166539630436222e-11,0.002771490666666666,0.2,0.0,0.008053572701310545,0.19997505651196865,0.2,0.19999992180960435,0.1999470409329409,9.01459559948855e-21,5.32871282425351e-18,1.352484617309286e-22,4.377659843830499e-37,4.9886958336962605e-05,1.0621377202112408e-10,1.620117508126264e-15,5.2959075738728046e-05,1.1489318768044959e-10,7.8075141998604e-08,6.30312450381085e-18,8.094666225936249e-14,2.784232259814507e-13,3.962913226673763e-23,8.854073537277007e-16,2.86699270422482e-21,1.9458605886799125e-19,1.437405780149138e-21,1.2286617018600188e-25,5.33287721753282e-16,5.5327112914593695e-22
5.1738228121913057e-11,0.002771490666666666,0.2,0.0,0.008053497324599907,0.19997502651764656,0.2,0.19999992180996665,0.1999470255446258,9.058032961592546e-21,5.350012166763569e-18,1.3629595628362282e-22,4.434463022422262e-37,4.994694691228664e-05,1.0636201878808524e-10,1.6233616785156948e-15,5.29744640880631e-05,1.1507561984234387e-10,7.807459687193372e-08,6.329752325608305e-18,8.104419893119654e-14,2.787286964800079e-13,-5.42234881362216e-23,8.88468781836138e-16,2.8787823346886713e-21,-2.35859977705827e-19,1.4550753922080933e-21,1.2446306849064644e-25,5.363643076401357e-16,5.593042054681327e-22
5.1811059939463896e-11,0.002771490666666666,0.2,0.0,0.008053422042421845,0.19997499654188117,0.2,0.19999992181033102,0.19994701021372777,9.1015983368334e-21,5.3712714747769315e-18,1.3734974999527458e-22,4.491915191617757e-37,5.0006898374194794e-05,1.0651026278194703e-10,1.6266066915348668e-15,5.298979502035084e-05,1.1525812781550751e-10,7.807404959170026e-08,6.356454430359128e-18,8.1141672655074e-14,2.7903390194536916e-13,1.5202932201420026e-24,8.905706201283572e-16,2.890990034075744e-21,2.951687588614949e-19,1.458643499501028e-21,1.260778470040315e-25,5.39452710255459e-16,5.65391940495553e-22
5.1883891757014736e-11,0.002771490666666666,0.2,0.0,0.00805334685458582,0.19997496658468183,0.2,0.19999992181069745,0.1999469949400374,9.14529389710741e-21,5.392566251689565e-18,1.3840990449204248e-22,4.5500230124934935e-37,5.006681270368513e-05,1.0665850400630533e-10,1.6298523800471141e-15,5.3005068745024835e-05,1.1544071163538502e-10,7.807350019235157e-08,6.3832309746730894e-18,8.123908342620241e-14,2.793388425186482e-13,-8.459084965951998e-24,8.938781353641563e-16,2.9029088552366976e-21,-3.7751769211388127e-19,1.4800150087023586e-21,1.2771067183773084e-25,5.425529423027414e-16,5.715346470296251e-22
5.1956723574565576e-11,0.002771490666666666,0.2,0.0,0.008053271760901969,0.1999749366460581,0.2,0.19999992181106585,0.19994697972334605,9.189116891030561e-21,5.4139602491897424e-18,1.394764035720765e-22,4.608792552904588e-37,5.012668988196101e-05,1.0680674246450295e-10,1.6330989639707198e-15,5.302028547080686e-05,1.1562337133721724e-10,7.807294870792802e-08,6.410082062515127e-18,8.133643123945449e-14,2.79643518340491e-13,4.3457745588062434e-23,8.956534245975354e-16,2.9151132702776684e-21,4.838500672269212e-19,1.4788478911445648e-21,1.2936171030445312e-25,5.456650275070124e-16,5.777328021409069e-22
5.2029555392116415e-11,0.002771490666666666,0.2,0.0,0.008053196761181087,0.19997490672601925,0.2,0.19999992181143625,0.19994696456344574,9.233068613831501e-21,5.43548762296337e-18,1.4054929373058434e-22,4.668230443152957e-37,5.01865298902177e-05,1.0695497816009372e-10,1.636346344829757e-15,5.3035445405625105e-05,1.1580610695604201e-10,7.807239517206727e-08,6.4370078578317816e-18,8.143371608977175e-14,2.7994792955111744e-13,4.2012806554943545e-23,8.98736512167354e-16,2.927179067593484e-21,3.9270625774068364e-20,1.4969871910429271e-21,1.3103113090308077e-25,5.487889767084726e-16,5.839866912877575e-22
5.209510402791217e-11,0.002771490666666666,0.2,0.0,0.00805312934161481,0.19997487981388218,0.2,0.19999992181177126,0.19994695096792056,9.272736496192351e-21,5.4548874166320156e-18,1.4152039452657186e-22,4.722301407831708e-37,5.024035410181109e-05,1.0708838792697654e-10,1.639269572151488e-15,5.304904096192639e-05,1.1597063395080803e-10,7.80718952632938e-08,6.461304973261548e-18,8.152121861732499e-14,2.80221673513507e-13,3.827899377950288e-24,9.01153780009645e-16,2.9380537565903895e-21,-1.6795880437418328e-21,1.5080798447647198e-21,1.325494663896408e-25,5.516106923853701e-16,5.896632129212127e-22
5.216065266370792e-11,0.002771490666666666,0.2,0.0,0.008053061997868856,0.19997485291681322,0.2,0.19999992181210782,0.19994693741807779,9.312511382123936e-21,5.474188564882197e-18,1.424967415118369e-22,4.776923829243812e-37,5.029414817693905e-05,1.072217954615342e-10,1.6421932358048296e-15,5.306259083586627e-05,1.1613522249181072e-10,7.807139374374311e-08,6.485662591432493e-18,8.160867013664436e-14,2.80495203355275e-13,-4.47878581243702e-23,9.035729261171644e-16,2.948996925722523e-21,-4.2862126471706474e-20,1.5192351849664052e-21,1.3408295339272575e-25,5.544420473026372e-16,5.953855246701612e-22
5.222620129950367e-11,0.002771490666666666,0.2,0.0,0.008052994729806676,0.19997482603481911,0.2,0.1999999218124459,0.1999469239137674,9.352390327467908e-21,5.493495999933421e-18,1.4347831973819047e-22,4.83210244251896e-37,5.0347912102146684e-05,1.0735520076620317e-10,1.645117569977599e-15,5.3076095177492574e-05,1.162998726041711e-10,7.807089063711794e-08,6.510080850167693e-18,8.169607064388868e-14,2.807685191776002e-13,-6.155686386211032e-24,9.058903756806571e-16,2.959953339677962e-21,1.9117021246965015e-20,1.5289234195989381e-21,1.3563171729738383e-25,5.572830545089436e-16,6.0115392429207225e-22
5.229174993529942e-11,0.002771490666666666,0.2,0.0,0.008052927537292172,0.19997479916790672,0.2,0.1999999218127855,0.19994691045483987,9.392373443742687e-21,5.512912367599883e-18,1.4446514794507623e-22,4.887842025613639e-37,5.04016458639855e-05,1.0748860384349684e-10,1.6480425683932116e-15,5.308955413633961e-05,1.164645843128773e-10,7.807038596686792e-08,6.534559928941806e-18,8.178342013507734e-14,2.810416210814534e-13,1.3911870301344383e-23,9.082978375972709e-16,2.970920763234253e-21,-7.456566095389556e-21,1.5399693631617506e-21,1.3719588429938649e-25,5.60133726075445e-16,6.069686905753422e-22
5.2357298571095174e-11,0.002771490666666666,0.2,0.0,0.008052860420189663,0.19997477231608263,0.2,0.19999992181312656,0.19994689704114613,9.432460958029602e-21,5.532432891986652e-18,1.454572475600516e-22,4.944147473527201e-37,5.045534944905943e-05,1.0762200469592684e-10,1.650968215555657e-15,5.31029678614505e-05,1.166293576427848e-10,7.806987975619228e-08,6.559099877877245e-18,8.187071860615173e-14,2.8131450916748194e-13,9.260361345101171e-24,9.10665638948541e-16,2.9819143871909025e-21,7.09379663987252e-21,1.5504630014731175e-21,1.3877558139340703e-25,5.629940746677166e-16,6.128301105250063e-22
5.2422847206890926e-11,0.002771490666666666,0.2,0.0,0.008052793378363902,0.1999747454793535,0.2,0.19999992181346907,0.19994688367253766,9.472653750123963e-21,5.551985840892162e-18,1.4645464756790006e-22,5.001023716768434e-37,5.0509022844020025e-05,1.0775540332601738e-10,1.653894444726502e-15,5.31163365013773e-05,1.1679419261861646e-10,7.806937202804223e-08,6.5837007167750475e-18,8.195796605299474e-14,2.8158718353594064e-13,-3.1265332675740454e-24,9.130631381231843e-16,2.9929277099571978e-21,-6.550145444270417e-21,1.5614275653156013e-21,1.4037093636912504e-25,5.658641125429899e-16,6.187384687527417e-22
5.248839584268668e-11,0.002771490666666666,0.2,0.0,0.00805272641168008,0.199974718657726,0.2,0.19999992181381304,0.19994687034886632,9.512951709256972e-21,5.5715579048117385e-18,1.4745736536639758e-22,5.058475688764228e-37,5.056266603559052e-05,1.0788879973626413e-10,1.6568212671171642e-15,5.3129660204193485e-05,1.169590892649627e-10,7.806886280512373e-08,6.608362507290611e-18,8.204516247145698e-14,2.818596442867693e-13,1.9521707857295045e-24,9.154375534588466e-16,3.003959438987286e-21,4.375923771619008e-21,1.57208544957355e-21,1.4198207782426024e-25,5.687438522950769e-16,6.246940589178983e-22
5.255394447848243e-11,0.002771490666666666,0.2,0.0,0.0080526595200038,0.1999746918512068,0.2,0.19999992181415846,0.19994685706998458,9.553354961621476e-21,5.591165334735748e-18,1.4846542097635455e-22,5.11650835663471e-37,5.0616279010549214e-05,1.0802219392916252e-10,1.6597486753296017e-15,5.314293911748796e-05,1.1712404760628138e-10,7.806835210989988e-08,6.633085338103337e-18,8.213230785733629e-14,2.8213189151964997e-13,4.180587558642754e-24,9.178319430742176e-16,3.0150113468592517e-21,-3.1897614382013205e-21,1.5830713805660878e-21,1.436091351754458e-25,5.716333062907742e-16,6.306971738333874e-22
5.261949311427818e-11,0.002771490666666666,0.2,0.0,0.008052592703201099,0.1999746650598024,0.2,0.19999992181450518,0.19994684383574537,9.593863366474514e-21,5.610820999786036e-18,1.4947883154092747e-22,5.175126724891113e-37,5.0669861755734675e-05,1.081555859071975e-10,1.662676682907071e-15,5.3156173388368974e-05,1.1728906766689821e-10,7.806783996459346e-08,6.6578692844750664e-18,8.221940220638408e-14,2.824039253340126e-13,4.547559762208099e-24,9.202143577012992e-16,3.026083499453578e-21,2.683182550149314e-21,1.593914634496846e-21,1.4525223866541944e-25,5.745324870063618e-16,6.367481092260925e-22
5.2750590385869684e-11,0.002771490666666666,0.2,0.0,0.00805245929368269,0.19997461152236426,0.2,0.1999999218152028,0.19994681750060828,9.675196437939397e-21,5.6502421097161125e-18,1.515218015687929e-22,5.294140757578791e-37,5.077693650440726e-05,1.0842236322862432e-10,1.6685344427555145e-15,5.318250858891734e-05,1.1761929304266895e-10,7.806681141144256e-08,6.707620798176361e-18,8.239343777672736e-14,2.8294735310346625e-13,-1.9907778680908724e-24,9.249980557998259e-16,3.0482868015734763e-21,-4.397877721224355e-23,1.6159821605904728e-21,1.4858710917468913e-25,5.803600778664138e-16,6.489946231165206e-22
5.288168765746119e-11,0.002771490666666666,0.2,0.0,0.00805232618206158,0.19997455804546363,0.2,0.1999999218159057,0.19994679134228777,9.756951035560624e-21,5.689829141180244e-18,1.5358642720433329e-22,5.415558535532734e-37,5.088389017750253e-05,1.0868913172047453e-10,1.6743945572110992e-15,5.320866697309361e-05,1.1794976558424e-10,7.806577731874092e-08,6.757617614903388e-18,8.256726914761268e-14,2.8348992838514754e-13,1.5097819265211696e-24,9.297837457573915e-16,3.0705684605382755e-21,1.0163233931378278e-21,1.63821736233592e-21,1.519877478740826e-25,5.862267231429104e-16,6.614359747343667e-22
5.301278492905269e-11,0.002771490666666666,0.2,0.0,0.008052193367281205,0.19997450462915226,0.2,0.1999999218166137,0.19994676535962422,9.839127741582762e-21,5.729588419410424e-18,1.5567286601036794e-22,5.5394213754189695e-37,5.099072267166075e-05,1.089558914023432e-10,1.6802569995483992e-15,5.3234649700583195e-05,1.1828048548146786e-10,7.806473785586531e-08,6.807860315938653e-18,8.274089628317865e-14,2.840316519643881e-13,3.795517416926888e-24,9.3457805319076e-16,3.0929290990500816e-21,-8.108804976590514e-22,1.6607201158897059e-21,1.5545522662581976e-25,5.921325203898277e-16,6.740745550199651e-22
5.3143882200644195e-11,0.002771490666666666,0.2,0.0,0.008052060848291666,0.1999744512734812,0.2,0.19999992181732668,0.19994673955146558,9.92172714456535e-21,5.769515771147653e-18,1.57781276174107e-22,5.665771164820765e-37,5.1097433884529124e-05,1.0922264229392118e-10,1.6861217423434685e-15,5.326045792347646e-05,1.1861145292210427e-10,7.806369318857869e-08,6.858349471111011e-18,8.291431914698802e-14,2.845725246222104e-13,3.40210559612914e-24,9.393750778685156e-16,3.1153683814360176e-21,3.2501381721357704e-22,1.6834057060942772e-21,1.5899063074171333e-25,5.980775665981755e-16,6.869127762455344e-22
5.32749794722357e-11,0.002771490666666666,0.2,0.0,0.00805192862404966,0.1999743979785013,0.2,0.19999992181804446,0.1999467139166672,1.0004749804590215e-20,5.8096046297958596e-18,1.5991181610183938e-22,5.794650368421223e-37,5.1204023714679295e-05,1.0948938441485154e-10,1.691988760210306e-15,5.3286092786345946e-05,1.1894266809180034e-10,7.806264347910614e-08,6.909085648249289e-18,8.308753770198736e-14,2.851125471357669e-13,2.8883435683791334e-24,9.441793808163612e-16,3.1378859786264583e-21,-1.8783906974505614e-22,1.7063434936886654e-21,1.6259505910636996e-25,6.04061958149182e-16,6.999530714226918e-22
5.34060767438272e-11,0.002771490666666666,0.2,0.0,0.00805179669351846,0.1999743447442627,0.2,0.19999992181876683,0.19994668845409194,1.0088196199136694e-20,5.849855228043945e-18,1.6206464383763986e-22,5.926102036020017e-37,5.1310492061594014e-05,1.0975611778470828e-10,1.6978580340250735e-15,5.331155542629888e-05,1.1927413117411046e-10,7.806158888620665e-08,6.960069418876477e-18,8.326055191048172e-14,2.856517202783952e-13,3.2537875085875378e-24,9.489883729274279e-16,3.1604817938149273e-21,1.843937754780243e-22,1.7294973877816838e-21,1.662696242976544e-25,6.100857908249359e-16,7.13197893792204e-22
5.3537174015418705e-11,0.002771490666666666,0.2,0.0,0.008051665055667834,0.1999742915708153,0.2,0.1999999218194937,0.19994666316261023,1.0172066809773393e-20,5.890269429420439e-18,1.6423991802711384e-22,6.060169808519972e-37,5.1416838825645144e-05,1.1002284242296311e-10,1.7037295440892542e-15,5.3336846973031165e-05,1.1960584235049628e-10,7.80605295652433e-08,7.011301354433271e-18,8.343336173414369e-14,2.861900448194989e-13,3.2642056029840223e-24,9.53803578875641e-16,3.183155620360356e-21,-1.3715658664342803e-22,1.752891921901993e-21,1.7001545269898738e-25,6.161491597587247e-16,7.266497156137336e-22
