Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99)
3.35256734871615e-12,0.0004434385066666667,0.2,0.0,0.0012899132919522525,0.19999891362973757,0.1999954183062317,0.19999997478993553,0.19999165341162642,1.0868216003075208e-27,-9.641475463098689e-23,1.2068514086848557e-29,3.9315625933074646e-43,2.172740528144785e-06,4.419265401342817e-13,2.102998932510165e-19,8.34658836503159e-06,4.581694201713214e-06,2.5209617084434573e-08,3.9705683221082e-17,5.097593987675536e-15,8.764222532374835e-15,-4.005357304922061e-25,3.4847858422109964e-20,3.2733299616235284e-26,-7.991715186158107e-21,1.4481307443940526e-25,2.2560362862503876e-71,2.504174654406535e-22,1.66670435200249e-31
3.3734868660520042e-12,0.0004434385066666667,0.2,0.0,0.001289820975758874,0.1999989069333948,0.1999953898842044,0.19999997468829245,0.19999160301179097,1.1043124912032471e-27,-9.364918723359211e-23,1.2160620343341645e-29,4.15172754735479e-43,2.1861332138427586e-06,4.439767325969066e-13,2.1405181235969115e-19,8.39698820032341e-06,4.610116230877797e-06,2.5311258104032375e-08,4.0490686297184654e-17,5.150212876313993e-15,8.858317663438155e-15,6.512025813371269e-25,1.478239141921888e-20,3.384882522517548e-26,1.2678759620356398e-20,-2.1879944546982836e-25,2.3977861175064454e-71,2.5939565955503756e-22,1.7231001381334066e-31
3.3944063833878584e-12,0.0004434385066666667,0.2,0.0,0.0012897286846069735,0.1999989002380784,0.1999953614642186,0.19999997458716773,0.1999915526323844,1.1288616173213148e-27,-9.137798258474706e-23,1.239552923531259e-29,4.383719629761335e-43,2.199523846739567e-06,4.460153058424019e-13,2.1784695349349456e-19,8.447367606757116e-06,4.6385362186173824e-06,2.541238075826223e-08,4.128624839075347e-17,5.2029827527419956e-15,8.952705367564966e-15,-1.095321174685338e-24,4.883497002699965e-20,3.456656095648223e-26,-2.075635460886252e-20,3.6935628035530306e-25,2.547467025355009e-71,2.6851372253363093e-22,1.7213273858216218e-31
3.4153259007237126e-12,0.0004434385066666667,0.2,0.0,0.0012896364184858025,0.1999988935437885,0.19999533304627362,0.19999997448655887,0.19999150227339896,1.1426530437262285e-27,-8.813589902683158e-23,1.2401637691161856e-29,4.625418106946329e-43,2.2129124266860933e-06,4.4804222900069054e-13,2.2168713063485186e-19,8.497726592068442e-06,4.666954165484726e-06,2.5512987612621457e-08,4.209244787560833e-17,5.255902168120561e-15,9.04738299071177e-15,1.889894136682216e-24,-6.306029115281829e-21,3.5993101207584426e-26,3.500643394666353e-20,-6.115663567298688e-25,2.7054526591059144e-71,2.7808761803008397e-22,1.8164584074389865e-31
3.4362454180595667e-12,0.0004434385066666667,0.2,0.0,0.001289544177384629,0.19999888685052516,0.1999953046303689,0.19999997438646325,0.19999145193482679,1.1764621544310472e-27,-8.649875061456593e-23,1.2820842978630837e-29,4.8817716315243866e-43,2.226298953549538e-06,4.5005747180052083e-13,2.2556987498956955e-19,8.54806516408665e-06,4.6953700720323455e-06,2.5613081219930022e-08,4.290935500916569e-17,5.308969684003127e-15,9.142347898773903e-15,-3.3448576138026205e-24,9.006964229115283e-20,3.62790466446563e-26,-6.072883652063265e-20,1.0725153375082001e-24,2.872176888246805e-71,2.8760175355274196e-22,1.7468466590061607e-31
3.4549354254886675e-12,0.0004434385066666667,0.2,0.0,0.0012894617880868221,0.1999988808714686,0.1999952792446313,0.1999999742974674,0.19999140697837725,1.2079232904497894e-27,-8.782982772252698e-23,1.321807405131509e-29,5.121576590153336e-43,2.23825706676008e-06,4.518480352734787e-13,2.2907639875084986e-19,8.593021613500744e-06,4.7207558112844825e-06,2.570207525103054e-08,4.364832324019667e-17,5.356505598809087e-15,9.227432723762714e-15,-5.615302926666431e-24,3.9119117337140574e-20,3.774909925012351e-26,-9.196731422710461e-21,1.6620827176518724e-25,3.0289056517709237e-71,2.9663188905716758e-22,1.8134497989530001e-31
3.471756432174858e-12,0.0004434385066666667,0.2,0.0,0.0012893876547805012,0.1999988754910184,0.19999525639885923,0.19999997421771826,0.1999913665314942,1.2303887135338522e-27,-8.959906403974323e-23,1.3450726716588923e-29,5.345536868349695e-43,2.2490179672999827e-06,4.5345153348354495e-13,2.3226334979199564e-19,8.633468496411706e-06,4.7436015848625536e-06,2.578182282859644e-08,4.432079987742959e-17,5.399387184654098e-15,9.304201813843002e-15,-3.940672217552413e-24,3.0013346089049435e-20,3.864877487674369e-26,4.356887850195978e-22,-3.1744290490142947e-27,3.1765078917588687e-71,3.048713724828475e-22,1.8468275527795398e-31
3.4885774388610488e-12,0.0004434385066666667,0.2,0.0,0.0012893135376321387,0.19999887011123205,0.1999952335544053,0.1999999741382965,0.19999132609779582,1.2503795506764053e-27,-9.029717578450238e-23,1.3628854752861327e-29,5.5775465380173745e-43,2.2597775401694996e-06,4.550474288355418e-13,2.3547960558524926e-19,8.6739021946642e-06,4.766446040239245e-06,2.586124297927656e-08,4.5000333046909044e-17,5.442362048589761e-15,9.381152115506949e-15,-1.9028691617874105e-24,3.1983025597513064e-20,3.9449719191204747e-26,-1.0025298062294892e-21,2.214258081825542e-26,3.3305462501235386e-71,3.1327132214942403e-22,1.873520634824225e-31
3.5053984455472394e-12,0.0004434385066666667,0.2,0.0,0.001289239436636186,0.19999886473210954,0.1999952107112693,0.1999999740592009,0.1999912856772781,1.2695531526023773e-27,-8.952991293431859e-23,1.3786979033645433e-29,5.818100691215011e-43,2.270535785294961e-06,4.566357066849703e-13,2.3872514639686245e-19,8.714322712294675e-06,4.789289177701353e-06,2.594033700658787e-08,4.568696219088194e-17,5.485429462091824e-15,9.458282295880879e-15,-7.305971481945761e-25,3.236558955638212e-20,4.0301968453848053e-26,-8.478582271809154e-22,1.9429353197197445e-26,3.4912503113010655e-71,3.2186184253075107e-22,1.9033193074718893e-31
3.52221945223343e-12,0.0004434385066666667,0.2,0.0,0.001289165351787098,0.19999885935365094,0.19999518786945095,0.1999999739804301,0.19999124526993692,1.2890553291716901e-27,-8.786645556837951e-23,1.3949030248154026e-29,6.067658812486558e-43,2.2812927026025353e-06,4.582163526150064e-13,2.4199999748337328e-19,8.75473005333746e-06,4.812130997535586e-06,2.6019106209205326e-08,4.638072650499515e-17,5.5285887007236746e-15,9.535591029617718e-15,-4.304710242615845e-25,3.328152944825757e-20,4.1187194241252267e-26,-1.2201797049266733e-21,2.5985853072183644e-26,3.658866035000958e-71,3.3064129245842986e-22,1.93280881163227e-31
3.5390404589196207e-12,0.0004434385066666667,0.2,0.0,0.0012890912830793386,0.1999988539758563,0.19999516502894987,0.19999997390198287,0.19999120487576832,1.3082260212247586e-27,-8.574620717378313e-23,1.4101277661123008e-29,6.326418259627608e-43,2.2920482920179042e-06,4.597893524557712e-13,2.4530434315958235e-19,8.795124221822657e-06,4.834971500028549e-06,2.609755188056139e-08,4.7081665325422356e-17,5.571839044253512e-15,9.613076999457e-15,-2.2766728206125073e-25,3.223343169449001e-20,4.210771837394267e-26,3.776316411517378e-22,-2.1184518480498793e-27,3.833648904976487e-71,3.396181683502323e-22,1.965085312166516e-31
3.5558614656058114e-12,0.0004434385066666667,0.2,0.0,0.0012890172305073764,0.1999988485987256,0.19999514218976588,0.19999997382385787,0.1999911644947682,1.3273192147756596e-27,-8.339357262212782e-23,1.4249040001045092e-29,6.594739077386383e-43,2.3028025534669947e-06,4.613546922447848e-13,2.4863828712161225e-19,8.835505221780672e-06,4.857810685466769e-06,2.6175675309714627e-08,4.7789817860329664e-17,5.615179776428032e-15,9.690738894987596e-15,-2.378724952663196e-26,3.312542663414258e-20,4.3025467315792336e-26,4.158601327986126e-23,3.7889242444431504e-27,4.015862437293739e-71,3.4878714411643457e-22,1.996144095591683e-31
3.572682472292002e-12,0.0004434385066666667,0.2,0.0,0.001288943194065688,0.199998843222259,0.19999511935189868,0.19999997374605388,0.1999911241269326,1.3461346622770941e-27,-8.080851408653165e-23,1.4388148331616623e-29,6.872907464213396e-43,2.3135554868756418e-06,4.62912358314029e-13,2.5200197303285324e-19,8.875873057239671e-06,4.880648554136649e-06,2.625347777952614e-08,4.850522346386063e-17,5.658610185680664e-15,9.768575415344346e-15,2.843585561321798e-25,3.33331592300415e-20,4.396183575281703e-26,3.959865431507782e-22,-2.454759227237914e-27,4.205781373991938e-71,3.5815710302003654e-22,2.028675280421945e-31
3.5895034789781927e-12,0.0004434385066666667,0.2,0.0,0.0012888691737487558,0.19999883784645642,0.1999950965153479,0.19999997366856956,0.19999108377225747,1.3662575604765135e-27,-7.823842606357962e-23,1.4551687798015068e-29,7.1615219959345564e-43,2.324307092170121e-06,4.644623372372329e-13,2.5539538718577033e-19,8.916227732229063e-06,4.9034851063244955e-06,2.6330960567800423e-08,4.922792137883542e-17,5.702129564413052e-15,9.846585267449352e-15,1.4681364782380266e-25,3.4681047161915454e-20,4.4915771241719907e-26,-3.827495905035432e-22,1.1243207502405088e-26,4.4036940391272814e-71,3.6772741772312867e-22,2.059085880856962e-31
3.6063244856643833e-12,0.0004434385066666667,0.2,0.0,0.001288795169551069,0.19999883247131792,0.19999507368011332,0.19999997359140365,0.19999104343073879,1.3863030631805232e-27,-7.553653751342194e-23,1.4710794585544983e-29,7.460770341183673e-43,2.335057369276026e-06,4.66004615840273e-13,2.588187774562898e-19,8.956569250772854e-06,4.92632034231652e-06,2.6408124947075404e-08,4.995795101227092e-17,5.745737208755925e-15,9.92476716611664e-15,1.1769824652986252e-25,3.453108398471481e-20,4.5896418926082376e-26,3.4272436985427184e-22,-1.5217094996457455e-27,4.609894665757517e-71,3.7750715511455934e-22,2.0915434123036004e-31
3.623145492350574e-12,0.0004434385066666667,0.2,0.0,0.0012887211814671244,0.1999988270968436,0.19999505084619462,0.19999997351455487,0.19999100310237253,1.4076330110633748e-27,-7.310228372707412e-23,1.4893886421134045e-29,7.771117879494892e-43,2.3458063181196022e-06,4.675391811789168e-13,2.6227214968861327e-19,8.996897616897567e-06,4.9491542623988325e-06,2.6484972185129334e-08,5.069535161314266e-17,5.789432418911201e-15,1.0003119833418374e-14,-8.822683921100472e-26,3.588959504453057e-20,4.688432946220002e-26,-4.332038889539047e-22,1.2132366108375869e-26,4.824694219807417e-71,3.874932066499296e-22,2.1215984942725053e-31
3.639966499036764e-12,0.0004434385066666667,0.2,0.0,0.0012886472094914222,0.19999882172303343,0.19999502801359156,0.19999997343802203,0.19999096278715467,1.4283120839082875e-27,-7.048741163813485e-23,1.506060659261776e-29,8.092707527246013e-43,2.356553938626372e-06,4.69066020550523e-13,2.657558000963067e-19,9.037212834624158e-06,4.971986866857455e-06,2.6561503544733162e-08,5.1440162635092515e-17,5.833214499352148e-15,1.0081641998997958e-14,5.916448265604098e-26,3.5481075834498093e-20,4.789494918071585e-26,5.640316905838585e-22,-5.413312415757831e-27,5.048403630529933e-71,3.9769607009312846e-22,2.154689158944458e-31
3.6567875057229545e-12,0.0004434385066666667,0.2,0.0,0.0012885732536184712,0.19999881634988745,0.19999500518230384,0.1999999733618038,0.19999092248508119,1.4504345552607488e-27,-6.809653461544143e-23,1.5254639717819632e-29,8.426101892980214e-43,2.3673002307227685e-06,4.705851214918225e-13,2.6926966985588435e-19,9.077514907977533e-06,4.994818155978311e-06,2.6637720283739692e-08,5.2192423311572857e-17,5.8770827586618504e-15,1.0160332400054977e-14,-8.97427414203487e-26,3.733969110256127e-20,4.8909354723653846e-26,-6.986509929129199e-22,1.6803618222373487e-26,5.281352951270984e-71,4.081104306755353e-22,2.1844676272456855e-31
3.673608512409145e-12,0.0004434385066666667,0.2,0.0,0.0012884993138427858,0.1999988109774057,0.19999498235233112,0.1999999732858989,0.19999088219614805,1.471486744227907e-27,-6.533686087471271e-23,1.5423569542352856e-29,8.771413107470114e-43,2.3780451943342555e-06,4.72096471784585e-13,2.728141059779585e-19,9.117803840975585e-06,5.017648130047222e-06,2.671362365495334e-08,5.295217316583091e-17,5.921036509392647e-15,1.023918978146793e-14,1.4237502777011772e-25,3.632743651689615e-20,4.995606259799771e-26,9.155279588973475e-22,-1.1597333638400204e-26,5.523870498190828e-71,4.187508779272841e-22,2.2188519511828212e-31
3.690429519095335e-12,0.0004434385066666667,0.2,0.0,0.001288425390158886,0.19999880560558825,0.1999949595236732,0.1999999732103062,0.19999084192035124,1.494665404921755e-27,-6.290579158613757e-23,1.5634080549217414e-29,9.129344318777895e-43,2.3887888293875133e-06,4.736000594548515e-13,2.763889523745473e-19,9.158079637641927e-06,5.040476789349921e-06,2.6789214906200165e-08,5.3719451376551403e-17,5.9650750680651565e-15,1.0318212895728669e-14,-1.5737315206118009e-25,3.9104596851637406e-20,5.099943775828905e-26,-1.252083792994507e-21,2.654058953007973e-26,5.776309235985206e-71,4.296064684771876e-22,2.2476366176836516e-31
3.707250525781525e-12,0.0004434385066666667,0.2,0.0,0.0012883514825612996,0.1999988002344351,0.19999493669632973,0.1999999731350243,0.19999080165768673,1.515898236822994e-27,-5.996280132709501e-23,1.5801255654757243e-29,9.49984562539032e-43,2.3995311358077624e-06,4.750958727722345e-13,2.79994693218563e-19,9.198342301990259e-06,5.0633041341720335e-06,2.6864495280316303e-08,5.449429759576458e-17,6.009197755201298e-15,1.0397400502877739e-14,2.2690829384666725e-25,3.6718730067480974e-20,5.208813207651766e-26,1.7489537978665326e-21,-2.6260357842748844e-26,6.0390156129909065e-71,4.407001429002768e-22,2.2842969736065773e-31
3.7240715324677155e-12,0.0004434385066666667,0.2,0.0,0.0012882775910445594,0.19999879486394634,0.19999491387030047,0.19999997306005207,0.19999076140815056,1.5406356035951108e-27,-5.763550247275807e-23,1.6038783441221707e-29,9.883907252429378e-43,2.410272113522135e-06,4.765839002507808e-13,2.836309737475034e-19,9.238591838044098e-06,5.086130164799097e-06,2.69394660152056e-08,5.527675085973678e-17,6.053403895299088e-15,1.0476751370455827e-14,-3.242619608580053e-25,4.1602147128573504e-20,5.315313011120656e-26,-2.5109158309738536e-21,4.8688346643987747e-26,6.312369533939779e-71,4.52008527283979e-22,2.3103521586426344e-31
3.740892539153906e-12,0.0004434385066666667,0.2,0.0,0.001288203715603205,0.19999878949412195,0.19999489104558507,0.1999999729853883,0.1999907211717387,1.5613690704565069e-27,-5.441077071086339e-23,1.6190083564996965e-29,1.0281092614657062e-42,2.421011762455267e-06,4.780641306457575e-13,2.8729858069905805e-19,9.278828249811007e-06,5.108954881516548e-06,2.701412834384781e-08,5.606685108631802e-17,6.097692816789789e-15,1.0556264273416891e-14,4.657997648805774e-25,3.6012155752760744e-20,5.429431502822925e-26,3.707285817104221e-21,-6.071431121078073e-26,6.596732207882363e-71,4.635736888241718e-22,2.351900967408098e-31
3.757713545840096e-12,0.0004434385066666667,0.2,0.0,0.0012881298562317824,0.19999878412496197,0.19999486822218332,0.1999999729110317,0.19999068094844705,1.5887813082054316e-27,-5.238357255037077e-23,1.6477971428520847e-29,1.069304325158368e-42,2.4317500825352674e-06,4.795365529580612e-13,2.909966982201055e-19,9.319051541317477e-06,5.131778284609722e-06,2.7088483494329072e-08,5.686463694983587e-17,6.142063852017851e-15,1.063593799415074e-14,-6.9449940053706835e-25,4.596993641319077e-20,5.536432192338041e-26,-5.612262379407751e-21,1.0325257688700795e-25,6.892517927067215e-71,4.753428797256368e-22,2.3710284322771914e-31
3.774534552526286e-12,0.0004434385066666667,0.2,0.0,0.0012880560129248434,0.19999877875646652,0.1999948454000949,0.19999997283698107,0.19999064073827164,1.6072237474896906e-27,-4.8529631417540796e-23,1.6576096856052667e-29,1.1118347953529464e-42,2.442487073685387e-06,4.810011564273789e-13,2.947268300220879e-19,9.359261716560187e-06,5.15460037436387e-06,2.7162532689852193e-08,5.767014898349506e-17,6.186516337227289e-15,1.0715771322356728e-14,1.0667578763570741e-24,3.229487157991094e-20,5.658779834879066e-26,8.703291034723301e-21,-1.4861150290220064e-25,7.200093266766116e-71,4.874046903816339e-22,2.4243828155729218e-31
3.7913555592124765e-12,0.0004434385066666667,0.2,0.0,0.0012879821856769456,0.19999877338863548,0.1999948225793195,0.1999999727632351,0.1999906005412085,1.6402886515338722e-27,-4.7328597395573775e-23,1.6976522147585315e-29,1.1560263954337423e-42,2.4532227358360055e-06,4.824579305423716e-13,2.9848702281110973e-19,9.399458779576252e-06,5.1774211510641356e-06,2.7236277148759e-08,5.848342492115377e-17,6.231049612547856e-15,1.0795763055141694e-14,-1.669712335517729e-24,5.546962175828477e-20,5.761561083994485e-26,-1.3816931038399533e-20,2.476018175358122e-25,7.519925012716956e-71,4.9963177689183e-22,2.425100931574868e-31
3.808176565898667e-12,0.0004434385066666667,0.2,0.0,0.0012879083744826549,0.19999876802146904,0.19999479975985687,0.19999997268979278,0.19999056035725357,1.6741192979735293e-27,-4.75007265832284e-23,1.739042644213733e-29,1.2017830203603587e-42,2.4639570689108282e-06,4.83906865060431e-13,3.022786226562328e-19,9.439642734361833e-06,5.200240614995559e-06,2.7309718083896248e-08,5.93045058212468e-17,6.275663022130598e-15,1.0875911997712069e-14,-3.1878868988637178e-24,4.6816842822652453e-20,5.89229833093856e-26,-4.502255742395967e-21,8.385389696358267e-26,7.852438662386065e-71,5.121777100125658e-22,2.4559426005860283e-31
3.824997572584857e-12,0.0004434385066666667,0.2,0.0,0.0012878345793365413,0.19999876265496716,0.19999477694170673,0.19999997261665273,0.1999905201864029,1.712240449832482e-27,-4.9059060879040913e-23,1.7891400309394115e-29,1.2492456788967324e-42,2.4746900728366036e-06,4.853479499507653e-13,3.061014437535172e-19,9.479813584930336e-06,5.223058766443097e-06,2.7382856703989813e-08,6.013343002666542e-17,6.3203559135039694e-15,1.0956216961449894e-14,-5.2515088967849254e-24,6.190578517256895e-20,6.00492377891228e-26,-1.892043618136824e-20,3.375995838335421e-25,8.198096819786635e-71,5.249265853670624e-22,2.4603814277733966e-31
3.841818579271047e-12,0.0004434385066666667,0.2,0.0,0.001287760800233181,0.19999875728912989,0.19999475412486878,0.19999997254381377,0.1999904800286524,1.7348013529709153e-27,-4.86613620626661e-23,1.8065261896935276e-29,1.2980929595298631e-42,2.4854217475362114e-06,4.867811754063612e-13,3.0995736000373584e-19,9.519971335270639e-06,5.245875605691613e-06,2.7455694213230777e-08,6.097023891794907e-17,6.365127638182092e-15,1.1036676764544036e-14,-1.186979974477427e-24,2.321829552249451e-20,6.151673427626262e-26,2.0436985157752653e-20,-3.547158871636945e-25,8.557320953162776e-71,5.38049565380862e-22,2.5366670441592544e-31
3.8586395859572374e-12,0.0004434385066666667,0.2,0.0,0.001287687037167156,0.19999875192395725,0.1999947313093427,0.1999999724712748,0.19999043988399814,1.7525191741692527e-27,-4.5031388386501416e-23,1.8135306099801436e-29,1.3485098086667171e-42,2.4961520929376737e-06,4.882065318638904e-13,3.138455513064709e-19,9.560115989401206e-06,5.268691133025876e-06,2.7528231811119406e-08,6.181496972859278e-17,6.409977551667052e-15,1.1117290232361403e-14,2.318890421337934e-24,3.679091514506595e-20,6.253334051593155e-26,7.538362316321497e-21,-1.279196847401918e-25,8.930544974694643e-71,5.51319453153098e-22,2.5705420215857918e-31
3.875460592643428e-12,0.0004434385066666667,0.2,0.0,0.001287613290133055,0.19999874655944935,0.19999470849512826,0.19999997239903453,0.19999039975243602,1.7775885526670233e-27,-4.063958564925247e-23,1.8355889007903706e-29,1.4006963451447648e-42,2.506881108969282e-06,4.896240100202352e-13,3.1776506835815607e-19,9.600247551339497e-06,5.291505348730559e-06,2.760047069197445e-08,6.266766255710789e-17,6.454905013392914e-15,1.1198056198062875e-14,1.5891680111312462e-24,5.1372785727224517e-20,6.36725683615856e-26,-6.35881930566334e-21,1.1651328158147912e-25,9.318250995103118e-71,5.64850477094801e-22,2.5941138959666695e-31
3.892281599329618e-12,0.0004434385066666667,0.2,0.0,0.0012875395591254724,0.19999874119560615,0.19999468568222517,0.1999999723270918,0.19999035963396217,1.807149265131568e-27,-3.7111498071293926e-23,1.8667630754241395e-29,1.4547159669056406e-42,2.517608795556863e-06,4.91033600788029e-13,3.217162879757451e-19,9.64036602508773e-06,5.31431825309024e-06,2.7672412045857302e-08,6.352835734643088e-17,6.499909386246645e-15,1.1278973501198828e-14,-3.020485639671067e-25,4.582026224942755e-20,6.504884468641084e-26,-1.122286573768706e-22,6.666626228222422e-27,9.720932290011588e-71,5.786930218580177e-22,2.6313552827260186e-31
3.909102606015808e-12,0.0004434385066666667,0.2,0.0,0.0012874658441390085,0.1999987358324277,0.19999466287063314,0.1999999722554454,0.19999031952857244,1.8365789974987746e-27,-3.4610078433602873e-23,1.8974282312367484e-29,1.5105869039951396e-42,2.528335152625861e-06,4.924352953528728e-13,3.256997418811391e-19,9.68047141464632e-06,5.3371298463893905e-06,2.774405705749578e-08,6.439709322183619e-17,6.544990037176844e-15,1.1360040989290281e-14,-8.570849025034662e-25,4.631702874087076e-20,6.635466677323745e-26,9.193628233936929e-23,3.0985638728651574e-27,1.0139104833337315e-70,5.927950164329532e-22,2.6639511386036138e-31
3.9259236127019984e-12,0.0004434385066666667,0.2,0.0,0.0012873921451682711,0.19999873046991404,0.19999464006035184,0.19999997218409418,0.19999027943626294,1.8644919666404045e-27,-3.2241373227086276e-23,1.9246893091073844e-29,1.5683228753772944e-42,2.5390601801028594e-06,4.938290851537585e-13,3.29715676684811e-19,9.720563724009638e-06,5.35994012891239e-06,2.7815406906659764e-08,6.527390982869513e-17,6.5901463366975875e-15,1.1441257517215503e-14,-2.690839742257812e-25,4.651804723597661e-20,6.765168869360574e-26,5.980709737023471e-22,-5.80121981381595e-27,1.0573297187470982e-70,6.071742607213339e-22,2.699764193302886e-31
3.942744619388189e-12,0.0004434385066666667,0.2,0.0,0.001287318462207874,0.1999987251080652,0.19999461725138104,0.19999997211303694,0.19999023935702956,1.8921258448359696e-27,-2.935127195646503e-23,1.9511210127123154e-29,1.6279802200066033e-42,2.5497838779137927e-06,4.952149618645699e-13,3.3376410773656116e-19,9.760642957187552e-06,5.3827491009435125e-06,2.7886462768573394e-08,6.615884659423161e-17,6.635377658785021e-15,1.1522621946445756e-14,1.8473167820291172e-25,4.8312617389486134e-20,6.895614408023278e-26,-4.82466649927854e-22,1.3200756631874135e-26,1.102404666089024e-70,6.218304449228035e-22,2.7351381001559804e-31
3.959565626074379e-12,0.0004434385066666667,0.2,0.0,0.0012872447952524352,0.19999871974688124,0.19999459444372045,0.19999997204227257,0.19999019929086845,1.9202876017150545e-27,-2.6020657553827866e-23,1.978408052284083e-29,1.6896201829584768e-42,2.5605062459852386e-06,4.965929173899137e-13,3.3784508830159834e-19,9.80070911817988e-06,5.40555676276695e-06,2.7957225813978435e-08,6.705194306139675e-17,6.680683381120908e-15,1.1604133145092308e-14,1.8044150178528787e-25,4.8353644339078797e-20,7.030793982081038e-26,1.9788531556470767e-22,1.2303690615143779e-27,1.149190307854233e-70,6.367747238545291e-22,2.7721341497271047e-31
3.976386632760569e-12,0.0004434385066666667,0.2,0.0,0.0012871711442965798,0.19999871438636221,0.19999457163736978,0.19999997197179983,0.1999901592377755,1.9492219846879344e-27,-2.263880201698916e-23,2.0070677618720736e-29,1.7533098249900503e-42,2.571227284243647e-06,4.979629438715571e-13,3.4195872109857226e-19,9.840762210985047e-06,5.428363114666797e-06,2.8027697209032045e-08,6.795323867876042e-17,6.726062885182905e-15,1.1685789988054233e-14,-1.3461033341681397e-26,4.949489057090349e-20,7.167458585367593e-26,-2.1449680813740765e-22,8.484405031514013e-27,1.1977433822873144e-70,6.520050435929043e-22,2.807741304839877e-31
3.9932076394467594e-12,0.0004434385066666667,0.2,0.0,0.001287097509334938,0.19999870902650815,0.1999945488323287,0.19999997190161758,0.19999011919774673,1.978634704056267e-27,-1.9383032489402891e-23,2.0364920748282054e-29,1.8191052132610855e-42,2.5819469926155524e-06,4.993250336923077e-13,3.4610515629301807e-19,9.880802239598093e-06,5.451168156927055e-06,2.8097878115238133e-08,6.886277300469602e-17,6.771515556133235e-15,1.1767591357139137e-14,-6.84602932540623e-26,4.976096996479768e-20,7.306576820097922e-26,2.556631843384926e-22,2.1529466681425e-28,1.2481224561409864e-70,6.675299189338781e-22,2.8443004792184837e-31
4.026849652819141e-12,0.0004434385066666667,0.2,0.0,0.0012869502873728497,0.19999869830879494,0.19999450322617435,0.19999997176212,0.19999003915686578,2.039437846501702e-27,-1.3183001880498968e-23,2.0987804315828802e-29,1.9572691915604276e-42,2.603382419405305e-06,5.020253740890781e-13,3.5449688258174674e-19,9.960843120235753e-06,5.49677431366432e-06,2.8237373083973417e-08,7.070671577138138e-17,6.8626379572336204e-15,1.1931623235026209e-14,-9.265478932466013e-26,5.154452551892795e-20,7.589577176192757e-26,-3.2911965073658173e-23,5.2998390682599886e-27,1.354601715620217e-70,6.994719209261011e-22,2.9158058849347166e-31
4.060491666191522e-12,0.0004434385066666667,0.2,0.0,0.0012868031293233346,0.19999868759374195,0.1999944576252551,0.19999997162377053,0.19998995916819362,2.1017261964858557e-27,-6.866054851922077e-24,2.1632747419761338e-29,2.1045837817445946e-42,2.6248125257662915e-06,5.046938824534862e-13,3.6302134504916377e-19,1.0040831792043902e-05,5.542375235248839e-06,2.837571991994779e-08,7.258408760210487e-17,6.954045737498678e-15,1.2096219969261166e-14,6.231038042157937e-26,5.3034932190143004e-20,7.88055930130534e-26,1.2781793464153693e-24,4.7039376446113086e-27,1.4691312432670918e-70,7.326365508373522e-22,2.9887818206675846e-31
4.094133679563903e-12,0.0004434385066666667,0.2,0.0,0.001286656035143651,0.19999867688134948,0.19999441202956872,0.19999997148656012,0.19998987923169842,2.165532680312986e-27,-9.796462085801098e-26,2.230072107870064e-29,2.2615607837004955e-42,2.64623731111218e-06,5.073305064877291e-13,3.7167953195757534e-19,1.012076828695934e-05,5.5879709239491896e-06,2.8512927749884027e-08,7.44952047509491e-17,7.045734106954727e-15,1.2261372857614311e-14,6.47795145379128e-26,5.482637069747847e-20,8.179980270456511e-26,-2.3569664443674463e-22,8.874627759047517e-27,1.5922418818316005e-70,7.670572151418959e-22,3.0625712094336405e-31
4.127775692936285e-12,0.0004434385066666667,0.2,0.0,0.0012865090047911505,0.19999866617161782,0.1999943664391129,0.1999999713504797,0.19998979934734817,2.230960413273089e-27,6.994943427583199e-24,2.2994229246144132e-29,2.428743946910105e-42,2.6676567748530884e-06,5.099351977091416e-13,3.8047242423193494e-19,1.0200652636894806e-05,5.633561382032439e-06,2.8649005628116527e-08,7.64403835581858e-17,7.137698332106973e-15,1.2427073303833033e-14,8.837839648915516e-27,5.60635081953247e-20,8.488562322645289e-26,1.1178213250367514e-22,2.762543802902065e-27,1.724493811120214e-70,8.027710012655698e-22,3.1379094242726002e-31
4.161417706308666e-12,0.0004434385066666667,0.2,0.0,0.0012863620382232773,0.19999865546454723,0.19999432085388544,0.1999999712155203,0.19998971951511096,2.2983084917095973e-27,1.420549315630265e-23,2.3719891074050463e-29,2.606706320977482e-42,2.68907091640202e-06,5.125079114404755e-13,3.8940098439257007e-19,1.0280484873745678e-05,5.679146611764149e-06,2.8783962537165143e-08,7.841994037131884e-17,7.229933735350691e-15,1.2593312816464922e-14,-2.9261890689697756e-26,5.789591892200742e-20,8.805229362380435e-26,-1.0548381261200798e-22,6.58444640762939e-27,1.8664786275357125e-70,8.39811330373713e-22,3.213280321907434e-31
