Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),SX(62)
8.027170087365012e-11,0.0033257888,0.2,0.0,0.009687495650846313,0.19996565926373597,0.2,0.19999893589314302,0.19996944576044084,6.567354756464646e-26,6.154903544144735e-21,8.234868002924543e-34,1.3860725187451345e-39,6.868147214316905e-05,9.689945537332247e-10,1.0493049985295269e-13,3.0554239454274225e-05,9.68994547790858e-10,1.0631373720666952e-06,1.20866291175494e-17,4.398579367241319e-13,5.028771944028274e-14,5.578028453456173e-19,9.684429456844027e-22,2.8187313998070003e-27,7.688756182160338e-28,2.2917313027035567e-34,1.6418130051341038e-44
8.057633703344683e-11,0.0033257888,0.2,0.0,0.009687354745206732,0.19996559066976938,0.2,0.19999893189779183,0.19996944604173267,6.707537871457992e-26,6.256407730287577e-21,8.451622843807173e-34,1.4349597074488007e-39,6.881866007211424e-05,9.72645771118411e-10,1.0536094482551475e-13,3.05539581620548e-05,9.726457650740449e-10,1.067129067330495e-06,1.2215539292642467e-17,4.4420943868499566e-13,5.066478050578919e-14,5.66019109625396e-19,9.850995234777936e-22,2.876971247496759e-27,7.818058762524016e-28,2.3461725578079884e-34,1.7047553546297944e-44
8.088097319324355e-11,0.0033257888,0.2,0.0,0.009687214680707788,0.19996552249376184,0.2,0.19999892790271723,0.19996944632797006,6.850106274206552e-26,6.3591276395221805e-21,8.67104088068357e-34,1.4841479280459608e-39,6.895501208277148e-05,9.762968724768076e-10,1.0579117478647227e-13,3.05536719242213e-05,9.762968663295936e-10,1.0711204860608119e-06,1.234526816045573e-17,4.485849729228187e-13,5.104307100153734e-14,5.743199938535494e-19,1.0019668199774207e-21,2.9122988037423973e-27,7.9489006423952e-28,2.401640243472073e-34,1.7694787932915112e-44
8.118560935304027e-11,0.0033257888,0.2,0.0,0.009687075453645689,0.19996545473397798,0.2,0.1999989239079189,0.19996944661892072,6.995089783131219e-26,6.46307179431238e-21,8.894760868252846e-34,1.5346222332660474e-39,6.909053164623396e-05,9.799478584055474e-10,1.0622118963490028e-13,3.055338097311838e-05,9.799478521546347e-10,1.0751116286235775e-06,1.247581700119692e-17,4.529845460574077e-13,5.1422588255192203e-14,5.827059525206179e-19,1.0190464029658441e-21,2.9817478475601057e-27,8.081291436608749e-28,2.4581512105010175e-34,1.836320402497238e-44
8.149024551283699e-11,0.0033257888,0.2,0.0,0.009686937060315596,0.19996538738867786,0.2,0.19999891991339647,0.1999694469143598,7.142518443159694e-26,6.5682487228975194e-21,9.125917047814364e-34,1.5882459089436065e-39,6.922522224208521e-05,9.835987294989446e-10,1.0665098927687921e-13,3.055308553362229e-05,9.835987231434804e-10,1.0791024953831547e-06,1.2607187086239903e-17,4.574081643660636e-13,5.180332959631086e-14,5.91177439484733e-19,1.0363399360900118e-21,3.049263267368354e-27,8.215240739754202e-28,2.5157460071434702e-34,1.9058747694821577e-44
8.17948816726337e-11,0.0033257888,0.2,0.0,0.009686799497011843,0.19996532045611767,0.2,0.19999891591914956,0.19996944721406962,7.292422526324077e-26,6.674666959048051e-21,9.359710072211549e-34,1.6421029405442892e-39,6.935908735800151e-05,9.87249486348494e-10,1.0708057362534435e-13,3.055278582336916e-05,9.872494798876228e-10,1.083093086702339e-06,1.2739379678209734e-17,4.618558337873112e-13,5.2185292356484575e-14,5.99734907962046e-19,1.0538490852082068e-21,3.0793123950649017e-27,8.350758125870652e-28,2.5744118394082606e-34,1.977346899938868e-44
8.240415399222714e-11,0.0033257888,0.2,0.0,0.009686526845657413,0.1999651878222228,0.2,0.1999989079314809,0.19996944782546588,7.599779187114064e-26,6.891261515340502e-21,9.859694603669059e-34,1.7653126164904486e-39,6.962435513885694e-05,9.945506596679336e-10,1.0793909612687837e-13,3.055217442624152e-05,9.945506529936736e-10,1.0910734444628642e-06,1.3006237390194049e-17,4.708233480500181e-13,5.2952871471367405e-14,6.171095990553031e-19,1.0895205844257256e-21,3.208737339443203e-27,8.626535337785777e-28,2.6951523596611857e-34,2.1308856625547974e-44
8.295249907986123e-11,0.0033257888,0.2,0.0,0.009686284260941832,0.199965069845718,0.2,0.19999890074351778,0.19996944838828573,7.885174478153926e-26,7.0905276034144e-21,1.0329028033442582e-33,1.8832443401692482e-39,6.98603081405212e-05,1.0011213308176216e-09,1.0871102933623475e-13,3.055161160561048e-05,1.001121323948365e-09,1.0982548280486307e-06,1.3249234795188184e-17,4.789764184614664e-13,5.364784320501558e-14,6.330454110068963e-19,1.1223786240088379e-21,3.323443056667627e-27,8.880193284259487e-28,2.8076777844468658e-34,2.278700466272119e-44
8.350084416749533e-11,0.0033257888,0.2,0.0,0.009686044307860351,0.19996495317920596,0.2,0.19999889355644182,0.1999694489618664,8.179071343438064e-26,7.293948472704406e-21,1.0814344680011277e-33,2.005877148832698e-39,7.00936411563624e-05,1.007691640887309e-09,1.0948226393870105e-13,3.055103802420188e-05,1.00769163382025e-09,1.1054353247780058e-06,1.3494916368026274e-17,4.872074917404158e-13,5.434673094489802e-14,6.492668211641334e-19,1.155960709125881e-21,3.342487079859893e-27,9.139079735473083e-28,2.923950176645454e-34,2.435743703671139e-44
8.404918925512942e-11,0.0033257888,0.2,0.0,0.009685806964793759,0.19996483781239582,0.2,0.19999888637025093,0.19996944954517262,8.481654584522094e-26,7.501574060877116e-21,1.1303867590247194e-33,2.1267086675753544e-39,7.032437476838836e-05,1.0142615932246542e-09,1.1025279965578719e-13,3.0550454717149646e-05,1.0142615859569753e-09,1.1126149367100812e-06,1.3743289167081726e-17,4.955165907560416e-13,5.5049519220438825e-14,6.65776448276392e-19,1.1902761596699422e-21,3.547523162760032e-27,9.403249736202908e-28,3.043932604161734e-34,2.599759624180525e-44
8.459753434276352e-11,0.0033257888,0.2,0.0,0.009685572210128102,0.19996472373496918,0.2,0.19999887918494308,0.19996945013722947,8.793111412785567e-26,7.713454345053423e-21,1.1805840156606187e-33,2.2516665127084804e-39,7.055252961340954e-05,1.020831191147735e-09,1.1102263627012192e-13,3.0549862659544827e-05,1.0208311836766046e-09,1.1197936658874858e-06,1.3994360165548995e-17,5.039037351126775e-13,5.575619259309343e-14,6.82576903653917e-19,1.2253348111291952e-21,3.73011031662631e-27,9.672758088345192e-28,3.167791470468661e-34,2.7725486487513113e-44
8.514587943039761e-11,0.0033257888,0.2,0.0,0.00968534002225818,0.19996461093658352,0.2,0.19999887200051616,0.19996945073711858,9.113631456397566e-26,7.929639337624046e-21,1.2324215754768014e-33,2.3810714214321076e-39,7.077812637628401e-05,1.027400437945063e-09,1.1179177362315153e-13,3.05492627697084e-05,1.0274004302676372e-09,1.12697151433639e-06,1.4248136252987318e-17,5.123689412172598e-13,5.6466735658716204e-14,6.996707910176486e-19,1.2611465003960467e-21,3.7051789478878645e-27,9.947659345170484e-28,3.2956854488040906e-34,2.9543212891964033e-44
8.56942245180317e-11,0.0033257888,0.2,0.0,0.009685110379591019,0.19996449940687577,0.2,0.19999886481696832,0.19996945134397517,9.443406766786332e-26,8.150179082153536e-21,1.2863667918645845e-33,2.5182269720614713e-39,7.100118578331407e-05,1.0339693368756036e-09,1.1256021161293367e-13,3.054865591228393e-05,1.0339693289890265e-09,1.1341484840665158e-06,1.450462423685078e-17,5.209122223461186e-13,5.718113304986532e-14,7.170607063550871e-19,1.2977204818525802e-21,3.8942338012875646e-27,1.0228007805719398e-27,3.4276729564408015e-34,3.146681324291713e-44
8.62425696056658e-11,0.0033257888,0.2,0.0,0.009684883260549441,0.19996438913546524,0.2,0.1999988576342974,0.19996945195698557,9.782631823133186e-26,8.375123649370649e-21,1.3426657482603767e-33,2.6672890270987677e-39,7.122172859579161e-05,1.040537891168801e-09,1.1332795019202033e-13,3.054804290116404e-05,1.0405378830702031e-09,1.1413245770711502e-06,1.4763830844004257e-17,5.295335887111168e-13,5.789936943804673e-14,7.347492377819779e-19,1.3350666267227849e-21,4.125303171576909e-27,1.0513857509745101e-27,3.563867703502964e-34,3.351519904713828e-44
8.67909146932999e-11,0.0033257888,0.2,0.0,0.009684658643575575,0.19996428011195697,0.2,0.19999885045250151,0.1999694525753837,1.013150353849242e-25,8.604523133246875e-21,1.4006743928001584e-33,2.820277013725372e-39,7.143977560369399e-05,1.047106104024604e-09,1.1409498936542736e-13,3.05474245022543e-05,1.0471060957111042e-09,1.1484997953271575e-06,1.502576272222486e-17,5.382330475251122e-13,5.862142953589674e-14,7.527389654098741e-19,1.3731949906266058e-21,4.064699274514056e-27,1.0805262232951242e-27,3.7043974048507333e-34,3.5669420844588703e-44
8.733925978093399e-11,0.0033257888,0.2,0.0,0.009684436507134422,0.19996417232594468,0.2,0.19999884327157869,0.19996945319844908,1.0490221266099481e-25,8.838427647161619e-21,1.4603340938641244e-33,2.976938939837414e-39,7.165534761952798e-05,1.0536739786135052e-09,1.148613291886851e-13,3.054680143608728e-05,1.0536739700822096e-09,1.1556741407949993e-06,1.5290426441689106e-17,5.470106030667422e-13,5.934729809930422e-14,7.710324612194085e-19,1.4121147825144816e-21,4.24741105830013e-27,1.1102275482122245e-27,3.849275573271277e-34,3.793199570202442e-44
8.788760486856808e-11,0.0033257888,0.2,0.0,0.009684216829717368,0.19996406576701387,0.2,0.1999988360915269,0.19996945382550416,1.085898680293284e-25,9.07688732015376e-21,1.5225544026401821e-33,3.149157760822269e-39,7.186846547232047e-05,1.060241518076574e-09,1.156269697659655e-13,3.054617438029531e-05,1.0602415093245764e-09,1.162847615418752e-06,1.55578284964452e-17,5.558662567445264e-13,6.007695992947417e-14,7.8963228893918325e-19,1.4518358814919005e-21,4.559620298410718e-27,1.1404950490645777e-27,3.998630831553991e-34,4.0342932938363314e-44
8.843594995620218e-11,0.0033257888,0.2,0.0,0.009683999589845727,0.19996396042474468,0.2,0.19999882891234436,0.19996945445591172,1.1238004395366689e-25,9.319952293258989e-21,1.5867085400836106e-33,3.3263005118498775e-39,7.207915000175476e-05,1.0668087255255037e-09,1.1639191124828246e-13,3.0545543971949983e-05,1.0668087165498851e-09,1.170020221126133e-06,1.58279753058701e-17,5.648000071602754e-13,6.081039987493226e-14,8.0854100393018e-19,1.492368613886811e-21,4.460987609767205e-27,1.1713340214561992e-27,4.1526431554851575e-34,4.287514036730771e-44
8.898429504383627e-11,0.0033257888,0.2,0.0,0.00968378476607423,0.19996385628871488,0.2,0.199998821734029,0.19996945508907313,1.1627480745582124e-25,9.56767271593285e-21,1.6525430237461196e-33,3.5046061288522475e-39,7.228742205245164e-05,1.0733756040426572e-09,1.1715615383176131e-13,3.054491080977528e-05,1.073375594840486e-09,1.1771919598285213e-06,1.610087321611194e-17,5.738118501717993e-13,6.154760283347181e-14,8.277611530756234e-19,1.53372212515813e-21,4.612110205236706e-27,1.2027497328416932e-27,4.311314713648216e-34,4.552265698896969e-44
8.953264013147037e-11,0.0033257888,0.2,0.0,0.009683572336994527,0.19996375334850233,0.2,0.19999881455657903,0.1999694557244259,1.2027625014186123e-25,9.820098742559153e-21,1.7214826747146106e-33,3.705103227045593e-39,7.249330246839454e-05,1.07994215668112e-09,1.1791969775597532e-13,3.054427545624021e-05,1.0799421472494534e-09,1.1843628334209906e-06,1.6376528501517098e-17,5.829017789549078e-13,6.228855375404338e-14,8.472952746762154e-19,1.5759062238960324e-21,5.029901265465235e-27,1.2347474221410596e-27,4.474755573666534e-34,4.835512031013663e-44
9.008098521910446e-11,0.0033257888,0.2,0.0,0.00968336228123863,0.1999636515936882,0.2,0.19999880737999257,0.19996945636144184,1.2438648825173847e-25,1.0077280529043202e-20,1.7925351599702484e-33,3.912018715436441e-39,7.269681208749736e-05,1.0865083864647573e-09,1.1868254330234543e-13,3.054363843953824e-05,1.08650837680064e-09,1.1915328437823355e-06,1.6654947366041074e-17,5.920697840646957e-13,6.303323763858784e-14,8.671458983506591e-19,1.6189315725364157e-21,4.8962679121648e-27,1.267332299425615e-27,4.6431818202091e-34,5.133076367309651e-44
9.062933030673856e-11,0.0033257888,0.2,0.0,0.009683154577482325,0.1999635510138592,0.2,0.19999880020426766,0.19996945699962518,1.2860766272654692e-25,1.0339268229489378e-20,1.8648606527016686e-33,4.1127505907126366e-39,7.289797173631369e-05,1.0930742963882786e-09,1.1944469079260018e-13,3.054300025545932e-05,1.0930742864887419e-09,1.1987019927751085e-06,1.6936135944644645e-17,6.01315853496109e-13,6.378163954381358e-14,8.87315544941373e-19,1.6628072624274238e-21,4.982449747481351e-27,1.300509545565155e-27,4.816577842674351e-34,5.441661306156362e-44
9.117767539437265e-11,0.0033257888,0.2,0.0,0.009682949204448559,0.19996345159861026,0.2,0.19999879302940252,0.19996945763851068,1.3294193922504857e-25,1.0606111992962351e-20,1.94085709807276e-33,4.343670740994024e-39,7.309680222488589e-05,1.099639889417298e-09,1.2020614058729338e-13,3.054236136916104e-05,1.0996398792793628e-09,1.2058702822456518e-06,1.7220100304674324e-17,6.106399727437877e-13,6.453374458291868e-14,9.07806726425304e-19,1.7075429262343515e-21,5.536032410582107e-27,1.3342843118972144e-27,4.995033307930103e-34,5.77288486908294e-44
9.172602048200674e-11,0.0033257888,0.2,0.0,0.00968274614091077,0.19996335333754714,0.2,0.19999878585539527,0.19996945827766222,1.3739150816492414e-25,1.087786196033145e-20,2.0194298433252438e-33,4.5862418154297084e-39,7.329332434173282e-05,1.1062051684884108e-09,1.209668930843763e-13,3.0541722216843836e-05,1.1062051581090848e-09,1.2130377140241397e-06,1.750684644722566e-17,6.200421248611764e-13,6.528953792725922e-14,9.286219458297575e-19,1.7531496376980723e-21,5.380620295520892e-27,1.3686617200037272e-27,5.178823093929397e-34,6.121827984184505e-44
9.227436556964084e-11,0.0033257888,0.2,0.0,0.009682545365696201,0.1999632562202888,0.2,0.19999877868224417,0.19996945891667098,1.4195858479653291e-25,1.1154568261197538e-20,2.0986701029947108e-33,4.8107785087556415e-39,7.348755884897512e-05,1.112770136509266e-09,1.2172694871782245e-13,3.054108320733571e-05,1.112770125885545e-09,1.2202042899246171e-06,1.779638030849189e-17,6.295222905189058e-13,6.604900480796329e-14,9.497636971531448e-19,1.7996364732853375e-21,5.353629685609085e-27,1.403646861416614e-27,5.367917636231679e-34,6.480114477031532e-44
9.282271065727493e-11,0.0033257888,0.2,0.0,0.009682346857689105,0.1999631602364697,0.2,0.1999987715099474,0.19996945955515394,1.4664540920970264e-25,1.1436281010901718e-20,2.1821876297788254e-33,5.074558074529842e-39,7.367952647759563e-05,1.119334796358646e-09,1.22486307956302e-13,3.054044472359123e-05,1.1193347854875144e-09,1.2273700117450413e-06,1.808870776109688e-17,6.390804480624329e-13,6.681213051749295e-14,9.712344652905706e-19,1.847012743178252e-21,6.074756067954465e-27,1.4392447973211719e-27,5.562362120748745e-34,6.86578582177682e-44
9.337105574490903e-11,0.0033257888,0.2,0.0,0.009682150595833956,0.19996306537574224,0.2,0.19999876433850308,0.1999694601927527,1.5145424636342385e-25,1.1723050307615233e-20,2.269058191917072e-33,5.360841969959214e-39,7.386924792283471e-05,1.1258991508865517e-09,1.232449713019045e-13,3.053980712410938e-05,1.125899139764981e-09,1.2345348812673312e-06,1.8383834615409834e-17,6.48716573568946e-13,6.757890041115366e-14,9.930367259641638e-19,1.8952900100328784e-21,5.9266849420195816e-27,1.4754605584324353e-27,5.762501819255796e-34,7.274560809252733e-44
9.391940083254312e-11,0.0033257888,0.2,0.0,0.00968195655913857,0.19996297162777896,0.2,0.19999875716790957,0.19996946082913178,1.5638738617003125e-25,1.2014926229509712e-20,2.3556082438204316e-33,5.6103430064101756e-39,7.405674383971782e-05,1.132463202914288e-09,1.2400293928890632e-13,3.053917074427498e-05,1.1324631915392381e-09,1.2416989002574128e-06,1.8681766620845285e-17,6.584306409035227e-13,6.834929990855274e-14,1.0151729456580536e-18,1.9444774228612156e-21,5.720691047584258e-27,1.5122991447662761e-27,5.968303032751665e-34,7.689134423512082e-44
9.446774592017722e-11,0.0033257888,0.2,0.0,0.009681764726677186,0.19996287898227452,0.2,0.19999874999816503,0.1999694614639777,1.6144714349302395e-25,1.2311958832007113e-20,2.4469692123126874e-33,5.907541750294045e-39,7.424203483871434e-05,1.1390269552345592e-09,1.2476021248258272e-13,3.053853589762752e-05,1.1390269436029787e-09,1.2488620704652704e-06,1.8982509467148155e-17,6.682226217745478e-13,6.912331449500719e-14,1.037645581557915e-18,1.9945837743426917e-21,6.638821346328393e-27,1.5497655253496077e-27,6.179741289365053e-34,8.135865511932232e-44
9.501609100781131e-11,0.0033257888,0.2,0.0,0.009681575077593466,0.19996278742894819,0.2,0.19999874282926777,0.19996946209699748,1.6663585816056493e-25,1.2614198145108502e-20,2.5430242154929207e-33,6.247958931666897e-39,7.44251414815258e-05,1.1455904106115633e-09,1.2551679147806032e-13,3.053790287706157e-05,1.1455903987203887e-09,1.256024393624998e-06,1.9286068785658988e-17,6.780924857883831e-13,6.990092972290196e-14,1.0604570814949759e-18,2.045621183168732e-21,6.551057489764478e-27,1.5878646382012775e-27,6.397248029544236e-34,8.614312212949557e-44
9.55644360954454e-11,0.0033257888,0.2,0.0,0.009681387591103452,0.19996269695754543,0.2,0.19999873566121606,0.19996946272791782,1.7195589506479508e-25,1.2921694170800844e-20,2.637362301128886e-33,6.524467368707424e-39,7.460608427700167e-05,1.152153571781093e-09,1.2627267689921048e-13,3.053727195596225e-05,1.1521535596272488e-09,1.2631858714548566e-06,1.9592450150564535e-17,6.880402005032896e-13,7.068213121299917e-14,1.0836098838944057e-18,2.0975990289229127e-21,6.079953902778132e-27,1.626601390185728e-27,6.620803574507819e-34,9.092721451371016e-44
9.61127811830795e-11,0.0033257888,0.2,0.0,0.00968120224649845,0.19996260755784032,0.2,0.1999987284940082,0.19996946335648375,1.7740964415265303e-25,1.3234496880541045e-20,2.7367722840031965e-33,6.853100504231739e-39,7.478488367718157e-05,1.1587164414506392e-09,1.270278693975801e-13,3.053664338927965e-05,1.1587164290310383e-09,1.2703465056573287e-06,1.9901659080134814e-17,6.980657314826044e-13,7.146690465569923e-14,1.1071064177279925e-18,2.150525337187838e-21,7.21506219839206e-27,1.665980656696145e-27,6.8502767942890626e-34,9.60710972079394e-44
9.666112627071359e-11,0.0033257888,0.2,0.0,0.009681019023147835,0.19996251921963712,0.2,0.19999872132764246,0.19996946398245768,1.8299952041626436e-25,1.355265621281627e-20,2.843026173734926e-33,7.260901033622296e-39,7.496156007346124e-05,1.1652790222994994e-09,1.2778236965135905e-13,3.0536017414544965e-05,1.1652790096110432e-09,1.2775062979191791e-06,2.0213701037938386e-17,7.081690423471672e-13,7.225523581225459e-14,1.1309491024710111e-18,2.2044128174795908e-21,7.27454065020928e-27,1.706007281739867e-27,7.0861976424378264e-34,1.01667410364775e-43
9.720947135834769e-11,0.0033257888,0.2,0.0,0.009680837900501817,0.1999624319327723,0.2,0.19999871416211723,0.19996946460561865,1.8872796401270684e-25,1.387622207077975e-20,2.945737866409548e-33,7.568225463969968e-39,7.513613379288177e-05,1.17184131697889e-09,1.2853617836438255e-13,3.053539425283208e-05,1.1718413040184682e-09,1.2846652499115163e-06,2.0528581434042852e-17,7.183500948270003e-13,7.304711051593707e-14,1.1551403480632002e-18,2.259271337083041e-21,6.430873240940548e-27,1.7466860779051066e-27,7.328592811717439e-34,1.0717891981686654e-43
9.775781644598178e-11,0.0033257888,0.2,0.0,0.009680658858094115,0.19996234568711632,0.2,0.19999870699743078,0.1999694652257611,1.9459744025194434e-25,1.4205244319961084e-20,3.053190979818149e-33,7.922043571862642e-39,7.530862509453878e-05,1.1784033281120596e-09,1.292892962651672e-13,3.0534774109667104e-05,1.1784033148765503e-09,1.2918233632898538e-06,2.0846305626204075e-17,7.286088488122402e-13,7.384251467315909e-14,1.1796825548737522e-18,2.3151078493878092e-21,7.782100809843917e-27,1.788021825974489e-27,7.577178099065775e-34,1.1306058622597631e-43
9.830616153361588e-11,0.0033257888,0.2,0.0,0.009680481875544569,0.19996226047257537,0.2,0.19999869983358148,0.1999694658426941,2.006104395543241e-25,1.453977278605014e-20,3.170780504271259e-33,8.413519976762009e-39,7.547905416611113e-05,1.1849650582944105e-09,1.300417241059784e-13,3.053415717588907e-05,1.1849650447806795e-09,1.2989806396941773e-06,2.1166878921031628e-17,7.389452624033239e-13,7.464143426455025e-14,1.204578113670226e-18,2.3719356232270575e-21,8.122062180291387e-27,1.8300192751057784e-27,7.83258800617786e-34,1.1960164776895554e-43
9.885450662124997e-11,0.0033257888,0.2,0.0,0.009680306932561675,0.19996217627909293,0.2,0.19999869267056777,0.1999694664562408,2.0676947759633313e-25,1.4879857252753672e-20,3.28266580586896e-33,8.759215948198401e-39,7.564744112050649e-05,1.1915265100936183e-09,1.3079346266192928e-13,3.0533543628463955e-05,1.1915264962985215e-09,1.306137080749013e-06,2.1490306575138204e-17,7.493592919604279e-13,7.544385534598938e-14,1.2298294055912947e-18,2.429765403897895e-21,6.778963249696496e-27,1.8726831429629584e-27,8.094946696351955e-34,1.2594978361549236e-43
9.940285170888406e-11,0.0033257888,0.2,0.0,0.009680134008945051,0.19996209309665156,0.2,0.199998685508388,0.1999694670662373,2.130770953030817e-25,1.522554745972353e-20,3.39787164181362e-33,9.1257303914353e-39,7.581380599262228e-05,1.1980876860497593e-09,1.3154451273010883e-13,3.0532933631255184e-05,1.1980876719701396e-09,1.3132926880634929e-06,2.1816593796281825e-17,7.598508921521665e-13,7.62497640495935e-14,1.2554388021232355e-18,2.4886027205048854e-21,8.307635224663528e-27,1.9160181152088317e-27,8.363759675549106e-34,1.3262040186000072e-43
9.995119679651816e-11,0.0033257888,0.2,0.0,0.009679963084587856,0.19996201091527446,0.2,0.19999867834704055,0.19996946767253201,2.1953585875950716e-25,1.5576893100555705e-20,3.528015536543496e-33,9.719834615650097e-39,7.597816873621994e-05,1.2046485886754383e-09,1.3229487512873778e-13,3.053232733575227e-05,1.204648574308127e-09,1.3204474632314289e-06,2.214574574448177e-17,7.70420016003545e-13,7.705914658466378e-14,1.2814086650800774e-18,2.548461253384458e-21,9.121725160142302e-27,1.9600288457531644e-27,8.639758797928071e-34,1.4025665605854163e-43
9.999999999999999e-11,0.0033257888,0.2,0.0,0.009679947968377258,0.1999620036492354,0.2,0.1999986777097145,0.19996946772630864,2.201181064170376e-25,1.560843892079335e-20,3.539991600389532e-33,9.777479132189825e-39,7.599270081343648e-05,1.2052325017182969e-09,1.3236162475664328e-13,3.0532273559102717e-05,1.2052324873252272e-09,1.32108420435048e-06,2.2175179562930475e-17,7.71364432733186e-13,7.713135023665843e-14,1.2837375541424553e-18,2.5538386740390177e-21,9.031951331683668e-27,1.9639787443223937e-27,8.664692498570818e-34,1.409644562339571e-43
1.0049954188415225e-10,0.0033257888,0.2,0.0,0.009679794139479081,0.19996192972502677,0.2,0.19999867118652384,0.1999694682749853,2.2614835938709293e-25,1.5933943820858993e-20,3.650221180948993e-33,1.0118183057420544e-38,7.614054922091073e-05,1.2112092204559203e-09,1.3304455069635247e-13,3.053172488176057e-05,1.2112092057977388e-09,1.3276014078313848e-06,2.247776753311602e-17,7.810666149431749e-13,7.787198923858987e-14,1.3077413465873146e-18,2.6093531873863613e-21,7.140038077582368e-27,2.0047199571288325e-27,8.923242569455913e-34,1.47580733874437e-43
1.0104788697178635e-10,0.0033257888,0.2,0.0,0.009679627153705836,0.1999618495160172,0.2,0.19999866402683636,0.19996946887346825,2.329172139533641e-25,1.6296749216392442e-20,3.7725166036804564e-33,1.0476252633230195e-38,7.63009672292514e-05,1.2177695838492672e-09,1.3379354029101434e-13,3.0531126398053526e-05,1.2177695688970241e-09,1.3347545234267507e-06,2.2812664230017272e-17,7.917906388497524e-13,7.868827837771311e-14,1.3344391890690968e-18,2.671282252561775e-21,8.745483894975621e-27,2.0500960398076432e-27,9.213440364144894e-34,1.5507471844029506e-43
1.0159623205942044e-10,0.0033257888,0.2,0.0,0.009679462107455501,0.1999617702783994,0.2,0.1999986568679765,0.1999694694678625,2.398450644190962e-25,1.6665358831270492e-20,3.916428136963336e-33,1.1193191799186599e-38,7.645944245394732e-05,1.224329681286473e-09,1.3454184478954447e-13,3.053053200299009e-05,1.2243296660369663e-09,1.3419068115658183e-06,2.315044085854049e-17,8.025920360978023e-13,7.950800044814924e-14,1.3615045252388127e-18,2.734262206418258e-21,1.0302471403663934e-26,2.0961616524549124e-27,9.511151253444155e-34,1.6397063447003523e-43
1.0214457714705454e-10,0.0033257888,0.2,0.0,0.009679298981017844,0.19996169200237335,0.2,0.19999864970994272,0.1999694700580597,2.4693457814897364e-25,1.7039822156234813e-20,4.050643012537702e-33,1.1669737483068118e-38,7.661599449516166e-05,1.2308895151716072e-09,1.3528946508678233e-13,3.052994180509882e-05,1.2308894996216237e-09,1.3490582737818602e-06,2.3491102398607174e-17,8.134707536026893e-13,8.033114197657188e-14,1.3889396780929781e-18,2.7983074443832174e-21,7.54610135811426e-27,2.1429213226691337e-27,9.816957846537754e-34,1.7245481643729545e-43
1.0269292223468863e-10,0.0033257888,0.2,0.0,0.009679137754787057,0.19996161467818643,0.2,0.19999864255273359,0.19996947064396042,2.54188447957841e-25,1.742018862699175e-20,4.1789161670071256e-33,1.1987027038822778e-38,7.677064285792881e-05,1.2374490878819565e-09,1.3603640209486755e-13,3.052935590363049e-05,1.2374490720282712e-09,1.3562089115932065e-06,2.3834653787756095e-17,8.244267368649043e-13,8.115768957095699e-14,1.4167469609083427e-18,2.863419548899418e-21,9.032737842320764e-27,2.1903795460705425e-27,1.0129743630625997e-33,1.8078279054913354e-43
1.0324126732232272e-10,0.0033257888,0.2,0.0,0.009678978409263723,0.19996153829613503,0.2,0.1999986353963475,0.1999694712254742,2.616093918714421e-25,1.7806507622614423e-20,4.337634777105835e-33,1.2845060352197528e-38,7.692340694966924e-05,1.2440084017681716e-09,1.3678265674254417e-13,3.0528774389081034e-05,1.2440083856075483e-09,1.363358726503329e-06,2.4181099922164544e-17,8.354599300136242e-13,8.198762992128924e-14,1.4449286772421295e-18,2.929611739497237e-21,1.1689617756979402e-26,2.238540786448375e-27,1.0450308159998443e-33,1.911079533521328e-43
1.0378961240995682e-10,0.0033257888,0.2,0.0,0.009678820925056678,0.19996146284656532,0.2,0.199998628240783,0.1999694718025189,2.6920015336966315e-25,1.8198828464008354e-20,4.486346815584988e-33,1.3443059377559807e-38,7.707430607780519e-05,1.2505674591544157e-09,1.375282299744862e-13,3.052819734368639e-05,1.2505674426836073e-09,1.37050772000092e-06,2.4530445657637654e-17,8.465702758495529e-13,8.282094980023155e-14,1.4734871209353258e-18,2.996901634167325e-21,8.053166656557774e-27,2.287409477027178e-27,1.0779668198189908e-33,2.010019753837581e-43
1.0433795749759091e-10,0.0033257888,0.2,0.0,0.00967866528288487,0.1999613883198748,0.2,0.19999862108603858,0.19996947237501997,2.7696350149945344e-25,1.8597200412439645e-20,4.6189965610955984e-33,1.3673885031585284e-38,7.722335944747442e-05,1.257126262338516e-09,1.3827312275064374e-13,3.052762484189065e-05,1.257126245554264e-09,1.377655893559979e-06,2.4882695810614828e-17,8.577577158870456e-13,8.365763606375771e-14,1.5024245761189382e-18,3.0652884304052477e-21,9.087651188468029e-27,2.3369900193009894e-27,1.111629739108926e-33,2.101448832074935e-43
