Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107)
2.960619183985788e-10,0.0004434385066666667,0.2,0.0,0.000833388780015787,0.19997419573310007,0.1996898301948754,0.19999997064127287,0.19989015728713302,1.0086475926617334e-22,4.411209372622547e-17,6.670193483030689e-22,2.1576329862299712e-30,5.1609215220271e-05,8.190558839776235e-15,2.180212595617318e-14,0.00010984236600546656,0.0003101694470333424,2.9704531741610902e-08,1.1254571068701884e-11,2.214141525062403e-13,8.095100392358078e-13,1.586409556678329e-21,1.2292142890803789e-17,5.412518504204268e-22,8.764130157789726e-27,7.386851336077239e-21,1.166130653001312e-21,9.043402492457673e-16,5.7331194751294886e-21,9.350872191729173e-23,1.069849024618071e-19,-1.909152838755439e-23
2.974033091782343e-10,0.0004434385066666667,0.2,0.0,0.0008323694998431635,0.19997421202528964,0.19968865760131127,0.1999999706808651,0.19989027797967954,1.014724286497141e-22,4.44919498588626e-17,6.718805722378328e-22,2.168079385337517e-30,5.1576637199671766e-05,8.13973314110377e-15,2.1975894127252064e-14,0.0001097216702266877,0.00031134203726173833,2.966816953713145e-08,1.1358198008091559e-11,2.2127264666884125e-13,8.117056646388218e-13,1.5998690987591332e-21,1.2345342932838967e-17,5.8724405753453065e-22,8.827137394629865e-27,7.514618608770083e-21,1.1962223721622255e-21,9.101936604503096e-16,5.755384974102065e-21,9.238854427176878e-23,1.0915001684941842e-19,9.170988010757173e-24
2.9874469995788983e-10,0.0004434385066666667,0.2,0.0,0.0008313521869256973,0.19997422850707675,0.19968748646030027,0.19999997072039916,0.19989039880780476,1.0208287913042595e-22,4.4873049552389416e-17,6.768106827016011e-22,2.1787574042113124e-30,5.154368001119644e-05,8.089389685241608e-15,2.215002723251759e-14,0.00010960083885554736,0.00031251317492287235,2.9631879317185405e-08,1.146218738409805e-11,2.2112952793682673e-13,8.13897964578046e-13,1.613351205116714e-21,1.2399716760087518e-17,5.687658409786048e-22,8.851145694253668e-27,7.643936276006022e-21,1.226923746283841e-21,9.160685630743769e-16,5.84580354677054e-21,9.465365162387528e-23,1.1134731228516437e-19,-3.3037928146888943e-23
3.0008609073754536e-10,0.0004434385066666667,0.2,0.0,0.0008303368224016147,0.19997424517440496,0.1996863167690439,0.19999997075987558,0.19989051976355743,1.026961313516763e-22,4.525539062445317e-17,6.813970003766722e-22,2.1851758913261143e-30,5.151035176756201e-05,8.039522174428741e-15,2.232452250139975e-14,0.0001094798798431873,0.00031368286281537847,2.9595660363413547e-08,1.1566537782228525e-11,2.2098483070319675e-13,8.160869627134822e-13,1.626855553906287e-21,1.245569097817966e-17,5.625639398731998e-22,8.883216430225334e-27,7.774889203928262e-21,1.2582439293194841e-21,9.21965064975679e-16,5.808106277576806e-21,9.673615846995586e-23,1.1357702037793755e-19,4.417628453049496e-23
3.014274815172009e-10,0.0004434385066666667,0.2,0.0,0.0008293233878053834,0.19997426202329516,0.19968514852476993,0.19999997079929505,0.19989064083920174,1.0331225989821871e-22,4.5638970901468785e-17,6.858508616149533e-22,2.190330275904096e-30,5.1476660426840006e-05,7.99012293205395e-15,2.2499377182788797e-14,0.00010935880092558436,0.0003148511037114445,2.9559511972635063e-08,1.167124779809276e-11,2.2083858894775655e-13,8.182726821350961e-13,1.6403818350467243e-21,1.251264273235584e-17,5.878303074088429e-22,8.928543210417652e-27,7.907564651748302e-21,1.2901921312416142e-21,9.27883903094156e-16,5.927024707383962e-21,9.70430262953994e-23,1.158394074660961e-19,-3.5685112315375354e-23
3.027688722968564e-10,0.0004434385066666667,0.2,0.0,0.0008283118650586966,0.1999742790498441,0.19968398172473217,0.19999997083865834,0.1998907620272114,1.039313304937911e-22,4.6023788235629436e-17,6.904512311601094e-22,2.1970374406357546e-30,5.144261379539318e-05,7.941186532459141e-15,2.2674588544764528e-14,0.00010923760962907717,0.0003160179003573659,2.952343345650215e-08,1.1776316034788596e-11,2.2069083588039666e-13,8.204551453759168e-13,1.6539297376476804e-21,1.2570116952182732e-17,5.772113495742304e-22,8.95950860993998e-27,8.041963638770344e-21,1.3227776251892711e-21,9.338257060670969e-16,5.886804137660891e-21,9.65773183743667e-23,1.1813483029374572e-19,4.838206773041456e-23
3.0411026307651193e-10,0.0004434385066666667,0.2,0.0,0.0008273022364616618,0.19997429625022306,0.1996828163662097,0.19999997087796592,0.1998908833202643,1.0455337592049364e-22,4.64098405168546e-17,6.951959808571576e-22,2.2048973946688137e-30,5.140821953075783e-05,7.892705790832339e-15,2.2850153874338692e-14,0.00010911631327575378,0.00031718325547408667,2.9487424141162644e-08,1.1881741102698302e-11,2.2054160402705079e-13,8.226343744247803e-13,1.6674989518614796e-21,1.2628455746924291e-17,5.764858922204968e-22,8.998143515110318e-27,8.178054616469406e-21,1.3560097914084165e-21,9.397907180732318e-16,6.0480283691867365e-21,9.725147321512077e-23,1.2046366233508645e-19,-6.6991290694766e-23
3.0545165385616746e-10,0.0004434385066666667,0.2,0.0,0.0008262944846841878,0.1999743136206762,0.1996816524465064,0.19999997091721852,0.19989100471123736,1.0517842477902037e-22,4.6797125668666203e-17,6.99968738021912e-22,2.212920031021324e-30,5.137348514447415e-05,7.844675750400087e-15,2.3026070477233946e-14,0.00010899491898870436,0.0003183471717577284,2.9451483366930526e-08,1.1987521619546886e-11,2.203909254255868e-13,8.24810390738727e-13,1.6810891754402842e-21,1.2687893515540083e-17,5.928325700893269e-22,9.038805514295465e-27,8.315847904954467e-21,1.3898981325987997e-21,9.457791336535932e-16,5.9385981231862304e-21,9.83053950997335e-23,1.2282623339836264e-19,8.886734855285801e-23
3.06793044635823e-10,0.0004434385066666667,0.2,0.0,0.0008252885927575689,0.19997433115751925,0.1996804899629505,0.19999997095641672,0.19989112619320148,1.0580652367216167e-22,4.718564163977434e-17,7.047100250723833e-22,2.220417191696923e-30,5.133841800486623e-05,7.797088631405205e-15,2.3202335677664243e-14,0.00010887343369714107,0.0003195096518801072,2.9415610487964105e-08,1.2093656212365768e-11,2.2023883141730797e-13,8.269832152553158e-13,1.694700106603923e-21,1.2748373959508946e-17,5.867282595202287e-22,9.075295412120268e-27,8.455385439955427e-21,1.4244522543545325e-21,9.517913613764644e-16,6.186353697158407e-21,9.94793643819837e-23,1.2522284997700698e-19,-1.1313755276546973e-22
3.081344354154785e-10,0.0004434385066666667,0.2,0.0,0.0008242845440662613,0.19997434885713836,0.19967932891289417,0.19999997099556108,0.19989124775941639,1.0643772561949248e-22,4.757538640190083e-17,7.0944614112701925e-22,2.2275662843220293e-30,5.130302533977091e-05,7.74994047880165e-15,2.3378946818107924e-14,0.00010875186414138955,0.00032067069848923873,2.9379804871950816e-08,1.220014351469368e-11,2.2008535272865785e-13,8.291528684044643e-13,1.708331445662573e-21,1.280966420027066e-17,5.879436499440168e-22,9.116274845360544e-27,8.596695439931091e-21,1.4596818486494975e-21,9.578278826916867e-16,5.956991903663288e-21,9.961239183842769e-23,1.2765383885333768e-19,1.6286204313691873e-22
3.0947582619513403e-10,0.0004434385066666667,0.2,0.0,0.0008232823223398433,0.19997436671598837,0.19967816929371263,0.1999999710346522,0.19989136940332572,1.0707207623569825e-22,4.796635795250781e-17,7.142344669680088e-22,2.2351998825939752e-30,5.1267314239216403e-05,7.703222786857812e-15,2.355590125908241e-14,0.00010863021687775428,0.0003218303142098318,2.9344065899799237e-08,1.2306982169352474e-11,2.1993051958213895e-13,8.31319370120206e-13,1.7219828990143574e-21,1.2871861226717007e-17,6.001488054583903e-22,9.157064084664023e-27,8.739785353675028e-21,1.4955966999124598e-21,9.6388909054273e-16,6.397903936971224e-21,1.0058812782551966e-22,1.3011955067135721e-19,-2.3055569752170407e-22
3.1081721697478956e-10,0.0004434385066666667,0.2,0.0,0.000822281911645164,0.19997438473059193,0.19967701110280392,0.19999997107369066,0.1998914911185526,1.077096150783504e-22,4.8358554316375444e-17,7.190775504088575e-22,2.2432310651716635e-30,5.1231291658051644e-05,7.656933455798243e-15,2.3733196378920165e-14,0.0001085084982832615,0.00032298850164377016,2.93083929653385e-08,1.2414170824379909e-11,2.1977436156101147e-13,8.334827398520252e-13,1.735654173494777e-21,1.2934990599874273e-17,5.966842643820011e-22,9.197003893645902e-27,8.884662399367812e-21,1.5322066986192554e-21,9.699753026295058e-16,5.879239291111173e-21,1.0065930481374686e-22,1.3262033700638994e-19,3.3802513701699813e-22
3.121586077544451e-10,0.0004434385066666667,0.2,0.0,0.0008212832963786646,0.19997440289753776,0.19967585433758875,0.19999997111267695,0.19989161289889462,1.0835038507575155e-22,4.875197354424627e-17,7.239428158568221e-22,2.251182064988353e-30,5.119496441852745e-05,7.611061730540893e-15,2.3910829573552196e-14,0.00010838671456028269,0.00032414526337058486,2.927278547502443e-08,1.252170813910303e-11,2.1961690767882194e-13,8.356429965761832e-13,1.7493449791421613e-21,1.299913954447729e-17,5.9857580505928e-22,9.239635002175358e-27,9.031345379165415e-21,1.5695218442285352e-21,9.76086880430658e-16,6.766578678257521e-21,1.026289940410397e-22,1.351565381582607e-19,-5.008260232158319e-22
3.134999985341006e-10,0.0004434385066666667,0.2,0.0,0.0008202864612588799,0.1999744212134798,0.19967469899550944,0.1999999711516117,0.19989173473831964,1.089944324599789e-22,4.914661371087744e-17,7.28827592840405e-22,2.259219523079856e-30,5.115833921282991e-05,7.565609253841452e-15,2.4088798256298684e-14,0.00010826487174104127,0.0003253006019479141,2.9237242847652188e-08,1.2629592774976622e-11,2.1945818645369775e-13,8.378001588064303e-13,1.7630550300393885e-21,1.3064172738660306e-17,6.087942467533149e-22,9.281972497836917e-27,9.179858841756795e-21,1.6075522394091521e-21,9.822242213998325e-16,5.5486389535812065e-21,1.0171857885734289e-22,1.377284945213488e-19,7.693296598041038e-22
3.1484138931375614e-10,0.0004434385066666667,0.2,0.0,0.0008192913913191083,0.19997443967513565,0.19967354507402985,0.1999999711904953,0.19989185663096123,1.0964180379489948e-22,4.954247291431047e-17,7.3374094730812195e-22,2.2673800956970842e-30,5.112142260556709e-05,7.52056004941178e-15,2.426709985765808e-14,0.00010814297569200565,0.00032645451991195344,2.9201764514075658e-08,1.2737823409412978e-11,2.1929822581072333e-13,8.399542446050376e-13,1.7767840427448904e-21,1.313018273282696e-17,6.069769384823858e-22,9.32465615923313e-27,9.330221948892545e-21,1.6463080869707588e-21,9.883877283002602e-16,7.56262967277181e-21,1.0506391526400152e-22,1.4033655424434606e-19,-1.1957601526872874e-21
3.1618278009341166e-10,0.0004434385066666667,0.2,0.0,0.0008182980719002491,0.19997445827928556,0.19967239257063485,0.19999997122932842,0.19989197857111446,1.1029254231574505e-22,4.9939549275883576e-17,7.38684013285395e-22,2.275563604590177e-30,5.108422103620946e-05,7.475924449600376e-15,2.444573182509772e-14,0.00010802103211817149,0.0003276070197778962,2.916634991693304e-08,1.2846398714104462e-11,2.1913705314060183e-13,8.421052715927982e-13,1.7905317344231696e-21,1.3197048554952706e-17,6.090142269202057e-22,9.368885300225014e-27,9.482448521166435e-21,1.6857996933713592e-21,9.945777588188755e-16,4.517720028753997e-21,1.0153528086642094e-22,1.4298107505708036e-19,1.9056532676916833e-21
3.175241708730672e-10,0.0004434385066666667,0.2,0.0,0.0008173064886438039,0.19997447702277119,0.1996712414828298,0.1999999712681115,0.1998921005532316,1.1094669238492478e-22,5.033784094012428e-17,7.436628362427393e-22,2.283992007914145e-30,5.104674082148496e-05,7.431673310247416e-15,2.462469162285103e-14,0.00010789904656723579,0.0003287581040403626,2.913099851037873e-08,1.2955317388891959e-11,2.1897469535791714e-13,8.442532569599537e-13,1.80429782983627e-21,1.3264973504059912e-17,6.183311521953331e-22,9.413214125016597e-27,9.63655486865365e-21,1.726037472760314e-21,1.0007946890228194e-15,9.558798526769526e-21,1.093888938094523e-22,1.4566241153692314e-19,-3.0890712694518437e-21
3.188655616527227e-10,0.0004434385066666667,0.2,0.0,0.0008163166274850381,0.19997449590249422,0.1996700918081403,0.199999971306845,0.1998922225719183,1.1160429800720632e-22,5.073734607400702e-17,7.486746990578308e-22,2.2925822162810955e-30,5.1008988157729454e-05,7.387838540051106e-15,2.480397673171568e-14,0.00010777702443366544,0.0003299077751738211,2.9095709759821503e-08,1.3064578107520548e-11,2.188111788229479e-13,8.463982174751879e-13,1.8180820498965353e-21,1.3333720838464708e-17,6.176157001613769e-22,9.458116030494367e-27,9.792560969443917e-21,1.7670319481432552e-21,1.0070388828831516e-15,1.422244943418455e-21,9.848414765132621e-23,1.483809240796095e-19,5.113650084531774e-21
3.2020695243237824e-10,0.0004434385066666667,0.2,0.0,0.0008153284746462976,0.19997451491541554,0.19966894354411172,0.19999997134552946,0.1998923446219293,1.1226540598179606e-22,5.1138062866285715e-17,7.537114820968414e-22,2.301136461258275e-30,5.097096912319334e-05,7.344356266687461e-15,2.4983584648855632e-14,0.00010765497096266302,0.0003310560356329969,2.9060483141668443e-08,1.3174179606135104e-11,2.1864652939175428e-13,8.485401694970423e-13,1.8318841265425324e-21,1.3403576747479083e-17,6.1951346643156385e-22,9.504298312091482e-27,9.950486235977547e-21,1.808793749812533e-21,1.013310746532514e-15,1.5181955020769783e-20,1.1930859004807297e-22,1.5113696557341801e-19,-8.610985223833452e-21
3.2154834321203376e-10,0.0004434385066666667,0.2,0.0,0.0008143420166304786,0.19997453405855387,0.19966779668830864,0.19999997138416528,0.19989246669816496,1.129300593250731e-22,5.1539989526777704e-17,7.587801343758247e-22,2.3098830166873724e-30,5.093268968030483e-05,7.301316454087383e-15,2.5163512887606142e-14,0.00010753289125403244,0.0003322028878532767,2.9025318143074753e-08,1.328412053564868e-11,2.1848077246870448e-13,8.506791289809365e-13,1.8457037817013415e-21,1.3474140569928983e-17,6.285365691645556e-22,9.550487874069699e-27,1.0110349120561357e-20,1.8513336166351513e-21,1.0196106270003575e-15,-8.110664918774506e-21,8.546000486453489e-23,1.539309115954884e-19,1.4772522355831325e-20
3.228897339916893e-10,0.0004434385066666667,0.2,0.0,0.0008133572402146484,0.1999745533289848,0.19966665123831479,0.199999971422753,0.19989258879566713,1.1359830520960863e-22,5.194312428634307e-17,7.6388417659966335e-22,2.31882250723433e-30,5.0894155677891074e-05,7.258557943143377e-15,2.5343758977283104e-14,0.00010741079026594664,0.00033334833425109443,2.8990214261699388e-08,1.3394399711883186e-11,2.1831393293742869e-13,8.528151114927439e-13,1.8595407626100024e-21,1.3545979762978451e-17,6.286630331417564e-22,9.597748784505771e-27,1.0272167470202253e-20,1.894662396209992e-21,1.0259389369937738e-15,3.243293538382893e-20,1.4741833698390452e-22,1.567631103888449e-19,-2.577482391166692e-20
3.242311247713448e-10,0.0004434385066666667,0.2,0.0,0.00081237413244381,0.19997457272383953,0.19966550719173215,0.19999997146129306,0.19989271090961555,1.1427018471325017e-22,5.2347465395816675e-17,7.690171354542061e-22,2.327759571577802e-30,5.085537285335729e-05,7.216337659661468e-15,2.552432046298913e-14,0.00010728867281861998,0.00033449237722432565,2.895517100546618e-08,1.3505015684106723e-11,2.181460352038142e-13,8.54948132211051e-13,1.8733947775446324e-21,1.3618312818794854e-17,6.301581138848357e-22,9.64551612018309e-27,1.043595986641966e-20,1.9387910497138955e-21,1.032295991515858e-15,-3.8919780652024524e-20,3.8843012425802093e-23,1.5963396689136687e-19,4.5745396362915947e-20
3.2557251555100034e-10,0.0004434385066666667,0.2,0.0,0.0008113926806248092,0.19997459224030406,0.19966436454618122,0.19999997149978582,0.1998928330353245,1.149457485026656e-22,5.2753011126612146e-17,7.741831249979871e-22,2.3368871399066567e-30,5.0816346834824996e-05,7.17420468074759e-15,2.5705194905434692e-14,0.00010716654359788781,0.00033563501915264267,2.8920187892330377e-08,1.3615967491493296e-11,2.1797710324924596e-13,8.570782059478048e-13,1.887265611411311e-21,1.3692252814922367e-17,6.393048934548815e-22,9.694216491910825e-27,1.0601745462258068e-20,1.983730647067876e-21,1.0386822543043104e-15,8.920139810383115e-20,2.389768906600784e-22,1.62543790399089e-19,-8.251576743260204e-20
3.2691390633065586e-10,0.0004434385066666667,0.2,0.0,0.0008104128723203827,0.1999746118756177,0.19966322329930022,0.19999997153823182,0.1998929551682391,1.1562504710394943e-22,5.3159759769054946e-17,7.793852540615518e-22,2.346239126450207e-30,5.077708314322981e-05,7.132620414659516e-15,2.5886379880747126e-14,0.0001070444071586952,0.0003367762623979021,2.8885264450050666e-08,1.3727253532268505e-11,2.1780716055978096e-13,8.592053471398349e-13,1.901152946605837e-21,1.3766836751063708e-17,6.40630677097338e-22,9.743450852337368e-27,1.0769543932126136e-20,2.029492361514082e-21,1.0450981546663038e-15,7.577758368122099e-20,7.513819763617064e-22,1.6549293717002427e-19,-6.954288309516514e-20
3.282552971103114e-10,0.0004434385066666667,0.2,0.0,0.0008094346953433438,0.1999746316270727,0.19966208344874467,0.19999997157663135,0.19989307730393183,1.1630812784719324e-22,5.356770963278349e-17,7.846170399477708e-22,2.355586377723687e-30,5.0737587194379904e-05,7.091203005095316e-15,2.6067872980295246e-14,0.0001069222679284974,0.00033791610930448474,2.8850400215966265e-08,1.383887285313842e-11,2.1763623018329296e-13,8.61329569879623e-13,1.9150565850297064e-21,1.384253579487351e-17,6.411714490132288e-22,9.793585621495992e-27,1.093937360845883e-20,2.076087466531175e-21,1.0515441026200039e-15,2.2452717485096856e-19,1.8131629998181178e-21,1.6848172831261383e-19,-2.1929188726504756e-19
3.295966878899669e-10,0.0004434385066666667,0.2,0.0,0.0008084581377508991,0.19997465149201257,0.19966094499218742,0.19999997161498492,0.19989319943809958,1.169950132126255e-22,5.397685904357072e-17,7.898817995197314e-22,2.3650922038323796e-30,5.0697864300975115e-05,7.050896582778823e-15,2.6249671810497297e-14,0.00010680013021057397,0.00033905456219968945,2.881559473677915e-08,1.3950823450943635e-11,2.1746433475293795e-13,8.634508878915067e-13,1.9289761560026927e-21,1.3918084529634906e-17,6.502496721278275e-22,9.843289118301813e-27,1.111125530351294e-20,2.123527378863404e-21,1.0580201655010852e-15,-2.220047618584611e-19,1.2011714501224746e-21,1.7151084814431702e-19,2.279153622924617e-19
3.3093807866962244e-10,0.0004434385066666667,0.2,0.0,0.0008074831878390945,0.19997467146783143,0.19965980792731808,0.19999997165329292,0.19989332156656,1.1768575237553664e-22,5.4387206349275506e-17,7.951838408540456e-22,2.3748303018519644e-30,5.065791967458805e-05,7.009654921260883e-15,2.6431773992679264e-14,0.00010667799818725901,0.00034019162339397603,2.8780847568341382e-08,1.4063105740052327e-11,2.172914964365162e-13,8.655693145917099e-13,1.942911645943715e-21,1.399609677278306e-17,6.524481651571061e-22,9.8950825674094e-27,1.1285207671382362e-20,2.1718236419871616e-21,1.0645268072615427e-15,3.978648835513724e-19,1.413309936390147e-21,1.7458040523433258e-19,-3.9210168482367485e-19
3.3227946944927797e-10,0.0004434385066666667,0.2,0.0,0.0008065098341373852,0.19997469155197314,0.19965867225184253,0.19999997169155576,0.19989344368524858,1.1838041089016464e-22,5.479874991372431e-17,8.005198969327123e-22,2.384698527769047e-30,5.0617758427607474e-05,6.969442800010522e-15,2.6614177162866202e-14,0.00010655587592308954,0.0003413272951813954,2.8746158275447126e-08,1.4175716779310519e-11,2.1711773699413195e-13,8.676848630268365e-13,1.9568625179792644e-21,1.4074694823254644e-17,6.550757505529498e-22,9.947108992270308e-27,1.1461249496261459e-20,2.220987870430672e-21,1.0710646299360871e-15,3.742063658819958e-19,3.4653001166818285e-21,1.7769059705950203e-19,-3.704290254529864e-19
3.334867211509679e-10,0.0004434385066666667,0.2,0.0,0.0008056351712689808,0.19997470971824316,0.19965765132996333,0.19999997172595393,0.19989355358044655,1.1900897949097628e-22,5.517016058154694e-17,8.053497237601068e-22,2.3936309621619196e-30,5.0581432241688475e-05,6.934238170905095e-15,2.6778595418667246e-14,0.0001064459774962484,0.00034234821373027347,2.8714987042779523e-08,1.4277346827420426e-11,2.169605835950617e-13,8.695864062534186e-13,1.9694313633108183e-21,1.4145232486354384e-17,6.597655407882559e-22,9.993792589196231e-27,1.1621492006589418e-20,2.2659874956860038e-21,1.0769754677515301e-15,-1.5108354684597154e-19,3.320509283323772e-21,1.8052528035379475e-19,1.5506581107899427e-19
3.346939728526579e-10,0.0004434385066666667,0.2,0.0,0.000804761784180377,0.1999747279684279,0.19965663152999819,0.19999997176031611,0.19989366346172674,1.1964076430333562e-22,5.554253773379982e-17,8.102062615334039e-22,2.402607412884908e-30,5.0544938246430726e-05,6.898893748943451e-15,2.69432538687429e-14,0.00010633609297701642,0.00034336801035462925,2.8683862038781565e-08,1.437924210048567e-11,2.168027166688717e-13,8.714856374801629e-13,1.9820124373080346e-21,1.421705872637033e-17,6.612213078956825e-22,1.0041560299298317e-26,1.178346199435378e-20,2.3117084116144423e-21,1.0829117892328237e-15,-3.7189580682786143e-19,-6.617545282437197e-22,1.833942638107631e-19,3.799206799792224e-19
3.3590122455434784e-10,0.0004434385066666667,0.2,0.0,0.0008038896649736882,0.19997474630076317,0.19965561285030767,0.19999997179464254,0.1998937733263588,1.2027579963436365e-22,5.591588021487693e-17,8.150900050120865e-22,2.411660266839642e-30,5.050827997019984e-05,6.863307645115698e-15,2.710815081966548e-14,0.00010622622509572885,0.0003443866866939154,2.8652782963969212e-08,1.4481401927456706e-11,2.1664415122798218e-13,8.733825655633289e-13,1.99460549478132e-21,1.429002186538959e-17,6.640510337551151e-22,1.0089819211657454e-26,1.1947176063488652e-20,2.3581594540406036e-21,1.088873878682106e-15,-7.494097908186271e-20,-4.0736614146590386e-21,1.8629741690147348e-19,8.643882476432526e-20
3.371084762560378e-10,0.0004434385066666667,0.2,0.0,0.0008030188058913671,0.19997476471351502,0.1996545952892624,0.19999997182893345,0.19989388317168238,1.2091415184229968e-22,5.629018687933153e-17,8.200043309664382e-22,2.420928374838682e-30,5.0471460880916545e-05,6.827889647425008e-15,2.727328458724487e-14,0.00010611637651281998,0.00034540424437758685,2.862174952423465e-08,1.4583824805052963e-11,2.1648490204601254e-13,8.752771992085646e-13,2.0072104223415285e-21,1.436421455077496e-17,6.725306052697166e-22,1.0139034615196998e-26,1.211264806200009e-20,2.4053494643083653e-21,1.0948624316966388e-15,1.1867992892129786e-19,-3.41112029608965e-21,1.8923455062031743e-19,-1.0778203070156013e-19
3.3831572795772775e-10,0.0004434385066666667,0.2,0.0,0.0008021491993133422,0.19997478320497908,0.1996535788452426,0.19999997186318913,0.19989399299510524,1.2155584728920502e-22,5.666545658996445e-17,8.249502604537465e-22,2.430383714740069e-30,5.043448438710357e-05,6.793250934783036e-15,2.7438653496428187e-14,0.00010600654982046742,0.0003464206850252988,2.8590761430736418e-08,1.4686509790858253e-11,2.1632498363554908e-13,8.771695468867259e-13,2.019827038008779e-21,1.4438322366272303e-17,6.747184088279948e-22,1.0188551774096707e-26,1.2279888128579516e-20,2.453287241843775e-21,1.1008776113244208e-15,1.4337312857148548e-19,8.77452388090298e-23,1.9220587547490928e-19,-1.3590993515518823e-19
3.395229796594177e-10,0.0004434385066666667,0.2,0.0,0.0008012808377542126,0.19997480177348023,0.19965256351663851,0.1999999718974098,0.19989410279410202,1.222009220591869e-22,5.704168821655113e-17,8.299231995056669e-22,2.43984013744405e-30,5.0397353838913816e-05,6.758746038038258e-15,2.7604255881199363e-14,0.00010589674754419707,0.00034743601024709653,2.8559818399791826e-08,1.478945586527947e-11,2.161644102375871e-13,8.790596168225539e-13,2.0324550148893846e-21,1.451371730364875e-17,6.725022298810644e-22,1.023858244658109e-26,1.2448908946751337e-20,2.5019816861442727e-21,1.1069197464869427e-15,-1.4144939420720173e-19,1.1517769213387505e-21,1.9521223682381485e-19,1.479133231047534e-19
3.4073023136110767e-10,0.0004434385066666667,0.2,0.0,0.0008004137138604925,0.1999748204173721,0.19965154930184942,0.19999997193159583,0.19989421256621215,1.2284937281050004e-22,5.741888064184924e-17,8.349239896348578e-22,2.4494313448317647e-30,5.0360072529141614e-05,6.724775421925943e-15,2.777009008451625e-14,0.00010578697214445354,0.0003484502216435048,2.8528920152771512e-08,1.4892662977840564e-11,2.160031958826642e-13,8.809474171542741e-13,2.0450944056313766e-21,1.4589066787943266e-17,6.835534731120358e-22,1.0288245572182213e-26,1.2619727639193387e-20,2.5514418482690893e-21,1.1129886199450464e-15,7.927934392037995e-20,5.4716983588839e-22,1.9825391460494824e-19,-7.214511062552537e-20
3.419374830627976e-10,0.0004434385066666667,0.2,0.0,0.0007995478204079107,0.1999748391350365,0.19965053619928427,0.19999997196574726,0.19989432230903892,1.2350127051610714e-22,5.779703275578525e-17,8.399589632798088e-22,2.4593062366379244e-30,5.032264369421716e-05,6.69020492361913e-15,2.793615445819468e-14,0.00010567722601813524,0.0003494633208057589,2.8498066415996117e-08,1.4996129220260857e-11,2.1584135437316497e-13,8.828329558370738e-13,2.0577449297005295e-21,1.466672331260047e-17,6.9128527149645505e-22,1.0340614281464999e-26,1.2792366317847131e-20,2.6016769769118013e-21,1.1190850201234884e-15,-2.331096191113321e-19,-1.93417435877014e-21,2.013314708551916e-19,2.427918870244626e-19
3.431447347644876e-10,0.0004434385066666667,0.2,0.0,0.0007986831502987781,0.1999748579248828,0.19964952420736096,0.19999997199986447,0.19989443202024743,1.2415660952499345e-22,5.817614346571772e-17,8.450218306614453e-22,2.4691181576444824e-30,5.028507051518358e-05,6.657176126455134e-15,2.8102447362861823e-14,0.00010556751150009452,0.00035047530931585976,2.8467256920635334e-08,1.509985533420428e-11,2.1567889921008312e-13,8.847162405375738e-13,2.0704064655153152e-21,1.4743157138401672e-17,6.799351853513008e-22,1.039142306180552e-26,1.2966837635746445e-20,2.6526962811979495e-21,1.1252086621864016e-15,5.14441090216127e-19,4.877189640732037e-22,2.044442817200724e-19,-5.071128350090445e-19
3.4435198646617754e-10,0.0004434385066666667,0.2,0.0,0.0007978196965594015,0.1999748767853476,0.1996485133245065,0.19999997203394765,0.19989454169756338,1.2481540914455765e-22,5.855621168200349e-17,8.501077110503548e-22,2.4788878028996754e-30,5.0247356118657846e-05,6.623729364240714e-15,2.8268967167806178e-14,0.00010545783086460433,0.00035148618874688203,2.8436491402608403e-08,1.520383853661769e-11,2.15515843714653e-13,8.865972788277606e-13,2.0830787214458686e-21,1.4821111550796253e-17,6.910184238183548e-22,1.0443049150422832e-26,1.3143148425228268e-20,2.7045089227703905e-21,1.1313596804924986e-15,4.0263819417429695e-19,6.22595699269383e-21,2.0759256004132794e-19,-4.0097895261311586e-19
3.4543851299769854e-10,0.0004434385066666667,0.2,0.0,0.0007970436225242601,0.19997489381887426,0.19964760447689833,0.1999999720645936,0.1998946403763377,1.254113738869281e-22,5.88990908454371e-17,8.547143823905878e-22,2.4879163985877767e-30,5.0213294961863726e-05,6.593133481138781e-15,2.8419027651128848e-14,0.00010535914909424288,0.00035239503326527116,2.8408839822492674e-08,1.5297642783833564e-11,2.1536859132244285e-13,8.882882987698264e-13,2.0944928731331026e-21,1.4893427574638256e-17,7.005694928375488e-22,1.0491454342146065e-26,1.330341624932391e-20,2.7518263587981423e-21,1.1369199894456246e-15,-1.6690330592794758e-19,6.124485372509653e-21,2.1045766327126664e-19,1.6872698040497575e-19
