Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107)
5.113472034360694e-09,0.0004434385066666667,0.2,0.0,1.9155505634431845e-05,0.19999836965668577,0.1987198669069736,0.20000000840390342,0.19999750987720666,2.6348016710369924e-19,3.3200665034023833e-15,1.616320254684427e-17,1.4890322563293335e-25,3.2782950107969038e-06,1.1112324436991648e-18,1.3137396551674818e-14,2.481035351079862e-06,0.0012801234410375491,6.822986453085436e-10,5.641835570412937e-10,1.1295431752437615e-14,1.2298882580072003e-12,9.97550674430599e-21,3.712136205294025e-15,1.94466733121613e-19,-5.342132244226747e-23,2.462823473670486e-16,8.221222333367482e-16,3.3965824896091175e-13,4.2750112963455125e-15,2.0306394894641034e-17,8.06212758253402e-15,5.338970257107452e-21
5.1173370931289865e-09,0.0004434385066666667,0.2,0.0,1.9115928476550153e-05,0.19999837165509163,0.19871981809151856,0.200000008406101,0.19999751511700883,2.639849002915108e-19,3.322196468607635e-15,1.620316057578093e-17,1.4923846714024676e-25,3.2742994980905785e-06,1.1067039814053261e-18,1.3092036079628734e-14,2.4757947643289484e-06,0.001280172255437307,6.808867034537497e-10,5.644537827197574e-10,1.1275630824808082e-14,1.2289233114559667e-12,9.969827871065212e-21,3.715556742854743e-15,1.9452612546256336e-19,-1.1513343656308035e-23,2.4663484640148623e-16,8.227534022215112e-16,3.399565210122278e-13,4.285950973111283e-15,2.03400682213755e-17,8.07660754976648e-15,5.3433953601413015e-21
5.1208156460204506e-09,0.0004434385066666667,0.2,0.0,1.9080423896501014e-05,0.19999837344989013,0.19871977429522383,0.2000000084080732,0.19999751981761604,2.6443955723175635e-19,3.3241123079627362e-15,1.6239171158733346e-17,1.4954040893582807e-25,3.2707110674381446e-06,1.1026515008522231e-18,1.3051416792504598e-14,2.4710934525241257e-06,0.001280216050784094,6.796200521410282e-10,5.646967818174172e-10,1.1260124548222855e-14,1.228056520046298e-12,9.964971043033074e-21,3.718634220110027e-15,1.945792242252378e-19,9.497412241275376e-25,2.4695214312088625e-16,8.233207039718236e-16,3.402248613616962e-13,4.295810007750707e-15,2.037039466231442e-17,8.089646350085436e-15,5.347367474350472e-21
5.124294198911915e-09,0.0004434385066666667,0.2,0.0,1.9045027785485326e-05,0.19999837524112965,0.19871973062888793,0.2000000084100401,0.19999752450385527,2.648945902191055e-19,3.3260270991167068e-15,1.6275227560239794e-17,1.4984256277908007e-25,3.2671297519046393e-06,1.0986189655320551e-18,1.3010990909155956e-14,2.466406510080308e-06,0.0012802597161736867,6.783572724928144e-10,5.649395887708843e-10,1.1243941304863356e-14,1.2271913030955632e-12,9.959960043586841e-21,3.721710699612626e-15,1.9463196693763841e-19,6.141855347691244e-26,2.47269484766853e-16,8.238872976518688e-16,3.4049310274137123e-13,4.305681666873092e-15,2.0400740558066768e-17,8.102691605011138e-15,5.351330490892854e-21
5.127772751803379e-09,0.0004434385066666667,0.2,0.0,1.9009739809343412e-05,0.1999983770288196,0.19871968709211382,0.2000000084120017,0.19999752917577093,2.653499991323291e-19,3.3279408388945377e-15,1.631132978677032e-17,1.5014492809946642e-25,3.2635555329288047e-06,1.0946059141365772e-18,1.2970757529612216e-14,2.46173389272932e-06,0.0012803032520030868,6.770983526755421e-10,5.651822037585504e-10,1.122686493352412e-14,1.2263276619059589e-12,9.954777887439713e-21,3.724786190640591e-15,1.9468436505955493e-19,1.940678087818641e-24,2.4758687121947736e-16,8.244531858520002e-16,3.4076124517741144e-13,4.3155659506897105e-15,2.0431105990012943e-17,8.115743299396872e-15,5.355284925127264e-21
5.131251304694843e-09,0.0004434385066666667,0.2,0.0,1.897455963494724e-05,0.1999983788129691,0.19871964368450573,0.20000000841395796,0.19999753383340704,2.6580578385032376e-19,3.329853517186978e-15,1.63474778447748e-17,1.5044750432807476e-25,3.2599883920042732e-06,1.0906128656470054e-18,1.2930715757563277e-14,2.457075556339476e-06,0.0012803466586680725,6.758432790091712e-10,5.65424626663017e-10,1.1210416783940071e-14,1.2254655977644767e-12,9.94972445250559e-21,3.727860689864801e-15,1.9473642735057314e-19,6.911770393192472e-25,2.479043023536216e-16,8.250183711599214e-16,3.4102928869633667e-13,4.3254628594053395e-15,2.0461491039833095e-17,8.12880141810919e-15,5.359231187658675e-21
5.134729857586307e-09,0.0004434385066666667,0.2,0.0,1.893948693019443e-05,0.19999838059358754,0.19871960040566913,0.20000000841590898,0.19999753847680762,2.6626194425203577e-19,3.3317651381318368e-15,1.6383671740691025e-17,1.5075029090309756e-25,3.2564283106822044e-06,1.0866395765192041e-18,1.2890864700351505e-14,2.452431456915175e-06,0.0012803899365632014,6.745920401337655e-10,5.656668579181253e-10,1.1194194408188037e-14,1.22460511194284e-12,9.944715021779659e-21,3.7309341960833664e-15,1.947881471285049e-19,6.821355104363626e-25,2.482217780113335e-16,8.255828561606561e-16,3.412972333251206e-13,4.3353723932473535e-15,2.0491895789519945e-17,8.141865946011304e-15,5.3631690136713736e-21
5.138208410477771e-09,0.0004434385066666667,0.2,0.0,1.8904521364006848e-05,0.19999838237068399,0.19871955725521073,0.20000000841785476,0.19999754310601653,2.667184802165964e-19,3.3336757072923266e-15,1.6419911480938174e-17,1.5105328726204165e-25,3.252875270569879e-06,1.0826857413231458e-18,1.2851203468964623e-14,2.447801550596452e-06,0.001280433086081816,6.733446249444328e-10,5.659088980139563e-10,1.1177599932780778e-14,1.2237462056977202e-12,9.939628412973112e-21,3.734006714563868e-15,1.9483952336347312e-19,1.2044563736845118e-24,2.4853929803674285e-16,8.261466434365139e-16,3.4156507909105054e-13,4.3452945524368695e-15,2.052232032138598e-17,8.154936867974929e-15,5.367098206344459e-21
5.141686963369235e-09,0.0004434385066666667,0.2,0.0,1.886966260632816e-05,0.1999983841442677,0.19871951423273831,0.20000000841979532,0.19999754772107747,2.671753916233535e-19,3.335585225287066e-15,1.6456197071912893e-17,1.5135649284068607e-25,3.249329253329514e-06,1.0787513794499636e-18,1.2811731178026983e-14,2.44318579365856e-06,0.001280476107616047,6.721010211305917e-10,5.661507472351113e-10,1.1161118305543784e-14,1.2228888802691149e-12,9.934570626681059e-21,3.737078244938742e-15,1.948905610013116e-19,8.137193686621614e-25,2.48856862296344e-16,8.267097355670597e-16,3.418328260216405e-13,4.355229337181021e-15,2.0552764718059428e-17,8.168014168883157e-15,5.37101906161295e-21
5.145165516260699e-09,0.0004434385066666667,0.2,0.0,1.883491032811938e-05,0.19999838591434776,0.19871947133786094,0.2000000084217306,0.19999755232203403,2.67632678351804e-19,3.337493694091354e-15,1.6492528519992478e-17,1.516599070761199e-25,3.245790240679261e-06,1.0748364493181425e-18,1.2772446945792296e-14,2.438584142511559e-06,0.0012805190015568156,6.708612168033163e-10,5.663924059233656e-10,1.114486687441389e-14,1.2220331368805857e-12,9.929560035882265e-21,3.740148788420895e-15,1.9494126009988368e-19,9.487737468896515e-25,2.4917447066596456e-16,8.272721351290813e-16,3.4210047414465985e-13,4.3651767476845326e-15,2.05832290624715e-17,8.181097833626022e-15,5.3749315705177545e-21
5.148644069152163e-09,0.0004434385066666667,0.2,0.0,1.8800264201355803e-05,0.19999838768093336,0.1987194285701889,0.20000000842366072,0.1999975569089297,2.680903402815781e-19,3.3394011157838698e-15,1.652890583153742e-17,1.5196352940585306e-25,3.242258214393139e-06,1.0709407540001692e-18,1.2733349894137228e-14,2.433996553699905e-06,0.0012805617682938402,6.696252005997878e-10,5.666338744398473e-10,1.1128508105545763e-14,1.221178976740885e-12,9.92452498355022e-21,3.7432183467275245e-15,1.949916191962783e-19,1.0182167529387742e-24,2.494921230153837e-16,8.278338446965595e-16,3.423680234881735e-13,4.375136784146813e-15,2.0613713437849805e-17,8.194187847104667e-15,5.3788355733651755e-21
5.152122622043627e-09,0.0004434385066666667,0.2,0.0,1.876572389902475e-05,0.1999983894440335,0.19871938592933372,0.20000000842558563,0.19999756148180772,2.6854837729240714e-19,3.3413074908017504e-15,1.6565329012890507e-17,1.5226735926723844e-25,3.238733156300066e-06,1.0670641893019273e-18,1.2694439148553153e-14,2.4294229839020393e-06,0.0012806044082156371,6.683929607494051e-10,5.668751530759953e-10,1.1112132621486036e-14,1.2203264010435762e-12,9.919489840691878e-21,3.746286920010118e-15,1.950416399199206e-19,8.704131863089374e-25,2.4980981920365403e-16,8.283948668406352e-16,3.426354740805354e-13,4.385109446760265e-15,2.0644217927722715e-17,8.207284194231542e-15,5.3827311666368205e-21
5.155601174935091e-09,0.0004434385066666667,0.2,0.0,1.8731289095122005e-05,0.19999839120365734,0.19871934341490805,0.2000000084275054,0.1999975660407114,2.690067892641328e-19,3.3432128212651617e-15,1.6601798070375306e-17,1.5257139609865605e-25,3.235215048283908e-06,1.0632067075048835e-18,1.2655713838136769e-14,2.424863389929971e-06,0.001280646921709527,6.671644854664302e-10,5.671162421774274e-10,1.109590460940487e-14,1.2194754109660119e-12,9.914487388582031e-21,3.749354509657665e-15,1.9509132365389094e-19,9.685134673717494e-25,2.5012755908878576e-16,8.289552041295811e-16,3.4290282595036206e-13,4.395094735715493e-15,2.0674742615924775e-17,8.220386859925211e-15,5.3866184190315655e-21
5.159079727826555e-09,0.0004434385066666667,0.2,0.0,1.869695946464844e-05,0.1999983929598138,0.19871930102652569,0.20000000842941998,0.1999975705856836,2.694655760767759e-19,3.345117110208727e-15,1.6638313010296015e-17,1.5287563933911256e-25,3.2317038722836933e-06,1.0593681820333152e-18,1.2617173095581532e-14,2.420317728728863e-06,0.0012806893091616342,6.659397633060731e-10,5.67357142130893e-10,1.1079684183599969e-14,1.2186260076698512e-12,9.909485123473724e-21,3.7524211175428925e-15,1.951406702270651e-19,9.627367873940747e-25,2.504453425395994e-16,8.295148591287703e-16,3.4317007912654097e-13,4.405092651198782e-15,2.0705287586594528e-17,8.233495829112213e-15,5.390497253327882e-21
5.164167752461861e-09,0.0004434385066666667,0.2,0.0,1.8646934804642467e-05,0.1999983955222902,0.19871923925191748,0.2000000084322112,0.199997577208541,2.7013731119975134e-19,3.3479006117721044e-15,1.6691805489246614e-17,1.5332102173460472e-25,3.2265805779306977e-06,1.053787531633355e-18,1.2561130781272094e-14,2.413693866169771e-06,0.001280751082412068,6.641551170316585e-10,5.677091627513198e-10,1.1055963726296748e-14,1.2173864590961305e-12,9.902172379068068e-21,3.7569048307616735e-15,1.9521224279661402e-19,7.901649393844086e-25,2.5091023759692633e-16,8.303322341770619e-16,3.4356080845347315e-13,4.419739186587317e-15,2.075000194069916e-17,8.252681433972708e-15,5.396155651139386e-21
5.1692557770971674e-09,0.0004434385066666667,0.2,0.0,1.8597133454419297e-05,0.19999839807739578,0.19871917774494885,0.20000000843499147,0.1999975838018185,2.7080984764380866e-19,3.3506818917044873e-15,1.674539616420867e-17,1.5376684277601104e-25,3.2214720195961293e-06,1.048246915203358e-18,1.250547880358922e-14,2.4070995864016204e-06,0.0012808125880263395,6.623784391858939e-10,5.680607803858055e-10,1.1032546062348555e-14,1.2161503113328003e-12,9.894934138592016e-21,3.761386447943599e-15,1.9528309896309863e-19,1.7037739637183764e-24,2.513752251960125e-16,8.311481629926608e-16,3.439513267856028e-13,4.434412736664012e-15,2.0794760134113947e-17,8.271880445494078e-15,5.4017962983582544e-21
5.174343801732474e-09,0.0004434385066666667,0.2,0.0,1.854755440848493e-05,0.19999840062515856,0.19871911650442506,0.2000000084377608,0.19999759036564943,2.7148318503520033e-19,3.353460957751413e-15,1.679908505470628e-17,1.5421310071261838e-25,3.2163781413909168e-06,1.0427460155786812e-18,1.2450214489800316e-14,2.40053475621952e-06,0.0012808738271990726,6.606096943770222e-10,5.684119961832906e-10,1.1009004823454428e-14,1.2149175678363871e-12,9.887656975781949e-21,3.765865974853903e-15,1.9535323835963347e-19,1.871827677040605e-24,2.5184030491868615e-16,8.319626535691498e-16,3.4434163421653535e-13,4.449113301955562e-15,2.0839562433561187e-17,8.291092816620915e-15,5.40741887586229e-21
5.17943182636778e-09,0.0004434385066666667,0.2,0.0,1.8498196665877754e-05,0.19999840316560635,0.19871905552915697,0.20000000844051935,0.19999759690016625,2.721573230007318e-19,3.356237815986586e-15,1.685287218018236e-17,1.5465979379450515e-25,3.21129888767323e-06,1.0372844227249105e-18,1.2395335183453661e-14,2.3939992430188894e-06,0.0012809348011195091,6.588488472753208e-10,5.687628112333721e-10,1.0985005145738206e-14,1.2136882319929167e-12,9.880271756338924e-21,3.770343415403038e-15,1.9542266147220245e-19,-7.394296908877986e-25,2.5230547633276514e-16,8.327757138861869e-16,3.447317308409882e-13,4.463840882962774e-15,2.0884409107095756e-17,8.310318500344032e-15,5.413023274436129e-21
5.184519851003086e-09,0.0004434385066666667,0.2,0.0,1.8449059230149555e-05,0.1999984056987669,0.19871899481796051,0.20000000844326712,0.19999760340550102,2.7283226116806153e-19,3.359012468632661e-15,1.6906757559992297e-17,1.5510692027306006e-25,3.2062342030460176e-06,1.0318618615823945e-18,1.2340838244313072e-14,2.387492914792771e-06,0.001280995510971537,6.570958610393607e-10,5.691132264454302e-10,1.0961698046086231e-14,1.2124623071215991e-12,9.873079857843774e-21,3.774818769308163e-15,1.9549137626529176e-19,2.4762446528000691e-26,2.527707390515612e-16,8.33587351909319e-16,3.451216167550504e-13,4.47859548016032e-15,2.092930042412967e-17,8.329557449696995e-15,5.418610401884468e-21
5.189607875638392e-09,0.0004434385066666667,0.2,0.0,1.8400141109342723e-05,0.19999840822466775,0.1987189343696573,0.2000000084460041,0.1999976098817852,2.735079991653581e-19,3.361784921838582e-15,1.6960741213409918e-17,1.5555447840238188e-25,3.2011840323580417e-06,1.0264782356581356e-18,1.2286721048308464e-14,2.3810156401291252e-06,0.0012810559579337101,6.5535070016311e-10,5.6946324289416e-10,1.093917786204414e-14,1.2112397964705436e-12,9.866062930888687e-21,3.779292042409542e-15,1.9555938468410355e-19,5.130828774445742e-24,2.5323609267806406e-16,8.343975755898006e-16,3.455112920558362e-13,4.49337709400572e-15,2.0974236655387758e-17,8.3488096177537e-15,5.424180073631521e-21
5.1946959002736986e-09,0.0004434385066666667,0.2,0.0,1.8351441315969236e-05,0.1999984107433364,0.1987188741830739,0.20000000844873042,0.1999976163291495,2.741845366218911e-19,3.3645551912299557e-15,1.701482315963952e-17,1.5600246644297639e-25,3.196148320703638e-06,1.0211331797182852e-18,1.2232980987469071e-14,2.3745672882081834e-06,0.001281116143179276,6.536133317454102e-10,5.698128620502081e-10,1.0915305260041946e-14,1.2100207032130412e-12,9.858660780671273e-21,3.783763247874488e-15,1.9562667857110623e-19,2.992817847305233e-25,2.537015368371876e-16,8.352063928644102e-16,3.459007568419774e-13,4.508185724954159e-15,2.101921807293755e-17,8.368074957630741e-15,5.429730714379667e-21
5.199783924909005e-09,0.0004434385066666667,0.2,0.0,1.8302958866995016e-05,0.19999841325480022,0.1987188142570425,0.2000000084514461,0.19999762274772415,2.7486187316717953e-19,3.367323273929614e-15,1.706900341779794e-17,1.564508826499797e-25,3.1911270134174677e-06,1.0158259163861806e-18,1.2179615469878566e-14,2.368147728799755e-06,0.0012811760678761996,6.518837197168877e-10,5.701620846625263e-10,1.0890925720196223e-14,1.2088050304569926e-12,9.851199723898249e-21,3.7882323792322246e-15,1.9569326493785125e-19,-8.07390454139478e-24,2.541670711252132e-16,8.36013811655278e-16,3.462900112129424e-13,4.523021373406037e-15,2.106424495010755e-17,8.387353422504729e-15,5.4352636507885145e-21
5.204871949544311e-09,0.0004434385066666667,0.2,0.0,1.8254692783819818e-05,0.19999841575908633,0.19871875459040023,0.20000000845415122,0.19999762913763874,2.7554000843219057e-19,3.370089166680807e-15,1.7123282006938264e-17,1.5689972528240396e-25,3.1861200560731224e-06,1.0105563509617538e-18,1.2126621919597154e-14,2.361756832260596e-06,0.0012812357331871847,6.501618254134949e-10,5.705109113747138e-10,1.0869496867249251e-14,1.2075927812489273e-12,9.8445635484996e-21,3.792699429674256e-15,1.9575916075976994e-19,7.89469199067142e-24,2.546326951836812e-16,8.368198398697084e-16,3.4667905527001226e-13,4.537884039753952e-15,2.1109317561575135e-17,8.406644965600441e-15,5.440781309888207e-21
5.209959974179617e-09,0.0004434385066666667,0.2,0.0,1.820664209224758e-05,0.19999841825622194,0.19871869518198976,0.20000000845684582,0.19999763549902244,2.762189420481754e-19,3.3728528979512196e-15,1.7177658946034747e-17,1.5734899261092051e-25,3.181127394490976e-06,1.0053252506847364e-18,1.2073997776617644e-14,2.3553944695317636e-06,0.001281295140269698,6.484476189445818e-10,5.708593441559658e-10,1.0846642203089144e-14,1.2063839585542035e-12,9.837355306030496e-21,3.79716443482813e-15,1.958243480172418e-19,3.649034194074259e-24,2.5509840861409054e-16,8.376244854000141e-16,3.4706788911529244e-13,4.552773724413624e-15,2.1154436183303217e-17,8.425949540161173e-15,5.446278989375302e-21
5.214024025481901e-09,0.0004434385066666667,0.2,0.0,1.8168415763008033e-05,0.19999842024568623,0.19871864791435406,0.20000000845899052,0.19999764055975744,2.7676181242374666e-19,3.3750588695009006e-15,1.7221163101303083e-17,1.5770814807580278e-25,3.1771497478091907e-06,1.001173068638078e-18,1.2032227995937658e-14,2.350332954589444e-06,0.0012813424068469363,6.470838989493256e-10,5.711373718223145e-10,1.0827213971700539e-14,1.2054208768776423e-12,9.831420708533729e-21,3.8007293686916015e-15,1.9587590812517213e-19,9.425916790357769e-25,2.55470460393798e-16,8.382662066886676e-16,3.4737831856747437e-13,4.56468624499677e-15,2.1190507846433758e-17,8.44137836748684e-15,5.450657401734485e-21
5.218088076784184e-09,0.0004434385066666667,0.2,0.0,1.8130325742361044e-05,0.19999842223061945,0.1987186008101499,0.20000000846112864,0.19999764560243682,2.7730519172400606e-19,3.3772634517352886e-15,1.726473002537401e-17,1.5806757250069916e-25,3.173181160005384e-06,9.97044743936247e-19,1.1990690984017424e-14,2.345289497001574e-06,0.0012813895099947346,6.457250416481199e-10,5.714151487426245e-10,1.0809029067233471e-14,1.2044599846134732e-12,9.825766184394631e-21,3.804292987014792e-15,1.959270287019972e-19,1.0863960018798275e-24,2.5584256875250144e-16,8.38907054859423e-16,3.4768861402347793e-13,4.5766160036066844e-15,2.122660918273379e-17,8.456815455324466e-15,5.455025221085007e-21
5.222152128086468e-09,0.0004434385066666667,0.2,0.0,1.8092371539872526e-05,0.19999842421103517,0.1987185538687945,0.2000000084632601,0.19999765062712566,2.7784907976200836e-19,3.379466655811958e-15,1.730835972781141e-17,1.584272650065823e-25,3.169221603795973e-06,9.929400222798007e-19,1.1949385458022803e-14,2.340264031796432e-06,0.0012814364502957978,6.443710306878765e-10,5.716926757683788e-10,1.0791122564486582e-14,1.2035012831821215e-12,9.820166408898071e-21,3.807855295099138e-15,1.9597770641899082e-19,8.400420533662357e-25,2.562147334858213e-16,8.395470339131776e-16,3.4799877553697434e-13,4.588563000424514e-15,2.126274033457808e-17,8.472260779912734e-15,5.45938185779425e-21
5.226216179388751e-09,0.0004434385066666667,0.2,0.0,1.8054552666875707e-05,0.19999842618694702,0.19871850708970723,0.2000000084653849,0.1999976556338886,2.78393476351209e-19,3.3816684892223664e-15,1.735205221814765e-17,1.5878722471433893e-25,3.1652710519935355e-06,9.888584583961455e-19,1.1908310141513942e-14,2.335256494236307e-06,0.001281483228330735,6.430218495487078e-10,5.71969953624521e-10,1.0772654667501866e-14,1.2025447739744188e-12,9.814451432631653e-21,3.811416297455448e-15,1.9602793828182314e-19,9.225668548331467e-25,2.565869544106945e-16,8.401861478444878e-16,3.4830880316213843e-13,4.600527235617151e-15,2.1298901444864476e-17,8.487714317514295e-15,5.463727008312364e-21
5.230280230691035e-09,0.0004434385066666667,0.2,0.0,1.801686863646517e-05,0.19999842815836855,0.19871846047230965,0.20000000846750315,0.19999766062279017,2.789383813053763e-19,3.3838689509548973e-15,1.7395807505881904e-17,1.5914745074282331e-25,3.1613294775051326e-06,9.848001093888607e-19,1.1867463764425344e-14,2.33026681981665e-06,0.0012815298446780664,6.416774799780858e-10,5.722469826926295e-10,1.0754384742340614e-14,1.2015904583543873e-12,9.808784740232867e-21,3.814975994486381e-15,1.9607772859579925e-19,1.0116835696882473e-24,2.569592313547006e-16,8.408244006415185e-16,3.486186969535776e-13,4.612508709330495e-15,2.1335092656991376e-17,8.503176044418168e-15,5.4680610401255656e-21
5.234344281993318e-09,0.0004434385066666667,0.2,0.0,1.7979318963488704e-05,0.19999843012531332,0.1987184140160252,0.20000000846961485,0.1999976655938947,2.794837944385144e-19,3.3860680441126516e-15,1.7439625600484436e-17,1.5950794221296124e-25,3.1573968533337292e-06,9.80764889721073e-19,1.1826845063046428e-14,2.3252949442652474e-06,0.0012815762999142295,6.403379045739438e-10,5.725237635155544e-10,1.0736399018726485e-14,1.2006383376593802e-12,9.803177900219184e-21,3.8185343882678186e-15,1.9612707922049749e-19,9.054575854618162e-25,2.5733156413392085e-16,8.414617962859942e-16,3.4892845696632455e-13,4.624507421709042e-15,2.1371314114852508e-17,8.518645936929254e-15,5.4723839766786916e-21
5.238408333295602e-09,0.0004434385066666667,0.2,0.0,1.7941903164541693e-05,0.19999843208779472,0.19871836772027957,0.20000000847171995,0.1999976705472661,2.800297155649282e-19,3.3882657726879166e-15,1.7483506511397763e-17,1.5986869824718913e-25,3.153473152577845e-06,9.767525302478685e-19,1.1786452780001788e-14,2.320340803541381e-06,0.0012816225946135885,6.390031065733191e-10,5.728002966857588e-10,1.0718247985967165e-14,1.1996884131992782e-12,9.797535457896408e-21,3.822091481701879e-15,1.9617598933905825e-19,9.49552879576603e-25,2.577039525587233e-16,8.4209833875314935e-16,3.4923808325588344e-13,4.636523372891483e-15,2.1407565962844203e-17,8.534123971373557e-15,5.476695632586686e-21
5.242472384597885e-09,0.0004434385066666667,0.2,0.0,1.7904620757961703e-05,0.19999843404582618,0.19871832158450045,0.20000000847381855,0.1999976754829683,2.8057614449924e-19,3.3904621382366386e-15,1.752745024803451e-17,1.602297179683373e-25,3.149558348430164e-06,9.727629075195376e-19,1.1746285664229793e-14,2.3154043338349964e-06,0.0012816687293484398,6.37673068585158e-10,5.730765826915467e-10,1.0700109449642714e-14,1.1987406862563511e-12,9.791901500645535e-21,3.825647276175568e-15,1.9622446032931691e-19,9.573026904525436e-25,2.5807639644083034e-16,8.427340320116808e-16,3.4954757587823864e-13,4.648556563006393e-15,2.1443848345867064e-17,8.549610124098847e-15,5.4809961289845555e-21
5.246536435900169e-09,0.0004434385066666667,0.2,0.0,1.786747126382134e-05,0.19999843599942105,0.1987182756081176,0.2000000084759107,0.19999768040106475,2.811230810563855e-19,3.3926571444153144e-15,1.7571456819776745e-17,1.6059100050071994e-25,3.145652414177615e-06,9.687959423961513e-19,1.1706342470961456e-14,2.3104854715658727e-06,0.0012817147046890204,6.363477733096762e-10,5.733526220907506e-10,1.0682157745128252e-14,1.1977951580855314e-12,9.786310035547962e-21,3.829201774177776e-15,1.9627249410757832e-19,9.261397171270095e-25,2.5844889559687414e-16,8.433688800236997e-16,3.4985693488983636e-13,4.660606992178396e-15,2.1480161409320855e-17,8.565104371469108e-15,5.485285545512519e-21
5.250600487202452e-09,0.0004434385066666667,0.2,0.0,1.7830454203921812e-05,0.1999984379485927,0.19871822979056286,0.20000000847799637,0.19999768530161882,2.8167052505165857e-19,3.3948507954422636e-15,1.7615526235977512e-17,1.609525449698582e-25,3.141755323201429e-06,9.648514545449211e-19,1.1666621961700483e-14,2.305584153382803e-06,0.0012817605212035155,6.350272038963142e-10,5.736284154734524e-10,1.0664190672327965e-14,1.1968518299147784e-12,9.780714785444729e-21,3.832754978674238e-15,1.9632009127763725e-19,9.531907105385302e-25,2.5882144985169506e-16,8.440028867446862e-16,3.501661603475897e-13,4.672674660525368e-15,2.151650529909845e-17,8.580606689868753e-15,5.48956379778899e-21
5.254664538504736e-09,0.0004434385066666667,0.2,0.0,1.779356910178735e-05,0.19999843989335434,0.19871818413127,0.2000000084800756,0.19999769018469374,2.8221847630069007e-19,3.397043093247707e-15,1.7659658505962036e-17,1.6131435050178214e-25,3.137867048976336e-06,9.609292844542406e-19,1.1627122904203388e-14,2.3007003161627635e-06,0.0012818061794580657,6.337113433189415e-10,5.739039633460889e-10,1.0646206144383418e-14,1.1959107029451593e-12,9.775119363945644e-21,3.836306891338138e-15,1.9636725267124444e-19,9.467714142383335e-25,2.591940590300649e-16,8.446360561234426e-16,3.5047525230887816e-13,4.6847595681551795e-15,2.1552880161581254e-17,8.596117055706001e-15,5.493830917987291e-21
5.258728589807019e-09,0.0004434385066666667,0.2,0.0,1.7756815482658845e-05,0.19999844183371926,0.19871813862967497,0.2000000084821484,0.19999769505035228,2.8276693461939733e-19,3.3992340404324617e-15,1.7703853639027515e-17,1.6167641622370467e-25,3.1339875650701547e-06,9.570293271735353e-19,1.1587844072458945e-14,2.2958338970100985e-06,0.0012818516800167745,6.324001744965152e-10,5.741792662320732e-10,1.0628338067340366e-14,1.194971778350632e-12,9.769552819485866e-21,3.8398575142112295e-15,1.9641397971045096e-19,9.360150569557345e-25,2.5956672295031784e-16,8.452683921020486e-16,3.507842108315276e-13,4.6968617151704e-15,2.1589286143637174e-17,8.611635445408457e-15,5.4980869803934985e-21
5.262792641109303e-09,0.0004434385066666667,0.2,0.0,1.7720192873487387e-05,0.19999844376970055,0.1987180932852156,0.2000000084842148,0.19999769989865715,2.833158998240155e-19,3.4014236409487706e-15,1.7748111644442378e-17,1.620387412642328e-25,3.1301168451437562e-06,9.5315144020154e-19,1.1548784246667113e-14,2.290984833255699e-06,0.0012818970234417155,6.310936806399882e-10,5.744543247071711e-10,1.0610512729722156e-14,1.194035057278139e-12,9.763996215547022e-21,3.8434068501221484e-15,1.9646027347184863e-19,9.507546609494783e-25,2.599394414327355e-16,8.458998986158176e-16,3.510930359738107e-13,4.708981101668652e-15,2.1625723392619817e-17,8.62716183542269e-15,5.5023319576753665e-21
5.2668566924115864e-09,0.0004434385066666667,0.2,0.0,1.768370080292839e-05,0.1999984457013114,0.198718048097332,0.20000000848627483,0.1999977047296708,2.8386537173113214e-19,3.403611897661631e-15,1.779243253144643e-17,1.624013247528527e-25,3.126254862950569e-06,9.492954659635981e-19,1.1509942213217865e-14,2.2861530624561933e-06,0.0012819422102929388,6.297918449706317e-10,5.747291393100477e-10,1.0592678244944215e-14,1.1931005408479963e-12,9.758439910755384e-21,3.846954901266456e-15,1.9650613486869012e-19,9.436548887843685e-25,2.603122143042907e-16,8.465305795932535e-16,3.514017277944597e-13,4.721117727739188e-15,2.1662192056365578e-17,8.642696202217305e-15,5.506565851924978e-21
5.27092074371387e-09,0.0004434385066666667,0.2,0.0,1.764733880133546e-05,0.19999844762856486,0.19871800306546603,0.20000000848832847,0.19999770954345536,2.844153501576674e-19,3.4057988131579625e-15,1.7836816309251716e-17,1.6276416582007687e-25,3.1224015923360893e-06,9.454612818388e-19,1.1471316764670513e-14,2.281338522393133e-06,0.0012819872411284812,6.284946506309276e-10,5.750037105648477e-10,1.0574917079978167e-14,1.1921682301539065e-12,9.752903365088718e-21,3.850501669707563e-15,1.9655156506814148e-19,9.403853319952913e-25,2.6068504139282766e-16,8.471604389560067e-16,3.517102863526627e-13,4.7332715934646134e-15,2.169869228318914e-17,8.65823852228184e-15,5.510788720871725e-21
