Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114)
1.9641363177830253e-12,0.0033257888,0.2,0.0,0.009777307007450237,0.19999921205544643,0.19999671169448777,0.19999997632242594,0.1999943984651637,2.2691988074587803e-25,7.02005629102768e-22,5.1767566772231e-29,1.5793318232238952e-41,1.5758894136191983e-06,2.3775791115984995e-11,3.914100570344029e-16,5.601534673681626e-06,3.2883291212858956e-06,2.3653946519005182e-08,4.522522471625032e-15,7.918026628586632e-16,1.315956123802521e-14,-4.056830833409347e-23,1.6237646855785556e-19,7.818189451666128e-27,-4.166503767608624e-20,5.527439582788614e-25,7.631263773494971e-39,5.708002806443957e-23,-2.9871313677937016e-32,2.378391814911598e-33,-1.3485671938390454e-30,1.9545577122584326e-33,1.1130238925083201e-40,2.664308645262517e-45,5.972557230525448e-44,1.4913647230665281e-38,4.295762703446001e-35,4.642570380644894e-37,1.735200370428548e-48,-7.864802722719534e-39,1.357509432522171e-41
2.0507017576132095e-12,0.0033257888,0.2,0.0,0.009776870801323112,0.1999991773741584,0.19999656761720427,0.19999997539511474,0.19999417662725183,1.9658379591937872e-25,1.9194783656187037e-21,-5.593335838629613e-28,2.2892504655643644e-41,1.6452520313893276e-06,2.4800287496962534e-11,4.304298385595917e-16,5.8233725637521675e-06,3.432407406927371e-06,2.458025379710703e-08,5.146198381998934e-15,8.591111607226296e-16,1.4299960775223915e-14,4.4292004629771605e-22,-3.105194180944145e-19,1.1077128717605494e-26,4.518291132646088e-19,-5.994684518413248e-24,1.1888424418303381e-39,7.473954323972662e-23,3.2480662420157188e-31,3.3446889783296983e-33,1.4689664477754292e-29,2.7979357356323155e-33,1.8600004034536653e-40,4.648274016938528e-45,-2.1570220675552658e-43,2.1875669845884331e-38,5.633009201707834e-35,7.398895900342385e-37,5.516957603147324e-48,5.542195359133366e-38,2.090884718495799e-41
2.0723431175707555e-12,0.0033257888,0.2,0.0,0.009776762070974119,0.19999916870447343,0.1999965316089936,0.19999997516470325,0.19999412147515586,1.7650795542123493e-25,2.6103792022236553e-21,-8.176177433407472e-28,2.455024624299892e-41,1.6625914123070125e-06,2.5055957657351703e-11,4.405184196436934e-16,5.87852465400326e-06,3.4684158673710743e-06,2.4810415021447716e-08,5.310583670753349e-15,8.763155842693118e-16,1.4591600521627868e-14,4.408373392344639e-22,5.943283089613838e-20,5.299650735467761e-27,8.720507380728842e-20,-1.2785333762884796e-24,8.093830878923042e-38,7.85062476488321e-23,9.513656267165832e-33,3.571401176453411e-33,1.2733979803058074e-30,2.989236744936737e-33,2.101911334823371e-40,5.320738560018682e-45,-3.263659920161163e-43,2.3997090377905926e-38,5.836023942470841e-35,8.264057802071215e-37,4.756799297986334e-48,5.180382309322088e-40,2.2007340511408e-41
2.0831637975495287e-12,0.0033257888,0.2,0.0,0.009776707753788987,0.1999991643697268,0.19999651360655415,0.19999997504970898,0.19999409394502815,1.7449381684718687e-25,2.934409956672255e-21,-8.902514788458832e-28,2.546821722555933e-41,1.6712609111601555e-06,2.5183723433339487e-11,4.456123232755351e-16,5.906054778805269e-06,3.4864184316170493e-06,2.492528424513536e-08,5.3940708512194144e-15,8.849739913911848e-16,1.4738394533397358e-14,3.138068705362576e-22,1.7192612396378985e-19,9.628174647865404e-27,-2.2408035098783183e-20,1.4048421780405915e-25,-2.2206851228382124e-38,8.06393179658617e-23,-1.1778949058409556e-31,3.690068596155207e-33,-4.176801702492101e-30,3.098768484764771e-33,2.2308130350861005e-40,5.688767802979154e-45,-3.5579772100824273e-43,2.511392520011696e-38,5.93941233856233e-35,8.718546843378874e-37,3.1939145626574934e-48,2.8473581936854665e-40,2.2929165766001998e-41
2.0845163825468752e-12,0.0033257888,0.2,0.0,0.009776700966387846,0.199999163827888,0.1999965113563273,0.1999999750353446,0.19999409050591221,1.7512989375591995e-25,2.9669908345323195e-21,-8.92920528552639e-28,2.560453099145806e-41,1.6723445895275771e-06,2.519969089057411e-11,4.462513508694765e-16,5.909493894373146e-06,3.488668674064073e-06,2.493963300187962e-08,5.404567757757492e-15,8.860589211420473e-16,1.4756789356573765e-14,2.8927859492652807e-22,1.6852216623536535e-19,1.0639238397220045e-26,-1.862423077230575e-20,9.07175879957782e-26,-5.295459867020699e-38,8.095137495141933e-23,-1.224430988552795e-31,3.707044742691023e-33,-4.3760321817188175e-30,3.115442185927976e-33,2.247249594465678e-40,5.736322870865186e-45,-3.5668316335950973e-43,2.525585545243791e-38,5.957985700729708e-35,8.776109672010142e-37,2.9130832228527186e-48,4.1647457903083575e-40,2.3068692246944457e-41
2.0872215525415683e-12,0.0033257888,0.2,0.0,0.009776687393082845,0.1999991627442133,0.19999650685592563,0.19999997500662245,0.199994083629113,1.768890268023404e-25,3.0213000771911564e-21,-8.947336555197516e-28,2.591041789830949e-41,1.6745119402673369e-06,2.5231623623806242e-11,4.475309422609225e-16,5.9163706928815874e-06,3.4931691069049148e-06,2.4968323921587897e-08,5.42560233936486e-15,8.88230531666656e-16,1.4793609357197975e-14,2.420233084157122e-22,1.5635228056591545e-19,1.1498701846645799e-26,-5.683424809263061e-21,-7.834774347756463e-26,-1.2959789178760705e-37,8.159093758574655e-23,-1.2836726558222875e-31,3.744797678287846e-33,-4.631325162829248e-30,3.153097231667781e-33,2.280391578398306e-40,5.832470303559925e-45,-3.567670653761292e-43,2.554138911038329e-38,6.005831804117109e-35,8.891961194228028e-37,2.315253467192326e-48,3.910268228481696e-40,2.3377293364386823e-41
2.092631892530955e-12,0.0033257888,0.2,0.0,0.009776660252460065,0.19999916057687597,0.1999964978553305,0.19999997494920452,0.19999406988124316,1.8102559214218674e-25,3.0995273897955412e-21,-8.940154218464392e-28,2.6566370359191495e-41,1.678846617760871e-06,2.529548035329113e-11,4.500963791271405e-16,5.930118561240277e-06,3.5021697643804064e-06,2.5025679395290238e-08,5.4678348203302135e-15,8.925807528624256e-16,1.4867370708768303e-14,1.6683102212976013e-22,1.4580344834252275e-19,1.0756281530807136e-26,6.427046203990015e-21,-2.3594864780476074e-25,-3.247405102106727e-37,8.284798025210462e-23,-1.508824946262574e-31,3.8250650371926767e-33,-5.609505594536249e-30,3.234165917148833e-33,2.3480538934259974e-40,6.029006706667745e-45,-3.543047897195361e-43,2.612068742950142e-38,6.112802074687959e-35,9.127907069194906e-37,1.0717645937075284e-48,3.970184914668986e-40,2.404054883611086e-41
2.103452572509728e-12,0.0033257888,0.2,0.0,0.009776605995148516,0.19999915624224932,0.19999647985497296,0.19999997483447407,0.19999404240840332,1.9262914900244206e-25,3.085683970270985e-21,-8.686447237983602e-28,2.8036281931135093e-41,1.6875158767577097e-06,2.5423158768143894e-11,4.552522297533922e-16,5.957591398126321e-06,3.5201702465597135e-06,2.5140284955047654e-08,5.55295500879253e-15,9.013091642970788e-16,1.5015378269213003e-14,1.2644783891622346e-22,1.4533266363978357e-19,2.379150725410105e-27,1.0116492436005384e-20,-2.790267567121779e-25,-9.617072167588081e-37,8.536013814919673e-23,-2.094141523637736e-31,4.002032495555076e-33,-8.176976018713947e-30,3.417340556430479e-33,2.4895374582700896e-40,6.439346925028877e-45,-3.3594950307791045e-43,2.731373848369981e-38,6.362749710334408e-35,9.61921336772193e-37,-1.4457758656746567e-48,3.911399949333679e-40,2.553476106815229e-41
2.1142732524885013e-12,0.0033257888,0.2,0.0,0.00977655176972066,0.19999915190768675,0.1999964618557256,0.19999997471988407,0.19999401496606842,2.013954960675513e-25,3.0923785756386352e-21,-8.652197812660708e-28,2.922726602063572e-41,1.6961850076812634e-06,2.5550790274362063e-11,4.604420140554471e-16,5.985033730074365e-06,3.538169618477864e-06,2.52547501410812e-08,5.638952555477343e-15,9.100748077746624e-16,1.516403129041571e-14,1.2245191806984958e-22,1.7338485255191892e-19,9.208750292383253e-27,-1.4726714065842936e-20,4.655066432202864e-26,-1.7603230899230285e-36,8.787056640567394e-23,-2.84818272501669e-31,4.1437985085261194e-33,-1.1453969763356085e-29,3.564719924194247e-33,2.6402516874054262e-40,6.874586304935628e-45,-3.2809702468399402e-43,2.8558931568237294e-38,6.489290251031083e-35,1.0140732531196322e-36,-3.6707065015510917e-48,4.523808812219195e-40,2.6772005208715794e-41
2.1250939324672745e-12,0.0033257888,0.2,0.0,0.009776497576142537,0.19999914757318824,0.1999964438575883,0.1999999746054344,0.1999939875542046,2.073485864364751e-25,3.1947892050720337e-21,-8.838525996925133e-28,3.0698843095183277e-41,1.7048540104219804e-06,2.5678374652337495e-11,4.656657932952619e-16,6.012445590856587e-06,3.5561678802560884e-06,2.5369075124972516e-08,5.72583192890028e-15,9.188776113831569e-16,1.531332854254546e-14,7.908996609775264e-23,1.6409290551892925e-19,1.259118583778982e-26,-2.2343684921511277e-21,-1.1906157281784584e-25,-2.680315026259394e-36,9.053666838285668e-23,-3.3361186352319324e-31,4.313682293056261e-33,-1.3552302337358639e-29,3.745432500327245e-33,2.799966742729584e-40,7.336521551153813e-45,-3.3248232237851236e-43,2.9855053044279144e-38,6.664673547012844e-35,1.0691064784155954e-36,-5.783087852603228e-48,4.049810968131892e-40,2.825227591280656e-41
2.1359146124460476e-12,0.0033257888,0.2,0.0,0.009776443414380219,0.19999914323875392,0.19999642586056096,0.1999999744911248,0.19999396017277818,2.1375272547402213e-25,3.2988050583219665e-21,-9.004886269346465e-28,3.2100544750142855e-41,1.7135228848836269e-06,2.580591168267757e-11,4.709233718024607e-16,6.0398270142101244e-06,3.574165032015548e-06,2.548326007809218e-08,5.813597594931579e-15,9.277175033332894e-16,1.5463268789791158e-14,2.889197847859263e-23,1.668535834851893e-19,1.2761370784166504e-26,-1.7412970377208797e-21,-1.2765220715155843e-25,-3.7747487886592244e-36,9.323847775575625e-23,-3.9405283873714867e-31,4.4805989722342984e-33,-1.615939493161724e-29,3.9175457515159004e-33,2.9691609065809886e-40,7.82648338523582e-45,-3.358596807949757e-43,3.120258638638074e-38,6.837384497205563e-35,1.1270662124909625e-36,-8.01269220807444e-48,5.295292418579994e-40,2.976043060034622e-41
2.146735292424821e-12,0.0033257888,0.2,0.0,0.009776389284399827,0.19999913890438384,0.19999640786464346,0.1999999743769551,0.1999939328217555,2.219328765583233e-25,3.3460280331792997e-21,-9.052614834166447e-28,3.3546524347492264e-41,1.7221916309543682e-06,2.593340114614894e-11,4.762147081967907e-16,6.067178033832589e-06,3.5921610738773337e-06,2.559730517160153e-08,5.90225402022356e-15,9.365944119511493e-16,1.561385080077957e-14,5.365526670576118e-24,1.6373168534403602e-19,1.2133760970927601e-26,4.7130365660016954e-21,-2.1200612251226503e-25,-5.1060252248993535e-36,9.60211314354256e-23,-4.51999489982333e-31,4.651957002638195e-33,-1.8669987465692256e-29,4.095799348079339e-33,3.147660751300971e-40,8.345878693211772e-45,-3.3284936977503425e-43,3.260048845060929e-38,7.012450815095082e-35,1.187843539864152e-36,-1.0352396219758369e-47,4.428799743831546e-40,3.1187126883425205e-41
2.157555972403594e-12,0.0033257888,0.2,0.0,0.009776335186167513,0.19999913457007804,0.1999963898698356,0.1999999742629252,0.19999390550110285,2.3088328657650544e-25,3.3585708170134838e-21,-9.055374407867472e-28,3.511528519681995e-41,1.7308602485316148e-06,2.6060842823717065e-11,4.815399460292483e-16,6.094498683385059e-06,3.610156005962469e-06,2.5711210576453244e-08,5.991805670157848e-15,9.455082656758792e-16,1.5765073350693794e-14,5.472912147396426e-24,1.7367342571796839e-19,1.1969810017197421e-26,-1.836209954488569e-21,-1.2583414224718615e-25,-6.668947020458071e-36,9.884150158480127e-23,-5.194319831673694e-31,4.83206664270048e-33,-2.1597553030279497e-29,4.289515271761077e-33,3.3361606701840524e-40,8.896358573499898e-45,-3.2699103033236904e-43,3.405119672327672e-38,7.185520012419062e-35,1.251688533698456e-36,-1.268883812980804e-47,6.258684873670157e-40,3.292186956889632e-41
2.168376652382367e-12,0.0033257888,0.2,0.0,0.009776281119649462,0.19999913023583657,0.19999637187613734,0.19999997414903492,0.1999938782107866,2.3973485394320993e-25,3.3743095404266586e-21,-9.077599649125575e-28,3.6786453496182904e-41,1.7395287375080508e-06,2.6188236496528415e-11,4.868992176680494e-16,6.1217889964907394e-06,3.628149828391906e-06,2.582497646339122e-08,6.082257010433924e-15,9.54458993070974e-16,1.591693521716922e-14,7.785486025799522e-24,1.7406858536303012e-19,1.2894966952068094e-26,1.2052183942012664e-21,-1.6520758843311701e-25,-8.451354352517255e-36,1.0175586630521407e-22,-5.795525680158329e-31,5.02022075417677e-33,-2.420540749560104e-29,4.495746665099016e-33,3.53576630914711e-40,9.479784656600146e-45,-3.2201974620033857e-43,3.5558064809185256e-38,7.357705472460934e-35,1.3189231236887433e-36,-1.4967934160526318e-47,4.309176508372939e-40,3.457537249034994e-41
2.1791973323611404e-12,0.0033257888,0.2,0.0,0.009776227084811908,0.19999912590165944,0.19999635388354856,0.199999974035284,0.19999385095077324,2.4839543095575146e-25,3.402321206109464e-21,-9.126551728297247e-28,3.8526469612042344e-41,1.748197097781026e-06,2.631558194592828e-11,4.922925935657174e-16,6.149049006736332e-06,3.6461425412865302e-06,2.593860300295046e-08,6.17361250551368e-15,9.634465228118745e-16,1.6069435178306002e-14,4.994657644562368e-24,1.80989016202233e-19,1.3004605582741094e-26,-2.2358531224314662e-21,-1.2041662295344012e-25,-1.0442502337964485e-35,1.0472649713252699e-22,-6.444796632335764e-31,5.2146014653690054e-33,-2.701998919562148e-29,4.7102920690581824e-33,3.746981221900522e-40,1.0098115489346396e-44,-3.1831177583465456e-43,3.7123527359071507e-38,7.530283814755676e-35,1.3897520625531096e-36,-1.7207554973009788e-47,7.67096720077493e-40,3.6519187597985005e-41
2.1900180123399135e-12,0.0033257888,0.2,0.0,0.009776173081621112,0.1999991215675468,0.19999633589206905,0.19999997392167235,0.19999382372102908,2.5720904804919625e-25,3.4325137951773145e-21,-9.177148478232891e-28,4.027104494607936e-41,1.7568653292422474e-06,2.6442878953444045e-11,4.977201094537249e-16,6.176278747670745e-06,3.6641341447671547e-06,2.605209036545737e-08,6.265876619969541e-15,9.72470783695247e-16,1.6222572013134528e-14,7.432537669388208e-25,1.8026145717878246e-19,1.355410987449576e-26,2.0207503235059874e-21,-1.7614173971622222e-25,-1.2654157842012016e-35,1.0778867910302715e-22,-7.043218552771107e-31,5.409796914598834e-33,-2.9613155233081455e-29,4.925338802383589e-33,3.970420457859448e-40,1.0753364254034698e-44,-3.1449410096626695e-43,3.8748519731280414e-38,7.694970604633809e-35,1.4642498436553603e-36,-1.9434272939612014e-47,3.4654673690018246e-40,3.8244461992469506e-41
2.2008386923186867e-12,0.0033257888,0.2,0.0,0.009776119110043377,0.1999991172334986,0.1999963179016988,0.19999997380819984,0.19999379652152072,2.6630537005564006e-25,3.457983195282574e-21,-9.219912764675925e-28,4.2113717657494495e-41,1.7655334317879409e-06,2.657012730080126e-11,5.031818180035997e-16,6.203478252806292e-06,3.6821246389545253e-06,2.6165438721030163e-08,6.359053817292663e-15,9.815317046304061e-16,1.637634450298702e-14,-4.584191012699016e-25,1.8756892281304608e-19,1.353738375767126e-26,-1.705146875532319e-21,-1.275221435278029e-25,-1.5089831766492399e-35,1.1090596022402046e-22,-7.7040321052617105e-31,5.6130754957850464e-33,-3.247855182704033e-29,5.152531486952593e-33,4.2062063286289484e-40,1.1447606545490465e-44,-3.1003140977208334e-43,4.0434018178901716e-38,7.861924701443355e-35,1.5424989038291474e-36,-2.1650348515937912e-47,1.0397000577880411e-39,4.034801271805727e-41
2.21165937229746e-12,0.0033257888,0.2,0.0,0.009776065170045048,0.19999911289951497,0.19999629991243767,0.19999997369486622,0.19999376935221463,2.7564868787743376e-25,3.480591706441022e-21,-9.257605313485904e-28,4.4019667818426944e-41,1.7742014053106756e-06,2.6697326769910937e-11,5.08677784909117e-16,6.2306475556176996e-06,3.7001140239693183e-06,2.627864823957917e-08,6.453148561089525e-15,9.906292146478405e-16,1.6530751431528284e-14,2.5786509385843804e-25,1.8744281045536392e-19,1.4186588641284945e-26,2.0547994381839327e-21,-1.7654038354541365e-25,-1.7757566135979132e-35,1.1411717820413508e-22,-8.313708702262941e-31,5.821521363696359e-33,-3.5121865011304124e-29,5.387554053611902e-33,4.455472416982675e-40,1.218302741046822e-44,-3.0490565393433325e-43,4.2181972178214984e-38,8.02608406515277e-35,1.6247055964480437e-36,-2.3844263654278513e-47,6.47879409006912e-41,4.224940841132921e-41
2.222480052276233e-12,0.0033257888,0.2,0.0,0.009776011261592495,0.1999991085655959,0.19999628192428545,0.19999997358167135,0.19999374221307745,2.8515084450508135e-25,3.5040844158622566e-21,-9.296903211425212e-28,4.604098058678453e-41,1.7828692497071953e-06,2.6824477142883418e-11,5.142080798737852e-16,6.257786689543159e-06,3.7181022999321424e-06,2.6391719090807016e-08,6.548165313859813e-15,9.997632428908537e-16,1.6685791584527512e-14,8.605510997587196e-25,1.9549839121964265e-19,1.424088776261131e-26,-2.3159443390650424e-21,-1.1944420728174397e-25,-2.0653891820899055e-35,1.1738612851919968e-22,-8.984645663095844e-31,6.0394579161428895e-33,-3.803188558627695e-29,5.636774251290738e-33,4.7184836787955506e-40,1.2961942736722952e-44,-2.9983931808579125e-43,4.399469660862477e-38,8.19426375819308e-35,1.7110678391838793e-36,-2.600816082314321e-47,1.6478005851308434e-39,4.4579034126330666e-41
2.2333007322550063e-12,0.0033257888,0.2,0.0,0.00977595738465214,0.1999991042317415,0.19999626393724212,0.199999973468615,0.19999371510407568,2.9480914693138444e-25,3.5293262984778746e-21,-9.338229656729601e-28,4.809936830040011e-41,1.7915369648696375e-06,2.6951578202015023e-11,5.197727656918396e-16,6.284895687983289e-06,3.7360894669635345e-06,2.6504651444208906e-08,6.644108538256894e-15,1.0089337186225961e-15,1.684146374943579e-14,5.87355339091346e-25,1.9441785170950625e-19,1.491785743507553e-26,2.50080967128541e-21,-1.8232269854771705e-25,-2.3785903911476193e-35,1.2075602063187918e-22,-9.59191929539639e-31,6.26067595944526e-33,-4.06645878115997e-29,5.890557243923862e-33,4.996501485946505e-40,1.3786794063414302e-44,-2.9422725643930693e-43,4.587430114608996e-38,8.357654881025534e-35,1.8017913181539622e-36,-2.8140952076707427e-47,-7.651659360182825e-40,4.663786631083071e-41
2.2441214122337795e-12,0.0033257888,0.2,0.0,0.009775903539190434,0.19999909989795184,0.19999624595130755,0.1999999733556971,0.199993688025176,3.0464799413668354e-25,3.555169436187653e-21,-9.379981739978148e-28,5.027256806912502e-41,1.8002045506945682e-06,2.7078629729803462e-11,5.253719028635541e-16,6.311974584302308e-06,3.754075525183965e-06,2.6617445469072816e-08,6.740982695717056e-15,1.0181405712188093e-15,1.69977667156324e-14,1.7425735125440917e-25,2.0365444014697905e-19,1.490825879834536e-26,-2.94732432069867e-21,-1.1120428426222268e-25,-2.7151166802497705e-35,1.241813528366225e-22,-1.0276601357392333e-30,6.49132630325345e-33,-4.363445556680863e-29,6.1584197414121165e-33,5.289546177786149e-40,1.4660137711760483e-44,-2.89053541542657e-43,4.782262186247597e-38,8.524843912383165e-35,1.8970236461980788e-36,-3.024281698515813e-47,3.1970536716348727e-39,4.917738619787234e-41
2.2549420922125526e-12,0.0033257888,0.2,0.0,0.009775849725173863,0.1999990955642269,0.19999622796648153,0.19999997324291746,0.19999366097634508,3.146803849622977e-25,3.580880949264584e-21,-9.421390480454935e-28,5.248602619899784e-41,1.8088720070734587e-06,2.7205631508932863e-11,5.310055526964149e-16,6.339023411826859e-06,3.7720604747138356e-06,2.6730101334479806e-08,6.838792248001766e-15,1.027383730174974e-15,1.7154699274344746e-14,1.64549150732896e-25,2.0097218346829796e-19,1.5679810981564623e-26,3.5763002961898415e-21,-1.9636689637795225e-25,-3.0759592404237645e-35,1.2771726006291958e-22,-1.0877920642413228e-30,6.725449971028564e-33,-4.624122881330586e-29,6.431343038323115e-33,5.599141846490769e-40,1.5584649736148602e-44,-2.823347838647807e-43,4.984159252524279e-38,8.687770266798946e-35,1.996978140994337e-36,-3.231194421821253e-47,-3.1986314820375116e-39,5.141360284980713e-41
2.265762772191326e-12,0.0033257888,0.2,0.0,0.009775795942568954,0.19999909123056678,0.19999620998276404,0.19999997313027584,0.19999363395754965,3.249191145258215e-25,3.60663010248134e-21,-9.461699715226076e-28,5.484262883848381e-41,1.817539333903651e-06,2.7332583322292468e-11,5.366737763598818e-16,6.3660422038474366e-06,3.790044315673478e-06,2.684261920930426e-08,6.937541655419762e-15,1.0366631250986291e-15,1.7312260218899322e-14,1.9670320747845008e-25,2.1281786792303905e-19,1.5572942790642402e-26,-4.374462318170456e-21,-9.255294141586593e-26,-3.460662327177961e-35,1.31301438181651e-22,-1.1586947214182281e-30,6.97124480924974e-33,-4.9317446618605997e-29,6.721700376083132e-33,5.9252157562223985e-40,1.656313834014829e-44,-2.7736719885584305e-43,5.193339604341862e-38,8.85701726475503e-35,2.1018316925166918e-36,-3.434453306845835e-47,7.557652620948084e-39,5.419267818531332e-41
2.276583452170099e-12,0.0033257888,0.2,0.0,0.009775742191342272,0.19999908689697146,0.1999961920001549,0.19999997301777217,0.19999360696875648,3.3533585920591505e-25,3.632832163955789e-21,-9.503186285814286e-28,5.722442563645512e-41,1.8262065310755706e-06,2.745948495295637e-11,5.423766382006033e-16,6.393030993616822e-06,3.8080270481831553e-06,2.6954999262214115e-08,7.0372353789399074e-15,1.0459786857171932e-15,1.747044834441209e-14,4.486160391259038e-25,2.068677410578803e-19,1.6527872373689997e-26,5.5240425712800634e-21,-2.217753335690151e-25,-3.870439827625775e-35,1.3501341343179654e-22,-1.2169955081576066e-30,7.219217678124076e-33,-5.184446241245414e-29,7.015520042689017e-33,6.269599053347152e-40,1.7598551207506414e-44,-2.6837711771671723e-43,5.410026378813936e-38,9.020894900934588e-35,2.2118352485850675e-36,-3.6337782287199705e-47,-1.0592777493932643e-38,5.662696003673983e-41
2.287404132148872e-12,0.0033257888,0.2,0.0,0.009775688471460422,0.1999990825634411,0.19999617401865397,0.19999997290540616,0.19999358000993228,3.459728988307521e-25,3.659528277710396e-21,-9.542945050489916e-28,5.97798796495445e-41,1.8348735984878657e-06,2.7586336184209206e-11,5.481141967802379e-16,6.4199898143520236e-06,3.826008672363063e-06,2.7067241661671153e-08,7.137877877604359e-15,1.0553303418688212e-15,1.7629262448078052e-14,1.2779254422103633e-25,2.2356360959466674e-19,1.6196764236073542e-26,-7.168800122853849e-21,-5.604619630237364e-26,-4.304428039480461e-35,1.3875713881749102e-22,-1.2919246886597439e-30,7.48153478025326e-33,-5.509646252080746e-29,7.330038590212046e-33,6.632019750979221e-40,1.8693981841563761e-44,-2.656651907912756e-43,5.634458256647851e-38,9.193559498645777e-35,2.327161474205741e-36,-3.8287382168057793e-47,2.084071622111085e-38,5.964725365816798e-41
2.2982248121276454e-12,0.0033257888,0.2,0.0,0.009775634782890038,0.1999990782299757,0.1999961560382612,0.1999999727931778,0.19999355308104388,3.5676803978622615e-25,3.686648818591831e-21,-9.585737491540718e-28,6.232546216318193e-41,1.8435405360287797e-06,2.7713136799516153e-11,5.538865189016755e-16,6.446918699231977e-06,3.84398918833333e-06,2.7179346575931227e-08,7.239473611776175e-15,1.064718023512562e-15,1.7788701328781697e-14,5.411876318023863e-25,2.1095251415052125e-19,1.7497677664140718e-26,9.499246075078618e-21,-2.736656688540169e-25,-4.764406214171177e-35,1.4265954287826943e-22,-1.3459436990879047e-30,7.742680439696422e-33,-5.743671483594151e-29,7.644596087869707e-33,7.014639653353067e-40,1.9852670208642588e-44,-2.506047133325092e-43,5.866852230323262e-38,9.358065086971379e-35,2.448090930474788e-36,-4.0193024484848863e-47,-3.422010515977292e-38,6.23116422647608e-41
2.3090454921064185e-12,0.0033257888,0.2,0.0,0.0097755811255978,0.19999907389657529,0.19999613805897645,0.1999999726810868,0.19999352618205823,3.676574603964561e-25,3.714778042909803e-21,-9.636447839813811e-28,6.498018752880801e-41,1.8522073435956654e-06,2.7839886582580513e-11,5.596936712961398e-16,6.473817681395562e-06,3.861968596214004e-06,2.7291314173019278e-08,7.342027039259472e-15,1.0741416607172937e-15,1.794876378773975e-14,2.3584015683204358e-24,2.1837067306569066e-19,1.749686480832355e-26,6.1911523000057536e-21,-2.3064211354676286e-25,-5.249215340699889e-35,1.4660314278668766e-22,-1.4148061975055655e-30,8.012790961416836e-33,-6.042104137129349e-29,7.972499995134076e-33,7.417474674403812e-40,2.1078056366779906e-44,-2.360201058869745e-43,6.107357456383526e-38,9.525962891071978e-35,2.5747447526809766e-36,-4.201323380157237e-47,-1.0254962657053641e-38,6.537417078584508e-41
2.3198661720851917e-12,0.0033257888,0.2,0.0,0.009775527499550416,0.19999906956323996,0.1999961200807996,0.19999997256913302,0.19999349931294208,3.787258781068656e-25,3.7443177104352806e-21,-9.689100108652497e-28,6.768371204742115e-41,1.860874021081408e-06,2.7966585317247913e-11,5.655357088205338e-16,6.500686793953412e-06,3.879946896125084e-06,2.7403144620805482e-08,7.44554261900149e-15,1.0836011836763802e-15,1.8109448627521823e-14,3.6329055809631765e-24,2.189463028187347e-19,1.822080324755049e-26,9.780738038157446e-21,-2.776983948021985e-25,-5.760003983019617e-35,1.506543429049825e-22,-1.4790878386558097e-30,8.286011912269594e-33,-6.32052311450159e-29,8.307418486760145e-33,7.841455553362675e-40,2.2373653766642374e-44,-2.1164009613538315e-43,6.356111043859361e-38,9.689462351153366e-35,2.707290409527977e-36,-4.3695975294689397e-47,-4.833411757285929e-38,6.835745520424436e-41
2.330686852063965e-12,0.0033257888,0.2,0.0,0.009775473904714633,0.19999906522996974,0.1999961021037305,0.19999997245731635,0.19999347247366245,3.9006306282632104e-25,3.774649638438634e-21,-9.73731274449617e-28,7.059614873197506e-41,1.8695405683829845e-06,2.809323278758338e-11,5.714126857745169e-16,6.527526069977722e-06,3.897924088186494e-06,2.7514838086941768e-08,7.550024808403772e-15,1.0930965226768671e-15,1.8270754652846196e-14,3.337737289069224e-24,2.3724359260468815e-19,1.7843097361705404e-26,-4.294083416677725e-21,-9.407435670606613e-26,-6.296442528212235e-35,1.5475549248902983e-22,-1.5564993517492897e-30,8.577862591895603e-33,-6.656289653890297e-29,8.6657120036237e-33,8.287013136282544e-40,2.3743091828408973e-44,-2.0850764233840064e-43,6.613392970924235e-38,9.865643957147586e-35,2.845961025172953e-36,-4.523998427948384e-47,5.788806047091161e-38,7.179602325442867e-41
2.341507532042738e-12,0.0033257888,0.2,0.0,0.009775420341057238,0.19999906089676475,0.199996084127769,0.19999997234563655,0.1999934456641863,4.016922097297316e-25,3.8048533404577025e-21,-9.779579064957446e-28,7.3571439757404e-41,1.8782069853912071e-06,2.8219828777858122e-11,5.773246616641467e-16,6.554335542500339e-06,3.915900172518091e-06,2.762639473885864e-08,7.655478065650594e-15,1.1026276081442767e-15,1.8432680670354197e-14,2.0179070959344834e-24,2.309425248113624e-19,1.9040297159072113e-26,6.287589315710447e-21,-2.322276973367009e-25,-6.860100990527866e-35,1.5901038191876211e-22,-1.6163809436741688e-30,8.872525913358233e-33,-6.915891077124747e-29,9.034550964472576e-33,8.756197923336016e-40,2.519019378911888e-44,-1.7944401044646036e-43,6.879574944610227e-38,1.003955887570257e-34,2.9911645880291864e-36,-4.669620286800634e-47,-1.014207330216827e-37,7.506592794973591e-41
