Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141),CC(144),SX(123),C2H4O2(73),SX(104),SX(148),C2H5X(150),SX(113),SX(114)
4.348703327080719e-11,0.0033257888,0.2,0.0,0.009659707680705412,0.19998361464345327,0.19993496141595393,0.19999988325454765,0.19996983779341126,2.327545080763379e-19,5.422678512443409e-17,7.786468330591879e-22,2.9275112886198908e-30,3.277168762697409e-05,4.339476195007566e-11,3.9508561226827596e-13,3.0161696779494262e-05,6.503807481479144e-05,1.1720999745937689e-07,4.3205854287519066e-11,8.265339434574787e-14,1.3928963604041069e-12,4.844880633081783e-21,4.029305101233608e-15,5.602872803242267e-21,3.1967305735665355e-19,1.3984636051842403e-20,4.480985389424974e-25,4.378601903230996e-16,2.529823389624022e-22,1.483138371871846e-23,2.492281754606794e-21,1.5104798635668693e-22,1.087065536054133e-25,7.275121507886902e-29,3.4767232392568474e-29,2.176205462703903e-27,9.48439097431435e-27,4.647085677188349e-24,9.672607707533292e-31,6.535237258915602e-30,2.1751109086602836e-29
4.362261834913236e-11,0.0033257888,0.2,0.0,0.009659432636482378,0.1999835689213864,0.19993478188613817,0.19999988324752135,0.19996983373290028,2.3531479543957464e-19,5.474097507933807e-17,7.931081104646862e-22,2.993617258476583e-30,3.286313792846619e-05,4.324003539314518e-11,3.9752821153192096e-13,3.016575401119451e-05,6.52176008147586e-05,1.1722045120465448e-07,4.35900743464821e-11,8.289370646970493e-14,1.3968054462310697e-12,5.145942274648218e-21,4.058896086221294e-15,5.6594516152980825e-21,-6.196794029396775e-21,1.4233528227709927e-20,4.608055779539448e-25,4.427510008432904e-16,2.5931507969584578e-22,1.5184504637247355e-23,2.552540999672827e-21,1.5387277202320195e-22,1.1178617423562723e-25,7.509745438538373e-29,3.577155842516568e-29,2.2336975475508992e-27,9.709303763623793e-27,4.750287355080862e-24,9.990997905629972e-31,6.59267260563311e-30,2.2219051636210523e-29
4.375820342745753e-11,0.0033257888,0.2,0.0,0.009659157880250279,0.19998352324314678,0.19993460248880804,0.19999988324070295,0.19996982974004018,2.378938421945355e-19,5.5259262856043e-17,8.077846202084074e-22,3.060982630827161e-30,3.2954500591120656e-05,4.308665305708611e-11,3.999771421371325e-13,3.0169743583120948e-05,6.539699431935524e-05,1.1723070456232778e-07,4.3976420486212506e-11,8.31337072534649e-14,1.400708842163218e-12,5.750287875142447e-21,4.088578951507665e-15,5.7164313864111064e-21,-3.0291732769586716e-19,1.4485253873053258e-20,4.738238879499102e-25,4.476777485759808e-16,2.6578118617769036e-22,1.5545116898274323e-23,2.61402199027439e-21,1.567389787536751e-22,1.1494066941961595e-25,7.75100312714732e-29,3.6800761052290674e-29,2.292558927840613e-27,9.938693620420415e-27,4.855353904507495e-24,1.0318453352056183e-30,6.657632690053775e-30,2.2695168297224007e-29
4.3893788505782706e-11,0.0033257888,0.2,0.0,0.009658883411106066,0.19998347760880528,0.19993442322386393,0.19999988323408943,0.19996982581388892,2.404918553064703e-19,5.578085837254285e-17,8.226797197307266e-22,3.1296273285657243e-30,3.304577547301957e-05,4.293459840642842e-11,4.0243238432275453e-13,3.0173666437346095e-05,6.557625542833792e-05,1.1724076060829164e-07,4.436489674504131e-11,8.337339724751431e-14,1.4046065666974396e-12,5.087015507784159e-21,4.11749508782502e-15,5.773824138541127e-21,2.91208586357665e-19,1.4728756369369477e-20,4.871598706497864e-25,4.52640603886171e-16,2.723829392104785e-22,1.591329946556735e-23,2.676744482506443e-21,1.5964713834103355e-22,1.1817155911378032e-25,7.999055542131181e-29,3.78553542953243e-29,2.3528185708640148e-27,1.0172630394107624e-26,4.962311551585822e-24,1.0655190612592091e-30,6.848016336001793e-30,2.3179591050912216e-29
4.402937358410788e-11,0.0033257888,0.2,0.0,0.009658609228159056,0.19998343201843247,0.19993424409120608,0.19999988322767767,0.1999698219535174,2.431088916296584e-19,5.630445611623094e-17,8.377956980343896e-22,3.199571264943644e-30,3.313696243309889e-05,4.27838550918757e-11,4.0489393036080664e-13,3.0177523502963373e-05,6.575538424137235e-05,1.1725062237171559e-07,4.47555071451772e-11,8.361277699833258e-14,1.408498638242733e-12,4.9511266900776056e-21,4.147438600609263e-15,5.831563192336899e-21,-1.769255960940726e-20,1.4987453276053884e-20,5.008200325626e-25,4.576397371958227e-16,2.791226525630561e-22,1.628920163302548e-23,2.7407287173128697e-21,1.6259768514307662e-22,1.2148038894836255e-25,8.254066913144027e-29,3.8935859940238705e-29,2.4145058867638573e-27,1.0411185153515241e-26,5.071186925768553e-24,1.1001430413254342e-30,6.911337832707623e-30,2.3672431446556483e-29
4.416495866243305e-11,0.0033257888,0.2,0.0,0.009658335330530742,0.19998338647209848,0.19993406509073494,0.19999988322146478,0.19996981815800943,2.457449426405512e-19,5.683109682385752e-17,8.531343894193327e-22,3.2708345854995834e-30,3.322806133108586e-05,4.263440695018414e-11,4.073617778041079e-13,3.0181315696258023e-05,6.593438085803354e-05,1.1726029283575373e-07,4.514825569289588e-11,8.385184704716493e-14,1.4123850751161027e-12,6.030411248597316e-21,4.177390687598241e-15,5.889707305541818e-21,-2.1180739691754495e-19,1.5247972441294043e-20,5.148109889664848e-25,4.626753276707832e-16,2.860026717683889e-22,1.66730042045151e-23,2.8059953056085993e-21,1.655910249466115e-22,1.2486872935224872e-25,8.516204785919659e-29,4.004280814234709e-29,2.477650784394752e-27,1.065443104649913e-26,5.182006921532743e-24,1.135739769645904e-30,6.993634506111067e-30,2.417377955459839e-29
4.4300543740758225e-11,0.0033257888,0.2,0.0,0.009658061717354624,0.19998334096987308,0.199933886222351,0.19999988321544782,0.19996981442646125,2.484002101364957e-19,5.736143064108385e-17,8.686991825229602e-22,3.343438144002494e-30,3.331907202734803e-05,4.2486238003527014e-11,4.098359075609895e-13,3.0185043920883904e-05,6.611324537780675e-05,1.1726977493824409e-07,4.554314637866774e-11,8.409060792917703e-14,1.4162658955271701e-12,5.4461406774992425e-21,4.2068553595595055e-15,5.948288036856678e-21,2.0782478815278893e-19,1.5503983861126922e-20,5.29139465890278e-25,4.677475536702848e-16,2.930253762162787e-22,1.7064794546699212e-23,2.8725650232007114e-21,1.6862771913406668e-22,1.2833817649134373e-25,8.785640076876202e-29,4.117673895642723e-29,2.5422837521684542e-27,1.0902442605999157e-26,5.2947987134951895e-24,1.172332168227347e-30,7.164359852679162e-30,2.4683778880814904e-29
4.44361288190834e-11,0.0033257888,0.2,0.0,0.00965778838777602,0.19998329551182573,0.19993370748595485,0.1999998832096238,0.19996981075798176,2.5107472115075355e-19,5.789487271256566e-17,8.844921828794475e-22,3.4174025996361996e-30,3.340999438310338e-05,4.233933246119236e-11,4.123163144493617e-13,3.0188709068048573e-05,6.629197790008703e-05,1.1727907157239745e-07,4.594018317681888e-11,8.432906017578965e-14,1.4201411175922996e-12,4.854193573360682e-21,4.237115620053077e-15,6.0072089680097735e-21,-4.209647400493557e-20,1.577220139935335e-20,5.438123003173975e-25,4.728565890257033e-16,3.0019316886282556e-22,1.7464742170672012e-23,2.9404587113791602e-21,1.7170819696893022e-22,1.3189035303300576e-25,9.062547127532438e-29,4.2338200397293473e-29,2.608435892184014e-27,1.1155294774432382e-26,5.409589734830405e-24,1.2099435930246604e-30,7.239567735302409e-30,2.5202549214485327e-29
4.457171389740857e-11,0.0033257888,0.2,0.0,0.009657515340951908,0.19998325009802528,0.19993352888144725,0.19999988320399,0.19996980715169202,2.5376850084647136e-19,5.843067182643034e-17,9.005155040650527e-22,3.492748687876559e-30,3.3500828260336484e-05,4.219367471894327e-11,4.148029935303424e-13,3.0192312016677064e-05,6.647057852418012e-05,1.1728818558747535e-07,4.633937004582771e-11,8.456720431349333e-14,1.4240107593329974e-12,6.117970183607815e-21,4.267304343923374e-15,6.0665321142360545e-21,-9.477621445538988e-20,1.6041267153007083e-20,5.588364403319237e-25,4.780026136287392e-16,3.075084840562651e-22,1.7873019983752762e-23,3.0096974692968e-21,1.74832867599578e-22,1.3552690671266006e-25,9.347103759179867e-29,4.3527749406410617e-29,2.6761388268275728e-27,1.1413062741810325e-26,5.526407643818907e-24,1.2485978402511542e-30,7.34516775555627e-30,2.5730166352031335e-29
4.4707298975733744e-11,0.0033257888,0.2,0.0,0.009657242576050745,0.19998320472854048,0.1999333504087289,0.1999998831985435,0.19996980360672517,2.564817545533618e-19,5.896995991875533e-17,9.16772608082754e-22,3.5694982506065846e-30,3.359157352171637e-05,4.204924935839536e-11,4.1729592563967917e-13,3.019585363357997e-05,6.664904734930273e-05,1.1729711978945844e-07,4.6740710928367544e-11,8.480504086215579e-14,1.427874838667431e-12,5.833191198577398e-21,4.2973684580904495e-15,6.126321036903117e-21,1.058916212822742e-19,1.631063592536415e-20,5.742189463480277e-25,4.831858088345088e-16,3.1497379441319245e-22,1.828971976071719e-23,3.0803027386469572e-21,1.780023316612496e-22,1.392495121429009e-25,9.639491329054948e-29,4.474595308544227e-29,2.7454247407943795e-27,1.1675822479404934e-26,5.645280472307842e-24,1.2883191529760765e-30,7.489425055294844e-30,2.6266790171721843e-29
4.4842884054058917e-11,0.0033257888,0.2,0.0,0.009656970092252306,0.19998315940343955,0.19993317206770073,0.19999988319328163,0.19996980012222643,2.592144937584114e-19,5.95131704270243e-17,9.332655460052258e-22,3.647672787444704e-30,3.3682230030750904e-05,4.190604114789417e-11,4.19795107069927e-13,3.019933477362572e-05,6.682738447458254e-05,1.1730587694170399e-07,4.714420975101933e-11,8.504257033801916e-14,1.4317333734181715e-12,4.964390954208381e-21,4.3279061100486645e-15,6.186447855001168e-21,-3.8842653083282527e-20,1.6588063506170673e-20,5.899669932899576e-25,4.884063567820163e-16,3.225916019022585e-22,1.871502577995272e-23,3.152296242099955e-21,1.8121702722318513e-22,1.4305987264500723e-25,9.9398947881612e-29,4.599338669915166e-29,2.8163263973542537e-27,1.1943651208912818e-26,5.766236611428902e-24,1.3291322273920072e-30,7.583216291945087e-30,2.681255715146217e-29
4.497846913238409e-11,0.0033257888,0.2,0.0,0.009656697888747522,0.19998311412279038,0.19993299385826363,0.19999988318820164,0.19996979669735276,2.619667893168097e-19,6.005808489053615e-17,9.499968230002137e-22,3.727293544413665e-30,3.377279765168704e-05,4.176403504148662e-11,4.223005295020649e-13,3.020275627989972e-05,6.70055899990589e-05,1.1731445976559388e-07,4.754987042458768e-11,8.52797932530268e-14,1.4355863813078904e-12,6.016108021631145e-21,4.358405194113094e-15,6.246965373142669e-21,-1.6362640291651215e-20,1.686687219430485e-20,6.060878725807709e-25,4.936644435776076e-16,3.3036444193406754e-22,1.914909754726564e-23,3.2256999718286233e-21,1.8447735890092425e-22,1.4695971684163142e-25,1.0248502739087899e-28,4.72706350482649e-29,2.8888770908656405e-27,1.2216627265614409e-26,5.889304649043747e-24,1.3710622191003982e-30,7.70366995837771e-30,2.736751745688318e-29
4.511405421070926e-11,0.0033257888,0.2,0.0,0.009656425964738287,0.19998306888666037,0.19993281578031868,0.19999988318330086,0.19996979333127263,2.647387909586059e-19,6.060632121561073e-17,9.669695467593022e-22,3.8083834152418066e-30,3.386327624950569e-05,4.1623216178528675e-11,4.2481217840150373e-13,3.0206118983868773e-05,6.718366402168296e-05,1.1732287094117246e-07,4.7957696844016016e-11,8.551671011187523e-14,1.4394338799591411e-12,6.171525031508512e-21,4.389015331276536e-15,6.307983012399812e-21,2.5700331106146234e-20,1.7149104315748935e-20,6.225889934545402e-25,4.989602554520933e-16,3.382948844420897e-22,1.9592058527644984e-23,3.300536162767741e-21,1.877839444354748e-22,1.509508006382844e-25,1.0565507494268165e-28,4.8578293118297054e-29,2.9631107593631473e-27,1.2494829841167866e-26,6.01451350933639e-24,1.4141347498198483e-30,7.828967545540937e-30,2.793184660880162e-29
4.5249639289034436e-11,0.0033257888,0.2,0.0,0.00965615431943735,0.19998302369511664,0.19993263783376702,0.19999988317857656,0.19996979002316614,2.675305286804561e-19,6.115910539205408e-17,9.841859578287183e-22,3.8909648917049346e-30,3.395366568999078e-05,4.1483569883657513e-11,4.273300488125705e-13,3.0209423705543153e-05,6.736160664131794e-05,1.1733111310777489e-07,4.8367692888249337e-11,8.575332141542536e-14,1.4432758868976614e-12,5.282195363434691e-21,4.419834754528623e-15,6.369341993368976e-21,-1.1139157489837125e-20,1.74360073599656e-20,6.39477884069257e-25,5.042939800556814e-16,3.463855305674223e-22,2.0044092856285233e-23,3.376827283429925e-21,1.9113726208433066e-22,1.550349113854376e-25,1.08911051357164e-28,4.991696474341726e-29,3.03906193810404e-27,1.2778338911819391e-26,6.141892520640903e-24,1.4583759140155449e-30,7.9424549968318e-30,2.8505712701081644e-29
4.538522436735961e-11,0.0033257888,0.2,0.0,0.00965588295206809,0.199982978548226,0.19993246001850987,0.19999988317402628,0.19996978677222446,2.703421110663325e-19,6.17135600530157e-17,1.0016488792163043e-21,3.975059585064841e-30,3.404396583966427e-05,4.1345081665734256e-11,4.2985412963465333e-13,3.021267125363168e-05,6.753941795673966e-05,1.1733918886464571e-07,4.8779862420477034e-11,8.598962766130922e-14,1.4471124195466305e-12,5.829279353032505e-21,4.450736882458366e-15,6.4310685229493886e-21,9.154565437234653e-22,1.7725974363783854e-20,6.567621927667649e-25,5.096658074535011e-16,3.546390159482143e-22,2.0505348984541478e-23,3.4545960817701614e-21,1.9453768925923239e-22,1.5921386169442757e-25,1.1225495574597576e-28,5.128726362892667e-29,3.1167657334949334e-27,1.3067235201778006e-26,6.271471173361045e-24,1.5038122854645773e-30,8.065802176400394e-30,2.9089125329784535e-29
4.552080944568478e-11,0.0033257888,0.2,0.0,0.00965561186186443,0.1999829334460547,0.19993228233444846,0.19999988316964742,0.19996978357765008,2.7317363217922217e-19,6.227097234801062e-17,1.0193610663384787e-21,4.0606914513227146e-30,3.4134176565815776e-05,4.120773721737479e-11,4.323844109754736e-13,3.02158624256989e-05,6.771709806663659e-05,1.1734710077154834e-07,4.919420928801958e-11,8.622562933928738e-14,1.4509434952301875e-12,6.404110373846125e-21,4.481784887066405e-15,6.493334385362336e-21,-3.642791049356973e-22,1.8019860377508785e-20,6.744496896077246e-25,5.150759294236161e-16,3.6305801058920097e-22,2.0975984021330234e-23,3.53386559437377e-21,1.979858577100224e-22,1.6348949109039068e-25,1.1568882611436686e-28,5.26898137062491e-29,3.196257905018512e-27,1.3361600421346827e-26,6.403279286249062e-24,1.550470924137592e-30,8.188141468735874e-30,2.9682270722947974e-29
4.5656394524009955e-11,0.0033257888,0.2,0.0,0.009655341048070627,0.1999828883886687,0.19993210478148427,0.1999998831654374,0.19996978043865649,2.7602516723214083e-19,6.283290028557587e-17,1.037325155035447e-21,4.147884229046853e-30,3.4224297736503105e-05,4.107152241418008e-11,4.3492088452943184e-13,3.0218998008318315e-05,6.789464706961032e-05,1.1735485134936488e-07,4.9610737322309326e-11,8.646132693465033e-14,1.4547691311742843e-12,5.705482821508754e-21,4.512962018946863e-15,6.555954643219864e-21,2.355103602158859e-21,1.8317457039948847e-20,6.925482680724082e-25,5.205245396897305e-16,3.716452204164816e-22,2.145616919160353e-23,3.614659129555191e-21,2.0148232722834066e-22,1.6786367487179661e-25,1.192147399893815e-28,5.412524866978541e-29,3.277574806523959e-27,1.3661517397494184e-26,6.537347211613501e-24,1.598379383128753e-30,8.312305216665373e-30,3.0285376079315345e-29
4.579197960233513e-11,0.0033257888,0.2,0.0,0.009655070509941138,0.1999828433761336,0.19993192735951879,0.19999988316139383,0.19996977735446797,2.788968138946691e-19,6.339719701632133e-17,1.0555439296651818e-21,4.236659724671833e-30,3.4314329220541166e-05,4.093642331381502e-11,4.374635402791612e-13,3.0222078777223632e-05,6.80720650641758e-05,1.1736244308068715e-07,5.002945033898745e-11,8.669672093093494e-14,1.4585893445026325e-12,5.720812496154103e-21,4.544280590270098e-15,6.6189053850759005e-21,-2.2336891055508697e-21,1.8618958168091484e-20,7.110659466295474e-25,5.26011833751691e-16,3.8040338497757525e-22,2.1946064135865963e-23,3.697000272378458e-21,2.0502740163169768e-22,1.7233831357243941e-25,1.2283481504138335e-28,5.559421199164542e-29,3.360753431050923e-27,1.3967069803481433e-26,6.673705398489121e-24,1.647565715295738e-30,8.437020822592e-30,3.089838962988672e-29
4.59275646806603e-11,0.0033257888,0.2,0.0,0.009654800246740477,0.19998279840851463,0.19993175006845357,0.19999988315751419,0.19996977432431953,2.817886556953087e-19,6.396393547321561e-17,1.074020126545645e-21,4.32704289094791e-30,3.440427088751206e-05,4.0802426155155575e-11,4.400123694017901e-13,3.022510549745848e-05,6.824935214876172e-05,1.1736987841039869e-07,5.0450352137883596e-11,8.693181180331791e-14,1.4624041522389898e-12,6.485897263471208e-21,4.575725773990057e-15,6.6824370267865605e-21,1.4368268400405363e-21,1.892418830165791e-20,7.300108701856294e-25,5.315380088986917e-16,3.8933527804856114e-22,2.2445840314986276e-23,3.7809128784933855e-21,2.0862173544107943e-22,1.769153321427533e-25,1.2655120970121787e-28,5.709735789523785e-29,3.4458314223490946e-27,1.4278342199639426e-26,6.812384538766005e-24,1.6980584803266813e-30,8.564249732183014e-30,3.1521491396955945e-29
4.6063149758985473e-11,0.0033257888,0.2,0.0,0.009654530257743058,0.19998275348587655,0.19993157290819022,0.19999988315379608,0.1999697713474565,2.847007874358216e-19,6.453489372240161e-17,1.0927565879606608e-21,4.419059080222055e-30,3.449412260775853e-05,4.066951735724785e-11,4.4256736225990153e-13,3.0228078923523515e-05,6.842650842171063e-05,1.1737715974624773e-07,5.087344650299527e-11,8.71666000213726e-14,1.4662135713082088e-12,6.137436375742049e-21,4.607313096755199e-15,6.746350872874624e-21,-1.2141100151362504e-21,1.9233379400705237e-20,7.493913115525317e-25,5.371032641961306e-16,3.9844371242495796e-22,2.2955666285371108e-23,3.866421082055708e-21,2.122660024395656e-22,1.8159669778515547e-25,1.3036612381730488e-28,5.863535107014949e-29,3.532847063434963e-27,1.4595420208390015e-26,6.953416052287559e-24,1.7498867521419286e-30,8.692066577182261e-30,3.21550140733825e-29
4.6198734837310646e-11,0.0033257888,0.2,0.0,0.009654260542233055,0.19998270860828374,0.1999313958786305,0.19999988315023712,0.199969768423135,2.8763329492924117e-19,6.510906358428885e-17,1.1117560534317085e-21,4.512730114894605e-30,3.458388425238932e-05,4.0537683518280414e-11,4.4512851000155593e-13,3.023099979952183e-05,6.86035339812793e-05,1.1738428945941147e-07,5.129873720252104e-11,8.740108605464913e-14,1.4700176185339149e-12,5.780456714344111e-21,4.639031559703617e-15,6.810542120498024e-21,1.5888064452074684e-21,1.954640747824152e-20,7.692156729679764e-25,5.427078006875174e-16,4.0773153455524295e-22,2.3475715641247177e-23,3.9535493034690564e-21,2.1596040474134528e-22,1.8638440377665403e-25,1.3428179930490913e-28,6.020886586469106e-29,3.6218393055667614e-27,1.4918390290100047e-26,7.096831398390915e-24,1.803080125593962e-30,8.821979558539754e-30,3.279882096929143e-29
4.633431991563582e-11,0.0033257888,0.2,0.0,0.009653991099504248,0.19998266377580037,0.19993121897967628,0.19999988314683506,0.19996976555062104,2.9058627330191493e-19,6.56853417362989e-17,1.1310213990432867e-21,4.608081737294353e-30,3.467355569327462e-05,4.04069114144244e-11,4.4769580311627013e-13,3.0233868859302082e-05,6.878042892563923e-05,1.173912698850521e-07,5.17262279889106e-11,8.763527036426056e-14,1.4738163106388107e-12,6.441918198534881e-21,4.670893644225459e-15,6.875353757005351e-21,-1.6874484125120815e-21,1.986346416914427e-20,7.894924876967895e-25,5.483518212575979e-16,4.1720162541479585e-22,2.400616206076804e-23,4.042322248592425e-21,2.197056037366957e-22,1.9128046139405731e-25,1.3830052077412508e-28,6.181858805257034e-29,3.712847759231531e-27,1.5247339846095104e-26,7.242662109522879e-24,1.8576687236814193e-30,8.95262819047521e-30,3.345304643769476e-29
4.646990499396099e-11,0.0033257888,0.2,0.0,0.00965372192885989,0.1999826189884901,0.19993104221122943,0.19999988314358746,0.199969762729191,2.935598102492748e-19,6.62654170017497e-17,1.1505554858132334e-21,4.705141424161224e-30,3.476313680305025e-05,4.0277187998672796e-11,4.5026923275575813e-13,3.0236686826599897e-05,6.895719335287653e-05,1.1739810332286397e-07,5.2155922598816714e-11,8.78691534039501e-14,1.477609664246489e-12,6.509560511685886e-21,4.70288725174185e-15,6.940597202953639e-21,1.862176927999266e-21,2.018441218011031e-20,8.102304216390891e-25,5.540355307664131e-16,4.268569080186087e-22,2.4547185763671957e-23,4.132764913292915e-21,2.235024332442418e-22,1.9628693361116582e-25,1.4242461622013097e-28,6.346521447117661e-29,3.8059127203154e-27,1.5582357465241656e-26,7.390940730016643e-24,1.9136832054776393e-30,9.08554337409595e-30,3.411820122487335e-29
4.653769753312358e-11,0.0033257888,0.2,0.0,0.0096535874453542,0.1999825966117946,0.1999309538759156,0.1999998831420209,0.199969761337409,2.950543156822038e-19,6.655704796045676e-17,1.160424189461532e-21,4.754319197556675e-30,3.4807893444180964e-05,4.0212715519695316e-11,4.515582460202552e-13,3.0238076874004505e-05,6.90455266532029e-05,1.17401465630424e-07,5.237159750097547e-11,8.798598209092632e-14,1.4795043442814793e-12,6.178986346874978e-21,4.718939767230551e-15,6.973267412693182e-21,5.906040764205433e-23,2.0346435295321682e-20,8.207750530661666e-25,5.568923333279722e-16,4.317549211518095e-22,2.4821720592685193e-23,4.17862027659377e-21,2.254203128918156e-22,1.9883223082210154e-25,1.4452691872378245e-28,6.430258726885749e-29,3.853229173003845e-27,1.575216972903236e-26,7.466008438479446e-24,1.9422348821197226e-30,9.152138616442901e-30,3.44547299139389e-29
4.6673282611448755e-11,0.0033257888,0.2,0.0,0.009653318681550487,0.19998255189236236,0.19993077730304606,0.19999988313900094,0.1999697585912696,2.9805886249025183e-19,6.714208025390623e-17,1.1803667444726194e-21,4.8539857625194995e-30,3.4897338820155765e-05,4.00845410566564e-11,4.541408634215354e-13,3.0240819537803436e-05,6.922209548848224e-05,1.1740808282215973e-07,5.2804604817890246e-11,8.821941407664732e-14,1.483289721092136e-12,6.129712921851211e-21,4.751146119216844e-15,7.039086368930651e-21,3.589056439592815e-23,2.0673467705406953e-20,8.422212083812866e-25,5.626359640281609e-16,4.416935566777385e-22,2.537894765020237e-23,4.27161499404493e-21,2.2929524177688053e-22,2.0400825863168558e-25,1.4881353685651041e-28,6.60058992440103e-29,3.949455960294497e-27,1.609645736401346e-26,7.618021048911404e-24,2.0004468656269954e-30,9.286856739952532e-30,3.5136029687421956e-29
4.680886768977393e-11,0.0033257888,0.2,0.0,0.009653050188129871,0.19998250721826072,0.19993060086043898,0.19999988313612985,0.19996975589444804,3.0108420406709994e-19,6.772984159264363e-17,1.2005852711716878e-21,4.955421259811714e-30,3.4986693549957746e-05,3.9957383429424694e-11,4.56729594218388e-13,3.0243512875123974e-05,6.939853405148357e-05,1.174145586236474e-07,5.3239825231045075e-11,8.845254591586704e-14,1.4870698005234185e-12,6.480390900101843e-21,4.783493390614925e-15,7.105357267486606e-21,-2.3616266842276984e-22,2.10045812440598e-20,8.641507382008666e-25,5.68419803680704e-16,4.518248509314608e-22,2.594720323120119e-23,4.3663431658510675e-21,2.3322277932007593e-22,2.0929997327651342e-25,1.5321154347787575e-28,6.774790419241435e-29,4.0478430176387504e-27,1.6447038374200424e-26,7.772563766014643e-24,2.0601637730417434e-30,9.423029170133507e-30,3.582832359646558e-29
4.69444527680991e-11,0.0033257888,0.2,0.0,0.009652781964427657,0.19998246258955193,0.19993042454799673,0.19999988313340553,0.19996975324625502,3.041304332783772e-19,6.832106828950666e-17,1.2210827027060157e-21,5.058651870900758e-30,3.5075957508878065e-05,3.983123019963756e-11,4.593244294259482e-13,3.0246157575390983e-05,6.957484243999716e-05,1.1742089521463548e-07,5.367726242197587e-11,8.868537804870379e-14,1.4908445988502434e-12,6.5125646657753816e-21,4.81598122017648e-15,7.172055286045034e-21,4.946676610645531e-22,2.1339795564506777e-20,8.86572785116271e-25,5.742440640433277e-16,4.621518510185258e-22,2.6526673903715586e-23,4.4628308272365135e-21,2.372034906318585e-22,2.1470953692692677e-25,1.5772342373392039e-28,6.952933734354026e-29,4.148433078536489e-27,1.6804004710462195e-26,7.92966930060363e-24,2.1214181970047494e-30,9.560816002455285e-30,3.6531754560582606e-29
4.7080037846424274e-11,0.0033257888,0.2,0.0,0.009652514009788003,0.19998241800629799,0.19993024836562148,0.19999988313082587,0.19996975064601058,3.071976419875091e-19,6.891557625847767e-17,1.2418619981947479e-21,5.163705233896207e-30,3.5165130572992346e-05,3.9706069099772215e-11,4.61925360213252e-13,3.0248754318528446e-05,6.975102075172921e-05,1.1742709474176689e-07,5.4116920056515166e-11,8.891791091053398e-14,1.4946141322426882e-12,6.4609725695756386e-21,4.848613023240471e-15,7.239203229728927e-21,-3.1849225891509934e-22,2.1679178154963898e-20,9.094966316861155e-25,5.801089587954027e-16,4.726776451340077e-22,2.711754993066205e-23,4.561104311974539e-21,2.412380829673062e-22,2.2023915241511845e-25,1.6235170914482108e-28,7.135094538939909e-29,4.251269599644788e-27,1.7167449369006394e-26,8.089371116701713e-24,2.1842432998132968e-30,9.699941425273075e-30,3.7246488380070064e-29
4.721562292474945e-11,0.0033257888,0.2,0.0,0.009652246323563799,0.19998237346856043,0.19993007231321558,0.19999988312838868,0.1999697480930442,3.1028592389837724e-19,6.951314759098391e-17,1.2629261378113805e-21,5.270608477749584e-30,3.5254212619141184e-05,3.9581888031641356e-11,4.645323776786472e-13,3.0251303775090256e-05,6.992706908430231e-05,1.1743315931908117e-07,5.4558801784801244e-11,8.915014493209037e-14,1.4983784167727506e-12,6.5697580068558936e-21,4.8813867609590916e-15,7.30679636741003e-21,2.641993165572004e-22,2.2022726773958227e-20,9.32931702076211e-25,5.860147033586637e-16,4.834053645920618e-22,2.772002325878012e-23,4.661190240688004e-21,2.453271609033331e-22,2.2589105703892686e-25,1.6709897847165098e-28,7.321348638194346e-29,4.35639677280539e-27,1.7537466345590123e-26,8.251703599660043e-24,2.2486728210633377e-30,9.840758979672959e-30,3.7972676910952074e-29
4.735120800307462e-11,0.0033257888,0.2,0.0,0.009651978905116508,0.19998232897640045,0.19992989639068157,0.1999998831260919,0.19996974558669459,3.1339537503819446e-19,7.011395755423486e-17,1.284278127431875e-21,5.379388271650517e-30,3.53432035249293e-05,3.945867506488988e-11,4.671454728129251e-13,3.0253806606389337e-05,7.010298753525561e-05,1.1743909102851007e-07,5.500291124126878e-11,8.938208053936617e-14,1.502137468413785e-12,6.6558799849418475e-21,4.914305832528264e-15,7.374837561946342e-21,-2.147311391888448e-22,2.2370512120940512e-20,9.568875636539207e-25,5.919615149875184e-16,4.94338180724099e-22,2.833428737187706e-23,4.763115529619023e-21,2.494712364462007e-22,2.3166751915428226e-25,1.7196785847805663e-28,7.5117730045357e-29,4.46385953177024e-27,1.7914150616397625e-26,8.416701542748176e-24,2.314741085251076e-30,9.9829951799499e-30,3.8710455462394447e-29
