Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH3OX(49)
0.0,0.002217192533333333,0.2,0.0,0.006525197625599999,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.30957205580524e-25,0.002217192533333333,0.2,0.0,0.006525197625599995,0.2,0.2,0.2,0.2,7.048871059727314e-62,1.269816593392747e-49,-5.038134546176185e-145,5.406809414515276e-176,8.777400897968052e-19,1.4042476510825664e-25,4.384980496403709e-38,2.3936306822918837e-18,1.4042476510988344e-25,1.0209728993338919e-20,8.296415262078499e-62,3.886282206196432e-48,2.974880428934525e-48,1.26773777799941e-67,8.712805217868397e-80,1.202818921165421e-108,9.223195530470265e-97,-5.612894708059702e-129,1.3485680745490325e-106
2.6066801756254678e-24,0.002217192533333333,0.2,0.0,0.006525197625599989,0.2,0.2,0.2,0.2,1.973683896723648e-61,3.5554864614996916e-49,1.3892698292427121e-143,1.6084241544324033e-174,2.4576722514310516e-18,3.931893423031182e-25,1.2277946792137644e-37,6.702165910417164e-18,3.9318934230767325e-25,2.8587241181348953e-20,1.2537542477525197e-60,3.177515405589255e-47,1.8002050695929064e-47,7.65713617911647e-67,5.2625429970703553e-79,2.746750579903448e-107,1.3938109466578105e-95,5.545910318769529e-128,4.229767929735608e-105
5.958126115715355e-24,0.002217192533333333,0.2,0.0,0.006525197625599977,0.2,0.2,0.2,0.2,4.511277478225481e-61,8.12682619771358e-49,1.4515417443311272e-141,8.235589154272322e-172,5.6175365746995335e-18,8.987184966928392e-25,2.806388499243453e-37,1.531923636666725e-17,8.98718496703251e-25,6.534226555736897e-20,1.348731605748014e-59,2.3517122776677483e-46,8.700646705337304e-47,3.6865814584223776e-66,2.533711404816124e-78,5.02129890425505e-106,1.4994019200725487e-94,3.058825086549209e-126,9.425397432792688e-104
1.2661017995895128e-23,0.002217192533333333,0.2,0.0,0.006525197625599954,0.2,0.2,0.2,0.19999999999999998,9.586464641229147e-61,1.7269505670141353e-48,1.131404836832777e-139,2.822316100529296e-169,1.1937265221236453e-17,1.909776805472275e-24,5.9635783828344374e-37,3.255337727916555e-17,1.9097768054943992e-24,1.3885231430940872e-19,1.2397167114924474e-58,1.7447892899849265e-45,3.828998738075296e-46,1.6100269780594414e-65,1.1066124267435647e-77,8.422015986007262e-105,1.378215519863194e-93,1.203853644761143e-124,1.764402287907695e-102
2.6066801756254677e-23,0.002217192533333333,0.2,0.0,0.006525197625599907,0.2,0.2,0.2,0.19999999999999996,1.9736838967236478e-60,3.555486461499691e-48,7.961862214576643e-138,8.222201415217006e-167,2.4576722514310105e-17,3.9318934230311155e-24,1.2277967124142834e-36,6.702165910415459e-17,3.9318934230766666e-24,2.8587241181348713e-19,1.0606037471776211e-57,1.3274149831500668e-44,1.6228991494361054e-45,6.72154569895632e-65,4.6222236472118e-77,1.372742593037403e-103,1.1791040880263755e-92,4.253527958343702e-123,3.0482009095552075e-101
5.287836927697377e-23,0.002217192533333333,0.2,0.0,0.006525197625599812,0.2,0.2,0.2,0.1999999999999999,4.0037587619251147e-60,7.2125582504708e-48,5.351487142226701e-136,2.242103081917072e-164,4.9855637100456676e-17,7.97612665814868e-24,2.4906780503265328e-36,1.3595822275410254e-16,7.976126658241083e-24,5.799126068216395e-19,8.769276882258438e-57,1.0316393464424854e-43,6.829140876873347e-45,2.7459707366638166e-64,1.895719889253462e-76,2.221146875965222e-102,9.749254026020668e-92,1.4290354594222803e-121,5.082720116623492e-100
1.0650150431841198e-22,0.002217192533333333,0.2,0.0,0.006525197625599623,0.19999999999999998,0.2,0.2,0.19999999999999976,8.063908492328046e-60,1.4526701828413012e-47,3.574487467068555e-134,6.040679764538762e-162,1.0041346627274688e-16,1.606459312838334e-23,5.0164550847533144e-36,2.7383135005387783e-16,1.606459312856945e-23,1.1679929968379273e-18,7.131030324167051e-56,8.125922876517594e-43,2.9213743657957096e-44,1.1099652760621832e-63,7.897836388303045e-76,3.6681955027402756e-101,7.928246029663064e-91,4.684759402568685e-120,8.525995109942039e-99
2.1374777440128836e-22,0.002217192533333333,0.2,0.0,0.006525197625599245,0.19999999999999993,0.2,0.2,0.19999999999999948,1.6184207953133906e-59,2.9154988984297417e-47,2.6721689263438905e-132,1.8404928347062675e-159,2.015291246173156e-16,3.2241526068850786e-23,1.0068066588016007e-35,5.495776046529462e-16,3.22415260692243e-23,2.3441537768704337e-18,5.751434295746783e-55,6.448640354451414e-42,1.3040859949521823e-43,4.463121557143771e-63,3.9252864705479037e-75,7.184856811949401e-100,6.394925068031427e-90,1.5173561092206538e-118,1.6847248052524384e-97
4.282403145670411e-22,0.002217192533333333,0.2,0.0,0.006525197625598489,0.19999999999999982,0.2,0.2,0.19999999999999893,3.242480687474561e-59,5.841156329606613e-47,3.556439347723435e-130,1.0347093835660335e-156,4.0376044130640597e-16,6.459539194977816e-23,2.0171519332177896e-35,1.1010701138491533e-15,6.459539195052651e-23,4.696475336935172e-18,4.61986480275406e-54,5.137827174206378e-41,6.267982960056919e-43,1.7899113626875675e-62,3.968803934419574e-74,2.8215969482657263e-98,5.1375667699276796e-89,4.8854876936617004e-117,6.6484060112545286e-96
