Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49)
7.132545019742985e-22,0.0006651577600000001,0.2,0.0,0.0019575592876769203,0.19999999999999962,0.2,0.2,0.1999999999999978,2.5804594093259177e-43,7.594064796405892e-36,2.139205522091083e-102,4.2340203310427825e-136,8.236190214834204e-16,8.730001252011223e-21,5.379919429432904e-35,2.2460404659250858e-15,8.730001292727704e-21,9.580201588615621e-18,1.9348156925020762e-47,5.931373395509759e-39,5.7277565362432986e-39,4.744829009142626e-51,2.014037276274899e-58,1.1746671741755294e-80,1.2722466808748103e-73,1.00015271848459e-93,2.621044771294411e-163,3.074535211336207e-79
1.4271286864003557e-21,0.0006651577600000001,0.2,0.0,0.0019575592876738385,0.1999999999999992,0.2,0.2,0.19999999999999554,5.1631607468962426e-43,1.5194727390202108e-35,1.1723776427859824e-100,8.786604081072229e-134,1.6479536111836081e-15,1.746758721402228e-20,2.1533698191452974e-34,4.4940323134394925e-15,1.7467587295490614e-20,1.916872654854553e-17,1.549421754203708e-46,2.4805137554369817e-38,2.3174551895644957e-38,1.8991680948155123e-50,8.28876574474215e-58,1.6119940608261596e-79,1.3156634676992228e-72,4.128566264566347e-92,1.0874556246255965e-160,5.025215571979202e-78
2.8548770552524702e-21,0.0006651577600000001,0.2,0.0,0.0019575592876676746,0.19999999999999837,0.2,0.19999999999999998,0.19999999999999105,1.032856342203686e-42,3.0396052577794175e-35,7.483086832138193e-99,2.1348739528516112e-131,3.2966227905735936e-15,3.494275913793434e-20,8.616284169905997e-34,8.990016007799163e-15,3.494275930090638e-20,3.834577646526096e-17,1.240165390192159e-45,1.0776911573975267e-37,9.471783160262447e-38,7.59914578439721e-50,3.715428788248764e-57,2.5774646211976183e-78,1.5282394855078671e-71,1.9134748644392238e-90,5.282501834121854e-158,8.9368820491099e-77
5.7103737929567e-21,0.0006651577600000001,0.2,0.0,0.001957559287655347,0.19999999999999674,0.2,0.19999999999999996,0.19999999999998205,2.0659368772317965e-42,6.079870295297683e-35,6.631327399300976e-97,7.016637641108973e-129,6.593961149312009e-15,6.989310298531826e-20,3.4470747260884415e-33,1.7981983393841927e-14,6.989310331129772e-20,7.669987628611434e-17,9.92383568225415e-45,4.992876498176385e-37,3.9485109478354415e-37,3.040152839673832e-49,2.2363434113048986e-56,5.733769812554169e-77,1.9833744538192894e-70,9.911434616355828e-89,3.4705080097318023e-155,2.1168494654267845e-75
1.1421367268365158e-20,0.0006651577600000001,0.2,0.0,0.001957559287630691,0.19999999999999343,0.2,0.19999999999999987,0.19999999999996407,4.1320979472879633e-42,1.2160400370333624e-34,1.103134071677499e-94,4.247208936884106e-126,1.3188637866622613e-14,1.3979379067832526e-19,1.378942109689113e-32,3.5965918155221156e-14,1.3979379133031957e-19,1.53408075877511e-16,7.940073692576451e-44,2.5424836662703155e-36,1.7068880051532046e-36,1.2161598676262952e-48,2.4518838914324887e-55,2.397939660971766e-75,2.803811857879057e-69,5.595761601275703e-87,4.198510211709095e-152,9.097625773930651e-74
2.2843354219182072e-20,0.0006651577600000001,0.2,0.0,0.0019575592875813804,0.19999999999998683,0.2,0.1999999999999997,0.1999999999999281,8.264420087400083e-42,2.432146052040313e-34,3.260649708493258e-92,4.772206009088028e-123,2.63779913005789e-14,2.79595166057296e-19,5.515992882351816e-32,7.19337876351544e-14,2.7959516736132e-19,3.0682447485906414e-16,6.352461036953974e-43,1.4531859177563051e-35,7.846711696258628e-36,4.864835497274295e-48,4.615806549343047e-54,1.7773781554094113e-73,4.190376670962515e-68,3.34200515163592e-85,9.431374794618381e-149,6.781550305894434e-72
4.5687328120815905e-20,0.0006651577600000001,0.2,0.0,0.0019575592874827587,0.19999999999997364,0.2,0.1999999999999994,0.19999999999985615,1.652906436762347e-41,4.864358082053268e-34,1.2733263637151698e-89,7.328605771776839e-120,5.2756698165831823e-14,5.591979167870643e-19,2.2064420401360766e-31,1.438695264237201e-13,5.591979193951476e-19,6.136572720172094e-16,5.082129667054681e-42,9.302091896975349e-35,3.9538701759654506e-35,1.9459722499384132e-47,1.1320926056546598e-52,1.7369877889514396e-71,6.468049514849838e-67,2.0623172364698555e-83,2.8963780117448014e-145,6.631642412716552e-70
9.137527592408357e-20,0.0006651577600000001,0.2,0.0,0.001957559287285515,0.19999999999994728,0.2,0.1999999999999988,0.19999999999971227,3.305835292806685e-41,9.728782142075382e-34,5.640546040294944e-87,1.290020637566912e-116,1.0551411188569905e-13,1.1184034181339078e-18,8.825857917151202e-31,2.877410033156482e-13,1.1184034233501098e-18,1.2273228631136562e-15,4.065768068703471e-41,6.512207667033323e-34,2.2336674260969613e-34,7.78395586236508e-47,3.139455442359411e-51,1.9243176414788324e-69,1.0160195387731128e-65,1.2954524004087271e-81,1.0196297029791224e-141,7.347330808568787e-68
1.827511715306189e-19,0.0006651577600000001,0.2,0.0,0.0019575592868910276,0.1999999999998945,0.2,0.19999999999999757,0.19999999999942453,6.611693004893995e-41,1.9457630262104454e-33,2.6714493478919604e-84,2.4359763939333644e-113,2.1102893928287896e-13,2.236814420376824e-18,3.530361103395411e-30,5.754839543586915e-13,2.2368144308092632e-18,2.454654032427174e-15,3.2526401877133596e-40,4.8378472342828804e-33,1.41515569760507e-33,3.113588325635796e-46,9.300319756437362e-50,2.278836624432113e-67,1.6112287220285817e-64,8.216238353661803e-80,3.850707400353367e-138,8.701209686845991e-66
3.6550296274368957e-19,0.0006651577600000001,0.2,0.0,0.001957559286102053,0.19999999999978899,0.2,0.1999999999999951,0.19999999999884904,1.3223408429063165e-40,3.891532650210194e-33,1.3127845512025692e-81,4.78011078288703e-110,4.2205859390702065e-13,4.4736364230595715e-18,1.4121480167800512e-29,1.1509698454815261e-12,4.4736364439244856e-18,4.909316319536711e-15,2.6021224409589914e-39,3.7213061009717217e-32,9.834103910696158e-33,1.2454306134671662e-45,2.857697791888417e-48,2.7998485750975476e-65,2.575053889393911e-63,5.252024619777752e-78,1.5112317332169815e-134,1.0691165506562907e-63
7.310065451698309e-19,0.0006651577600000001,0.2,0.0,0.0019575592845241033,0.19999999999957796,0.2,0.19999999999999019,0.19999999999769807,2.644683927737969e-40,7.78307189818543e-33,6.579770508862017e-79,9.574789501174762e-107,8.441179024744313e-13,8.947280421212725e-18,5.648599122827244e-29,2.3019415838741898e-12,8.947280462942587e-18,9.818640687685797e-15,2.0817020653292254e-38,2.9171312751370685e-31,7.272396429819729e-32,4.9816657340339097e-45,8.954644273904583e-47,3.5084018310274503e-63,4.226212301741935e-62,3.4475435321258016e-76,6.054106838328002e-131,1.3398239882574068e-61
1.4620137100221134e-18,0.0006651577600000001,0.2,0.0,0.001957559281368205,0.1999999999991559,0.2,0.19999999999998036,0.19999999999539614,5.28937009739255e-40,1.5566150394038862e-32,3.331316434543091e-76,5.393754246803865e-103,1.6882365168857618e-12,1.789456838866968e-17,2.2594409841573335e-28,4.603884885247509e-12,1.7894568472129434e-17,1.963728859970408e-14,1.6653632912744106e-37,2.3092202722899048e-30,5.579917592980556e-31,1.9926171729207013e-44,2.834478439412845e-45,4.440818981487951e-61,8.223151823889056e-61,2.6821583705716424e-74,6.8198077029643185e-127,1.6962789920787162e-59
2.9240280397266787e-18,0.0006651577600000001,0.2,0.0,0.0019575592750564093,0.19999999999831178,0.2,0.1999999999999607,0.19999999999079227,1.0578742436666816e-39,3.1132307385357684e-32,1.6947224250928197e-73,1.097922232492884e-99,3.3764737348144578e-12,3.578914420818617e-17,9.037765997756907e-28,9.207770786346218e-12,3.5789144375105724e-17,3.927458112662165e-14,1.3322912790075992e-36,1.8367523450675387e-29,4.368663097852426e-30,7.970069865999932e-44,9.01671660878225e-44,5.647933885605885e-59,3.1856719153563426e-59,4.152007963910914e-72,2.7768387954778507e-123,2.158317532887313e-57
5.848056699135809e-18,0.0006651577600000001,0.2,0.0,0.00195755926243282,0.19999999999662355,0.2,0.1999999999999214,0.1999999999815845,2.115748711507612e-39,6.226462136644756e-32,8.635704112964118e-71,2.2378460592113817e-96,6.7529481270959625e-12,7.157829538562964e-17,3.615106324187628e-27,1.8415539781952774e-11,7.157829571946878e-17,7.854915299198508e-14,1.0658332662399708e-35,1.4638271014871437e-28,3.456708373332856e-29,3.1877128573283197e-43,2.874210743459157e-42,7.194982448286449e-57,2.8954893196469066e-57,1.5086078975425185e-69,1.1319810784706374e-119,2.7519355926194103e-55
8.77208535854494e-18,0.0006651577600000001,0.2,0.0,0.001957559249809233,0.1999999999949353,0.2,0.1999999999998821,0.19999999997237672,3.1736231793347275e-39,9.339693534600009e-32,7.511147994726664e-70,1.4282793673826867e-95,1.0129422475801538e-11,1.0736744610148367e-16,7.682100339699559e-27,2.762330597096932e-11,1.0736744660224239e-16,1.1782371166888114e-13,3.164192696964314e-35,4.339649821441842e-28,1.02297344102291e-28,6.773438041773014e-43,1.3737141935511617e-41,4.832756109678337e-56,1.8967289191802255e-56,1.2862676071552422e-68,8.354947116898754e-119,1.848903810469392e-54
1.169611401795407e-17,0.0006651577600000001,0.2,0.0,0.0019575592371856494,0.19999999999324708,0.2,0.1999999999998428,0.19999999996316895,4.2314976471483064e-39,1.245292493240395e-31,4.4840277141988207e-69,1.6586118839665232e-94,1.3505896780931151e-11,1.431565963557484e-16,1.31047582157196e-26,3.68310693533967e-11,1.4315659702342668e-16,1.570982571573142e-13,6.894609535413488e-35,9.446384351470249e-28,2.2251295825510743e-28,1.1554007589437318e-42,4.54262240735398e-41,2.2216520289320304e-55,8.599285229214586e-56,7.577395498792225e-68,9.223277649965412e-118,8.501041080359617e-54
1.754417133677233e-17,0.0006651577600000001,0.2,0.0,0.0019575592119384882,0.1999999999898706,0.2,0.19999999999976417,0.19999999994475343,6.34724658274632e-39,1.8679387727677066e-31,1.0551858107488802e-67,1.4759875680581358e-92,2.0258845288920095e-11,2.1473489578095624e-16,2.7131732698646397e-26,5.524658953136118e-11,2.147348967824737e-16,2.3564731718167826e-13,2.001292489028033e-34,2.7381848213996817e-27,6.447149014156903e-28,2.3919025590802538e-42,2.6464165691809382e-40,2.7018624393233077e-54,1.0320830896636668e-54,1.7539074835579544e-66,8.563205155024314e-116,1.0340644103859957e-52
2.3392228655590593e-17,0.0006651577600000001,0.2,0.0,0.001957559186691339,0.19999999998649415,0.2,0.19999999999968554,0.1999999999263379,8.462995518303971e-39,2.4905850522454493e-31,6.594463801935837e-67,1.3300986736660615e-91,2.7011793636664283e-11,2.863131935087365e-16,4.614396309833021e-26,7.366209938850338e-11,2.8631319484409306e-16,3.1419632870739585e-13,4.376600962309018e-34,5.9815483419546205e-27,1.4084851866949938e-27,4.067707686626671e-42,8.797892574198474e-40,1.248149419732354e-53,4.756067357515168e-54,1.0924877740336375e-65,8.453697646843756e-115,4.778495092857429e-52
2.9240285974408854e-17,0.0006651577600000001,0.2,0.0,0.0019575591614441994,0.19999999998311768,0.2,0.1999999999996069,0.1999999999079224,1.057874445383436e-38,3.1132313316786597e-31,3.1783881159246736e-66,9.70343338222233e-91,3.37647418127174e-11,3.578914894178449e-16,7.049753624196334e-26,9.20775981876274e-11,3.578914910870406e-16,3.927452882703066e-13,8.21109897458658e-34,1.1210286720489297e-26,2.6407287876574615e-27,6.214184004074298e-42,2.3702971758602515e-39,4.5703849700831705e-53,1.7393409534551866e-53,5.256188772493521e-65,6.430944247884382e-114,1.750217994840242e-51
4.0936400612045376e-17,0.0006651577600000001,0.2,0.0,0.001957559110949956,0.19999999997636472,0.2,0.19999999999944967,0.19999999987109143,1.4810242325154677e-38,4.3585238905208645e-31,1.615678516754686e-64,1.2426967157981463e-88,4.727063763896406e-11,5.010480756658127e-16,1.35564203363239e-25,1.2890856191725904e-10,5.010480780026868e-16,5.498430482439024e-13,2.246706192651068e-33,3.058772689314898e-26,7.218787482100101e-27,1.1949468464274168e-41,1.3931442227357297e-38,7.037613558240353e-52,2.6786252128668728e-52,2.669119413504399e-63,1.6844004839385858e-111,2.7002880278157583e-50
5.26325152496819e-17,0.0006651577600000001,0.2,0.0,0.0019575590604557574,0.19999999996961176,0.2,0.19999999999929244,0.19999999983426056,1.9041740197575527e-38,5.603816449521613e-31,1.1510353385057259e-63,1.1535475513865197e-87,6.07765327678784e-11,6.442046545272014e-16,2.223248509823273e-25,1.6573948073450368e-10,6.442046575317535e-16,7.069405971694345e-13,4.7363297983195086e-33,6.432529013832065e-26,1.5210088562922803e-26,1.959945002299648e-41,4.689650258601047e-38,3.574465742103621e-51,1.361492683902272e-51,1.9024444488330377e-62,1.780003564341718e-110,1.3729048730754183e-49
7.602474452495495e-17,0.0006651577600000001,0.2,0.0,0.0019575589594674997,0.19999999995610587,0.2,0.19999999999897797,0.19999999976059885,2.7504735961538344e-38,8.094401570699422e-31,5.072470299094138e-62,1.2428235443996577e-85,8.77883209339917e-11,9.3051779009339e-16,4.609188000409603e-25,2.394011836510464e-10,9.305177944332987e-16,1.0211350619667072e-12,1.4447273720723226e-32,1.9511162392967937e-25,4.6363165987086535e-26,4.06772407052361e-41,3.1902177994878892e-37,5.922774601760312e-50,2.2641185480230244e-50,8.414727707782416e-61,3.375782181102351e-108,2.283640659825035e-48
1.2280920307550104e-16,0.0006651577600000001,0.2,0.0,0.0019575587574915333,0.1999999999290941,0.2,0.199999999998349,0.19999999961327594,4.4430728011547074e-38,1.3075571869219445e-30,6.088335012286215e-60,3.817798171461468e-83,1.418118888993415e-10,1.5031439726003341e-15,1.1983943676600765e-24,3.8672405061835833e-10,1.503143979610954e-15,1.6495214593750349e-12,6.268794170571944e-32,8.363551931150482e-25,2.0099873946373815e-25,1.065745801582554e-40,3.971871243100609e-36,2.245625250150207e-48,8.66209140713158e-49,1.0190627116955903e-58,2.063552406175658e-105,8.737495170649221e-47
2.1637812017659321e-16,0.0006651577600000001,0.2,0.0,0.001957558353541799,0.19999999987507056,0.2,0.1999999999970911,0.19999999931863238,7.828273222657214e-38,2.303791365370619e-30,1.361936199658388e-57,2.5250616094237878e-80,2.4985899136215957e-10,2.648395983117253e-15,3.714480215862396e-24,6.813676291222441e-10,2.648395995469289e-15,2.9062841256045474e-12,3.54409961180262e-31,4.6118011820402696e-24,1.134964414347401e-24,3.4825884399585886e-40,7.425913520829197e-35,1.4324322612725624e-46,5.62700571210238e-47,2.3211108313861617e-56,2.7266874712339886e-102,5.676262525678345e-45
4.035159543787776e-16,0.0006651577600000001,0.2,0.0,0.0019575575456511262,0.19999999976702348,0.2,0.1999999999945753,0.19999999872935384,1.4598768644191925e-37,4.296262604820934e-30,4.2276712797267986e-55,3.504644385535042e-77,4.659530624112035e-10,4.9388985861791815e-15,1.2911128160967579e-23,1.2706461645311149e-09,4.938898609214008e-15,5.41976894434392e-12,2.356569276403828e-30,2.9203403989588024e-23,7.531042109231491e-24,1.666865285588394e-39,1.7282739558949427e-33,1.1939752504953536e-44,4.8600938433371834e-45,7.463109686772451e-54,7.565306290636275e-99,4.903184186370026e-43
7.777916227831463e-16,0.0006651577600000001,0.2,0.0,0.001957555929904965,0.1999999995509297,0.2,0.19999999998954393,0.19999999755083125,2.8144589231104144e-37,8.281279632914247e-30,1.4908086979336169e-52,4.6647659185230366e-74,8.981406689617208e-10,9.519898120535912e-15,4.796184946060769e-23,2.4491687499017075e-09,9.519898164936003e-15,1.0446576531778468e-11,1.71380576988519e-29,1.9375013534299364e-22,5.455521851604999e-23,1.8905021279132973e-38,4.3979646946068524e-32,1.092580976659228e-42,4.757603047495661e-43,2.8132844986410263e-51,2.013958209908422e-95,4.801611783501725e-41
1.152067291187515e-15,0.0006651577600000001,0.2,0.0,0.001957554314205713,0.19999999933483623,0.2,0.19999999998451276,0.19999999637235463,4.171355194074411e-37,1.2266578022515502e-29,1.6042349393078824e-51,6.26988025986444e-73,1.3303275613946937e-09,1.4100890092690311e-14,1.0522185543470718e-22,3.6276453558931355e-09,1.4100890158455067e-14,1.547316805870893e-11,5.29501506400137e-29,5.634169905015905e-22,1.6811300057699013e-22,8.978818453904362e-38,2.328705861465431e-31,8.613029426426524e-42,3.829641277510857e-42,3.0746288172982763e-50,2.9742070678681327e-94,3.86576479720092e-40
1.5263429595918837e-15,0.0006651577600000001,0.2,0.0,0.001957552698553369,0.19999999911874314,0.2,0.1999999999794818,0.19999999519392403,5.5353726566175985e-37,1.6252586852636753e-29,1.0825384396982152e-50,7.58843924062421e-72,1.762513739634543e-09,1.868187450285733e-14,1.846902855692084e-22,4.8060759842058824e-09,1.8681874589985896e-14,2.0499543533841024e-11,1.1909942793771246e-28,1.198568232923811e-21,3.771929232949608e-22,2.9991155980856106e-37,7.909939489762862e-31,4.252056504737908e-41,1.923273074355966e-41,2.1047373841638205e-49,3.664563298607849e-93,1.9418888394826553e-39
1.9006186279962522e-15,0.0006651577600000001,0.2,0.0,0.0019575510829479307,0.1999999989026504,0.2,0.1999999999744511,0.19999999401553936,6.916597109967031e-37,2.0240034865134795e-29,5.57223178883724e-50,6.676680365007182e-71,2.1946992036031198e-09,2.32628513512589e-14,2.8636625111380207e-22,5.984460636596154e-09,2.326285145975018e-14,2.552570296618048e-11,2.2520738364516525e-28,2.1478957799606045e-21,7.114806649512901e-22,8.052581893867982e-37,2.0947837311745842e-30,1.591366467997998e-40,7.319488400675702e-41,1.098715964124559e-48,3.359949483613815e-92,7.392799694423536e-39
2.6491699648049897e-15,0.0006651577600000001,0.2,0.0,0.0019575478518777676,0.19999999847046604,0.2,0.19999999996439022,0.19999999165890797,9.816197173454151e-37,2.822390179414317e-29,9.476008194598161e-49,2.7400423672237635e-69,3.0590679884366917e-09,3.2424782363588124e-14,5.563374944104826e-22,8.341092020118288e-09,3.2424782514800743e-14,3.557737373592051e-11,5.929756921485853e-28,5.1109493664998236e-21,1.8641310460905632e-21,3.8145324323929605e-36,9.325025802424895e-30,1.3364041815322998e-39,6.396916538255944e-40,1.9323605076068987e-47,1.635844406165836e-90,6.468811223103266e-38
3.397721301613727e-15,0.0006651577600000001,0.2,0.0,0.0019575446209952104,0.19999999803828303,0.2,0.19999999995433024,0.1999999893024605,1.3129391525101085e-36,3.623026560080317e-29,5.882754068735354e-48,2.5188441483722876e-68,3.923433915268639e-09,4.158668313145698e-14,9.151284602365658e-22,1.0697539520538792e-08,4.1586683325384026e-14,4.562818044029665e-11,1.2334259352233849e-27,9.677426976366194e-21,3.8590216401934114e-21,1.2148763640862387e-35,2.8097153079148844e-29,5.826145832886138e-39,2.8814685064715454e-39,1.22628344751147e-46,1.6081226403267012e-89,2.9167060734682022e-37
4.146272638422465e-15,0.0006651577600000001,0.2,0.0,0.0019575413903002437,0.19999999760610152,0.2,0.19999999994427112,0.1999999869461968,1.7367376305674012e-36,4.427800105359936e-29,2.6059692710924126e-47,1.6130663759175953e-67,4.787796983439173e-09,5.074855365673815e-14,1.3627316481020019e-21,1.3053803152678728e-08,5.0748553893371325e-14,5.567812315559516e-11,2.2278043443568738e-27,1.5981992863951834e-20,6.936748388935098e-21,3.1046358278451433e-35,6.797087372208008e-29,1.907244154358186e-38,9.733453507045816e-39,5.581458305264154e-46,1.1122341698148314e-88,9.863958892443925e-37
5.64337531203994e-15,0.0006651577600000001,0.2,0.0,0.001957534929473028,0.1999999967417427,0.2,0.1999999999241555,0.19999998223422114,3.435661440476317e-36,6.062978806786714e-29,5.0628884442774415e-46,6.820035019244741e-66,6.516514541228209e-09,6.907220398682481e-14,2.524345502502867e-21,1.7765778869791942e-08,6.907220430884395e-14,7.577541691630641e-11,5.594581740845553e-27,3.3880324743068105e-20,1.7234276223936968e-20,1.4464172189093627e-34,2.7667595047760916e-28,1.442190163137811e-37,8.435962559143066e-38,1.2648325339276594e-44,9.802400084326863e-87,8.610363953773434e-36
7.140477985657415e-15,0.0006651577600000001,0.2,0.0,0.0019575284693960095,0.19999999587738967,0.2,0.1999999999040434,0.19999997752298068,7.586056966199574e-36,7.757734987678682e-29,3.163659026347677e-45,6.2310689565690906e-65,8.245220656693202e-09,8.739573336835179e-14,4.041120967695304e-21,2.247701928624524e-08,8.739573377572371e-14,9.58692556097457e-11,1.1322702531278442e-26,5.908856952821588e-20,3.4517532647898004e-20,4.5317603115752795e-34,7.81846235734394e-28,5.909744147082459e-37,3.7514701184071518e-37,8.442794113865427e-44,1.0395178032338319e-85,3.8510785955602675e-35
8.63758065927489e-15,0.0006651577600000001,0.2,0.0,0.0019575220100690807,0.19999999501304233,0.2,0.19999999988393466,0.19999997281247545,1.686077728735727e-35,9.553924028405204e-29,1.3265882674101017e-44,3.6469793938768265e-64,9.973915324757289e-09,1.0571914181572665e-13,5.913000339907304e-21,2.718752451606365e-08,1.0571914230843186e-13,1.1595963982391908e-10,2.0037479850577075e-26,9.167450389599365e-20,6.04630652641159e-20,1.1297676539641954e-33,1.7852048210294387e-27,1.787834484449508e-36,1.2135620375514673e-36,3.746089598703434e-43,6.771706071336444e-85,1.2537049731115104e-34
1.0134683332892366e-14,0.0006651577600000001,0.2,0.0,0.0019575155514921314,0.1999999941487007,0.2,0.19999999986382938,0.1999999681027053,3.5498554438665704e-35,1.1505953120494078e-28,4.4452609612111063e-44,1.6598275641766207e-63,1.1702598540346873e-08,1.240424293433444e-13,8.139925966282483e-21,3.189729467317242e-08,1.2404242992139262e-13,1.3604657014649543e-10,3.236377965748566e-26,1.3163202274982477e-19,9.667375091697237e-20,2.425767079408938e-33,3.543774188562551e-27,4.497024354423624e-36,3.2371556427915216e-36,1.3234305877344714e-42,3.369024092889068e-84,3.3694734327840118e-34
