Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24)
2.769224381405476e-15,0.0004434385066666667,0.2,0.0,0.0013050297639447754,0.19999999869454743,0.2,0.19999999996963985,0.1999999928800907,1.238653205817919e-43,9.736466148306107e-36,2.965572277477319e-53,1.792180834269959e-79,2.610905262661665e-09,4.177042427649188e-16,1.9146726429046167e-26,7.119909344670076e-09,4.1770424276978657e-16,3.035978237341612e-11,3.116598487181121e-33,8.423695733008278e-22,1.048030711731262e-22,1.4972708382023113e-40,4.6984151592127424e-33,2.2378735967785768e-43,2.3040512669852814e-44,1.943084202940578e-51,1.9788353007327368e-110
4.568517380975176e-15,0.0004434385066666667,0.2,0.0,0.0013050234218852583,0.19999999784634503,0.2,0.19999999994992423,0.1999999882541519,2.5891904393630265e-42,1.1965998987655485e-34,4.2442218987943524e-51,1.1727955033151857e-76,4.307310073077771e-09,6.89102635471473e-16,5.210925067157974e-26,1.1745848142133185e-08,6.891026354798607e-16,5.007514879611484e-11,1.4005054954928192e-32,3.5493249438056204e-21,4.685500276392329e-22,1.8960720517700778e-39,5.749932852027051e-32,8.817933109752245e-42,9.209416361115685e-43,2.823054780638203e-49,2.3617175814099813e-107
6.187881080587906e-15,0.0004434385066666667,0.2,0.0,0.0013050177141845176,0.19999999708296992,0.2,0.1999999999321874,0.19999998409093844,1.1634246373726447e-41,4.556171874591904e-34,3.5112023016422505e-50,1.6232401265822802e-75,5.834060295687613e-09,9.333589335685159e-16,9.559624123442621e-26,1.5909061603301116e-08,9.333589335809341e-16,6.781171705568416e-11,3.373874418799919e-32,8.19367265159584e-21,1.1248611929410485e-21,7.348110644714772e-39,2.1842277887806954e-31,5.083609890058761e-41,5.305782743425194e-42,2.3363270669159476e-48,3.341814489483505e-106
7.807244780200637e-15,0.0004434385066666667,0.2,0.0,0.0013050120066285525,0.1999999963196015,0.2,0.19999999991445747,0.1999999799278495,3.8957533713991243e-41,1.2914355676631789e-33,1.7284626947110905e-49,9.80995360721271e-75,7.3607971531450536e-09,1.1776130950973981e-15,1.5217599776460843e-25,2.0072150530621845e-08,1.1776130951156198e-15,8.554140882935594e-11,6.651170236192069e-32,1.5487509603665285e-20,2.209721662089731e-21,2.107833924130526e-38,6.1779734898322e-31,1.9479900021061833e-40,2.042706905281461e-41,1.1522106018173302e-47,2.3384770336661084e-105
9.426608479813367e-15,0.0004434385066666667,0.2,0.0,0.001305006299217358,0.19999999555623976,0.2,0.19999999989673442,0.19999997576488512,1.0440489166967586e-40,3.033920117903982e-33,7.011052685557105e-49,5.814946728570957e-74,8.887520644691085e-09,1.4218651201186288e-15,2.218480385245598e-25,2.4235114927564663e-08,1.4218651201461894e-15,1.032642266284991e-10,1.1552385444730696e-31,2.5838615243648476e-20,3.824799833916938e-21,5.02697825425746e-38,1.4479820543519303e-30,6.12725151526508e-40,6.421259184922259e-41,4.681100741743221e-47,1.428261986334312e-104
1.1045972179426098e-14,0.0004434385066666667,0.2,0.0,0.0013050005919509281,0.19999999479288472,0.2,0.1999999998790182,0.19999997160204527,2.4137127687498322e-40,6.250342897317421e-33,2.4250241359390447e-48,2.8576420251801905e-73,1.0414230769540214e-08,1.6661150086952697e-15,3.046118614412405e-25,2.839795479774527e-08,1.6661150087381608e-15,1.2098017306978442e-10,1.8411169472719145e-31,3.9599124125830704e-20,6.074649377593749e-21,1.0514634670837396e-37,2.975937195017971e-30,1.6443672449541114e-39,1.717508584233007e-40,1.6169504680036827e-46,7.325077774798863e-104
1.428469957865156e-14,0.0004434385066666667,0.2,0.0,0.0013049891778523432,0.1999999932661946,0.2,0.19999999984360645,0.19999996327673908,9.500025893159507e-40,2.01792007563624e-32,2.1242849821963487e-47,4.712270554145823e-72,1.3467610916324729e-08,2.154608376741056e-15,5.094130522869618e-25,3.6723260970793336e-08,2.1546083768471947e-15,1.5639146126346457e-10,3.9199610609423644e-31,7.830109682639941e-20,1.2846303231700458e-20,3.50295260019097e-37,9.559047430084817e-30,8.546892719813234e-39,8.772765277666038e-40,1.3991961892294808e-45,1.3788678274806402e-102
1.752342697787702e-14,0.0004434385066666667,0.2,0.0,0.001304977764332754,0.19999999173953126,0.2,0.19999999980822208,0.19999995495193099,2.801388617327567e-39,5.094202117408069e-32,1.0196174965887271e-46,3.162070987976206e-71,1.652093758722368e-08,2.643093199738727e-15,7.665755579178148e-25,4.50480690786621e-08,2.6430931999849126e-15,1.9177529430834397e-10,7.168613877091007e-31,1.3347700636536127e-19,2.3335817153595227e-20,9.069665620670719e-37,2.402109989866971e-29,3.0032091668397867e-38,3.0380445231550325e-39,6.640600072795224e-45,1.0061891633827388e-101
2.076215437710248e-14,0.0004434385066666667,0.2,0.0,0.0013049663513921153,0.1999999902128947,0.2,0.19999999977286517,0.19999994662762088,6.93437842837816e-39,1.1007288845528618e-31,3.779315791265473e-46,1.5986569107395646e-70,1.9574210775613516e-08,3.1315694782202874e-15,1.0760951427485245e-24,5.337237915185553e-08,3.1315694787442125e-15,2.2713169425167612e-10,1.1869197321071436e-30,2.0646693859329942e-19,3.8377100364195755e-20,2.0050511567906844e-36,5.166745196245936e-29,8.555548180087184e-38,8.499456785858503e-39,2.43253348668611e-44,5.480404394063142e-101
2.4000881776327942e-14,0.0004434385066666667,0.2,0.0,0.001304954939030382,0.19999998868628482,0.2,0.1999999997375357,0.19999993830380883,1.5219150742900662e-38,2.1311225022039994e-31,1.2129125873115742e-45,6.831271123986403e-70,2.2627430474989276e-08,3.620037212708295e-15,1.43796764640039e-24,6.169619122033671e-08,3.620037213737571e-15,2.6246068273237445e-10,1.8299216933023383e-30,2.979903703396319e-19,5.876166358242717e-20,3.9671773751375343e-36,9.956030057509028e-29,2.127292170957193e-37,2.0606620712882344e-38,7.680721979726915e-44,2.529064513142541e-100
