Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141)
2.111203588363503e-09,0.0005542981333333334,0.2,0.0,0.00051975558291191,0.19999190359703356,0.1989233895130726,0.20000016749472807,0.19998126630752505,2.6670178198196886e-15,3.5414783042034504e-13,1.5149167949356364e-13,2.7309444874919624e-21,1.6560473261104436e-05,8.570623901259366e-15,3.5764185277419185e-12,1.8540366293514795e-05,0.0010763983867508166,2.5837931335207933e-08,1.8628512257927056e-08,1.3224965990611667e-13,1.7309458366896723e-11,5.199861195649122e-18,6.329887888924279e-12,7.44904119515649e-17,1.6546583436301198e-20,6.343766886809065e-13,2.5628714967412925e-12,7.713857325305425e-11,8.376030877366336e-12,3.5753310872991567e-13,1.6831045331135557e-11,2.9369845303903295e-16,4.4608867358166593e-14
2.1212469217707e-09,0.0005542981333333334,0.2,0.0,0.0005187720753806836,0.1999919216189417,0.19892233493768763,0.20000016852064006,0.19998130116674603,2.7100623446823246e-15,3.5772943350807944e-13,1.547869302400179e-13,2.7869191590045084e-21,1.652626764139497e-05,8.54055887754935e-15,3.57646551101755e-12,1.8504530232741568e-05,0.0010774518719922127,2.578939093498542e-08,1.873961802938851e-08,1.3196308567285303e-13,1.7323992195966534e-11,5.22897658966838e-18,6.399381290455498e-12,7.513068622961818e-17,1.6732150024068184e-20,6.447162188502576e-13,2.61678785715418e-12,7.794795839498216e-11,8.566536266274538e-12,3.653906799436217e-13,1.713203892239643e-11,3.0067767772634984e-16,4.6704060097167784e-14
2.1312902551778968e-09,0.0005542981333333334,0.2,0.0,0.0005178006719669598,0.1999919394379472,0.19892129331302325,0.20000016954516636,0.19998133558571154,2.753577636430337e-15,3.6133015178591417e-13,1.581356122945637e-13,2.8437093313908043e-21,1.6492466189802318e-05,8.511175069769782e-15,3.576811079398084e-12,1.8469135225457353e-05,0.001078492407285282,2.5741445925386967e-08,1.8850726016106993e-08,1.3167991507655606e-13,1.733834711923409e-11,5.25809423588457e-18,6.469267814457338e-12,7.577244447176727e-17,1.6916141636531602e-20,6.551660762745191e-13,2.6716449298905044e-12,7.876133677448739e-11,8.76022886697993e-12,3.7337549543356094e-13,1.7436624659762083e-11,3.077945225984045e-16,4.888495751288612e-14
2.1413335885850937e-09,0.0005542981333333334,0.2,0.0,0.0005168412234083043,0.19999195705641137,0.19892026447965566,0.2000001705683211,0.1999813695698539,2.7975663480800385e-15,3.649500158102832e-13,1.6153829333204222e-13,2.901321841342947e-21,1.645906419799902e-05,8.482462317900738e-15,3.5774495266836825e-12,1.8434175832584607e-05,0.001079520152047852,2.5694089018589644e-08,1.89618354661306e-08,1.314000973378519e-13,1.7352525461601356e-11,5.2872138383798795e-18,6.539547378493486e-12,7.641567922368994e-17,1.7100593803219822e-20,6.657268019784493e-13,2.7274573189230476e-12,7.957870530783535e-11,8.95714153044027e-12,3.814888465524533e-13,1.7744822120054642e-11,3.1505106460833206e-16,5.1154538322297004e-14
2.1513769219922906e-09,0.0005542981333333334,0.2,0.0,0.000515893582287476,0.19999197447666778,0.19891924828012802,0.20000017159011818,0.19998140312453838,2.8420311320648655e-15,3.6858905599507737e-13,1.6499554380237812e-13,2.9597635375986485e-21,1.642605701239017e-05,8.45441069232842e-15,3.5783752621841996e-12,1.8399646682285346e-05,0.001080535263730487,2.5647313015517602e-08,1.907294563820594e-08,1.3112357110492816e-13,1.7366529467106078e-11,5.316334800956286e-18,6.610219893654629e-12,7.706038316495691e-17,1.729069953488925e-20,6.76398935860573e-13,2.784239809656727e-12,8.040006090597637e-11,9.157307190319233e-12,3.897320253218853e-13,1.8056650801772172e-11,3.2244939931672803e-16,5.351586597598049e-14
2.1614202553994875e-09,0.0005542981333333334,0.2,0.0,0.0005149576030095584,0.1999919917010232,0.19891824455892665,0.2000001726105714,0.1999814362550637,2.886974640197143e-15,3.7224730267972153e-13,1.685079369247089e-13,3.0190412809326688e-21,1.6393440033451815e-05,8.427010489929309e-15,3.5795828089473513e-12,1.8365542469127684e-05,0.00108153789784085,2.5601110804618577e-08,1.9184055801941958e-08,1.3085033543302775e-13,1.7380361513571385e-11,5.345457937751305e-18,6.6812852652101246e-12,7.770654912591447e-17,1.7478575680544998e-20,6.871830166591e-13,2.8420073697490187e-12,8.122540047287498e-11,9.360758856470618e-12,3.9810632857915685e-13,1.8372130123310763e-11,3.299916431003301e-16,5.59720905061246e-14
2.1714635888066844e-09,0.0005542981333333334,0.2,0.0,0.0005140331417793748,0.19999200873175751,0.19891725316245654,0.20000017362969466,0.19998146896666308,2.9323995236300576e-15,3.7592478616049527e-13,1.720760486813996e-13,3.0791619441112297e-21,1.6361208715078665e-05,8.400252226833663e-15,3.5810668019034e-12,1.8331857953262848e-05,0.0010825282079677653,2.5555475361099647e-08,1.9295165237757663e-08,1.3058035083883103e-13,1.739402387204467e-11,5.374583217094478e-18,6.752743394046247e-12,7.835417004776844e-17,1.7663480008984438e-20,6.980795819401806e-13,2.90077514992363e-12,8.205472090356188e-11,9.567529610739718e-12,4.066130597479056e-13,1.8691279421191715e-11,3.3767993052798506e-16,5.852645039940893e-14
2.1815069222138813e-09,0.0005542981333333334,0.2,0.0,0.0005131200565791814,0.1999920255711243,0.1989162739390179,0.20000017464750153,0.19998150126450492,2.9783084328188635e-15,3.7962153654247784e-13,1.7570045781188912e-13,3.140132411691373e-21,1.6329358563941294e-05,8.374126632020459e-15,3.5828219859406755e-12,1.8298587959612566e-05,0.0010835063458049818,2.5510399745851695e-08,1.9406273235777483e-08,1.3031352420521299e-13,1.7407518606592397e-11,5.4037092272727306e-18,6.82459417421188e-12,7.900323898960368e-17,1.7858340375985025e-20,7.090891680521426e-13,2.9605584847766193e-12,8.288801908226239e-11,9.777652612607008e-12,4.1525352057557725e-13,1.9014117948396654e-11,3.4551641334721467e-16,6.118227449796116e-14
2.191550255621078e-09,0.0005542981333333334,0.2,0.0,0.0005122182071466406,0.1999920422213511,0.19891530673878238,0.20000017566400558,0.1999815331536937,3.0247040174817742e-15,3.8333758382255465e-13,1.7938174580634504e-13,3.201959580033195e-21,1.6297885138850355e-05,8.348624646083172e-15,3.584843213921677e-12,1.826572737706616e-05,0.0010844724611746405,2.5465877104023718e-08,1.9517379096084278e-08,1.3004987131931786e-13,1.7420848017943517e-11,5.432837128395443e-18,6.896837493449528e-12,7.965374916410808e-17,1.8052598932392444e-20,7.202123100750044e-13,3.021372893573993e-12,8.372529188079231e-11,9.991161091534243e-12,4.240290163379853e-13,1.93406648724588e-11,3.5350326577263747e-16,6.39429839277781e-14
2.201593589028275e-09,0.0005542981333333334,0.2,0.0,0.0005113274549530678,0.19999205868463946,0.19891435141377015,0.2000001766792203,0.19998156463927072,3.071588926562015e-15,3.870729580512157e-13,1.831204968992119e-13,3.2646503573646093e-21,1.6266784050129417e-05,8.323737413915474e-15,3.5871254446521752e-12,1.8233271157687825e-05,0.0010854267020504469,2.5421900664420928e-08,1.962848212944419e-08,1.297893924471372e-13,1.743401440860008e-11,5.461967884998478e-18,6.969473236016109e-12,8.030569387280035e-17,1.8235229987551063e-20,7.314495418481724e-13,3.0832340810397936e-12,8.45665361565514e-11,1.0208088336504929e-11,4.3294086389212757e-13,1.9670939273470228e-11,3.6164268074331913e-16,6.681209404986964e-14
2.211636922435472e-09,0.0005542981333333334,0.2,0.0,0.0005104476631819455,0.1999920749631658,0.19891340781782688,0.2000001776931591,0.19998159572621488,3.1189658081888553e-15,3.908276890336301e-13,1.8691729806262109e-13,3.3282116634368687e-21,1.623605095899851e-05,8.299456275445179e-15,3.58966374081697e-12,1.8201214315934097e-05,0.0010863692145805593,2.537846373872152e-08,1.973958165535866e-08,1.2953193512288773e-13,1.744701961985258e-11,5.4910985868400456e-18,7.04250127901084e-12,8.095906651471259e-17,1.8433062435912732e-20,7.42801395919541e-13,3.146157938133954e-12,8.541174875058455e-11,1.0428467710160703e-11,4.419903746888807e-13,2.000496014245577e-11,3.6993686493766852e-16,6.979321644029096e-14
2.221680255842669e-09,0.0005542981333333334,0.2,0.0,0.0005095786967077061,0.19999209105908106,0.1989124758066013,0.20000017870583522,0.1999816264194435,3.1668373096363873e-15,3.946018063349763e-13,1.907727389995306e-13,3.3926504294821844e-21,1.620568157696339e-05,8.275772768685483e-15,3.5924532668840184e-12,1.8169551927880394e-05,0.001087300143110192,2.5335559719649033e-08,1.9850677001863178e-08,1.292775101484804e-13,1.7459865788838268e-11,5.520230149150974e-18,7.115921491741095e-12,8.161386065286664e-17,1.8640094317112647e-20,7.542684034192106e-13,3.2101605428190808e-12,8.626092648608087e-11,1.0652332643908302e-11,4.5117885704891763e-13,2.034274637941866e-11,3.783880496604409e-16,7.289006090177932e-14
2.2317235892498658e-09,0.0005542981333333334,0.2,0.0,0.0005087204220747812,0.1999921069745115,0.19891155523752266,0.20000017971726197,0.19998165672381304,3.215206077286125e-15,3.9839533978097294e-13,1.9468741213675389e-13,3.4579735985778976e-21,1.6175671665211303e-05,8.252678624506436e-15,3.5954892869858847e-12,1.8138279130457316e-05,0.0010882196302039301,2.529318208040227e-08,1.9961767508200444e-08,1.290262238372825e-13,1.747255541218545e-11,5.549366241250077e-18,7.189733741830108e-12,8.227006991688736e-17,1.8817680447433483e-20,7.658510941562548e-13,3.275258160814913e-12,8.711406616639014e-11,1.0879716609172278e-11,4.60507642713603e-13,2.06843167909446e-11,3.869984882922154e-16,7.610643749309126e-14
2.2417669226570627e-09,0.0005542981333333334,0.2,0.0,0.0005078727074769058,0.19999212271155878,0.19891064596977887,0.20000018072745243,0.19998168664411997,3.2640747565902005e-15,4.0220831897962153e-13,1.98661912617966e-13,3.524188125116385e-21,1.614601703402011e-05,8.230165749660964e-15,3.5987671628014443e-12,1.8107391120697117e-05,0.0010891278166677767,2.5251324374615124e-08,2.0072852521906778e-08,1.287778394269781e-13,1.748509012040015e-11,5.5785018710396475e-18,7.263937890432834e-12,8.29276880056638e-17,1.9009728348153428e-20,7.775499966381574e-13,3.3414672463399547e-12,8.797116457299116e-11,1.1110653143138546e-11,4.699780579898585e-13,2.102969008866766e-11,3.957704408972319e-16,7.944625858488307e-14
2.2518102560642596e-09,0.0005542981333333334,0.2,0.0,0.0005070354227366793,0.1999921382723002,0.19890974786429463,0.20000018173641954,0.19998171618510122,3.313445992025873e-15,4.060407728996206e-13,2.0269683829630738e-13,3.5913009744037176e-21,1.611671354217326e-05,8.20822623476234e-15,3.6022823514303536e-12,1.8076883154988933e-05,0.001090024841570922,2.5209980233919774e-08,2.0183931396169305e-08,1.2853227308119193e-13,1.7497471618919687e-11,5.607635320716655e-18,7.338533786830798e-12,8.358670880175562e-17,1.924239399956256e-20,7.893656377478185e-13,3.408804442839892e-12,8.883221846414431e-11,1.1345175865330239e-11,4.795914040641259e-13,2.137888488758896e-11,4.047061927475994e-16,8.291354095962251e-14
2.2618535894714565e-09,0.0005542981333333334,0.2,0.0,0.0005062084392853916,0.19999215365878922,0.19890886078370992,0.20000018274417622,0.1999817453514353,3.363322427056764e-15,4.098927310779405e-13,2.067927897267639e-13,3.659319123673979e-21,1.6087757096374942e-05,8.186852358828163e-15,3.606030403252694e-12,1.804675054834252e-05,0.0010909108422672358,2.5169143366836345e-08,2.029500349645279e-08,1.2828986161756706e-13,1.7509702828758575e-11,5.636776162879674e-18,7.41352128103523e-12,8.424712623608664e-17,1.941898865068716e-20,8.012985428882344e-13,3.4772865837009885e-12,8.969722457300534e-11,1.1583318408716677e-11,4.893490242480006e-13,2.1731919702920984e-11,4.1380806216720307e-16,8.651240792233028e-14
2.2718969228786534e-09,0.0005542981333333334,0.2,0.0,0.0005053916301430846,0.19999216887305543,0.19890798459235892,0.20000018375073536,0.19998177414774285,3.413706704103732e-15,4.137642232482089e-13,2.1095037015884475e-13,3.728249561598944e-21,1.6059143650683142e-05,8.166036556375702e-15,3.6100069598203425e-12,1.8016988673662705e-05,0.0010917859544164982,2.512880756034601e-08,2.0406068198305537e-08,1.280503244760302e-13,1.752178543372689e-11,5.665918538213611e-18,7.488900221452233e-12,8.490893426418288e-17,1.957847573350262e-20,8.133492363142077e-13,3.5469306929478488e-12,9.056617960528064e-11,1.1825114443085958e-11,4.992522775001175e-13,2.208881294843201e-11,4.2307836272429205e-16,9.024709142097338e-14
2.2819402562858503e-09,0.0005542981333333334,0.2,0.0,0.000504584869898863,0.19999218391710516,0.19890711915624884,0.2000001847561096,0.19998180257858716,3.4646014644933396e-15,4.176552775707511e-13,2.1517018552873266e-13,3.7980992866823314e-21,1.603086920595388e-05,8.145771424200865e-15,3.6142077517717927e-12,1.798759296103293e-05,0.0010926503120053772,2.5088966677024332e-08,2.05171248771868e-08,1.2781323157524602e-13,1.753372009982412e-11,5.695051422008827e-18,7.564670435526448e-12,8.557212705559992e-17,1.985320323302344e-20,8.255182404225986e-13,3.6177539859266163e-12,9.143908023809538e-11,1.2070597764380584e-11,5.09302444615149e-13,2.24495829359119e-11,4.325194242841736e-16,9.412193423991449e-14
2.291983589693047e-09,0.0005542981333333334,0.2,0.0,0.0005037880346914657,0.19999219879292157,0.19890626434303943,0.20000018576031162,0.1999818306484753,3.516009348409023e-15,4.2156592286989417e-13,2.1945284445069162e-13,3.868875309281703e-21,1.6002929809271868e-05,8.126049755654648e-15,3.61862859671143e-12,1.7958558897004763e-05,0.0010935040473681198,2.5049614651736937e-08,2.0628172920639475e-08,1.275793059474354e-13,1.7545510260814913e-11,5.724194184650581e-18,7.640831750828663e-12,8.623669882954468e-17,2.006307611482291e-20,8.378060756708376e-13,3.68977386997088e-12,9.231592311862228e-11,1.2319802165369815e-11,5.195008567575964e-13,2.2814247870874234e-11,4.421336370497525e-16,9.814139220989215e-14
2.3010225897595243e-09,0.0005542981333333334,0.2,0.0,0.0005030792677735272,0.19999221203893738,0.19890550398566723,0.20000018666310146,0.19998185560643716,3.562717345718492e-15,4.251022784420546e-13,2.2336147388879088e-13,3.933371517548261e-21,1.597806758807545e-05,8.108759064106312e-15,3.6227921141690245e-12,1.793273376352022e-05,0.0010942634352500865,2.5014610851906415e-08,2.072810828091289e-08,1.273711875917532e-13,1.755599956056794e-11,5.750425270738397e-18,7.709711193626731e-12,8.683598759136278e-17,2.0201886726270882e-20,8.489671575383217e-13,3.755629393356874e-12,9.310844953404807e-11,1.2547295549411756e-11,5.288073430168104e-13,2.314579145185539e-11,4.509364260937581e-16,1.018863258896547e-13
2.3100615898260014e-09,0.0005542981333333334,0.2,0.0,0.0005023783528962844,0.1999922251516856,0.19890475203278063,0.200000187564961,0.19998188027883743,3.609845033718877e-15,4.2865454786210263e-13,2.2732194918079774e-13,3.9986288408643934e-21,1.595347077327371e-05,8.091897795707668e-15,3.6271276249405185e-12,1.7907194742497017e-05,0.0010950144191834502,2.497999386120814e-08,2.082803572701159e-08,1.2716518008132872e-13,1.756637384962709e-11,5.77665377415284e-18,7.778907158597015e-12,8.743638459111013e-17,2.0389690033350232e-20,8.602252911897494e-13,3.822481373204155e-12,9.390416393502047e-11,1.2777855059891689e-11,5.382360074635996e-13,2.3480517717530685e-11,4.598831263996629e-16,1.0575551245276984e-13
2.3191005898924784e-09,0.0005542981333333334,0.2,0.0,0.0005016852029086164,0.1999922381325649,0.19890400839125608,0.2000001884658993,0.1999819046688473,3.657394334616834e-15,4.3222275198853585e-13,2.313347195392964e-13,4.064652412609922e-21,1.5929136577084792e-05,8.075461013284345e-15,3.631632252624352e-12,1.7881938658191278e-05,0.0010957570922875176,2.494575941074145e-08,2.0927954828482505e-08,1.2696149232953952e-13,1.757663456122104e-11,5.802885284499949e-18,7.848419507106445e-12,8.803788583389436e-17,2.0602431010260404e-20,8.715808527150987e-13,3.8903429008736415e-12,9.470306380995254e-11,1.301150546408462e-11,5.477877733690583e-13,2.381843971202508e-11,4.689755094594128e-16,1.0975244392698301e-13
2.3281395899589555e-09,0.0005542981333333334,0.2,0.0,0.0005009997316290498,0.1999922509829595,0.19890327296900379,0.20000018936592512,0.19998192877960244,3.705367169767261e-15,4.358069115426487e-13,2.354002359131561e-13,4.131447372986814e-21,1.5905062240718355e-05,8.059443868264407e-15,3.6363031728393133e-12,1.7856962370192705e-05,0.0010964915466475718,2.4911903278762335e-08,2.102786515955165e-08,1.2675997351146046e-13,1.7586784430077818e-11,5.829118803840829e-18,7.918248113992019e-12,8.864048691283232e-17,2.0719059327577106e-20,8.830342172326148e-13,3.959227195242909e-12,9.55051466184856e-11,1.3248271452150875e-11,5.574636641602459e-13,2.4159570404959214e-11,4.782153377750408e-16,1.1388069211643975e-13
2.3371785900254326e-09,0.0005542981333333334,0.2,0.0,0.0005003218538349454,0.19999226370423911,0.19890254567495666,0.20000019026504742,0.19998195261420373,3.7537654596489075e-15,4.3940704642080797e-13,2.3951895098144937e-13,4.199018868404778e-21,1.5881245034071412e-05,8.043841597055962e-15,3.641137612073072e-12,1.7832262773032417e-05,0.0010972178733263838,2.4878421292179388e-08,2.1127766295285738e-08,1.2656020522686637e-13,1.7596823559444376e-11,5.855342758797911e-18,7.988392822157744e-12,8.924418399269733e-17,2.0880165508159574e-20,8.945857588848729e-13,4.029147603047664e-12,9.631040979426023e-11,1.3488177738382224e-11,5.672646997203358e-13,2.450392269056243e-11,4.876043783498114e-16,1.1814390996289252e-13
2.3462175900919097e-09,0.0005542981333333334,0.2,0.0,0.0004996514852518074,0.19999227629775937,0.1989018264190588,0.20000019116327497,0.19998197617571745,3.8025911238499875e-15,4.430231770112526e-13,2.4369131914884994e-13,4.267372053225566e-21,1.5857682255413623e-05,8.0286495624636e-15,3.6461328465713464e-12,1.7807836795793394e-05,0.0010979361623756068,2.4845309322191657e-08,2.1227657817608366e-08,1.2636281458554713e-13,1.76067511689703e-11,5.881570129198636e-18,8.05885346639515e-12,8.984897379612056e-17,2.1245730610280998e-20,9.062358503234445e-13,4.100117599211352e-12,9.711885074932848e-11,1.373124920537334e-11,5.771917519820293e-13,2.4851509384998898e-11,4.971444628292708e-16,1.2254583298004415e-13
2.3552565901583868e-09,0.0005542981333333334,0.2,0.0,0.0004989885425427409,0.1999922887648618,0.19890111511225406,0.20000019206061662,0.19998199946717576,3.851846081043629e-15,4.4665532559632686e-13,2.4791779654059866e-13,4.336512090510983e-21,1.5834371231081026e-05,8.013863218434293e-15,3.65128620119274e-12,1.778368140172208e-05,0.0010986465028470001,2.481256328253129e-08,2.132753932328025e-08,1.2616828325130573e-13,1.7616572480681602e-11,5.907819298656973e-18,8.129629931970487e-12,9.045485156637884e-17,2.138933817332109e-20,9.179848633166955e-13,4.172150787160694e-12,9.79304668641562e-11,1.397751063004981e-11,5.872458182592347e-13,2.5202343223892126e-11,5.068374165713763e-16,1.270902806513677e-13
2.364295590224864e-09,0.0005542981333333334,0.2,0.0,0.0004983329432979471,0.19999230110687408,0.19890041166647504,0.20000019295708094,0.1999820224915771,3.901532248979999e-15,4.503035126168023e-13,2.5219884099690974e-13,4.4064441480155615e-21,1.5811309315202925e-05,7.99947803144431e-15,3.6565950482844944e-12,1.775979358785002e-05,0.0010993489828036076,2.478017913795903e-08,2.142741040505948e-08,1.2597474806502713e-13,1.7626288482256127e-11,5.934043227632087e-18,8.200722051408356e-12,9.10618134017814e-17,2.1460912181941198e-20,9.29833168658411e-13,4.245260899132861e-12,9.874525549103761e-11,1.4226986667415568e-11,5.974280317987743e-13,2.5556436864963248e-11,5.166849714499249e-16,1.3178115775476347e-13
2.372386688111194e-09,0.0005542981333333334,0.2,0.0,0.0004977522574340984,0.19999231204957846,0.19889978858606053,0.2000001937587977,0.19998204287736548,3.946375246581159e-15,4.5358274064219867e-13,2.5607760045614733e-13,4.4697185913302555e-21,1.5790875006229073e-05,7.986938095587465e-15,3.661476941414817e-12,1.773863537127282e-05,0.0010999711991094942,2.475149474347888e-08,2.1516799025056014e-08,1.2580355792686081e-13,1.7634894341877553e-11,5.957522635615958e-18,8.264626473583873e-12,9.160604134334681e-17,2.1690874802481908e-20,9.405234870522325e-13,4.31162888396681e-12,9.947728756050907e-11,1.4453047638443402e-11,6.066518975771845e-13,2.58761726519153e-11,5.256325247166681e-16,1.3610757810822566e-13
2.3804777859975244e-09,0.0005542981333333334,0.2,0.0,0.0004971773324611492,0.19999232289403893,0.19889917167278073,0.20000019455982454,0.19998206305365185,3.991566666602242e-15,4.568748493634417e-13,2.6000078134798596e-13,4.5336355111693e-21,1.5770636340326244e-05,7.974713022877968e-15,3.666479535466015e-12,1.771768706909985e-05,0.0011005872486836567,2.4723094284304007e-08,2.160617867702254e-08,1.2563422112803784e-13,1.764341694954284e-11,5.981008564765134e-18,8.328783568038768e-12,9.215113230083255e-17,2.1851072264348653e-20,9.51293923994307e-13,4.378880900880889e-12,1.0021185755890133e-10,1.468172219500916e-11,6.159797897587823e-13,2.619853943491397e-11,5.347067990358918e-16,1.4055744658990163e-13
2.3885688838838546e-09,0.0005542981333333334,0.2,0.0,0.0004966081111221927,0.19999233364117985,0.19889856086544377,0.20000019536016758,0.19998208302251924,4.037107882495033e-15,4.601798538292451e-13,2.6396871552431606e-13,4.5981986286778145e-21,1.5750591475278535e-05,7.962799763949565e-15,3.671601038610321e-12,1.7696946594922995e-05,0.0011011971927146857,2.469497495422066e-08,2.1695549079587523e-08,1.2546627888566943e-13,1.7651857089648217e-11,6.004489012488965e-18,8.393193213857835e-12,9.26970836758554e-17,2.2008162619081173e-20,9.621447427023795e-13,4.447027062872986e-12,1.0094896352561327e-10,1.4913028102493206e-11,6.254124650757498e-13,2.652354612313302e-11,5.439091015250462e-16,1.4513374351214185e-13
2.396659981770185e-09,0.0005542981333333334,0.2,0.0,0.0004960445367307678,0.19999234429191717,0.19889795610346664,0.20000019615983278,0.19998210278603018,4.083000267059926e-15,4.634977685292711e-13,2.6798173592382065e-13,4.6634116689474834e-21,1.573073858600231e-05,7.951195346245001e-15,3.676839686980107e-12,1.767641188312252e-05,0.0011018010917827799,2.4667133975296924e-08,2.1784909951149112e-08,1.2529998415736413e-13,1.766021343498198e-11,6.027967980350786e-18,8.457855284577227e-12,9.324389314395849e-17,2.2402119244581833e-20,9.730762056990538e-13,4.5160775663198196e-12,1.0168860348131594e-10,1.5146983153517113e-11,6.349506582663725e-13,2.6851201571490676e-11,5.532407806903634e-16,1.4983950747275895e-13
2.404751079656515e-09,0.0005542981333333334,0.2,0.0,0.0004954865531651449,0.19999235484715813,0.19889735732686836,0.2000001969588263,0.19998212234622637,4.129245192419386e-15,4.668286080418023e-13,2.720401765690718e-13,4.729278361053505e-21,1.571107586437998e-05,7.939896852762749e-15,3.6821937441286965e-12,1.765608088865456e-05,0.0011023990058658289,2.4639568593256962e-08,2.1874261014040698e-08,1.251355397996173e-13,1.7668491383373024e-11,6.051458181810092e-18,8.522769669392081e-12,9.379155711250412e-17,2.2411116497858186e-20,9.840885743614692e-13,4.586042691125004e-12,1.024307754233089e-10,1.538360516382704e-11,6.445950854097854e-13,2.7181514579493313e-11,5.627031923410334e-16,1.5467783625541374e-13
2.4128421775428454e-09,0.0005542981333333334,0.2,0.0,0.0004949341048626989,0.19999236530780173,0.1988967644762642,0.20000019775715394,0.19998214170512932,4.1758440300123635e-15,4.701723869386782e-13,2.7614437256233864e-13,4.795802438211508e-21,1.5691601519105013e-05,7.92890138537932e-15,3.687661500429742e-12,1.763595158685156e-05,0.0011029909943454051,2.461227608597711e-08,2.1963601993674453e-08,1.2497240365802046e-13,1.7676689676395195e-11,6.074941447948489e-18,8.587936230505035e-12,9.434007369982302e-17,2.2393008682194708e-20,9.9518210922038e-13,4.6569328008543645e-12,1.0317547732809569e-10,1.5622911936623174e-11,6.543464785435289e-13,2.75144938903522e-11,5.722976612467672e-16,1.5965188766901165e-13
2.4201241656405426e-09,0.0005542981333333334,0.2,0.0,0.0004944415885641553,0.1999923746422364,0.19889623592884,0.20000019847508446,0.19998215895769075,4.218086711738624e-15,4.731928628505543e-13,2.798775476078845e-13,4.856239260813718e-21,1.5674234203038998e-05,7.919262224086533e-15,3.692678302069994e-12,1.7618006005329222e-05,0.0011035187661890722,2.4587943907970052e-08,2.2044000027180585e-08,1.248269658598577e-13,1.7683997608092306e-11,6.096074542310254e-18,8.646801637696996e-12,9.483446563453074e-17,2.2736149405210957e-20,1.0052359024746812e-12,4.721533394729453e-12,1.0384787047235573e-10,1.5840598311126387e-11,6.632147023681814e-13,2.781646213935469e-11,5.810467321751324e-16,1.6424723577218348e-13
2.4274061537382397e-09,0.0005542981333333334,0.2,0.0,0.0004939534715424852,0.19999238390141214,0.19889571209138437,0.20000019919248477,0.19998217605027113,4.260618171458207e-15,4.762238415237703e-13,2.836483025926545e-13,4.91721432028339e-21,1.565701675183023e-05,7.909864208680413e-15,3.697784626936471e-12,1.76002207235272e-05,0.0011040418283760616,2.45638286224316e-08,2.2124389472134595e-08,1.2468288532083196e-13,1.7691243160050184e-11,6.117212303802698e-18,8.705871109835671e-12,9.532954386285887e-17,2.2858733341340736e-20,1.0153558396100302e-12,4.7868993619151956e-12,1.0452230972688569e-10,1.606048685368062e-11,6.721705882772211e-13,2.8120603422120734e-11,5.899048839590734e-16,1.689575147401328e-13
2.434688141835937e-09,0.0005542981333333334,0.2,0.0,0.0004934697144320713,0.1999923930859671,0.19889519292182126,0.20000019990935913,0.19998219298430261,4.303439407461312e-15,4.79265333342989e-13,2.8745688403501417e-13,4.978730346916452e-21,1.563994789390869e-05,7.900705334967975e-15,3.7029792823945456e-12,1.758259430698799e-05,0.0011045602229801238,2.453992829949338e-08,2.2204770132069654e-08,1.2453990088531255e-13,1.769842696060632e-11,6.138347277297202e-18,8.765144545789175e-12,9.582530670647089e-17,2.2824827632496857e-20,1.0255421087001109e-12,4.853038431779198e-12,1.0519879357054938e-10,1.6282590476942418e-11,6.812147384619918e-13,2.8426923992107247e-11,5.988731028408004e-16,1.7378515478993803e-13
2.4412419311238645e-09,0.0005542981333333334,0.2,0.0,0.0004930380285057262,0.19999240128878898,0.19889472962579052,0.2000002005540998,0.19998220809054496,4.3422271032790756e-15,4.820116732711303e-13,2.909171532652533e-13,5.034559556499441e-21,1.5624711926661803e-05,7.892665199603348e-15,3.7077290223806165e-12,1.7566865186695013e-05,0.0011050228218107874,2.4518600222085833e-08,2.2277105053905874e-08,1.2441239171247097e-13,1.77048365485729e-11,6.157369477726478e-18,8.818664944175577e-12,9.627207718449401e-17,2.3151371216014045e-20,1.0347666196823223e-12,4.913231030247507e-12,1.0580937588334838e-10,1.6484388413297805e-11,6.894303276548191e-13,2.870448093273512e-11,6.070394528503113e-16,1.7823241661696398e-13
2.447795720411792e-09,0.0005542981333333334,0.2,0.0,0.0004926098143051897,0.19999240943213828,0.19889427004683138,0.20000020119842096,0.1999822230705383,4.381251053167102e-15,4.847665447494323e-13,2.944084428676567e-13,5.090831157281331e-21,1.5609594386575094e-05,7.884815770723177e-15,3.7125485106185195e-12,1.755126256810894e-05,0.0011054817038173494,2.4497443330303307e-08,2.2349432561034363e-08,1.2428583237954124e-13,1.7711196923775296e-11,6.176391846030651e-18,8.872350399277324e-12,9.67193992676946e-17,2.329546240001581e-20,1.0440451477588993e-12,4.974061859887448e-12,1.0642161193716828e-10,1.668800064725221e-11,6.977181261946392e-13,2.8983812633167335e-11,6.152965146465116e-16,1.827785735865117e-13
