Time (s),Volume (m^3),N2,Ne,X(1),H2(2),CO(3),CO2(4),H2O(5),CH2O(6),HCOOH(7),CH3OH(8),HCOOCH3(9),H*(10),O*(11),OH*(12),H2O*(13),CO*(14),CO2*(15),HCO*(16),HCOO*(17),COOH*(18),HCOOH*(19),CH2O*(20),CH3O*(21),CH3O2*(22),CH3OH*(23),CH4(24),CH3OX(49),C2H3OX(99),SX(112),CH3X(35),SX(107),C2H6X(141)
4.714535705989306e-11,0.0005542981333333334,0.2,0.0,0.0014869095416728604,0.19998636424904834,0.1999318545980509,0.19999992760454938,0.19995109977153744,1.053761860808485e-20,6.559336418315007e-17,1.2653071105005051e-21,3.0269013670033394e-30,2.7272187307603177e-05,1.0120669161179745e-12,7.405142611620236e-14,4.889987893334577e-05,6.814504200245171e-05,7.274182151892308e-08,1.1501851248865103e-11,2.2308662130979505e-13,1.848584548466328e-12,3.481349862274753e-21,6.77948796204663e-16,7.796721534940049e-21,5.664300680228983e-25,1.692856212808329e-20,2.162540094956256e-23,1.5407145334531218e-15,1.239974311803218e-21,1.2467990866000227e-22,1.9276457939769388e-20,6.601667443852173e-23,5.982305788693527e-33
4.727173784519775e-11,0.0005542981333333334,0.2,0.0,0.0014866609336129338,0.19998633916026445,0.19993168068216927,0.19999992761846436,0.1999510752449208,1.059622217507369e-20,6.608308324485009e-17,1.2777455494896887e-21,3.0538091154851777e-30,2.732236878866727e-05,1.0090818061528723e-12,7.450539436002742e-14,4.8924403548070165e-05,6.831895579432042e-05,7.272990631326319e-08,1.1587217509606123e-11,2.2349779602519417e-13,1.852801801673707e-12,3.480627887434687e-21,6.793311152144323e-16,1.1237628721512119e-21,3.2030195756079176e-24,1.713012148028176e-20,2.2083538829856287e-23,1.5512278046369212e-15,1.2560370067995885e-21,1.259620560579293e-22,1.9605404216511557e-20,6.324297759352954e-23,6.0324555295556476e-33
4.7398118630502445e-11,0.0005542981333333334,0.2,0.0,0.001486412695676672,0.1999863141335976,0.19993150680379834,0.19999992763238167,0.1999510509266854,1.0654951255425393e-20,6.657492308313626e-17,1.2902287142217128e-21,3.0892010408417602e-30,2.737242604514358e-05,1.0061136104764344e-12,7.496068234288344e-14,4.894871977673477e-05,6.849283207019342e-05,7.271799370072033e-08,1.1672959785005462e-11,2.2390628008635585e-13,1.857012098860471e-12,3.4205676819823074e-21,6.806970327537903e-16,9.626077086288249e-21,4.575613463458049e-24,1.7333364213736825e-20,2.2549790362690883e-23,1.5617733546983214e-15,1.2721345969680144e-21,1.2726761271202592e-22,1.9938832585331832e-20,6.364797468215804e-23,6.165412442676493e-33
4.752449941580714e-11,0.0005542981333333334,0.2,0.0,0.0014861648263273799,0.19998628916899447,0.19993133296289234,0.19999992764630103,0.19995102681544696,1.0713805722934562e-20,6.70686593519025e-17,1.3040401801495856e-21,3.1446532998974028e-30,2.7422359183598543e-05,1.0031621853074374e-12,7.541728862470861e-14,4.8972829003445234e-05,6.866667087580482e-05,7.270608396812523e-08,1.175907844453033e-11,2.2431538444662977e-13,1.8612154581577326e-12,3.526437878172377e-21,6.820699536665931e-16,1.0076781076196066e-20,8.480757898745725e-25,1.7538407649430382e-20,2.3024270472572642e-23,1.5723511184837656e-15,1.2887800307827391e-21,1.2874256880806235e-22,2.02767885000833e-20,7.104400937001295e-23,6.451167311238732e-33
4.765088020111183e-11,0.0005542981333333334,0.2,0.0,0.0014859173240365877,0.19998626426640137,0.19993115915940576,0.19999992766022215,0.1999510029098304,1.0772785539410418e-20,6.756449803604579e-17,1.316822770735873e-21,3.171919992219115e-30,2.7472168311551203e-05,1.0002273885712922e-12,7.587521176323977e-14,4.8996732603318176e-05,6.884047225670402e-05,7.269417739984677e-08,1.1845573869261911e-11,2.2472383625608928e-13,1.8654118977278145e-12,3.590916703445144e-21,6.834520240486034e-16,1.2420468932637382e-22,3.2656717425833206e-24,1.774518594536868e-20,2.350709529904058e-23,1.5829610979983132e-15,1.3058533647610307e-21,1.300742831899778e-22,2.061931775065833e-20,6.753042553175839e-23,6.497946463090165e-33
4.776462290788605e-11,0.0005542981333333334,0.2,0.0,0.0014856948845532005,0.1999862419070413,0.19993100276822395,0.1999999276727524,0.19995098156945285,1.0825974579155416e-20,6.801261058621032e-17,1.3267797299955045e-21,3.173297891509355e-30,2.7516890587358213e-05,9.97600172617698e-13,7.628846730709268e-14,4.90180711615938e-05,6.899686153888296e-05,7.268346442436034e-08,1.1923742184020702e-11,2.2508882552687485e-13,1.8691827920194753e-12,3.554456670269987e-21,6.84679975181927e-16,5.979302432595489e-21,3.0996626653299316e-24,1.7932689913345897e-20,2.3948869343559505e-23,1.5925376004455907e-15,1.3201967285838005e-21,1.310872671662139e-22,2.093154161829944e-20,5.677723174859657e-23,6.367301973809652e-33
4.787836561466027e-11,0.0005542981333333334,0.2,0.0,0.0014854727400529903,0.19998621959782556,0.19993084640728218,0.19999992768528368,0.19995096039353255,1.087926509792682e-20,6.846231958062637e-17,1.3379459046990974e-21,3.199190938952651e-30,2.756151258222616e-05,9.949862104287755e-13,7.670278728196827e-14,4.903924525865726e-05,6.915322057673882e-05,7.267275443217168e-08,1.2002216223630434e-11,2.2545354311893282e-13,1.8729481093701773e-12,3.593742525259267e-21,6.859046833536023e-16,1.434498343288948e-20,-1.102014165573184e-24,1.812165457612889e-20,2.439758404391659e-23,1.6021400947606527e-15,1.333508274952418e-21,1.3226529916572974e-22,2.1247539884868658e-20,5.624996713820608e-23,6.438815974022613e-33
4.799210832143449e-11,0.0005542981333333334,0.2,0.0,0.0014852508894385922,0.199986197338714,0.19993069007654765,0.1999999276978158,0.1999509393810855,1.0932656997683027e-20,6.891365951301685e-17,1.3497510049830315e-21,3.223091517988329e-30,2.7606034376486934e-05,9.923854017176245e-13,7.711817063305048e-14,4.906025587852255e-05,6.930954940309733e-05,7.266204761444621e-08,1.2080996255895497e-11,2.258191256970595e-13,1.876707863085751e-12,3.674082897520434e-21,6.871509316449465e-16,3.81186180548923e-22,3.5876462418702446e-24,1.8312135540896626e-20,2.4853326593386898e-23,1.6117685620790536e-15,1.346049134966614e-21,1.3350514934635243e-22,2.1567346461085734e-20,5.579065332300503e-23,6.46996232887402e-33
4.810585102820871e-11,0.0005542981333333334,0.2,0.0,0.001485029331617905,0.19998617512966604,0.1999305337759876,0.1999999277103485,0.1999509185311334,1.0986150373630116e-20,6.936678848183103e-17,1.360804360129041e-21,3.237843748166315e-30,2.765045605108808e-05,9.897976471801527e-13,7.753461630437506e-14,4.908110399944932e-05,6.946584805066562e-05,7.265134416329073e-08,1.21600825379399e-11,2.261814972563313e-13,1.8804620664970824e-12,3.637241272132431e-21,6.883841215511412e-16,-1.4448833835128488e-21,6.767997457723974e-24,1.8503996439203434e-20,2.5316185009294856e-23,1.6214230004874108e-15,1.3589802976892134e-21,1.3465351877744354e-22,2.1890996091551967e-20,5.156901491260154e-23,6.435947515686177e-33
4.821959373498293e-11,0.0005542981333333334,0.2,0.0,0.0014848080655040688,0.19998615297064098,0.19993037750556955,0.1999999277228816,0.19995089784270367,1.103974519193548e-20,6.982155114328594e-17,1.3719928502866437e-21,3.2613256966619715e-30,2.7694777687576598e-05,9.872228485014015e-13,7.79521232391724e-14,4.9101790593976254e-05,6.962211655203258e-05,7.264064425964126e-08,1.2239475323457515e-11,2.26543555781658e-13,1.8842107329587963e-12,3.64040874923553e-21,6.896045004631035e-16,8.744854209624305e-21,2.4858135914906443e-24,1.8697274964996367e-20,2.578624813353428e-23,1.6311033636904576e-15,1.3719945081971323e-21,1.358284266194146e-22,2.2218522838953307e-20,5.0569589047219245e-23,6.484879316941937e-33
4.832196217107973e-11,0.0005542981333333334,0.2,0.0,0.0014846091745168812,0.19998613307025406,0.1999302368879378,0.19999992773416161,0.19995087936041941,1.1088067167824901e-20,7.023219803167953e-17,1.3832830532187429e-21,3.298652978447158e-30,2.773458169571551e-05,9.849165265423506e-13,7.832878598658725e-14,4.912027122319793e-05,6.976273245510075e-05,7.263101752745822e-08,1.2311191107308249e-11,2.2686977846097618e-13,1.887579809729801e-12,3.713814626469818e-21,6.907145506460118e-16,5.6903520649618445e-21,3.017074561460555e-24,1.887254301834663e-20,2.6215539064429412e-23,1.6398378119494938e-15,1.3838572238164172e-21,1.3703321774505597e-22,2.2516640259049672e-20,5.560668022172998e-23,6.650504499169924e-33
4.842433060717653e-11,0.0005542981333333334,0.2,0.0,0.001484410518151096,0.19998611321032217,0.19993009629467112,0.19999992774544167,0.19995086100748416,1.1136471240221007e-20,7.064427010029946e-17,1.394177128554973e-21,3.324508325527187e-30,2.7774304799823837e-05,9.826205497691613e-13,7.870630672872451e-14,4.913862250017447e-05,6.99033239896397e-05,7.26213939449038e-08,1.2383155555879875e-11,2.2719343863793514e-13,1.8909444221555498e-12,3.717038462080861e-21,6.918279066245803e-16,-1.3387859140744306e-21,7.81538952349517e-24,1.9048990363029085e-20,2.6650804368824346e-23,1.64859322427099e-15,1.395789788810893e-21,1.3817950186335182e-22,2.281795132195287e-20,5.632559365358746e-23,6.716439646585123e-33
4.8526699043273334e-11,0.0005542981333333334,0.2,0.0,0.001484212095625155,0.19998609339081513,0.19992995572574598,0.19999992775672165,0.19995084278320074,1.1184957455351407e-20,7.105769788490281e-17,1.4040190150420127e-21,3.337433584936216e-30,2.7813947060593217e-05,9.803348485516044e-13,7.908468469308574e-14,4.915684512213224e-05,7.004389117916344e-05,7.261177363428786e-08,1.2455368853327043e-11,2.275178334781131e-13,1.8943045800073442e-12,3.7205372688231534e-21,6.929251933127352e-16,6.995211908501009e-21,2.598555342014107e-24,1.9226546629682242e-20,2.709211053032986e-23,1.6573695913946667e-15,1.4073044354026934e-21,1.3919941491232105e-22,2.312248122419012e-20,5.2669826007666314e-23,6.690489612278222e-33
4.8629067479370134e-11,0.0005542981333333334,0.2,0.0,0.0014840139061608577,0.1999860736117022,0.199929815181139,0.19999992776800146,0.1999508246868756,1.1233525728180854e-20,7.147243261915234e-17,1.4146572573047755e-21,3.361656276699948e-30,2.7853508539108887e-05,9.780593539423297e-13,7.9463919106822e-14,4.91749397826262e-05,7.018443404711004e-05,7.260215671945053e-08,1.2527831188150198e-11,2.278421696516403e-13,1.8976602930652804e-12,3.773732909326744e-21,6.940283699414066e-16,8.996492453061401e-21,2.1093334457259613e-24,1.9405339500277465e-20,2.7539524586296936e-23,1.666166859267207e-15,1.4187043075436667e-21,1.4031578779472376e-22,2.3430255505433134e-20,5.33863021066254e-23,6.752141042977647e-33
4.872119907185725e-11,0.0005542981333333334,0.2,0.0,0.001483835734270205,0.19998605584501225,0.19992968871176542,0.199999927778153,0.19995080850901703,1.1277307329039687e-20,7.184687369269752e-17,1.4252590220956803e-21,3.39866270920163e-30,2.788904485174617e-05,9.760200789345694e-13,7.980596170406932e-14,4.919111614029908e-05,7.031090185262385e-05,7.259350450134727e-08,1.2593260369169557e-11,2.2813183003385896e-13,1.900676642612049e-12,3.8012864601500384e-21,6.950287426238818e-16,2.966223114792493e-21,5.07541331962269e-24,1.9567332322299193e-20,2.7947475348514483e-23,1.6741022504656408e-15,1.4301652864074625e-21,1.414462252532851e-22,2.371004813928826e-20,5.854245332533122e-23,6.92618945809406e-33
4.881333066434437e-11,0.0005542981333333334,0.2,0.0,0.0014836577499692397,0.19998603811099425,0.19992956226205363,0.19999992778830422,0.19995079243374533,1.1321155459162525e-20,7.222245935527145e-17,1.4362248180637608e-21,3.452060025970026e-30,2.7924515825624106e-05,9.739889664339292e-13,8.014869683433562e-14,4.920718990847657e-05,7.043734999356321e-05,7.258485521794202e-08,1.2658891544318072e-11,2.284211306483163e-13,1.9036894069545925e-12,3.7830468904248465e-21,6.960129309675047e-16,1.273981607017362e-20,-3.2845938704691126e-24,1.9730266420480848e-20,2.836047791260053e-23,1.682054548520334e-15,1.4428995156862949e-21,1.4263741293719687e-22,2.3992508981299043e-20,6.857946355939374e-23,7.254331936879102e-33
4.890546225683149e-11,0.0005542981333333334,0.2,0.0,0.0014834799526975697,0.19998602040962538,0.19992943583198672,0.19999992779845494,0.19995077646056247,1.1365070028447535e-20,7.259909347732292e-17,1.4476295440982091e-21,3.507240474520231e-30,2.79599215060709e-05,9.719659674088684e-13,8.049212393295715e-14,4.922316158520866e-05,7.056377848685756e-05,7.257620895207865e-08,1.2724724843494164e-11,2.2871177283342153e-13,1.9066985932426848e-12,3.8162376311288264e-21,6.970070605184626e-16,1.2156921991581296e-20,1.1918076563849373e-24,1.9894220355009564e-20,2.877858230823959e-23,1.6900237364019387e-15,1.4565162844317795e-21,1.4387515783085136e-22,2.4277656735542135e-20,7.843048988335051e-23,7.587111856743791e-33
4.899759384931861e-11,0.0005542981333333334,0.2,0.0,0.0014833023418969608,0.1999860027408829,0.1999293094215478,0.1999999278086052,0.19995076058897282,1.1409050976212138e-20,7.297676761001339e-17,1.457233249748399e-21,3.5044788511178174e-30,2.799526193866868e-05,9.6995103325497e-13,8.083624243474953e-14,4.9239031666184046e-05,7.069018734938712e-05,7.256756578970871e-08,1.27907604038877e-11,2.2900077601231834e-13,1.9097042086334947e-12,3.908933616176476e-21,6.980326140295274e-16,-2.053159177264254e-20,2.4577181696627442e-23,2.0059183032563214e-20,2.920183894335259e-23,1.6980098396219386e-15,1.4698401686344641e-21,1.44845280384005e-22,2.4565510084145844e-20,6.695891035538976e-23,7.393976500542978e-33
4.9089725441805726e-11,0.0005542981333333334,0.2,0.0,0.001483124917011331,0.19998598510474397,0.19992918303072,0.19999992781875484,0.19995074481848296,1.1453098547658316e-20,7.335563178991256e-17,1.4633671699004065e-21,3.461866358904369e-30,2.803053716924815e-05,9.679441157538264e-13,8.118105177414765e-14,4.9254800644741335e-05,7.081657659798322e-05,7.255892581229896e-08,1.285699835799792e-11,2.2928809063097276e-13,1.9127062602953836e-12,3.9098713362457235e-21,6.990055471940006e-16,-1.2980324746646942e-21,2.8205592063157665e-24,2.022487037500033e-20,2.963029858294521e-23,1.7060128716159872e-15,1.4806523779227464e-21,1.4541271024805281e-22,2.4856087188981606e-20,4.313809473414281e-23,6.917194013011176e-33
4.9181857034292844e-11,0.0005542981333333334,0.2,0.0,0.0014829476774867421,0.19998596750118547,0.1999290566594866,0.19999992782890377,0.19995072914860199,1.1497212556413896e-20,7.373562610243261e-17,1.471449077131405e-21,3.461881653235094e-30,2.8065747243885922e-05,9.65945167059873e-13,8.152655138593192e-14,4.9270469011880034e-05,7.094294624942849e-05,7.255028909690065e-08,1.292343882958839e-11,2.295765521248486e-13,1.915704755398706e-12,3.8803646268654394e-21,6.999730918912297e-16,2.3243614729285762e-20,-4.500120621139039e-24,2.0391598381302226e-20,3.0064012332677423e-23,1.7140327159042615e-15,1.4881486931930238e-21,1.462443676444254e-22,2.514940622151118e-20,3.858424717516196e-23,6.808533802941343e-33
4.927398862677996e-11,0.0005542981333333334,0.2,0.0,0.0014827706227713826,0.19998594993018426,0.19992893030783085,0.19999992783905193,0.19995071357884112,1.1541392857202353e-20,7.411664795475664e-17,1.4841648307899329e-21,3.524297984667105e-30,2.810089220890872e-05,9.63954139717343e-13,8.187274070436727e-14,4.9286037256271536e-05,7.106929632045685e-05,7.25416557240992e-08,1.299008194616385e-11,2.2986395777588575e-13,1.9186997011170756e-12,3.924612434143947e-21,7.009924803987217e-16,-3.892136737474194e-21,1.3684637081641414e-23,2.0559616716087956e-20,3.0503031702347206e-23,1.7220693188003569e-15,1.498134136403768e-21,1.4763089156049602e-22,2.5445488845632424e-20,5.488712131731651e-23,7.176446073418301e-33
4.936612021926708e-11,0.0005542981333333334,0.2,0.0,0.001482593752315567,0.199985932391717,0.19992880397573606,0.19999992784919923,0.19995069810871416,1.1585639748716628e-20,7.449877176064465e-17,1.4955158252418242e-21,3.577147478678565e-30,2.813597211088582e-05,9.619709866110758e-13,8.221961916261613e-14,4.9301505864270084e-05,7.119562682775393e-05,7.253302577154003e-08,1.3056927837319399e-11,2.301495609968866e-13,1.921691104634486e-12,3.967240682591713e-21,7.019803741958572e-16,-2.8144901137817685e-23,-1.5143832713543793e-24,2.0728496735916942e-20,3.094740860498011e-23,1.7301227811018591e-15,1.5121627798562503e-21,1.488623489507335e-22,2.5744355640913782e-20,6.360876147736708e-23,7.49601564493201e-33
4.944903865250549e-11,0.0005542981333333334,0.2,0.0,0.0014824347259946309,0.19998591663489373,0.19992869029356158,0.19999992785833107,0.19995068427038665,1.1625518806753069e-20,7.484366257732992e-17,1.5043220755233048e-21,3.599844373874363e-30,2.8167488432445056e-05,9.601928426528154e-13,8.253239852130038e-14,4.9315342822466024e-05,7.130930757108288e-05,7.252526179844252e-08,1.3117262615067352e-11,2.3040754267128663e-13,1.924380345159524e-12,3.9663905470177154e-21,7.028611270879096e-16,1.1307652145447652e-20,2.8574258195713844e-24,2.0881273179024197e-20,3.135197169922872e-23,1.737385299529054e-15,1.5249552745027721e-21,1.4979382469724008e-22,2.601573081794773e-20,6.202712877992691e-23,7.580325754016853e-33
4.95319570857439e-11,0.0005542981333333334,0.2,0.0,0.0014822758480826388,0.19998590090438684,0.19992857662720595,0.19999992786746207,0.19995067051201912,1.1665451633349251e-20,7.518943011742373e-17,1.5134219775908629e-21,3.617822806692833e-30,2.8198952125147032e-05,9.584210051985382e-13,8.2845735210968e-14,4.93290998185731e-05,7.142297249336178e-05,7.251750071013293e-08,1.3177761834901639e-11,2.3066479332940283e-13,1.927066727565898e-12,3.980270637476864e-21,7.037574348425615e-16,6.884873327387097e-21,2.5704521846014545e-24,2.103491665344e-20,3.176095507608143e-23,1.7446614181302058e-15,1.5360098379851483e-21,1.507510410894433e-22,2.628938870311963e-20,6.044342829378184e-23,7.60486831560678e-33
4.961487551898231e-11,0.0005542981333333334,0.2,0.0,0.001482117118183235,0.1999858852001792,0.19992846297665706,0.1999999278765922,0.19995065683326185,1.1705438293665118e-20,7.553607040317146e-17,1.5228457253585597e-21,3.643689434941326e-30,2.8230363223448462e-05,9.566554406903456e-13,8.315962881840335e-14,4.934277720237273e-05,7.153662160665473e-05,7.250974255974356e-08,1.3238425587237099e-11,2.309212473563477e-13,1.9297502571004914e-12,4.0131941324266175e-21,7.046504720861416e-16,5.544509843119236e-21,3.370132868870375e-24,2.1189377792111883e-20,3.217439733835904e-23,1.7519511281544696e-15,1.5463708576014132e-21,1.5175312908616685e-22,2.6565343973620965e-20,6.252588442866009e-23,7.699425130448506e-33
4.969779395222072e-11,0.0005542981333333334,0.2,0.0,0.0014819585359014313,0.19998586952225345,0.19992834934190287,0.19999992788572143,0.19995064323376655,1.1745478803956797e-20,7.588361355772963e-17,1.532704296914347e-21,3.680519456681089e-30,2.826172176196411e-05,9.548961158053526e-13,8.3474078930337e-14,4.935637532215306e-05,7.16502549229944e-05,7.250198739888432e-08,1.3299253962948825e-11,2.311774431910592e-13,1.9324309390137545e-12,4.0349157695381104e-21,7.055397594793714e-16,7.775057557995379e-21,2.4866721124711352e-24,2.1344660447452036e-20,3.259233735171352e-23,1.7592544209628662e-15,1.5577133185973331e-21,1.528136695449368e-22,2.6843611695920698e-20,6.775030829031678e-23,7.896799053718337e-33
4.9780712385459133e-11,0.0005542981333333334,0.2,0.0,0.0014818001008436057,0.19998585387059217,0.19992823572293147,0.1999999278948497,0.19995062971318633,1.1785573153327294e-20,7.623205627826996e-17,1.5426321014800577e-21,3.7162669743526834e-30,2.8293027775462792e-05,9.531429974643237e-13,8.378908513279819e-14,4.9369894524715396e-05,7.176387245438231e-05,7.249423527899483e-08,1.3360247053133761e-11,2.3143318440633974e-13,1.9351087785588742e-12,4.0488405207151274e-21,7.064316042751372e-16,7.217765678182357e-21,3.0906344912292864e-24,2.1500772964174416e-20,3.3014814240870706e-23,1.7665712945566694e-15,1.5703493879319195e-21,1.5387940794274275e-22,2.7124206465543034e-20,7.13035366655689e-23,8.081020496652624e-33
4.9863630818697544e-11,0.0005542981333333334,0.2,0.0,0.0014816418126174906,0.199985838245178,0.19992812211973074,0.19999992790397692,0.199950616271176,1.1825721349565923e-20,7.658138336727244e-17,1.552271322030037e-21,3.7450961553114155e-30,2.8324281298869992e-05,9.513960528217688e-13,8.410464701163647e-14,4.938333515538032e-05,7.187747421278898e-05,7.248648625046406e-08,1.3421404947444198e-11,2.3168843209885083e-13,1.93778378099146e-12,4.070348470709643e-21,7.073231416589621e-16,6.711034195030932e-21,2.7359238047103226e-24,2.1657698759482026e-20,3.344186738098295e-23,1.7739017446634875e-15,1.5834230266960866e-21,1.5490864035128514e-22,2.74071424146173e-20,7.185895584707866e-23,8.20251191038385e-33
4.9946549251935954e-11,0.0005542981333333334,0.2,0.0,0.0014814836708321672,0.19998582264599327,0.19992800853228884,0.19999992791310306,0.19995060290739158,1.1865923392472207e-20,7.693159984612307e-17,1.5619001757217788e-21,3.773730912626117e-30,2.8355482367269163e-05,9.496552492690297e-13,8.442076415284387e-14,4.939669755799416e-05,7.199106021015387e-05,7.24787403626811e-08,1.3482727735277317e-11,2.3194326635417535e-13,1.9404559515697167e-12,4.09448929036097e-21,7.082135019981746e-16,7.179541754640989e-21,3.0202412323855497e-24,2.1815447292783963e-20,3.387353639419735e-23,1.7812457555349324e-15,1.5963030711278669e-21,1.5594046081774974e-22,2.7692433740529584e-20,7.255839092930011e-23,8.32473192599758e-33
5.0029467685174365e-11,0.0005542981333333334,0.2,0.0,0.0014813256750980607,0.1999858070730204,0.19992789496059385,0.19999992792222807,0.19995058962149082,1.1906179281852777e-20,7.728271295036407e-17,1.5717256640655825e-21,3.805552264115382e-30,2.838663101589935e-05,9.479205544268547e-13,8.47374361422901e-14,4.940998207493512e-05,7.210463045838564e-05,7.247099766427563e-08,1.3544215505794306e-11,2.3219765809406854e-13,1.943125295555226e-12,4.1141346121427216e-21,7.091041756658126e-16,7.170963472018725e-21,2.75467912270563e-24,2.1974032294438813e-20,3.430986115436458e-23,1.7886033142307164e-15,1.609160212867143e-21,1.5699982144908547e-22,2.79800950256434e-20,7.449525861635779e-23,8.47518800396929e-33
5.0112386118412775e-11,0.0005542981333333334,0.2,0.0,0.0014811678250269368,0.1999857915262417,0.19992778140463388,0.19999992793135196,0.19995057641313269,1.1946489027619834e-20,7.763471870435878e-17,1.5816413393176041e-21,3.838406110014648e-30,2.84177272801536e-05,9.461919361410167e-13,8.505466256560637e-14,4.94231890471195e-05,7.22181849693622e-05,7.246325820299945e-08,1.3605868347489848e-11,2.324515991900897e-13,1.9457918182124154e-12,4.133421011405976e-21,7.099947993747186e-16,7.039064571722902e-21,2.986697225401992e-24,2.2133451932753582e-20,3.4750881793858293e-23,1.7959744142218903e-15,1.6223988381284466e-21,1.5807203260907784e-22,2.8270141052195926e-20,7.646158132104469e-23,8.633631207908255e-33
5.0195304551651186e-11,0.0005542981333333334,0.2,0.0,0.001481010120231893,0.19998577600563947,0.19992766786439709,0.1999999279404746,0.19995056328197783,1.1986852637731288e-20,7.798761426368099e-17,1.591566511384644e-21,3.870880870757454e-30,2.844877119557861e-05,9.444693624850018e-13,8.537244300825205e-14,4.943631881400795e-05,7.233172375493079e-05,7.245552202573765e-08,1.3667686348405188e-11,2.3270510340143466e-13,1.948455524807783e-12,4.1552913680092096e-21,7.10885018208627e-16,7.138346446401763e-21,2.7930300902683116e-24,2.229370520461786e-20,3.519663870580591e-23,1.803359048067387e-15,1.6360914922004589e-21,1.5914737345913368e-22,2.8562586540074727e-20,7.785716855097598e-23,8.788862620167632e-33
5.0361141418128e-11,0.0005542981333333334,0.2,0.0,0.0014806951449290744,0.19998574504289263,0.19992744083104588,0.19999992795871605,0.19995053724992717,1.2067741477857285e-20,7.869607995066268e-17,1.611055745046633e-21,3.9255120781147075e-30,2.8510702122893324e-05,9.410422224749099e-13,8.600966429272698e-14,4.9462348082498136e-05,7.255875419708031e-05,7.244005970670953e-08,1.3791818177351006e-11,2.3321078784924745e-13,1.9537745108914526e-12,4.202003617990774e-21,7.126648839440857e-16,7.36991314866569e-21,2.887774436575714e-24,2.2616713084688635e-20,3.61025242103228e-23,1.8181688886475224e-15,1.66482130254396e-21,1.6125663649331622e-22,2.915473494643518e-20,7.552323371239917e-23,9.001532965344556e-33
5.0526978284604814e-11,0.0005542981333333334,0.2,0.0,0.0014803807461208451,0.19998571418463618,0.199927213860446,0.19999992797695204,0.1999505115226521,1.2148845836177116e-20,7.940812349560766e-17,1.6306403855366887e-21,3.97923961526919e-30,2.8572424085270492e-05,9.37638883456763e-13,8.664909667704285e-14,4.9488072567210885e-05,7.278572187900316e-05,7.242461106591737e-08,1.3916611687898804e-11,2.3371471336155457e-13,1.9590822959837387e-12,4.241394116105997e-21,7.144445801270762e-16,7.232722294767087e-21,2.7795169166951424e-24,2.2943095230114587e-20,3.7027845993468343e-23,1.8330327523128373e-15,1.6928994097464808e-21,1.6339437144419577e-22,2.975665773197846e-20,7.359594726744451e-23,9.208590567673759e-33
5.069281515108163e-11,0.0005542981333333334,0.2,0.0,0.0014800669207594192,0.19998568343072518,0.19992698695250374,0.19999992799518224,0.1999504860974886,1.2230165772121326e-20,8.012373840110845e-17,1.650794261983252e-21,4.0426706610885356e-30,2.8633937372556588e-05,9.342590979848e-13,8.72907368407867e-14,4.951349493205267e-05,7.301262689438459e-05,7.240917644929887e-08,1.4042067567743451e-11,2.3421687924744774e-13,1.964378922298623e-12,4.280897991941001e-21,7.162237871829312e-16,7.206098051117439e-21,3.0219270871943835e-24,2.3272888601689762e-20,3.797293653261478e-23,1.847950559457043e-15,1.7198766893731647e-21,1.6562122234865405e-22,3.036847390256253e-20,7.6490989237416e-23,9.507951494437451e-33
5.0858652017558443e-11,0.0005542981333333334,0.2,0.0,0.0014797536658178155,0.19998565278101346,0.19992676010712604,0.19999992801340627,0.19995046097179558,1.2311701374717518e-20,8.084292090053317e-17,1.6714390752980866e-21,4.113782035849615e-30,2.8695242276993137e-05,9.309026220386555e-13,8.793458146174879e-14,4.953861781822479e-05,7.323946933642931e-05,7.239375619034276e-08,1.4168186496500648e-11,2.3471729308766596e-13,1.9696644320796398e-12,4.325093294141562e-21,7.180025698600441e-16,7.281235131203418e-21,2.8169818817378243e-24,2.3606112871392152e-20,3.8938132512467167e-23,1.8629222464071522e-15,1.747529625829093e-21,1.679190334659152e-22,3.0990304376087723e-20,8.168528510691768e-23,9.877407004510933e-33
5.119032575051208e-11,0.0005542981333333334,0.2,0.0,0.001479128855189126,0.19998559179359762,0.19992630660369365,0.19999992804983455,0.19995041160836854,1.247541995803167e-20,8.229200199111379e-17,1.7144009051251373e-21,4.2822300670764815e-30,2.8817228118129338e-05,9.242586394877754e-13,8.922887077894413e-14,4.958797560698577e-05,7.369296687094533e-05,7.236296001920572e-08,1.44224161823182e-11,2.3571287559397476e-13,1.9802022711423023e-12,4.417236368790856e-21,7.215594727056378e-16,7.447172388767033e-21,2.89922432566396e-24,2.42829511370206e-20,4.0930208904430576e-23,1.8930269989336475e-15,1.8087795091034087e-21,1.7274840365017266e-22,3.2264495872497327e-20,9.625527662006797e-23,1.0844805470789929e-32
5.1521999483465714e-11,0.0005542981333333334,0.2,0.0,0.0014785062904284357,0.19998553122119594,0.19992585334941268,0.19999992808623432,0.1999503634116883,1.2640002446743895e-20,8.375538899448544e-17,1.757279878513696e-21,4.435726531149277e-30,2.8938383993670614e-05,9.177050501478992e-13,9.053193802191206e-14,4.96361666162544e-05,7.414621521870448e-05,7.233222498437534e-08,1.4679306031299078e-11,2.367014905655237e-13,1.9906961515888647e-12,4.49984847681188e-21,7.251159150261215e-16,7.397492797838829e-21,2.7296367040111405e-24,2.4973716014952684e-20,4.300685466587528e-23,1.9233465503342382e-15,1.8801736271916977e-21,1.7762449944113848e-22,3.358021713524092e-20,9.550415420296818e-23,1.1666507207668895e-32
